Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,ALLEGIANCE_COMMERCIAL,BCBSMT_HEALTHLINK_NETWORK,BCBSMT-TRADITIONAL_NETWORK,InterWest_PPO,MONTANA_HEALTH_CO-OP,MONTANA_HEALTH_CO-OP_HPN_PRODUCT,PACIFIC_SOURCE_COMMERCIAL_,UHC,hospital
294944_1,Kirby-Bauer,Outpatient,306,87184,"Susceptibility studies, antimicrobial agent; disk method, per plate (12 or fewer agents)",,0,130,130,32.084,130,123.5,32.084,32.084,126.1,123.5,110.5,123.5,122.2,Daniels_Memorial_Hospital
294946_1,Minimum Inhibitory Concentration,Inpatient,306,87186,"Susceptibility studies, antimicrobial agent; microdilution or agar dilution (minimum inhibitory concentration [MIC] or breakpoint), each multi-antimicrobial, per plate",,0,111,111,40.222,111,105.45,99.9,99.9,107.67,105.45,94.35,105.45,104.34,Daniels_Memorial_Hospital
294946_1,Minimum Inhibitory Concentration,Outpatient,306,87186,"Susceptibility studies, antimicrobial agent; microdilution or agar dilution (minimum inhibitory concentration [MIC] or breakpoint), each multi-antimicrobial, per plate",,0,111,111,40.222,111,105.45,40.222,40.222,107.67,105.45,94.35,105.45,104.34,Daniels_Memorial_Hospital
295944_1,17 - Hydroxyprogesterone (Mayo OHPG),Inpatient,301,83498,"Hydroxyprogesterone, 17-d",,0,92,92,78.2,126.438,87.4,82.8,82.8,89.24,87.4,78.2,87.4,86.48,Daniels_Memorial_Hospital
295944_1,17 - Hydroxyprogesterone (Mayo OHPG),Outpatient,301,83498,"Hydroxyprogesterone, 17-d",,0,92,92,78.2,126.438,87.4,126.438,126.438,89.24,87.4,78.2,87.4,86.48,Daniels_Memorial_Hospital
295952_1,HIAA-5 Quant (Mayo HIAA),Inpatient,301,83497,"Hydroxyindolacetic acid, 5-(HIAA)",,0,172,172,60.008,172,163.4,154.8,154.8,166.84,163.4,146.2,163.4,161.68,Daniels_Memorial_Hospital
295952_1,HIAA-5 Quant (Mayo HIAA),Outpatient,301,83497,"Hydroxyindolacetic acid, 5-(HIAA)",,0,172,172,60.008,172,163.4,60.008,60.008,166.84,163.4,146.2,163.4,161.68,Daniels_Memorial_Hospital
295956_1,Acetaminophen Level,Inpatient,301,80307,"Drug test(s), presumptive, any number of drug classes, any number of devices or procedures; by instrument chemistry analyzers (eg, utilizing immunoassay [eg, EIA, ELISA, EMIT, FPIA, IA, KIMS, RIA]), chromatography (eg, GC, HPLC), and mass spectrometry either with or without chromatography, (eg, DART, DESI, GC-MS, GC-MS/MS, LC-MS, LC-MS/MS, LDTD, MALDI, TOF) includes sample validation when performed, per date of service",,0,149,149,126.65,270.79,141.55,134.1,134.1,144.53,141.55,126.65,141.55,140.06,Daniels_Memorial_Hospital
295956_1,Acetaminophen Level,Outpatient,301,80307,"Drug test(s), presumptive, any number of drug classes, any number of devices or procedures; by instrument chemistry analyzers (eg, utilizing immunoassay [eg, EIA, ELISA, EMIT, FPIA, IA, KIMS, RIA]), chromatography (eg, GC, HPLC), and mass spectrometry either with or without chromatography, (eg, DART, DESI, GC-MS, GC-MS/MS, LC-MS, LC-MS/MS, LDTD, MALDI, TOF) includes sample validation when performed, per date of service",,0,149,149,126.65,270.79,141.55,270.79,270.79,144.53,141.55,126.65,141.55,140.06,Daniels_Memorial_Hospital
295958_1,Acetylcholine Receptor Binding Antibody (Mayo ARBI),Inpatient,301,83519,"Immunoassay for analyte other than infectious agent antibody or infectious agent antigen; quantitative, by radioimmunoassay (eg, RIA)",,0,58,58,49.3,69.368,55.1,52.2,52.2,56.26,55.1,49.3,55.1,54.52,Daniels_Memorial_Hospital
295958_1,Acetylcholine Receptor Binding Antibody (Mayo ARBI),Outpatient,301,83519,"Immunoassay for analyte other than infectious agent antibody or infectious agent antigen; quantitative, by radioimmunoassay (eg, RIA)",,0,58,58,49.3,69.368,55.1,69.368,69.368,56.26,55.1,49.3,55.1,54.52,Daniels_Memorial_Hospital
295972_1,ACTH (Mayo ACTH),Inpatient,301,82024,Adrenocorticotropic hormone (ACTH),,0,326,326,179.764,316.22,309.7,293.4,293.4,316.22,309.7,277.1,309.7,306.44,Daniels_Memorial_Hospital
295972_1,ACTH (Mayo ACTH),Outpatient,301,82024,Adrenocorticotropic hormone (ACTH),,0,326,326,179.764,316.22,309.7,179.764,179.764,316.22,309.7,277.1,309.7,306.44,Daniels_Memorial_Hospital
295976_1,Alanine aminotransferase,Inpatient,301,84460,Transferase; alanine amino (ALT) (SGPT),,0,74,74,24.648,74,70.3,66.6,66.6,71.78,70.3,62.9,70.3,69.56,Daniels_Memorial_Hospital
295976_1,Alanine aminotransferase,Outpatient,301,84460,Transferase; alanine amino (ALT) (SGPT),,0,74,74,24.648,74,70.3,24.648,24.648,71.78,70.3,62.9,70.3,69.56,Daniels_Memorial_Hospital
295978_1,"Albumin, Blood",Inpatient,301,82040,"Albumin; serum, plasma or whole blood",,0,54,54,23.036,54,51.3,48.6,48.6,52.38,51.3,45.9,51.3,50.76,Daniels_Memorial_Hospital
295978_1,"Albumin, Blood",Outpatient,301,82040,"Albumin; serum, plasma or whole blood",,0,54,54,23.036,54,51.3,23.036,23.036,52.38,51.3,45.9,51.3,50.76,Daniels_Memorial_Hospital
295980_1,"Microalbumin, Ur 10 Hr",Inpatient,301,82043,"Albumin; urine (eg, microalbumin), quantitative",,0,87,87,26.91,87,82.65,78.3,78.3,84.39,82.65,73.95,82.65,81.78,Daniels_Memorial_Hospital
295980_1,"Microalbumin, Ur 10 Hr",Outpatient,301,82043,"Albumin; urine (eg, microalbumin), quantitative",,0,87,87,26.91,87,82.65,26.91,26.91,84.39,82.65,73.95,82.65,81.78,Daniels_Memorial_Hospital
295982_1,"Albumin, Fluid (Regional)",Inpatient,301,82042,"Albumin; other source, quantitative, each specimen",,0,124,124,29.328,124,117.8,111.6,111.6,120.28,117.8,105.4,117.8,116.56,Daniels_Memorial_Hospital
295982_1,"Albumin, Fluid (Regional)",Outpatient,301,82042,"Albumin; other source, quantitative, each specimen",,0,124,124,29.328,124,117.8,29.328,29.328,120.28,117.8,105.4,117.8,116.56,Daniels_Memorial_Hospital
295986_1,"Prealbumin, Blood",Inpatient,301,84134,Prealbumin,,0,178,178,67.886,178,169.1,160.2,160.2,172.66,169.1,151.3,169.1,167.32,Daniels_Memorial_Hospital
295986_1,"Prealbumin, Blood",Outpatient,301,84134,Prealbumin,,0,178,178,67.886,178,169.1,67.886,67.886,172.66,169.1,151.3,169.1,167.32,Daniels_Memorial_Hospital
295988_1,Aldolase (Mayo ALS),Inpatient,301,82085,Aldolase,,0,118,118,45.214,118,112.1,106.2,106.2,114.46,112.1,100.3,112.1,110.92,Daniels_Memorial_Hospital
295988_1,Aldolase (Mayo ALS),Outpatient,301,82085,Aldolase,,0,118,118,45.214,118,112.1,45.214,45.214,114.46,112.1,100.3,112.1,110.92,Daniels_Memorial_Hospital
295990_1,Aldosterone (Mayo ALDS),Inpatient,301,82088,Aldosterone,,0,200,200,170,200,190,180,180,194,190,170,190,188,Daniels_Memorial_Hospital
295990_1,Aldosterone (Mayo ALDS),Outpatient,301,82088,Aldosterone,,0,200,200,170,200,190,189.67,189.67,194,190,170,190,188,Daniels_Memorial_Hospital
295992_1,"Aldosterone, Urine (Mayo ALDU)",Inpatient,301,82088,Aldosterone,,0,128,128,108.8,189.67,121.6,115.2,115.2,124.16,121.6,108.8,121.6,120.32,Daniels_Memorial_Hospital
295992_1,"Aldosterone, Urine (Mayo ALDU)",Outpatient,301,82088,Aldosterone,,0,128,128,108.8,189.67,121.6,189.67,189.67,124.16,121.6,108.8,121.6,120.32,Daniels_Memorial_Hospital
295994_1,"Phosphatase, Alk",Inpatient,301,84075,"Phosphatase, alkaline",,0,74,74,24.102,74,70.3,66.6,66.6,71.78,70.3,62.9,70.3,69.56,Daniels_Memorial_Hospital
295994_1,"Phosphatase, Alk",Outpatient,301,84075,"Phosphatase, alkaline",,0,74,74,24.102,74,70.3,24.102,24.102,71.78,70.3,62.9,70.3,69.56,Daniels_Memorial_Hospital
296000_1,"AFP, Tumor Marker",Inpatient,300,82105,Alpha-fetoprotein (AFP); serum,,0,149,149,78.078,149,141.55,134.1,134.1,144.53,141.55,126.65,141.55,140.06,Daniels_Memorial_Hospital
296000_1,"AFP, Tumor Marker",Outpatient,300,82105,Alpha-fetoprotein (AFP); serum,,0,149,149,78.078,149,141.55,78.078,78.078,144.53,141.55,126.65,141.55,140.06,Daniels_Memorial_Hospital
296006_1,Alpha-1-Antitrypsin (Mayo AAT),Inpatient,301,82103,Alpha-1-antitrypsin; total,,0,125,125,62.556,125,118.75,112.5,112.5,121.25,118.75,106.25,118.75,117.5,Daniels_Memorial_Hospital
296006_1,Alpha-1-Antitrypsin (Mayo AAT),Outpatient,301,82103,Alpha-1-antitrypsin; total,,0,125,125,62.556,125,118.75,62.556,62.556,121.25,118.75,106.25,118.75,117.5,Daniels_Memorial_Hospital
296028_1,Amiodarone (Mayo AMIO),Inpatient,301,80299,"Quantitation of therapeutic drug, not elsewhere specified",,0,273,273,232.05,273,259.35,245.7,245.7,264.81,259.35,232.05,259.35,256.62,Daniels_Memorial_Hospital
296028_1,Amiodarone (Mayo AMIO),Outpatient,301,80299,"Quantitation of therapeutic drug, not elsewhere specified",,0,273,273,232.05,273,259.35,245.7,245.7,264.81,259.35,232.05,259.35,256.62,Daniels_Memorial_Hospital
296036_1,"Ammonia, Blood",Inpatient,301,82140,Ammonia,,0,201,201,67.834,201,190.95,180.9,180.9,194.97,190.95,170.85,190.95,188.94,Daniels_Memorial_Hospital
296036_1,"Ammonia, Blood",Outpatient,301,82140,Ammonia,,0,201,201,67.834,201,190.95,67.834,67.834,194.97,190.95,170.85,190.95,188.94,Daniels_Memorial_Hospital
296056_1,"Amylase, Blood",Inpatient,301,82150,Amylase,,0,138,138,30.16,138,131.1,124.2,124.2,133.86,131.1,117.3,131.1,129.72,Daniels_Memorial_Hospital
296056_1,"Amylase, Blood",Outpatient,301,82150,Amylase,,0,138,138,30.16,138,131.1,30.16,30.16,133.86,131.1,117.3,131.1,129.72,Daniels_Memorial_Hospital
296068_1,Androstenedione (Mayo ANST),Inpatient,301,82157,Androstenedione,,0,63,63,53.55,136.24,59.85,56.7,56.7,61.11,59.85,53.55,59.85,59.22,Daniels_Memorial_Hospital
296068_1,Androstenedione (Mayo ANST),Outpatient,301,82157,Androstenedione,,0,63,63,53.55,136.24,59.85,136.24,136.24,61.11,59.85,53.55,59.85,59.22,Daniels_Memorial_Hospital
296070_1,Angiotensin Converting Enzyme (Mayo ACE),Inpatient,301,82164,Angiotensin I - converting enzyme (ACE),,0,156,156,67.964,156,148.2,140.4,140.4,151.32,148.2,132.6,148.2,146.64,Daniels_Memorial_Hospital
296070_1,Angiotensin Converting Enzyme (Mayo ACE),Outpatient,301,82164,Angiotensin I - converting enzyme (ACE),,0,156,156,67.964,156,148.2,67.964,67.964,151.32,148.2,132.6,148.2,146.64,Daniels_Memorial_Hospital
296092_1,ANA Screen,Inpatient,309,86038,Antinuclear antibodies (ANA),,0,118,118,56.238,118,112.1,106.2,106.2,114.46,112.1,100.3,112.1,110.92,Daniels_Memorial_Hospital
296092_1,ANA Screen,Outpatient,309,86038,Antinuclear antibodies (ANA),,0,118,118,56.238,118,112.1,56.238,56.238,114.46,112.1,100.3,112.1,110.92,Daniels_Memorial_Hospital
296094_1,Antinuclear Antibody Titer,Inpatient,302,86039,Antinuclear antibodies (ANA); titer,,0,66,66,51.948,66,62.7,59.4,59.4,64.02,62.7,56.1,62.7,62.04,Daniels_Memorial_Hospital
296094_1,Antinuclear Antibody Titer,Outpatient,302,86039,Antinuclear antibodies (ANA); titer,,0,66,66,51.948,66,62.7,51.948,51.948,64.02,62.7,56.1,62.7,62.04,Daniels_Memorial_Hospital
296096_1,Inactive Anti-Reticulin Ab (Mayo RTA),Inpatient,,,,,0,66,66,56.1,66,62.7,59.4,59.4,64.02,62.7,56.1,62.7,62.04,Daniels_Memorial_Hospital
296096_1,Inactive Anti-Reticulin Ab (Mayo RTA),Outpatient,,,,,0,66,66,56.1,66,62.7,59.4,59.4,64.02,62.7,56.1,62.7,62.04,Daniels_Memorial_Hospital
296100_1,Antistreptolysin O titer,Inpatient,302,86060,Antistreptolysin 0; titer,,0,103,103,33.956,103,97.85,92.7,92.7,99.91,97.85,87.55,97.85,96.82,Daniels_Memorial_Hospital
296100_1,Antistreptolysin O titer,Outpatient,302,86060,Antistreptolysin 0; titer,,0,103,103,33.956,103,97.85,33.956,33.956,99.91,97.85,87.55,97.85,96.82,Daniels_Memorial_Hospital
296102_1,Antithrombin III Antigen (Mayo ATTI),Inpatient,300,85301,"Clotting inhibitors or anticoagulants; antithrombin III, antigen assay",,0,80,80,50.336,80,76,72,72,77.6,76,68,76,75.2,Daniels_Memorial_Hospital
296102_1,Antithrombin III Antigen (Mayo ATTI),Outpatient,300,85301,"Clotting inhibitors or anticoagulants; antithrombin III, antigen assay",,0,80,80,50.336,80,76,50.336,50.336,77.6,76,68,76,75.2,Daniels_Memorial_Hospital
296110_1,"Arsenic, Bld (Mayo ASB)",Inpatient,301,82175,Arsenic,,0,117,117,88.296,117,111.15,105.3,105.3,113.49,111.15,99.45,111.15,109.98,Daniels_Memorial_Hospital
296110_1,"Arsenic, Bld (Mayo ASB)",Outpatient,301,82175,Arsenic,,0,117,117,88.296,117,111.15,88.296,88.296,113.49,111.15,99.45,111.15,109.98,Daniels_Memorial_Hospital
296112_1,Aspartate aminotransferase,Inpatient,301,84450,Transferase; aspartate amino (AST) (SGOT),,0,74,74,24.102,74,70.3,66.6,66.6,71.78,70.3,62.9,70.3,69.56,Daniels_Memorial_Hospital
296112_1,Aspartate aminotransferase,Outpatient,301,84450,Transferase; aspartate amino (AST) (SGOT),,0,74,74,24.102,74,70.3,24.102,24.102,71.78,70.3,62.9,70.3,69.56,Daniels_Memorial_Hospital
296138_1,Beta 2 Microglobulin (Mayo B2M),Inpatient,301,82232,Beta-2 microglobulin,,0,201,201,75.296,201,190.95,180.9,180.9,194.97,190.95,170.85,190.95,188.94,Daniels_Memorial_Hospital
296138_1,Beta 2 Microglobulin (Mayo B2M),Outpatient,301,82232,Beta-2 microglobulin,,0,201,201,75.296,201,190.95,75.296,75.296,194.97,190.95,170.85,190.95,188.94,Daniels_Memorial_Hospital
296142_1,"Pregnancy, Blood",Inpatient,301,84703,"Gonadotropin, chorionic (hCG); qualitative",,0,143,143,35.022,143,135.85,128.7,128.7,138.71,135.85,121.55,135.85,134.42,Daniels_Memorial_Hospital
296142_1,"Pregnancy, Blood",Outpatient,301,84703,"Gonadotropin, chorionic (hCG); qualitative",,0,143,143,35.022,143,135.85,35.022,35.022,138.71,135.85,121.55,135.85,134.42,Daniels_Memorial_Hospital
296144_1,"Pregnancy, Urine",Inpatient,307,81025,"Urine pregnancy test, by visual color comparison methods",,0,58,58,32.448,58,55.1,52.2,52.2,56.26,55.1,49.3,55.1,54.52,Daniels_Memorial_Hospital
296144_1,"Pregnancy, Urine",Outpatient,307,81025,"Urine pregnancy test, by visual color comparison methods",,0,58,58,32.448,58,55.1,32.448,32.448,56.26,55.1,49.3,55.1,54.52,Daniels_Memorial_Hospital
296146_1,"BHCG, Beta HCG, Quant",Inpatient,301,84702,"Gonadotropin, chorionic (hCG); quantitative",,0,247,247,70.096,247,234.65,222.3,222.3,239.59,234.65,209.95,234.65,232.18,Daniels_Memorial_Hospital
296146_1,"BHCG, Beta HCG, Quant",Outpatient,301,84702,"Gonadotropin, chorionic (hCG); quantitative",,0,247,247,70.096,247,234.65,70.096,70.096,239.59,234.65,209.95,234.65,232.18,Daniels_Memorial_Hospital
296152_1,"Bilirubin, Fluid (Regional)",Inpatient,301,82247,Bilirubin; total,,0,65,65,23.348,65,61.75,58.5,58.5,63.05,61.75,55.25,61.75,61.1,Daniels_Memorial_Hospital
296152_1,"Bilirubin, Fluid (Regional)",Outpatient,301,82247,Bilirubin; total,,0,65,65,23.348,65,61.75,23.348,23.348,63.05,61.75,55.25,61.75,61.1,Daniels_Memorial_Hospital
296154_1,"Bilirubin, Direct",Inpatient,301,82248,Bilirubin; direct,,0,71,71,23.348,71,67.45,63.9,63.9,68.87,67.45,60.35,67.45,66.74,Daniels_Memorial_Hospital
296154_1,"Bilirubin, Direct",Outpatient,301,82248,Bilirubin; direct,,0,71,71,23.348,71,67.45,23.348,23.348,68.87,67.45,60.35,67.45,66.74,Daniels_Memorial_Hospital
296158_1,"Bilirubin, Total",Inpatient,301,82247,Bilirubin; total,,0,65,65,23.348,65,61.75,58.5,58.5,63.05,61.75,55.25,61.75,61.1,Daniels_Memorial_Hospital
296158_1,"Bilirubin, Total",Outpatient,301,82247,Bilirubin; total,,0,65,65,23.348,65,61.75,23.348,23.348,63.05,61.75,55.25,61.75,61.1,Daniels_Memorial_Hospital
296162_1,"Bleeding time, Regional",Inpatient,300,85002,Bleeding time,,0,86,86,21.008,86,81.7,77.4,77.4,83.42,81.7,73.1,81.7,80.84,Daniels_Memorial_Hospital
296162_1,"Bleeding time, Regional",Outpatient,300,85002,Bleeding time,,0,86,86,21.008,86,81.7,21.008,21.008,83.42,81.7,73.1,81.7,80.84,Daniels_Memorial_Hospital
296164_1,"Blood Gas, Arterial",Inpatient,301,82805,"Gases, blood, any combination of pH, pCO2, pO2, CO2, HCO3 (including calculated O2 saturation); with O2 saturation, by direct measurement, except pulse oximetry",,0,159,159,135.15,296.972,151.05,143.1,143.1,154.23,151.05,135.15,151.05,149.46,Daniels_Memorial_Hospital
296164_1,"Blood Gas, Arterial",Outpatient,301,82805,"Gases, blood, any combination of pH, pCO2, pO2, CO2, HCO3 (including calculated O2 saturation); with O2 saturation, by direct measurement, except pulse oximetry",,0,159,159,135.15,296.972,151.05,296.972,296.972,154.23,151.05,135.15,151.05,149.46,Daniels_Memorial_Hospital
296168_1,"Blood Gas, Venous",Inpatient,301,82805,"Gases, blood, any combination of pH, pCO2, pO2, CO2, HCO3 (including calculated O2 saturation); with O2 saturation, by direct measurement, except pulse oximetry",,0,95,95,80.75,296.972,90.25,85.5,85.5,92.15,90.25,80.75,90.25,89.3,Daniels_Memorial_Hospital
296168_1,"Blood Gas, Venous",Outpatient,301,82805,"Gases, blood, any combination of pH, pCO2, pO2, CO2, HCO3 (including calculated O2 saturation); with O2 saturation, by direct measurement, except pulse oximetry",,0,95,95,80.75,296.972,90.25,296.972,296.972,92.15,90.25,80.75,90.25,89.3,Daniels_Memorial_Hospital
296170_1,Blood urea nitrogen,Inpatient,301,84520,Urea nitrogen; quantitative,,0,76,76,18.408,76,72.2,68.4,68.4,73.72,72.2,64.6,72.2,71.44,Daniels_Memorial_Hospital
296170_1,Blood urea nitrogen,Outpatient,301,84520,Urea nitrogen; quantitative,,0,76,76,18.408,76,72.2,18.408,18.408,73.72,72.2,64.6,72.2,71.44,Daniels_Memorial_Hospital
296178_1,C1 Esterase Inhibitor (Mayo C1ES),Inpatient,301,83883,"Nephelometry, each analyte not elsewhere specified",,0,66,66,56.1,66,62.7,59.4,59.4,64.02,62.7,56.1,62.7,62.04,Daniels_Memorial_Hospital
296178_1,C1 Esterase Inhibitor (Mayo C1ES),Outpatient,301,83883,"Nephelometry, each analyte not elsewhere specified",,0,66,66,56.1,66,62.7,63.31,63.31,64.02,62.7,56.1,62.7,62.04,Daniels_Memorial_Hospital
296180_1,C-1Q Complement (Mayo C1Q),Inpatient,302,86160,"Complement; antigen, each component",,0,107,107,55.822,107,101.65,96.3,96.3,103.79,101.65,90.95,101.65,100.58,Daniels_Memorial_Hospital
296180_1,C-1Q Complement (Mayo C1Q),Outpatient,302,86160,"Complement; antigen, each component",,0,107,107,55.822,107,101.65,55.822,55.822,103.79,101.65,90.95,101.65,100.58,Daniels_Memorial_Hospital
296182_1,C3 Complement,Inpatient,302,86160,"Complement; antigen, each component",,0,156,156,55.822,156,148.2,140.4,140.4,151.32,148.2,132.6,148.2,146.64,Daniels_Memorial_Hospital
296182_1,C3 Complement,Outpatient,302,86160,"Complement; antigen, each component",,0,156,156,55.822,156,148.2,55.822,55.822,151.32,148.2,132.6,148.2,146.64,Daniels_Memorial_Hospital
296186_1,C4 Complement,Inpatient,302,86160,"Complement; antigen, each component",,0,156,156,55.822,156,148.2,140.4,140.4,151.32,148.2,132.6,148.2,146.64,Daniels_Memorial_Hospital
296186_1,C4 Complement,Outpatient,302,86160,"Complement; antigen, each component",,0,156,156,55.822,156,148.2,55.822,55.822,151.32,148.2,132.6,148.2,146.64,Daniels_Memorial_Hospital
296190_1,CA 27.29 (Mayo C2729),Inpatient,302,86300,"Immunoassay for tumor antigen, quantitative; CA 15-3 (27.29)",,0,177,177,96.902,177,168.15,159.3,159.3,171.69,168.15,150.45,168.15,166.38,Daniels_Memorial_Hospital
296190_1,CA 27.29 (Mayo C2729),Outpatient,302,86300,"Immunoassay for tumor antigen, quantitative; CA 15-3 (27.29)",,0,177,177,96.902,177,168.15,96.902,96.902,171.69,168.15,150.45,168.15,166.38,Daniels_Memorial_Hospital
296194_1,Calcitonin (Mayo CATN),Inpatient,301,82308,Calcitonin,,0,70,70,59.5,124.722,66.5,63,63,67.9,66.5,59.5,66.5,65.8,Daniels_Memorial_Hospital
296194_1,Calcitonin (Mayo CATN),Outpatient,301,82308,Calcitonin,,0,70,70,59.5,124.722,66.5,124.722,124.722,67.9,66.5,59.5,66.5,65.8,Daniels_Memorial_Hospital
296196_1,"Calcium, Ur Random",Inpatient,302,82310,Calcium; total,,0,46,46,24.024,46,43.7,41.4,41.4,44.62,43.7,39.1,43.7,43.24,Daniels_Memorial_Hospital
296196_1,"Calcium, Ur Random",Outpatient,302,82310,Calcium; total,,0,46,46,24.024,46,43.7,24.024,24.024,44.62,43.7,39.1,43.7,43.24,Daniels_Memorial_Hospital
296200_1,"Calcium, Ionized",Inpatient,301,82330,Calcium; ionized,,0,8,8,6.8,63.648,7.6,7.2,7.2,7.76,7.6,6.8,7.6,7.52,Daniels_Memorial_Hospital
296200_1,"Calcium, Ionized",Outpatient,301,82330,Calcium; ionized,,0,8,8,6.8,63.648,7.6,63.648,63.648,7.76,7.6,6.8,7.6,7.52,Daniels_Memorial_Hospital
296202_1,"Calcium, Serum",Inpatient,301,82310,Calcium; total,,0,68,68,24.024,68,64.6,61.2,61.2,65.96,64.6,57.8,64.6,63.92,Daniels_Memorial_Hospital
296202_1,"Calcium, Serum",Outpatient,301,82310,Calcium; total,,0,68,68,24.024,68,64.6,24.024,24.024,65.96,64.6,57.8,64.6,63.92,Daniels_Memorial_Hospital
296204_1,"Calcium, Ur 24 Hr",Inpatient,301,82340,"Calcium; urine quantitative, timed specimen",,0,117,117,28.054,117,111.15,105.3,105.3,113.49,111.15,99.45,111.15,109.98,Daniels_Memorial_Hospital
296204_1,"Calcium, Ur 24 Hr",Outpatient,301,82340,"Calcium; urine quantitative, timed specimen",,0,117,117,28.054,117,111.15,28.054,28.054,113.49,111.15,99.45,111.15,109.98,Daniels_Memorial_Hospital
