Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,ALLEGIANCE,BCBSMT_BLUE_OPTIONS,BCBSMT_HEALTHLINK_NETWORK,BCBSMT_POS_CLOSED_NETWORK,BCBSMT_TRADITIONAL,EBMS,FIRST_CHOICE,INTERWEST_HEALTH_PPO,INTERWEST_HEALTH_PPO_DIRECT,INTERWEST_HEALTH_TRADITIONAL,MONTANA_HEALTH_COOP,PACIFIC_SOURCE,UHC,hospital
30010276_1,HC CYSTIC FIBROSIS GENE ANALYSIS,Outpatient,310,81220,"CFTR (cystic fibrosis transmembrane conductance regulator) (eg, cystic fibrosis) gene analysis; common variants (eg, ACMG/ACOG guidelines)",,0,500,475,450,3228.28,475,3228.28,450,475,500,475,450,490,490,500,450,475,460,Barrett_Hospital_and_Healthcare
30010279_1,HC HEREDITARY HEMOCHROMATOSIS GENE ANALYSIS,Inpatient,310,81256,"HFE (hemochromatosis) (eg, hereditary hemochromatosis) gene analysis, common variants (eg, C282Y, H63D)",,0,315,299.25,283.5,468,299.25,283.5,283.5,299.25,315,299.25,283.5,308.7,308.7,315,283.5,299.25,289.8,Barrett_Hospital_and_Healthcare
30010279_1,HC HEREDITARY HEMOCHROMATOSIS GENE ANALYSIS,Outpatient,310,81256,"HFE (hemochromatosis) (eg, hereditary hemochromatosis) gene analysis, common variants (eg, C282Y, H63D)",,0,315,299.25,283.5,468,299.25,468,283.5,299.25,315,299.25,283.5,308.7,308.7,315,283.5,299.25,289.8,Barrett_Hospital_and_Healthcare
30010281_1,HC FECAL LEUKOCYTES,Inpatient,300,89055,"Leukocyte assessment, fecal, qualitative or semiquantitative",,0,49,46.55,30.56,49,46.55,44.1,44.1,46.55,49,46.55,44.1,48.02,48.02,49,44.1,46.55,45.08,Barrett_Hospital_and_Healthcare
30010281_1,HC FECAL LEUKOCYTES,Outpatient,300,89055,"Leukocyte assessment, fecal, qualitative or semiquantitative",,0,49,46.55,30.56,49,46.55,30.56,44.1,46.55,49,46.55,44.1,48.02,48.02,49,44.1,46.55,45.08,Barrett_Hospital_and_Healthcare
30010300_1,HC HLA II TYPING 1 LOCUS LR,Inpatient,310,81376,"HLA Class II typing, low resolution (eg, antigen equivalents); one locus (eg, HLA-DRB1, -DRB3/4/5, -DQB1, -DQA1, -DPB1, or -DPA1), each",,0,128,121.6,115.2,875.16,121.6,115.2,115.2,121.6,128,121.6,115.2,125.44,125.44,128,115.2,121.6,117.76,Barrett_Hospital_and_Healthcare
30010300_1,HC HLA II TYPING 1 LOCUS LR,Outpatient,310,81376,"HLA Class II typing, low resolution (eg, antigen equivalents); one locus (eg, HLA-DRB1, -DRB3/4/5, -DQB1, -DQA1, -DPB1, or -DPA1), each",,0,128,121.6,115.2,875.16,121.6,875.16,115.2,121.6,128,121.6,115.2,125.44,125.44,128,115.2,121.6,117.76,Barrett_Hospital_and_Healthcare
30010368_1,HC HERPES SIMPLEX TEST - ANTIBODY IGM,Inpatient,302,86694,"Antibody; herpes simplex, non-specific type test",,0,57,54.15,51.3,103.08,54.15,51.3,51.3,54.15,57,54.15,51.3,55.86,55.86,57,51.3,54.15,52.44,Barrett_Hospital_and_Healthcare
30010368_1,HC HERPES SIMPLEX TEST - ANTIBODY IGM,Outpatient,302,86694,"Antibody; herpes simplex, non-specific type test",,0,57,54.15,51.3,103.08,54.15,103.08,51.3,54.15,57,54.15,51.3,55.86,55.86,57,51.3,54.15,52.44,Barrett_Hospital_and_Healthcare
30010409_1,HC WBC ANTIBODY IDENTIFICATION,Inpatient,302,86021,Antibody identification; leukocyte antibodies,,0,104,98.8,93.6,107.84,98.8,93.6,93.6,98.8,104,98.8,93.6,101.92,101.92,104,93.6,98.8,95.68,Barrett_Hospital_and_Healthcare
30010409_1,HC WBC ANTIBODY IDENTIFICATION,Outpatient,302,86021,Antibody identification; leukocyte antibodies,,0,104,98.8,93.6,107.84,98.8,107.84,93.6,98.8,104,98.8,93.6,101.92,101.92,104,93.6,98.8,95.68,Barrett_Hospital_and_Healthcare
30010421_1,HC CRP HIGH SENSITIVITY,Inpatient,302,86141,C-reactive protein; high sensitivity (hsCRP),,0,106,100.7,92.68,106,100.7,95.4,95.4,100.7,106,100.7,95.4,103.88,103.88,106,95.4,100.7,97.52,Barrett_Hospital_and_Healthcare
30010421_1,HC CRP HIGH SENSITIVITY,Outpatient,302,86141,C-reactive protein; high sensitivity (hsCRP),,0,106,100.7,92.68,106,100.7,92.68,95.4,100.7,106,100.7,95.4,103.88,103.88,106,95.4,100.7,97.52,Barrett_Hospital_and_Healthcare
30010427_1,HC BETA 2 GLYCOPROTEIN ANTIBODY - IGM,Inpatient,302,86146,"Beta 2 Glycoprotein I antibody, each",,0,94,89.3,84.6,182.24,89.3,84.6,84.6,89.3,94,89.3,84.6,92.12,92.12,94,84.6,89.3,86.48,Barrett_Hospital_and_Healthcare
30010427_1,HC BETA 2 GLYCOPROTEIN ANTIBODY - IGM,Outpatient,302,86146,"Beta 2 Glycoprotein I antibody, each",,0,94,89.3,84.6,182.24,89.3,182.24,84.6,89.3,94,89.3,84.6,92.12,92.12,94,84.6,89.3,86.48,Barrett_Hospital_and_Healthcare
30010429_1,HC BETA 2 GLYCOPROTEIN I ANTIBODY,Inpatient,302,86146,"Beta 2 Glycoprotein I antibody, each",,0,94,89.3,84.6,182.24,89.3,84.6,84.6,89.3,94,89.3,84.6,92.12,92.12,94,84.6,89.3,86.48,Barrett_Hospital_and_Healthcare
30010429_1,HC BETA 2 GLYCOPROTEIN I ANTIBODY,Outpatient,302,86146,"Beta 2 Glycoprotein I antibody, each",,0,94,89.3,84.6,182.24,89.3,182.24,84.6,89.3,94,89.3,84.6,92.12,92.12,94,84.6,89.3,86.48,Barrett_Hospital_and_Healthcare
30010433_1,HC COMPLEMENT/FUNCTION ACTIVITY - C1 ESTERASE INHB,Inpatient,302,86161,"Complement; functional activity, each component",,0,77,73.15,69.3,85.88,73.15,69.3,69.3,73.15,77,73.15,69.3,75.46,75.46,77,69.3,73.15,70.84,Barrett_Hospital_and_Healthcare
30010433_1,HC COMPLEMENT/FUNCTION ACTIVITY - C1 ESTERASE INHB,Outpatient,302,86161,"Complement; functional activity, each component",,0,77,73.15,69.3,85.88,73.15,85.88,69.3,73.15,77,73.15,69.3,75.46,75.46,77,69.3,73.15,70.84,Barrett_Hospital_and_Healthcare
30010438_1,HC CCP ANTIBODY,Inpatient,302,86200,"Cyclic citrullinated peptide (CCP), antibody",,0,82,77.9,73.8,92.68,77.9,73.8,73.8,77.9,82,77.9,73.8,80.36,80.36,82,73.8,77.9,75.44,Barrett_Hospital_and_Healthcare
30010438_1,HC CCP ANTIBODY,Outpatient,302,86200,"Cyclic citrullinated peptide (CCP), antibody",,0,82,77.9,73.8,92.68,77.9,92.68,73.8,77.9,82,77.9,73.8,80.36,80.36,82,73.8,77.9,75.44,Barrett_Hospital_and_Healthcare
30010447_1,HC DEOXYRIBONUCLEASE ANTIBODY,Inpatient,302,86215,"Deoxyribonuclease, antibody",,0,61,57.95,54.9,94.84,57.95,54.9,54.9,57.95,61,57.95,54.9,59.78,59.78,61,54.9,57.95,56.12,Barrett_Hospital_and_Healthcare
30010447_1,HC DEOXYRIBONUCLEASE ANTIBODY,Outpatient,302,86215,"Deoxyribonuclease, antibody",,0,61,57.95,54.9,94.84,57.95,94.84,54.9,57.95,61,57.95,54.9,59.78,59.78,61,54.9,57.95,56.12,Barrett_Hospital_and_Healthcare
30010452_1,HC FLUORESCENT ANTIBODY SCREEN CYTOPLASMIC NEUTROPHILIC AB SCRN,Inpatient,302,86255,"Fluorescent noninfectious agent antibody; screen, each antibody",,0,106,100.7,86.32,106,100.7,95.4,95.4,100.7,106,100.7,95.4,103.88,103.88,106,95.4,100.7,97.52,Barrett_Hospital_and_Healthcare
30010452_1,HC FLUORESCENT ANTIBODY SCREEN CYTOPLASMIC NEUTROPHILIC AB SCRN,Outpatient,302,86255,"Fluorescent noninfectious agent antibody; screen, each antibody",,0,106,100.7,86.32,106,100.7,86.32,95.4,100.7,106,100.7,95.4,103.88,103.88,106,95.4,100.7,97.52,Barrett_Hospital_and_Healthcare
30010453_1,HC FLUORESCENT NONNFCT AGT ANTB SCREEN EA ANTIBODY #,Inpatient,302,86255,"Fluorescent noninfectious agent antibody; screen, each antibody",,0,106,100.7,86.32,106,100.7,95.4,95.4,100.7,106,100.7,95.4,103.88,103.88,106,95.4,100.7,97.52,Barrett_Hospital_and_Healthcare
30010453_1,HC FLUORESCENT NONNFCT AGT ANTB SCREEN EA ANTIBODY #,Outpatient,302,86255,"Fluorescent noninfectious agent antibody; screen, each antibody",,0,106,100.7,86.32,106,100.7,86.32,95.4,100.7,106,100.7,95.4,103.88,103.88,106,95.4,100.7,97.52,Barrett_Hospital_and_Healthcare
30010472_1,HC IMMUNOASSAY TUMOR OTHER - CHROMOGRANIN A,Inpatient,302,86316,"Immunoassay for tumor antigen, other antigen, quantitative (eg, CA 50, 72-4, 549), each",,0,118,112.1,106.2,149.08,112.1,106.2,106.2,112.1,118,112.1,106.2,115.64,115.64,118,106.2,112.1,108.56,Barrett_Hospital_and_Healthcare
30010472_1,HC IMMUNOASSAY TUMOR OTHER - CHROMOGRANIN A,Outpatient,302,86316,"Immunoassay for tumor antigen, other antigen, quantitative (eg, CA 50, 72-4, 549), each",,0,118,112.1,106.2,149.08,112.1,149.08,106.2,112.1,118,112.1,106.2,115.64,115.64,118,106.2,112.1,108.56,Barrett_Hospital_and_Healthcare
30010478_1,HC THYROGLOBULIN AB,Inpatient,302,86800,Thyroglobulin antibody,,0,80,76,72,113.92,76,72,72,76,80,76,72,78.4,78.4,80,72,76,73.6,Barrett_Hospital_and_Healthcare
30010478_1,HC THYROGLOBULIN AB,Outpatient,302,86800,Thyroglobulin antibody,,0,80,76,72,113.92,76,113.92,72,76,80,76,72,78.4,78.4,80,72,76,73.6,Barrett_Hospital_and_Healthcare
30010485_1,HC FLUORESCENT ANTIBODY SCREEN - NONINFEC AGENT,Inpatient,302,86255,"Fluorescent noninfectious agent antibody; screen, each antibody",,0,105,99.75,86.32,105,99.75,94.5,94.5,99.75,105,99.75,94.5,102.9,102.9,105,94.5,99.75,96.6,Barrett_Hospital_and_Healthcare
30010485_1,HC FLUORESCENT ANTIBODY SCREEN - NONINFEC AGENT,Outpatient,302,86255,"Fluorescent noninfectious agent antibody; screen, each antibody",,0,105,99.75,86.32,105,99.75,86.32,94.5,99.75,105,99.75,94.5,102.9,102.9,105,94.5,99.75,96.6,Barrett_Hospital_and_Healthcare
30010492_1,HC IMMUNOASSAY TUMOR CA 15-3,Inpatient,302,86300,"Immunoassay for tumor antigen, quantitative; CA 15-3 (27.29)",,0,136,129.2,122.4,149.08,129.2,122.4,122.4,129.2,136,129.2,122.4,133.28,133.28,136,122.4,129.2,125.12,Barrett_Hospital_and_Healthcare
30010492_1,HC IMMUNOASSAY TUMOR CA 15-3,Outpatient,302,86300,"Immunoassay for tumor antigen, quantitative; CA 15-3 (27.29)",,0,136,129.2,122.4,149.08,129.2,149.08,122.4,129.2,136,129.2,122.4,133.28,133.28,136,122.4,129.2,125.12,Barrett_Hospital_and_Healthcare
30010507_1,HC FLUORESCENT ANTIBODY TITER - MISC ANTI,Inpatient,302,86256,"Fluorescent noninfectious agent antibody; titer, each antibody",,0,82,77.9,73.8,86.32,77.9,73.8,73.8,77.9,82,77.9,73.8,80.36,80.36,82,73.8,77.9,75.44,Barrett_Hospital_and_Healthcare
30010507_1,HC FLUORESCENT ANTIBODY TITER - MISC ANTI,Outpatient,302,86256,"Fluorescent noninfectious agent antibody; titer, each antibody",,0,82,77.9,73.8,86.32,77.9,86.32,73.8,77.9,82,77.9,73.8,80.36,80.36,82,73.8,77.9,75.44,Barrett_Hospital_and_Healthcare
30010554_1,HC IMMUNOASSAY TUMOR CA 15-3 27-29,Inpatient,302,86300,"Immunoassay for tumor antigen, quantitative; CA 15-3 (27.29)",,0,137,130.15,123.3,149.08,130.15,123.3,123.3,130.15,137,130.15,123.3,134.26,134.26,137,123.3,130.15,126.04,Barrett_Hospital_and_Healthcare
30010554_1,HC IMMUNOASSAY TUMOR CA 15-3 27-29,Outpatient,302,86300,"Immunoassay for tumor antigen, quantitative; CA 15-3 (27.29)",,0,137,130.15,123.3,149.08,130.15,149.08,123.3,130.15,137,130.15,123.3,134.26,134.26,137,123.3,130.15,126.04,Barrett_Hospital_and_Healthcare
30010558_1,HC IMMUNOASSAY TUMOR CA 19-9,Inpatient,302,86301,"Immunoassay for tumor antigen, quantitative; CA 19-9",,0,129,122.55,116.1,149.08,122.55,116.1,116.1,122.55,129,122.55,116.1,126.42,126.42,129,116.1,122.55,118.68,Barrett_Hospital_and_Healthcare
30010558_1,HC IMMUNOASSAY TUMOR CA 19-9,Outpatient,302,86301,"Immunoassay for tumor antigen, quantitative; CA 19-9",,0,129,122.55,116.1,149.08,122.55,149.08,116.1,122.55,129,122.55,116.1,126.42,126.42,129,116.1,122.55,118.68,Barrett_Hospital_and_Healthcare
30010560_1,HC IMMUNOASSAY TUMOR CA 125,Inpatient,302,86304,"Immunoassay for tumor antigen, quantitative; CA 125",,0,133,126.35,119.7,149.08,126.35,119.7,119.7,126.35,133,126.35,119.7,130.34,130.34,133,119.7,126.35,122.36,Barrett_Hospital_and_Healthcare
30010560_1,HC IMMUNOASSAY TUMOR CA 125,Outpatient,302,86304,"Immunoassay for tumor antigen, quantitative; CA 125",,0,133,126.35,119.7,149.08,126.35,149.08,119.7,126.35,133,126.35,119.7,130.34,130.34,133,119.7,126.35,122.36,Barrett_Hospital_and_Healthcare
30010567_1,HC IMMUNOASSAY TUMOR OTHER,Inpatient,302,86316,"Immunoassay for tumor antigen, other antigen, quantitative (eg, CA 50, 72-4, 549), each",,0,117,111.15,105.3,149.08,111.15,105.3,105.3,111.15,117,111.15,105.3,114.66,114.66,117,105.3,111.15,107.64,Barrett_Hospital_and_Healthcare
30010567_1,HC IMMUNOASSAY TUMOR OTHER,Outpatient,302,86316,"Immunoassay for tumor antigen, other antigen, quantitative (eg, CA 50, 72-4, 549), each",,0,117,111.15,105.3,149.08,111.15,149.08,105.3,111.15,117,111.15,105.3,114.66,114.66,117,105.3,111.15,107.64,Barrett_Hospital_and_Healthcare
30010599_1,HC IMMUNOFIX E-PHORESIS SERUM,Inpatient,302,86334,Immunofixation electrophoresis; serum,,0,128,121.6,115.2,160.04,121.6,115.2,115.2,121.6,128,121.6,115.2,125.44,125.44,128,115.2,121.6,117.76,Barrett_Hospital_and_Healthcare
30010599_1,HC IMMUNOFIX E-PHORESIS SERUM,Outpatient,302,86334,Immunofixation electrophoresis; serum,,0,128,121.6,115.2,160.04,121.6,160.04,115.2,121.6,128,121.6,115.2,125.44,125.44,128,115.2,121.6,117.76,Barrett_Hospital_and_Healthcare
30010605_1,HC IMMUNFIX E-PHORSIS/URINE/CSF,Inpatient,302,86335,"Immunofixation electrophoresis; other fluids with concentration (eg, urine, CSF)",,0,133,126.35,119.7,210.12,126.35,119.7,119.7,126.35,133,126.35,119.7,130.34,130.34,133,119.7,126.35,122.36,Barrett_Hospital_and_Healthcare
30010605_1,HC IMMUNFIX E-PHORSIS/URINE/CSF,Outpatient,302,86335,"Immunofixation electrophoresis; other fluids with concentration (eg, urine, CSF)",,0,133,126.35,119.7,210.12,126.35,210.12,119.7,126.35,133,126.35,119.7,130.34,130.34,133,119.7,126.35,122.36,Barrett_Hospital_and_Healthcare
30010617_1,HC INSULIN ANTIBODIES,Inpatient,302,86337,Insulin antibodies,,0,124,117.8,111.6,153.28,117.8,111.6,111.6,117.8,124,117.8,111.6,121.52,121.52,124,111.6,117.8,114.08,Barrett_Hospital_and_Healthcare
30010617_1,HC INSULIN ANTIBODIES,Outpatient,302,86337,Insulin antibodies,,0,124,117.8,111.6,153.28,117.8,153.28,111.6,117.8,124,117.8,111.6,121.52,121.52,124,111.6,117.8,114.08,Barrett_Hospital_and_Healthcare
30010623_1,HC ISLET CELL ANTIBODY,Inpatient,302,86341,Islet cell antibody,,0,108,102.6,97.2,141.68,102.6,97.2,97.2,102.6,108,102.6,97.2,105.84,105.84,108,97.2,102.6,99.36,Barrett_Hospital_and_Healthcare
30010623_1,HC ISLET CELL ANTIBODY,Outpatient,302,86341,Islet cell antibody,,0,108,102.6,97.2,141.68,102.6,141.68,97.2,102.6,108,102.6,97.2,105.84,105.84,108,97.2,102.6,99.36,Barrett_Hospital_and_Healthcare
30010637_1,HC B CELLS TOTAL COUNT,Inpatient,302,86355,"B cells, total count",,0,133,126.35,119.7,270.16,126.35,119.7,119.7,126.35,133,126.35,119.7,130.34,130.34,133,119.7,126.35,122.36,Barrett_Hospital_and_Healthcare
30010637_1,HC B CELLS TOTAL COUNT,Outpatient,302,86355,"B cells, total count",,0,133,126.35,119.7,270.16,126.35,270.16,119.7,126.35,133,126.35,119.7,130.34,130.34,133,119.7,126.35,122.36,Barrett_Hospital_and_Healthcare
30010641_1,HC NK CELLS TOTAL COUNT,Inpatient,302,86357,"Natural killer (NK) cells, total count",,0,106,100.7,95.4,270.16,100.7,95.4,95.4,100.7,106,100.7,95.4,103.88,103.88,106,95.4,100.7,97.52,Barrett_Hospital_and_Healthcare
30010641_1,HC NK CELLS TOTAL COUNT,Outpatient,302,86357,"Natural killer (NK) cells, total count",,0,106,100.7,95.4,270.16,100.7,270.16,95.4,100.7,106,100.7,95.4,103.88,103.88,106,95.4,100.7,97.52,Barrett_Hospital_and_Healthcare
30010648_1,HC T CELL ABSOLUTE COUNT/RATIO,Inpatient,302,86360,"T cells; absolute CD4 and CD8 count, including ratio",,0,173,164.35,155.7,336.44,164.35,155.7,155.7,164.35,173,164.35,155.7,169.54,169.54,173,155.7,164.35,159.16,Barrett_Hospital_and_Healthcare
30010648_1,HC T CELL ABSOLUTE COUNT/RATIO,Outpatient,302,86360,"T cells; absolute CD4 and CD8 count, including ratio",,0,173,164.35,155.7,336.44,164.35,336.44,155.7,164.35,173,164.35,155.7,169.54,169.54,173,155.7,164.35,159.16,Barrett_Hospital_and_Healthcare
30010660_1,HC MICROSOMAL ANTIBODY -THROID PEROXIDASE,Inpatient,302,86376,"Microsomal antibodies (eg, thyroid or liver-kidney), each",,0,120,114,104.16,120,114,108,108,114,120,114,108,117.6,117.6,120,108,114,110.4,Barrett_Hospital_and_Healthcare
30010660_1,HC MICROSOMAL ANTIBODY -THROID PEROXIDASE,Outpatient,302,86376,"Microsomal antibodies (eg, thyroid or liver-kidney), each",,0,120,114,104.16,120,114,104.16,108,114,120,114,108,117.6,117.6,120,108,114,110.4,Barrett_Hospital_and_Healthcare
30010661_1,HC MICROSOMAL ANTIBODY - LIVER/KIDNEY,Inpatient,302,86376,"Microsomal antibodies (eg, thyroid or liver-kidney), each",,0,122,115.9,104.16,122,115.9,109.8,109.8,115.9,122,115.9,109.8,119.56,119.56,122,109.8,115.9,112.24,Barrett_Hospital_and_Healthcare
30010661_1,HC MICROSOMAL ANTIBODY - LIVER/KIDNEY,Outpatient,302,86376,"Microsomal antibodies (eg, thyroid or liver-kidney), each",,0,122,115.9,104.16,122,115.9,104.16,109.8,115.9,122,115.9,109.8,119.56,119.56,122,109.8,115.9,112.24,Barrett_Hospital_and_Healthcare
30010682_1,HC BORDETELLA ANTIBODY,Inpatient,302,86615,Antibody; Bordetella,,0,70,66.5,63,94.44,66.5,63,63,66.5,70,66.5,63,68.6,68.6,70,63,66.5,64.4,Barrett_Hospital_and_Healthcare
30010682_1,HC BORDETELLA ANTIBODY,Outpatient,302,86615,Antibody; Bordetella,,0,70,66.5,63,94.44,66.5,94.44,63,66.5,70,66.5,63,68.6,68.6,70,63,66.5,64.4,Barrett_Hospital_and_Healthcare
30010683_1,HC TB INTRADERMAL TEST - PPD,Inpatient,302,86580,"Skin test; tuberculosis, intradermal",,0,36,34.2,32.4,53.92,34.2,32.4,32.4,34.2,36,34.2,32.4,35.28,35.28,36,32.4,34.2,33.12,Barrett_Hospital_and_Healthcare
30010683_1,HC TB INTRADERMAL TEST - PPD,Outpatient,302,86580,"Skin test; tuberculosis, intradermal",,0,36,34.2,32.4,53.92,34.2,53.92,32.4,34.2,36,34.2,32.4,35.28,35.28,36,32.4,34.2,33.12,Barrett_Hospital_and_Healthcare
30010706_1,HC BLASTOMYCES ANTIBODY,Inpatient,302,86612,Antibody; Blastomyces,,0,59,56.05,53.1,92.4,56.05,53.1,53.1,56.05,59,56.05,53.1,57.82,57.82,59,53.1,56.05,54.28,Barrett_Hospital_and_Healthcare
30010706_1,HC BLASTOMYCES ANTIBODY,Outpatient,302,86612,Antibody; Blastomyces,,0,59,56.05,53.1,92.4,56.05,92.4,53.1,56.05,59,56.05,53.1,57.82,57.82,59,53.1,56.05,54.28,Barrett_Hospital_and_Healthcare
30010716_1,HC BORDETELLA ANTIBODYAB,Inpatient,306,86615,Antibody; Bordetella,,0,70,66.5,63,94.44,66.5,63,63,66.5,70,66.5,63,68.6,68.6,70,63,66.5,64.4,Barrett_Hospital_and_Healthcare
30010716_1,HC BORDETELLA ANTIBODYAB,Outpatient,306,86615,Antibody; Bordetella,,0,70,66.5,63,94.44,66.5,94.44,63,66.5,70,66.5,63,68.6,68.6,70,63,66.5,64.4,Barrett_Hospital_and_Healthcare
30010721_1,HC LYME DISEASE ANTIBODY - WEST BLOT,Inpatient,302,86617,"Antibody; Borrelia burgdorferi (Lyme disease) confirmatory test (eg, Western Blot or immunoblot)",,0,118,112.1,106.2,118,112.1,106.2,106.2,112.1,118,112.1,106.2,115.64,115.64,118,106.2,112.1,108.56,Barrett_Hospital_and_Healthcare
30010721_1,HC LYME DISEASE ANTIBODY - WEST BLOT,Outpatient,302,86617,"Antibody; Borrelia burgdorferi (Lyme disease) confirmatory test (eg, Western Blot or immunoblot)",,0,118,112.1,106.2,118,112.1,110.96,106.2,112.1,118,112.1,106.2,115.64,115.64,118,106.2,112.1,108.56,Barrett_Hospital_and_Healthcare
30010727_1,HC LYME DISEASE ANTIBODY - CSF,Inpatient,302,86618,Antibody; Borrelia burgdorferi (Lyme disease),,0,132,125.4,118.8,132,125.4,118.8,118.8,125.4,132,125.4,118.8,129.36,129.36,132,118.8,125.4,121.44,Barrett_Hospital_and_Healthcare
30010727_1,HC LYME DISEASE ANTIBODY - CSF,Outpatient,302,86618,Antibody; Borrelia burgdorferi (Lyme disease),,0,132,125.4,118.8,132,125.4,121.92,118.8,125.4,132,125.4,118.8,129.36,129.36,132,118.8,125.4,121.44,Barrett_Hospital_and_Healthcare
30010731_1,HC LYME DISEASE ANTIBODY,Inpatient,302,86618,Antibody; Borrelia burgdorferi (Lyme disease),,0,129,122.55,116.1,129,122.55,116.1,116.1,122.55,129,122.55,116.1,126.42,126.42,129,116.1,122.55,118.68,Barrett_Hospital_and_Healthcare
30010731_1,HC LYME DISEASE ANTIBODY,Outpatient,302,86618,Antibody; Borrelia burgdorferi (Lyme disease),,0,129,122.55,116.1,129,122.55,121.92,116.1,122.55,129,122.55,116.1,126.42,126.42,129,116.1,122.55,118.68,Barrett_Hospital_and_Healthcare
30010736_1,HC CANDIDA ANTIBODY,Inpatient,302,86628,Antibody; Candida,,0,59,56.05,53.1,85.96,56.05,53.1,53.1,56.05,59,56.05,53.1,57.82,57.82,59,53.1,56.05,54.28,Barrett_Hospital_and_Healthcare
30010736_1,HC CANDIDA ANTIBODY,Outpatient,302,86628,Antibody; Candida,,0,59,56.05,53.1,85.96,56.05,85.96,53.1,56.05,59,56.05,53.1,57.82,57.82,59,53.1,56.05,54.28,Barrett_Hospital_and_Healthcare
30010743_1,HC Q FEVER ANTIBODY,Inpatient,302,86638,Antibody; Coxiella burnetii (Q fever),,0,70,66.5,63,86.84,66.5,63,63,66.5,70,66.5,63,68.6,68.6,70,63,66.5,64.4,Barrett_Hospital_and_Healthcare
30010743_1,HC Q FEVER ANTIBODY,Outpatient,302,86638,Antibody; Coxiella burnetii (Q fever),,0,70,66.5,63,86.84,66.5,86.84,63,66.5,70,66.5,63,68.6,68.6,70,63,66.5,64.4,Barrett_Hospital_and_Healthcare
30010753_1,HC CMV ANTIBODY,Inpatient,302,86644,Antibody; cytomegalovirus (CMV),,0,86,81.7,77.4,103.08,81.7,77.4,77.4,81.7,86,81.7,77.4,84.28,84.28,86,77.4,81.7,79.12,Barrett_Hospital_and_Healthcare
30010753_1,HC CMV ANTIBODY,Outpatient,302,86644,Antibody; cytomegalovirus (CMV),,0,86,81.7,77.4,103.08,81.7,103.08,77.4,81.7,86,81.7,77.4,84.28,84.28,86,77.4,81.7,79.12,Barrett_Hospital_and_Healthcare
30010765_1,HC CMV ANTIBODY IGM,Inpatient,302,86645,"Antibody; cytomegalovirus (CMV), IgM",,0,90,85.5,81,120.64,85.5,81,81,85.5,90,85.5,81,88.2,88.2,90,81,85.5,82.8,Barrett_Hospital_and_Healthcare
30010765_1,HC CMV ANTIBODY IGM,Outpatient,302,86645,"Antibody; cytomegalovirus (CMV), IgM",,0,90,85.5,81,120.64,85.5,120.64,81,85.5,90,85.5,81,88.2,88.2,90,81,85.5,82.8,Barrett_Hospital_and_Healthcare
