Procedure Number,Description,Standard Amount,UB Code,Modifier 1,hospital
PH000323,Biafine Emulsion 45Gm,240.0,250,,Advanced_Care_Hospital_Of_Montana
PH000324,Zosyn 4.5g Vial,65.92,250,,Advanced_Care_Hospital_Of_Montana
PH000325,Metamucil Packet 3.4 gram,2.04,257,,Advanced_Care_Hospital_Of_Montana
PH000326,propylthiouraciL 50 mg,3.6,250,,Advanced_Care_Hospital_Of_Montana
PH000327,Propranolol ER 60 mg Cap,8.23,250,,Advanced_Care_Hospital_Of_Montana
PH000328,"Calcitoni,salm,synth 200U Spry",474.16,250,,Advanced_Care_Hospital_Of_Montana
PH000329,Prevalite 4g Packet,20.43,250,,Advanced_Care_Hospital_Of_Montana
PH000330,Klor-Con M10 Tablet,2.47,250,,Advanced_Care_Hospital_Of_Montana
PH000331,Potassium Citrate ER 10 meQ,11.03,250,,Advanced_Care_Hospital_Of_Montana
PH000332,Pacerone 200 mg Tab,31.76,250,,Advanced_Care_Hospital_Of_Montana
PH000333,Klor-Kon 20 MEq Packet,42.96,250,,Advanced_Care_Hospital_Of_Montana
PH000335,DEXTROSE   5% IV SOLUTION 50 M,10.9,250,,Advanced_Care_Hospital_Of_Montana
PH000336,DEXTROSE   5% IV SOLUTION 100,10.9,250,,Advanced_Care_Hospital_Of_Montana
PH000338,NACL 0.9%   IV SOLUTION 100 ML,10.9,250,,Advanced_Care_Hospital_Of_Montana
PH000339,Procalamine IV Solution 1000mL,164.35,250,,Advanced_Care_Hospital_Of_Montana
PH000340,Hyperlyte CR  IV So 25-20-5/20,91.54,250,,Advanced_Care_Hospital_Of_Montana
PH000341,Hespan 6 %-0.9 %,81.98,250,,Advanced_Care_Hospital_Of_Montana
PH000342,Cefazolin 1g D5W 50 mL Premix,54.48,250,,Advanced_Care_Hospital_Of_Montana
PH000343,Cefazolin 2 grD5W 50 mL Premix,61.29,250,,Advanced_Care_Hospital_Of_Montana
PH000344,Meropenem/NS 0.9% 1 Gm/50mL,119.17,250,,Advanced_Care_Hospital_Of_Montana
PH000346,PLENAMINE 15% SOLN 1000 ML,169.25,250,,Advanced_Care_Hospital_Of_Montana
PH000347,Nutrilipid 20% IV Fat Emulsion,102.14,250,,Advanced_Care_Hospital_Of_Montana
PH000349,DEXTROSE   5% IV SOLUTION 250,13.68,250,,Advanced_Care_Hospital_Of_Montana
PH000354,NACL 0.9% + KCL 20 MEQ / 1000,16.94,250,,Advanced_Care_Hospital_Of_Montana
PH000355,Freamine III 10% 1000mL,79.06,250,,Advanced_Care_Hospital_Of_Montana
PH000357,"Heparin Sod/D5W 25,000U/500mL",70.85,250,,Advanced_Care_Hospital_Of_Montana
PH000358,HEPARIN-D5W  IV SOLN 25000 UNI,67.49,250,,Advanced_Care_Hospital_Of_Montana
PH000361,Gastrografin 66-10 Sol 120mL,319.3,250,,Advanced_Care_Hospital_Of_Montana
PH000362,PIP BUTOX/PYRETHRINS 4-.33-.5%,79.96,250,,Advanced_Care_Hospital_Of_Montana
PH000363,Nitro-Bid 2% Ointment Packet,11.02,250,,Advanced_Care_Hospital_Of_Montana
PH000364,Hurricaine 20% Spray 57 GM,162.68,250,,Advanced_Care_Hospital_Of_Montana
PH000365,Metrogel Topical 1% Gel,1806.96,250,,Advanced_Care_Hospital_Of_Montana
PH000366,Cetaphil Moisturizin 1 tube(s),28.8,250,,Advanced_Care_Hospital_Of_Montana
PH000367,Cetaphil Moisturizi Lot 473mL,46.08,250,,Advanced_Care_Hospital_Of_Montana
PH000368,Par/cet (Cetaphil 1 bottle(s),27.84,250,,Advanced_Care_Hospital_Of_Montana
PH000369,QUEtiapine FUMARATE 300 mg,91.92,250,,Advanced_Care_Hospital_Of_Montana
PH000370,Rosuvastatin 10 MG,5.49,250,,Advanced_Care_Hospital_Of_Montana
PH000371,Crestor 40 mg Tab,44.25,250,,Advanced_Care_Hospital_Of_Montana
PH000372,BEVESPI AEROSPHERE 9-4.8 MCG/P,1045.78,250,,Advanced_Care_Hospital_Of_Montana
PH000374,"Water For Irrig,sterile 500mL",17.52,250,,Advanced_Care_Hospital_Of_Montana
PH000375,"Water For Inj,sterile 1000mL",38.98,250,,Advanced_Care_Hospital_Of_Montana
PH000376,DEXTROSE   5% IV SOLUTION 500,18.05,250,,Advanced_Care_Hospital_Of_Montana
PH000377,DEXTROSE   5% IV SOLUTION 1000,22.37,250,,Advanced_Care_Hospital_Of_Montana
PH000379,NACL 0.45% 1000 ML,25.3,250,,Advanced_Care_Hospital_Of_Montana
PH000380,Sodium Chl 0.9% Irrig 250mL,16.99,250,,Advanced_Care_Hospital_Of_Montana
PH000381,Sodium Chl Bott Irrig So 0.9 %,16.99,250,,Advanced_Care_Hospital_Of_Montana
PH000382,NACL 0.9%   IV SOLUTION 250 ML,17.33,250,,Advanced_Care_Hospital_Of_Montana
PH000383,NACL 0.9%   IV SOLUTION 500 ML,18.58,250,,Advanced_Care_Hospital_Of_Montana
PH000384,Sodium Chloride 0.9% 1000 mL I,21.68,250,,Advanced_Care_Hospital_Of_Montana
PH000385,Sodium Chloride 3 % 500ML,27.98,250,,Advanced_Care_Hospital_Of_Montana
PH000386,D5W  0.9%  NACL 500 ML,20.83,250,,Advanced_Care_Hospital_Of_Montana
PH000387,LACTATED RINGERS IV SOLUTION 1,22.7,250,,Advanced_Care_Hospital_Of_Montana
PH000388,Lidocaine Drip 2g/D5W 500mL,29.95,250,,Advanced_Care_Hospital_Of_Montana
PH000391,Intralipid 20%  500 ML,129.41,250,,Advanced_Care_Hospital_Of_Montana
PH000393,D5-0.45NS+KCL 20MEQ 1000 ML,26.02,250,,Advanced_Care_Hospital_Of_Montana
PH000394,Sod Chl 0.45%+ 20 KCL 1L,31.82,250,,Advanced_Care_Hospital_Of_Montana
PH000395,D5W LR + KCL 20mEq 1000 ML,49.44,250,,Advanced_Care_Hospital_Of_Montana
PH000396,doPamine/D5W 800mCg/mL 250,51.26,250,,Advanced_Care_Hospital_Of_Montana
PH000398,DOPamine 3200mCg/ml d5w 250ml,87.12,250,,Advanced_Care_Hospital_Of_Montana
PH000399,NITROGLYCERIN IN D5W INFUS. BT,90.19,250,,Advanced_Care_Hospital_Of_Montana
PH000400,Nitroglycerin 50 mg/250mL,99.26,250,,Advanced_Care_Hospital_Of_Montana
PH000401,Clinimix 5%-15% Solution 2L,360.72,250,,Advanced_Care_Hospital_Of_Montana
PH000402,Clinimix 5/20 Solution 2000ml,365.76,250,,Advanced_Care_Hospital_Of_Montana
PH000403,Clinimix E 4.25%-5% 2000 ml,358.46,250,,Advanced_Care_Hospital_Of_Montana
PH000404,Clinimix E 5%-15% Solution 2L,384.29,250,,Advanced_Care_Hospital_Of_Montana
PH000405,Clinimix E 5/20 2000 mL,390.24,250,,Advanced_Care_Hospital_Of_Montana
PH000406,Clinimix E 5-25% IV 2000 mL,368.83,250,,Advanced_Care_Hospital_Of_Montana
PH000407,Clinimix 4.25/5 1000mL,169.87,250,,Advanced_Care_Hospital_Of_Montana
PH000408,Clinimix 4.25-10% IV 1000mL,171.6,250,,Advanced_Care_Hospital_Of_Montana
PH000409,Clinimix 4.25-25% IV 1000 ml,160.13,250,,Advanced_Care_Hospital_Of_Montana
PH000410,Clinimix 5%-15% Solution 1L,197.33,250,,Advanced_Care_Hospital_Of_Montana
PH000411,Clinimix 5/20 1000 mL,201.26,250,,Advanced_Care_Hospital_Of_Montana
PH000412,Clinimix 5%-25% Sol 1000mL,190.66,250,,Advanced_Care_Hospital_Of_Montana
PH000413,Clinimix E 4.25/5 1000mL,193.1,250,,Advanced_Care_Hospital_Of_Montana
PH000415,Clinimix E 5/15 1000ml,201.5,250,,Advanced_Care_Hospital_Of_Montana
PH000416,Clinimix E 5%-20% Solution 1L,203.14,250,,Advanced_Care_Hospital_Of_Montana
PH000417,CLORazepate TABLET 3.75 MG,8.12,250,,Advanced_Care_Hospital_Of_Montana
PH000418,Indapamide 1.25 Mg,5.68,250,,Advanced_Care_Hospital_Of_Montana
PH000419,probenecid 500 mg,4.58,250,,Advanced_Care_Hospital_Of_Montana
PH000420,Haloperidol 2 Mg,2.53,250,,Advanced_Care_Hospital_Of_Montana
PH000421,Thioridizine 25 Mg,3.35,250,,Advanced_Care_Hospital_Of_Montana
PH000422,Cyclobenzaprine 5 Mg,6.56,250,,Advanced_Care_Hospital_Of_Montana
PH000423,cloZAPine 100 mg,13.67,250,,Advanced_Care_Hospital_Of_Montana
PH000424,ClonIDINE  PATCH 0.1 MG / 24 H,132.49,250,,Advanced_Care_Hospital_Of_Montana
PH000425,Clonidine  0.2 mg Patch,223.06,250,,Advanced_Care_Hospital_Of_Montana
PH000426,NiCARdipine 20 mg Cap,8.92,250,,Advanced_Care_Hospital_Of_Montana
PH000427,Nicardipine 30 mg Cap,12.77,250,,Advanced_Care_Hospital_Of_Montana
PH000428,Levothyroxine 112 mCg,3.27,250,,Advanced_Care_Hospital_Of_Montana
PH000429,Thiothixene 2 mg Cap,6.28,250,,Advanced_Care_Hospital_Of_Montana
PH000430,Nisoldipine ER 20 mg,65.81,250,,Advanced_Care_Hospital_Of_Montana
PH000431,Thiothixene 5 mg Cap,9.53,250,,Advanced_Care_Hospital_Of_Montana
PH000434,ESTRADIOL PATCH TDSW 0.1 MG /,45.42,250,,Advanced_Care_Hospital_Of_Montana
PH000435,ESTRADIOL PATCH TDSW 0.05 MG /,45.35,250,,Advanced_Care_Hospital_Of_Montana
PH000436,Amlodipine 10 Mg,9.49,250,,Advanced_Care_Hospital_Of_Montana
PH000437,Metolazone 10 Mg,14.03,250,,Advanced_Care_Hospital_Of_Montana
PH000438,Acyclovir 5% Oint 15 Gm,1595.2,250,,Advanced_Care_Hospital_Of_Montana
PH000439,Nitroglycerin 0.1 mg/hr Patch,7.43,250,,Advanced_Care_Hospital_Of_Montana
PH000440,Nitroglycerin 0.4 mg/hr Patch,8.69,250,,Advanced_Care_Hospital_Of_Montana
PH000441,Fentanyl 12 mcg Patch,81.21,250,,Advanced_Care_Hospital_Of_Montana
PH000442,Fentanyl 100 mcg Patch,213.44,250,,Advanced_Care_Hospital_Of_Montana
PH000443,Levalbuterol 0.63 mg/3mL Neb,26.84,250,,Advanced_Care_Hospital_Of_Montana
PH000444,Gentian Violet 2% 59mL Sol,63.84,250,,Advanced_Care_Hospital_Of_Montana
PH000446,HYDROcodone/APAP 5-325 mg Tab,3.18,250,,Advanced_Care_Hospital_Of_Montana
PH000447,Hydrocodone/APAP 7.5-325mg Tab,3.54,250,,Advanced_Care_Hospital_Of_Montana
PH000448,HYDROcodone/APAP 10-325 mg Tab,4.84,250,,Advanced_Care_Hospital_Of_Montana
PH000451,oxyCODONE/APAP 5-325 mg Tab,5.48,250,,Advanced_Care_Hospital_Of_Montana
PH000452,OxyCODONE/APAP 10-325 mg Tab,14.2,250,,Advanced_Care_Hospital_Of_Montana
PH000453,Methadose 10 Mg/mL Oral 28mL,1.5,250,,Advanced_Care_Hospital_Of_Montana
PH000454,Methylphenidate 5 mg Tab,2.92,250,,Advanced_Care_Hospital_Of_Montana
PH000457,Morphine Sulfate ER 100 Mg,30.55,250,,Advanced_Care_Hospital_Of_Montana
PH000458,Oxycodone Hcl 15 Mg Tab,9.47,250,,Advanced_Care_Hospital_Of_Montana
PH000459,fentanyl 50 mcg Patch,105.44,250,,Advanced_Care_Hospital_Of_Montana
PH000460,Fentanyl 75 mcg Patch,160.84,250,,Advanced_Care_Hospital_Of_Montana
PH000461,Maxipime 2 GM Add-Vantage,46.99,250,,Advanced_Care_Hospital_Of_Montana
PH000462,CEFAZOLIN 1 G,5.28,250,,Advanced_Care_Hospital_Of_Montana
PH000463,Morphine Sulfate 50Mg/mL Vial,61.1,250,,Advanced_Care_Hospital_Of_Montana
PH000464,verapamil HCL 2.5 mg,3.41,250,,Advanced_Care_Hospital_Of_Montana
PH000465,Demerol 50 mg/mL Syringe,29.67,250,,Advanced_Care_Hospital_Of_Montana
PH000466,Demerol 25 Mg/0.5 mL Ampul,10.75,250,,Advanced_Care_Hospital_Of_Montana
PH000467,Naloxone 0.4Mg/mL,75.98,250,,Advanced_Care_Hospital_Of_Montana
PH000468,HYDROMORPHONE INJECTION 0.5 MG,13.01,250,,Advanced_Care_Hospital_Of_Montana
PH000469,LIDOCAINE  2%  INJECTion SYRIN,16.27,250,,Advanced_Care_Hospital_Of_Montana
PH000470,Isoproterenol Hcl 0.2Mg/mL 5mL,888.0,250,,Advanced_Care_Hospital_Of_Montana
PH000471,Atropine 0.1 mg/mL 10 mL Syr,27.84,250,,Advanced_Care_Hospital_Of_Montana
PH000472,PRECEDEX 200 MCG / 50 ML,221.76,250,,Advanced_Care_Hospital_Of_Montana
PH000473,MORPHINE INJECTION 2 MG / 1 ML,9.92,250,,Advanced_Care_Hospital_Of_Montana
PH000474,morphine 4 MG/ML CARPUJECT,9.07,250,,Advanced_Care_Hospital_Of_Montana
PH000475,Procainamide Hcl 500 mg,345.79,250,,Advanced_Care_Hospital_Of_Montana
PH000476,MORPHINE PCA 30 MG / 30 ML,38.3,250,,Advanced_Care_Hospital_Of_Montana
PH000477,Labetalol 100 Mg/20 ML Vial,17.09,250,,Advanced_Care_Hospital_Of_Montana
PH000478,DOBUTamine HCl 250mg vial,26.78,250,,Advanced_Care_Hospital_Of_Montana
PH000479,Dobutamine 250 mg/250 mL,39.55,250,,Advanced_Care_Hospital_Of_Montana
PH000480,doBUTamine/D5 2000mCg/mL 250,60.38,250,,Advanced_Care_Hospital_Of_Montana
PH000481,HYDROMORPHONE  INJECTION 1 MG,8.88,250,,Advanced_Care_Hospital_Of_Montana
PH000482,Ampicill/Sulbact 1.5GM ADD-Van,25.57,250,,Advanced_Care_Hospital_Of_Montana
PH000483,MILRINONE IN 5% DEXTROSE PIGGY,76.18,250,,Advanced_Care_Hospital_Of_Montana
PH000484,Nitropress 25 Mg/mLVial,229.15,250,,Advanced_Care_Hospital_Of_Montana
PH000485,Lidocaine 1% + EPI 20mL Vial,1.5,250,,Advanced_Care_Hospital_Of_Montana
PH000486,Lidocaine 2%+ EPI equiv 20mL,1.5,250,,Advanced_Care_Hospital_Of_Montana
PH000487,Diazepam 5Mg/mL MDV 10mL,19.25,250,,Advanced_Care_Hospital_Of_Montana
PH000488,Acetylcysteine 20% 30mL,51.55,250,,Advanced_Care_Hospital_Of_Montana
PH000489,HYDROMORPHONE  INJECTION 2 MG,7.53,250,,Advanced_Care_Hospital_Of_Montana
PH000490,Levophed 1 mg/ml 4mL Vial,97.1,250,,Advanced_Care_Hospital_Of_Montana
PH000491,Piperacillin/Tazo 3.375g ADV,57.58,250,,Advanced_Care_Hospital_Of_Montana
PH000492,METOCLOPRAMIDE  INJECTION 10 M,5.38,250,,Advanced_Care_Hospital_Of_Montana
PH000493,MEROPENEM  IV 500 MG,27.84,250,,Advanced_Care_Hospital_Of_Montana
PH000495,KETOROLAC TROMETHAMINE VIAL 15,13.36,250,,Advanced_Care_Hospital_Of_Montana
PH000496,ketorolac 30 MG/ML VIAL,28.98,250,,Advanced_Care_Hospital_Of_Montana
PH000497,"Water For Inj.,bacteriostatic",6.53,250,,Advanced_Care_Hospital_Of_Montana
PH000498,Aminosyn  8.5% 500 mL,42.77,250,,Advanced_Care_Hospital_Of_Montana
PH000499,LIDOCAINE  1%  INJECTion 20ML,1.5,250,,Advanced_Care_Hospital_Of_Montana
PH000500,LIDOCAINE HCL 1% VIAL 500 MG /,13.49,250,,Advanced_Care_Hospital_Of_Montana
PH000501,Lidocaine Hcl 2% Vial 50 mL,1.5,250,,Advanced_Care_Hospital_Of_Montana
PH000502,Diltiazem Hcl ADV 100 mg,63.8,250,,Advanced_Care_Hospital_Of_Montana
PH000503,Lidocaine Hcl/PF 1% 5mL Ampul,1.5,250,,Advanced_Care_Hospital_Of_Montana
PH000505,Ondansetron 4 mg/2 mL Vial,5.57,250,,Advanced_Care_Hospital_Of_Montana
PH000506,Ciprofloxacin Lactate/D5W 200,11.52,250,,Advanced_Care_Hospital_Of_Montana
PH000507,Fosphenytoin 100 mg PE/2 mL,5.28,250,,Advanced_Care_Hospital_Of_Montana
PH000508,"Water For Inj., sterile 10mL",4.37,250,,Advanced_Care_Hospital_Of_Montana
PH000509,NACL 0.9%   INJECTION VIAL 10,4.37,250,,Advanced_Care_Hospital_Of_Montana
PH000510,EPINEPHrine 0.1 Mg/ml 10mL Syr,25.15,250,,Advanced_Care_Hospital_Of_Montana
PH000511,Calcium Chloride 10% 10 mL Syr,46.32,250,,Advanced_Care_Hospital_Of_Montana
PH000512,Fortaz 1 gram Vial,20.26,250,,Advanced_Care_Hospital_Of_Montana
PH000513,FORTAZ - TAZICEF  IV 2 G,45.39,250,,Advanced_Care_Hospital_Of_Montana
PH000514,Tazicef 2 gram Add-vantage,57.48,250,,Advanced_Care_Hospital_Of_Montana
PH000515,TPN Electrolytes,30.67,250,,Advanced_Care_Hospital_Of_Montana
PH000516,Aminophylline 500 mg,38.64,250,,Advanced_Care_Hospital_Of_Montana
PH000517,Furosemide 10Mg/mL 20Mg vial,19.87,250,,Advanced_Care_Hospital_Of_Montana
PH000518,Furosemide 10Mg/mL 40Mg Vial,13.92,250,,Advanced_Care_Hospital_Of_Montana
PH000519,Furosemide 10 Mg/mL 100Mg Vial,27.74,250,,Advanced_Care_Hospital_Of_Montana
PH000520,Water For IRRIGATION 250 mL,25.2,250,,Advanced_Care_Hospital_Of_Montana
PH000522,ACETIC ACID IRRIGATION SOLN 0.,25.2,250,,Advanced_Care_Hospital_Of_Montana
PH000523,Erythrocin Lactobionate 500 mg,392.66,250,,Advanced_Care_Hospital_Of_Montana
PH000525,VANCOMYCIN 750 MG,46.74,250,,Advanced_Care_Hospital_Of_Montana
PH000526,Vancomycin 125 mg/2.5 mL Oral,77.38,250,,Advanced_Care_Hospital_Of_Montana
PH000527,Vancomycin 1 gram ADV Vial,99.61,250,,Advanced_Care_Hospital_Of_Montana
PH000528,Neut 4% Vial,36.62,250,,Advanced_Care_Hospital_Of_Montana
PH000529,Sodium Bicarb 8.4% 50 mL VIAL,46.75,250,,Advanced_Care_Hospital_Of_Montana
PH000530,Quelicin/Anectine 20Mg/mL 10mL,92.06,250,,Advanced_Care_Hospital_Of_Montana
PH000531,Sodium Bicarb 8.4% 50mL SYR,51.98,250,,Advanced_Care_Hospital_Of_Montana
PH000532,Dextrose 50 % In Water,14.93,250,,Advanced_Care_Hospital_Of_Montana
PH000534,POTASSIUM CHLOrideVIAL 40 MEQ,21.79,250,,Advanced_Care_Hospital_Of_Montana
PH000535,Amidate 40 Mg/20 Ml Vial,30.82,250,,Advanced_Care_Hospital_Of_Montana
PH000536,Magnesium Sulf 1Gm/100 mL,35.71,250,,Advanced_Care_Hospital_Of_Montana
PH000537,Magnesium Sulf 2 G/50 mL BAG,70.32,250,,Advanced_Care_Hospital_Of_Montana
PH000538,Lorazepam 2 Mg/mL 10mL Vial,36.0,250,,Advanced_Care_Hospital_Of_Montana
PH000539,Potassium Chloride 10 mEq,23.38,250,,Advanced_Care_Hospital_Of_Montana
PH000540,Potassium Chloride 20mEq/100mL,12.77,250,,Advanced_Care_Hospital_Of_Montana
PH000541,POTASSIUM CHLOride IVPB 40 MEQ,15.41,250,,Advanced_Care_Hospital_Of_Montana
PH000542,Dextrose 5% ADD-Vantage 50mL,11.76,250,,Advanced_Care_Hospital_Of_Montana
PH000544,Sodium Chl 0.9% ADD-Vant 250mL,15.89,250,,Advanced_Care_Hospital_Of_Montana
PH000545,Sod Chl ADVANTAGE 0.9% 100mL,12.05,250,,Advanced_Care_Hospital_Of_Montana
PH000546,DEXTROSE 5%-NS-KCL IV SOLN 20,34.13,250,,Advanced_Care_Hospital_Of_Montana
PH000548,Sodium Chl 0.9% Irrig 1000mL,25.2,250,,Advanced_Care_Hospital_Of_Montana
PH000549,AMINOSYN 15% PARENTERAL MIX 50,202.75,250,,Advanced_Care_Hospital_Of_Montana
PH000550,EPINEPHrine 1 MG/ML AMPULE,10.08,250,,Advanced_Care_Hospital_Of_Montana
PH000551,POTASSIUM PHOSPHATES VIAL 45 M,70.27,250,,Advanced_Care_Hospital_Of_Montana
PH000552,Sodium Acet 40mEq/20 mL vial,15.22,250,,Advanced_Care_Hospital_Of_Montana
PH000553,CefTRIAXONE  IV 1 G,7.24,250,,Advanced_Care_Hospital_Of_Montana
PH000554,Ceftriaxone 1g ADV Vial,19.68,250,,Advanced_Care_Hospital_Of_Montana
PH000555,Ceftriaxone 2 gram Vial,13.75,250,,Advanced_Care_Hospital_Of_Montana
PH000556,Ceftriaxone 2g ADV Vial,37.89,250,,Advanced_Care_Hospital_Of_Montana
PH000558,DEXTROSE 50% INJECTION ABBOJEC,44.16,250,,Advanced_Care_Hospital_Of_Montana
PH000559,Sodium Chl 0.45% 100mL,11.38,250,,Advanced_Care_Hospital_Of_Montana
PH000560,Dopamine 400 mg/250 mL,62.5,250,,Advanced_Care_Hospital_Of_Montana
PH000561,Metronidazole 500 mg/100 mL IV,9.12,250,,Advanced_Care_Hospital_Of_Montana
PH000562,Dextrose 70 % In Water,61.25,250,,Advanced_Care_Hospital_Of_Montana
PH000564,Dextrose 5 %-0.45 NS 500 ml,25.2,250,,Advanced_Care_Hospital_Of_Montana
PH000565,D5W 0.45% NACL 1000 ML,25.2,250,,Advanced_Care_Hospital_Of_Montana
PH000566,D5W LACTATED RINGERS 1000 ML,25.2,250,,Advanced_Care_Hospital_Of_Montana
PH000567,Dextrose 10 % In Water 1000ML,25.2,250,,Advanced_Care_Hospital_Of_Montana
PH000568,Dextrose 50 %   500 ML BAG,59.28,250,,Advanced_Care_Hospital_Of_Montana
PH000569,D5W  0.9%  NACL 1000 ML,13.73,250,,Advanced_Care_Hospital_Of_Montana
PH000571,"Water For Irrig,sterile 3000mL",51.41,250,,Advanced_Care_Hospital_Of_Montana
PH000572,Sodium Chloride 0.9% 150mL IV,25.2,250,,Advanced_Care_Hospital_Of_Montana
PH000573,NACL 0.9%   IV SOLUTION 25 ML,10.66,250,,Advanced_Care_Hospital_Of_Montana
PH000574,NACL 0.9%   IV SOLUTION 50 ML,10.37,250,,Advanced_Care_Hospital_Of_Montana
PH000575,Sodium Chloride 0.45 % 250 mL,25.2,250,,Advanced_Care_Hospital_Of_Montana
PH000576,Sodium Chloride 0.45% 500mL,25.2,250,,Advanced_Care_Hospital_Of_Montana
PH000577,Potassium Acet 40MEq/20mL,16.42,250,,Advanced_Care_Hospital_Of_Montana
PH000578,FentaNYL 100 mcg/2 mL Amp,7.01,250,,Advanced_Care_Hospital_Of_Montana
PH000579,Fentanyl 250 mcg/5ml Ampule,9.36,250,,Advanced_Care_Hospital_Of_Montana
PH000580,Fentanyl 250 mcg/5 mL Vial,14.4,250,,Advanced_Care_Hospital_Of_Montana
PH000581,Phytonadione 1 mg/0.5 mL,20.5,250,,Advanced_Care_Hospital_Of_Montana
PH000582,Mesalamine 400 Mg Capsule,16.76,250,,Advanced_Care_Hospital_Of_Montana
PH000583,Mesalamine 800Mg Tablet,42.92,250,,Advanced_Care_Hospital_Of_Montana
PH000584,ESTRADIOL CREAM/APPL 0.01 %,1654.94,250,,Advanced_Care_Hospital_Of_Montana
PH000585,Dakin's 0.125% 473 mL,43.0,250,,Advanced_Care_Hospital_Of_Montana
PH000586,Dakin's 0.25% 473 mL,43.0,250,,Advanced_Care_Hospital_Of_Montana
PH000587,Dakin's 0.5% 473 mL,43.0,250,,Advanced_Care_Hospital_Of_Montana
PH000588,"Lactaid Fast Act 9,000 Units",1.5,250,,Advanced_Care_Hospital_Of_Montana
PH000589,Daliresp 500 Mcg Tablet,64.99,250,,Advanced_Care_Hospital_Of_Montana
PH000590,Teflaro 400 Mg Vial,1016.7,250,,Advanced_Care_Hospital_Of_Montana
PH000591,Armour Thyroid 30 mg Tab,3.99,250,,Advanced_Care_Hospital_Of_Montana
PH000592,Armour Thyroid 60 mg Tab,4.43,250,,Advanced_Care_Hospital_Of_Montana
PH000593,Teflaro 600 mg Vial,1016.7,250,,Advanced_Care_Hospital_Of_Montana
PH000594,Linzess 145 mcg Cap,74.76,250,,Advanced_Care_Hospital_Of_Montana
PH000595,Bystolic 5 Mg Tablet,25.75,250,,Advanced_Care_Hospital_Of_Montana
PH000596,Bystolic 10 Mg Tablet,25.27,250,,Advanced_Care_Hospital_Of_Montana
PH000597,Savella 50 Mg Tablet,33.69,250,,Advanced_Care_Hospital_Of_Montana
PH000598,SAPHRIS TAB SUBL 10 MG,96.06,250,,Advanced_Care_Hospital_Of_Montana
PH000599,Avycaz 2.5 G Vial,1722.28,250,,Advanced_Care_Hospital_Of_Montana
PH000600,Namenda 10 Mg Tablet,35.58,250,,Advanced_Care_Hospital_Of_Montana
PH000601,Monurol 3 gm Sachet,438.1,250,,Advanced_Care_Hospital_Of_Montana
PH000602,Prograf .5 mg,14.91,250,,Advanced_Care_Hospital_Of_Montana
PH000603,Adenosine 3 mg,25.69,250,,Advanced_Care_Hospital_Of_Montana
PH000604,Vaprisol 20 Mg/100 Ml Bag,4456.6,250,,Advanced_Care_Hospital_Of_Montana
PH000605,Myrbetriq ER 25 Mg Tablet,66.75,250,,Advanced_Care_Hospital_Of_Montana
PH000606,Mycamine 100 mg Vial,897.6,250,,Advanced_Care_Hospital_Of_Montana
PH000607,MYCAMINE  IV 50 MG,448.8,250,,Advanced_Care_Hospital_Of_Montana
PH000608,Permethrin 5% Cream 60g,495.0,250,,Advanced_Care_Hospital_Of_Montana
PH000612,Desonide 0.05% Cream 15Gm,321.16,250,,Advanced_Care_Hospital_Of_Montana
PH000614,Miconazole 3 Vag Supp 200Mg,70.09,250,,Advanced_Care_Hospital_Of_Montana
PH000615,Phenytoin 125Mg/5mL Susp 237mL,1.5,250,,Advanced_Care_Hospital_Of_Montana
PH000618,S2 Racepinephrine,5.0,257,,Advanced_Care_Hospital_Of_Montana
PH000619,SODIUM CHLORIDE 7% *INHALATION,1.5,250,,Advanced_Care_Hospital_Of_Montana
PH000621,"Cyanocobalamin 1,000 mCg/mL",33.55,250,,Advanced_Care_Hospital_Of_Montana
PH000622,Atropine Sulfate .4 mg,38.4,250,,Advanced_Care_Hospital_Of_Montana
PH000623,Vasopressin 10 Unit/0.5 mL,10194.1,250,,Advanced_Care_Hospital_Of_Montana
PH000625,AtroPINE INJECTION VIAL * 1 mg,60.29,250,,Advanced_Care_Hospital_Of_Montana
PH000628,Venofer 100 mg/5 mL Vial,264.0,250,,Advanced_Care_Hospital_Of_Montana
PH000629,mannitoL 250 mg,10.56,250,,Advanced_Care_Hospital_Of_Montana
PH000630,HydrOXYzine 25mg/mL Inj.,102.05,250,,Advanced_Care_Hospital_Of_Montana
PH000631,Glycopyrrolate 0.2 Mg/mL,62.4,250,,Advanced_Care_Hospital_Of_Montana
PH000632,Magnesium 200 mg/mL 50mL,76.48,250,,Advanced_Care_Hospital_Of_Montana
PH000633,Vitamin C 500 Mg/mL Vial,23.62,250,,Advanced_Care_Hospital_Of_Montana
PH000635,Zinc Sulfate 10mL,122.5,250,,Advanced_Care_Hospital_Of_Montana
PH000636,CALCIUM CHLOride IV 100mg / ML,97.06,250,,Advanced_Care_Hospital_Of_Montana
PH000637,Acetylcysteine 10% 4mL,38.26,250,,Advanced_Care_Hospital_Of_Montana
PH000638,Acetylcysteine 20% 4 mL Vial,57.6,250,,Advanced_Care_Hospital_Of_Montana
PH000639,TRACE METALS 5:ZINC-CUSO4 P--H,60.0,250,,Advanced_Care_Hospital_Of_Montana
PH000640,Sodium Chloride 1 gram,1.5,250,,Advanced_Care_Hospital_Of_Montana
PH000641,DICYCLOMINE HCL TABLET 20 MG,2.33,250,,Advanced_Care_Hospital_Of_Montana
PH000642,PILOCARPINE TABLET 5 MG,7.26,250,,Advanced_Care_Hospital_Of_Montana
