Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,BCBSMT_BLUE_OPTIONS,EBMS__RMHN_NETWORK_,FIRST_CHOICE,GEHA,MONTANA_HEALTH_CO-OP,MULTIPLAN,PACIFIC_SOURCE,hospital
40500095_1,BANDAGE TEGADERM 4 X 4__1688,Inpatient,272,A6258,Transparent film >16<=48 in,,0,8,8,6.4,8,7.2,7.6,7.76,6.56,,7.76,7.6,Roundup_Memorial_Healthcare
40500095_1,BANDAGE TEGADERM 4 X 4__1688,Outpatient,272,A6258,Transparent film >16<=48 in,,0,8,8,6.4,8,6.4,7.6,7.76,6.56,,7.76,7.6,Roundup_Memorial_Healthcare
40500096_1,BANDAGE DUO DERM__7611,Inpatient,272,A6234,Hydrocolld drg <=16 w/o bdr,,0,27,27,21.6,27,24.3,25.65,26.19,22.14,,26.19,25.65,Roundup_Memorial_Healthcare
40500096_1,BANDAGE DUO DERM__7611,Outpatient,272,A6234,Hydrocolld drg <=16 w/o bdr,,0,27,27,21.6,27,21.6,25.65,26.19,22.14,,26.19,25.65,Roundup_Memorial_Healthcare
40500098_1,BANDAGE GAUZE KERLIX__NON25865,Inpatient,272,A6446,"Conform band s w>=3"" <5""/yd",,0,6,6,4.8,6,5.4,5.7,5.82,4.92,,5.82,5.7,Roundup_Memorial_Healthcare
40500098_1,BANDAGE GAUZE KERLIX__NON25865,Outpatient,272,A6446,"Conform band s w>=3"" <5""/yd",,0,6,6,4.8,6,4.8,5.7,5.82,4.92,,5.82,5.7,Roundup_Memorial_Healthcare
40500100_1,"BANDAGE GAUZE SOFT-FORM 2""__NON27496",Inpatient,272,A6445,"Conform band s w <3""/yd",,0,7,7,5.6,7,6.3,6.65,6.79,5.74,,6.79,6.65,Roundup_Memorial_Healthcare
40500100_1,"BANDAGE GAUZE SOFT-FORM 2""__NON27496",Outpatient,272,A6445,"Conform band s w <3""/yd",,0,7,7,5.6,7,5.6,6.65,6.79,5.74,,6.79,6.65,Roundup_Memorial_Healthcare
40500101_1,AQUACEL AG RIBBON__CONV403771,Inpatient,272,,,,0,66,66,52.8,66,59.4,62.7,64.02,54.12,,64.02,62.7,Roundup_Memorial_Healthcare
40500101_1,AQUACEL AG RIBBON__CONV403771,Outpatient,272,,,,0,66,66,52.8,66,52.8,62.7,64.02,54.12,,64.02,62.7,Roundup_Memorial_Healthcare
40500102_1,"BANDAGE GAUZE SOFT-FORM 3""__NON27497H",Inpatient,272,A6446,"Conform band s w>=3"" <5""/yd",,0,5,5,4,5,4.5,4.75,4.85,4.1,,4.85,4.75,Roundup_Memorial_Healthcare
40500102_1,"BANDAGE GAUZE SOFT-FORM 3""__NON27497H",Outpatient,272,A6446,"Conform band s w>=3"" <5""/yd",,0,5,5,4,5,4,4.75,4.85,4.1,,4.85,4.75,Roundup_Memorial_Healthcare
40500103_1,"BANDAGE GAUZE SOFT-FORM 4""__NON27498H",Inpatient,272,A6446,"Conform band s w>=3"" <5""/yd",,0,5,5,4,5,4.5,4.75,4.85,4.1,,4.85,4.75,Roundup_Memorial_Healthcare
40500103_1,"BANDAGE GAUZE SOFT-FORM 4""__NON27498H",Outpatient,272,A6446,"Conform band s w>=3"" <5""/yd",,0,5,5,4,5,4,4.75,4.85,4.1,,4.85,4.75,Roundup_Memorial_Healthcare
40500104_1,"BANDAGE ACE 2"" ELASTIC__MDS087002LFZ",Inpatient,271,,,,0,8,8,6.4,8,7.2,7.6,7.76,6.56,,7.76,7.6,Roundup_Memorial_Healthcare
40500104_1,"BANDAGE ACE 2"" ELASTIC__MDS087002LFZ",Outpatient,271,,,,0,8,8,6.4,8,6.4,7.6,7.76,6.56,,7.76,7.6,Roundup_Memorial_Healthcare
40500107_1,"BANDAGE ACE 4"" ELASTIC__MDS087004LFZ",Inpatient,271,,,,0,12,12,9.6,12,10.8,11.4,11.64,9.84,,11.64,11.4,Roundup_Memorial_Healthcare
40500107_1,"BANDAGE ACE 4"" ELASTIC__MDS087004LFZ",Outpatient,271,,,,0,12,12,9.6,12,9.6,11.4,11.64,9.84,,11.64,11.4,Roundup_Memorial_Healthcare
40500109_1,"BANDAGE ACE 6"" ELASTIC__MDS087106LFZ",Inpatient,271,,,,0,30,30,24,30,27,28.5,29.1,24.6,,29.1,28.5,Roundup_Memorial_Healthcare
40500109_1,"BANDAGE ACE 6"" ELASTIC__MDS087106LFZ",Outpatient,271,,,,0,30,30,24,30,24,28.5,29.1,24.6,,29.1,28.5,Roundup_Memorial_Healthcare
40500117_1,"BANDAGE COBAN 3""__1583",Inpatient,271,A6454,"Self-adher band w>=3"" <5""/yd",,0,8,8,6.4,8,7.2,7.6,7.76,6.56,,7.76,7.6,Roundup_Memorial_Healthcare
40500117_1,"BANDAGE COBAN 3""__1583",Outpatient,271,A6454,"Self-adher band w>=3"" <5""/yd",,0,8,8,6.4,8,6.4,7.6,7.76,6.56,,7.76,7.6,Roundup_Memorial_Healthcare
40500122_1,"PURACOL PLUS AG+ 2""X2""__MSC8722EPZ",Inpatient,272,,,,0,52,52,41.6,52,46.8,49.4,50.44,42.64,,50.44,49.4,Roundup_Memorial_Healthcare
40500122_1,"PURACOL PLUS AG+ 2""X2""__MSC8722EPZ",Outpatient,272,,,,0,52,52,41.6,52,41.6,49.4,50.44,42.64,,50.44,49.4,Roundup_Memorial_Healthcare
40500124_1,BANDAGE IODOFORM 1/4__59145,Inpatient,272,,,,0,18,18,14.4,18,16.2,17.1,17.46,14.76,,17.46,17.1,Roundup_Memorial_Healthcare
40500124_1,BANDAGE IODOFORM 1/4__59145,Outpatient,272,,,,0,18,18,14.4,18,14.4,17.1,17.46,14.76,,17.46,17.1,Roundup_Memorial_Healthcare
40500125_1,BANDAGE IODOFORM 1/2__7832,Inpatient,272,A6266,Impreg gauze no h20/sal/yard,,0,25,25,20,25,22.5,23.75,24.25,20.5,,24.25,23.75,Roundup_Memorial_Healthcare
40500125_1,BANDAGE IODOFORM 1/2__7832,Outpatient,272,A6266,Impreg gauze no h20/sal/yard,,0,25,25,20,25,20,23.75,24.25,20.5,,24.25,23.75,Roundup_Memorial_Healthcare
40500126_1,"BANDAGE IODOFORM 1""__7833",Inpatient,272,A6266,Impreg gauze no h20/sal/yard,,0,27,27,21.6,27,24.3,25.65,26.19,22.14,,26.19,25.65,Roundup_Memorial_Healthcare
40500126_1,"BANDAGE IODOFORM 1""__7833",Outpatient,272,A6266,Impreg gauze no h20/sal/yard,,0,27,27,21.6,27,21.6,25.65,26.19,22.14,,26.19,25.65,Roundup_Memorial_Healthcare
40500127_1,"BANDAGE IODOFORM 2""__7834",Inpatient,272,A4452,Waterproof tape,,0,37,37,29.6,37,33.3,35.15,35.89,30.34,,35.89,35.15,Roundup_Memorial_Healthcare
40500127_1,"BANDAGE IODOFORM 2""__7834",Outpatient,272,A4452,Waterproof tape,,0,37,37,29.6,37,29.6,35.15,35.89,30.34,,35.89,35.15,Roundup_Memorial_Healthcare
40500133_1,ZOLL ONESTEP ELECTRODE PED__8900-000219-01,Inpatient,271,,,,0,307,307,245.6,307,276.3,291.65,297.79,251.74,,297.79,291.65,Roundup_Memorial_Healthcare
40500133_1,ZOLL ONESTEP ELECTRODE PED__8900-000219-01,Outpatient,271,,,,0,307,307,245.6,307,245.6,291.65,297.79,251.74,,297.79,291.65,Roundup_Memorial_Healthcare
40500134_1,ZOLL ADULT ELECTRODE__8900-0214-01,Inpatient,271,,,,0,301,301,240.8,301,270.9,285.95,291.97,246.82,,291.97,285.95,Roundup_Memorial_Healthcare
40500134_1,ZOLL ADULT ELECTRODE__8900-0214-01,Outpatient,271,,,,0,301,301,240.8,301,240.8,285.95,291.97,246.82,,291.97,285.95,Roundup_Memorial_Healthcare
40500135_1,ZOLL CO2 SENSOR ADAPTER__8000-0260-01,Inpatient,271,,,,0,48,48,38.4,48,43.2,45.6,46.56,39.36,,46.56,45.6,Roundup_Memorial_Healthcare
40500135_1,ZOLL CO2 SENSOR ADAPTER__8000-0260-01,Outpatient,271,,,,0,48,48,38.4,48,38.4,45.6,46.56,39.36,,46.56,45.6,Roundup_Memorial_Healthcare
40500136_1,BRACE ANKLE__9781359,Inpatient,271,,,,0,89,89,71.2,89,80.1,84.55,86.33,72.98,,86.33,84.55,Roundup_Memorial_Healthcare
40500136_1,BRACE ANKLE__9781359,Outpatient,271,,,,0,89,89,71.2,89,71.2,84.55,86.33,72.98,,86.33,84.55,Roundup_Memorial_Healthcare
40500137_1,BRACE ANKLE LG RT__02A-R,Inpatient,271,L4350,Ankle control ortho pre ots,,0,127,127,101.6,127,114.3,120.65,123.19,104.14,,123.19,120.65,Roundup_Memorial_Healthcare
40500137_1,BRACE ANKLE LG RT__02A-R,Outpatient,271,L4350,Ankle control ortho pre ots,,0,127,127,101.6,127,101.6,120.65,123.19,104.14,,123.19,120.65,Roundup_Memorial_Healthcare
40500138_1,BRACE ANKLE LG LT__02A-L,Inpatient,271,L4350,Ankle control ortho pre ots,,0,127,127,101.6,127,114.3,120.65,123.19,104.14,,123.19,120.65,Roundup_Memorial_Healthcare
40500138_1,BRACE ANKLE LG LT__02A-L,Outpatient,271,L4350,Ankle control ortho pre ots,,0,127,127,101.6,127,101.6,120.65,123.19,104.14,,123.19,120.65,Roundup_Memorial_Healthcare
40500139_1,KNEE BRACE RT SML__11-0777-2,Inpatient,271,,,,0,240,240,192,240,216,228,232.8,196.8,,232.8,228,Roundup_Memorial_Healthcare
40500139_1,KNEE BRACE RT SML__11-0777-2,Outpatient,271,,,,0,240,240,192,240,192,228,232.8,196.8,,232.8,228,Roundup_Memorial_Healthcare
40500140_1,KNEE BRACE LFT SML__11-0778-2,Inpatient,271,,,,0,240,240,192,240,216,228,232.8,196.8,,232.8,228,Roundup_Memorial_Healthcare
40500140_1,KNEE BRACE LFT SML__11-0778-2,Outpatient,271,,,,0,240,240,192,240,192,228,232.8,196.8,,232.8,228,Roundup_Memorial_Healthcare
40500141_1,KNEE BRACE RT MED__11-0777-3,Inpatient,271,,,,0,240,240,192,240,216,228,232.8,196.8,,232.8,228,Roundup_Memorial_Healthcare
40500141_1,KNEE BRACE RT MED__11-0777-3,Outpatient,271,,,,0,240,240,192,240,192,228,232.8,196.8,,232.8,228,Roundup_Memorial_Healthcare
40500142_1,KNEE BRACE LFT MED__11-0778-3,Inpatient,271,,,,0,240,240,192,240,216,228,232.8,196.8,,232.8,228,Roundup_Memorial_Healthcare
40500142_1,KNEE BRACE LFT MED__11-0778-3,Outpatient,271,,,,0,240,240,192,240,192,228,232.8,196.8,,232.8,228,Roundup_Memorial_Healthcare
40500143_1,KNEE BRACE RT LRG__11-0777-4,Inpatient,271,,,,0,240,240,192,240,216,228,232.8,196.8,,232.8,228,Roundup_Memorial_Healthcare
40500143_1,KNEE BRACE RT LRG__11-0777-4,Outpatient,271,,,,0,240,240,192,240,192,228,232.8,196.8,,232.8,228,Roundup_Memorial_Healthcare
40500144_1,KNEE BRACE LFT LRG__11-0778-4,Inpatient,271,,,,0,240,240,192,240,216,228,232.8,196.8,,232.8,228,Roundup_Memorial_Healthcare
40500144_1,KNEE BRACE LFT LRG__11-0778-4,Outpatient,271,,,,0,240,240,192,240,192,228,232.8,196.8,,232.8,228,Roundup_Memorial_Healthcare
40500145_1,KNEE BRACE RT XLG__11-0777-5,Inpatient,271,,,,0,240,240,192,240,216,228,232.8,196.8,,232.8,228,Roundup_Memorial_Healthcare
40500145_1,KNEE BRACE RT XLG__11-0777-5,Outpatient,271,,,,0,240,240,192,240,192,228,232.8,196.8,,232.8,228,Roundup_Memorial_Healthcare
40500146_1,KNEE BRACE LT XLG__11-0778-5,Inpatient,271,,,,0,240,240,192,240,216,228,232.8,196.8,,232.8,228,Roundup_Memorial_Healthcare
40500146_1,KNEE BRACE LT XLG__11-0778-5,Outpatient,271,,,,0,240,240,192,240,192,228,232.8,196.8,,232.8,228,Roundup_Memorial_Healthcare
40500162_1,CATH STRAIGHT 8FR BARD__277708,Inpatient,272,,,,0,7,7,5.6,7,6.3,6.65,6.79,5.74,,6.79,6.65,Roundup_Memorial_Healthcare
40500162_1,CATH STRAIGHT 8FR BARD__277708,Outpatient,272,,,,0,7,7,5.6,7,5.6,6.65,6.79,5.74,,6.79,6.65,Roundup_Memorial_Healthcare
40500168_1,CATH STRAIGHT 12FR BARD__94120,Inpatient,272,,,,0,5,5,4,5,4.5,4.75,4.85,4.1,,4.85,4.75,Roundup_Memorial_Healthcare
40500168_1,CATH STRAIGHT 12FR BARD__94120,Outpatient,272,,,,0,5,5,4,5,4,4.75,4.85,4.1,,4.85,4.75,Roundup_Memorial_Healthcare
40500170_1,CATH STRAIGHT 14FR BARD__277714,Inpatient,272,,,,0,7,7,5.6,7,6.3,6.65,6.79,5.74,,6.79,6.65,Roundup_Memorial_Healthcare
40500170_1,CATH STRAIGHT 14FR BARD__277714,Outpatient,272,,,,0,7,7,5.6,7,5.6,6.65,6.79,5.74,,6.79,6.65,Roundup_Memorial_Healthcare
40500172_1,CATH FOLEY 14 FR 5CC COUDE TIP__0168L14,Inpatient,272,,,,0,61,61,48.8,61,54.9,57.95,59.17,50.02,,59.17,57.95,Roundup_Memorial_Healthcare
40500172_1,CATH FOLEY 14 FR 5CC COUDE TIP__0168L14,Outpatient,272,,,,0,61,61,48.8,61,48.8,57.95,59.17,50.02,,59.17,57.95,Roundup_Memorial_Healthcare
40500174_1,CATH STRAIGHT 16FR BARD__277716,Inpatient,272,,,,0,7,7,5.6,7,6.3,6.65,6.79,5.74,,6.79,6.65,Roundup_Memorial_Healthcare
40500174_1,CATH STRAIGHT 16FR BARD__277716,Outpatient,272,,,,0,7,7,5.6,7,5.6,6.65,6.79,5.74,,6.79,6.65,Roundup_Memorial_Healthcare
40500175_1,CATH FOLEY 16 FR 5CC BARD__165816,Inpatient,272,A4344,Cath indw foley 2 way silicn,,0,26,26,20.8,26,23.4,24.7,25.22,21.32,,25.22,24.7,Roundup_Memorial_Healthcare
40500175_1,CATH FOLEY 16 FR 5CC BARD__165816,Outpatient,272,A4344,Cath indw foley 2 way silicn,,0,26,26,20.8,26,20.8,24.7,25.22,21.32,,25.22,24.7,Roundup_Memorial_Healthcare
40500176_1,CATH FOLEY 16 FR 5CC COUDE TIP__0168L16,Inpatient,272,,,,0,61,61,48.8,61,54.9,57.95,59.17,50.02,,59.17,57.95,Roundup_Memorial_Healthcare
40500176_1,CATH FOLEY 16 FR 5CC COUDE TIP__0168L16,Outpatient,272,,,,0,61,61,48.8,61,48.8,57.95,59.17,50.02,,59.17,57.95,Roundup_Memorial_Healthcare
40500179_1,CATH FOLEY 18 FR 5CC__165818,Inpatient,272,A4344,Cath indw foley 2 way silicn,,0,26,26,20.8,26,23.4,24.7,25.22,21.32,,25.22,24.7,Roundup_Memorial_Healthcare
40500179_1,CATH FOLEY 18 FR 5CC__165818,Outpatient,272,A4344,Cath indw foley 2 way silicn,,0,26,26,20.8,26,20.8,24.7,25.22,21.32,,25.22,24.7,Roundup_Memorial_Healthcare
40500181_1,CATH FOLEY 18 FR 5CC COUDE TIP__0168L18,Inpatient,272,,,,0,61,61,48.8,61,54.9,57.95,59.17,50.02,,59.17,57.95,Roundup_Memorial_Healthcare
40500181_1,CATH FOLEY 18 FR 5CC COUDE TIP__0168L18,Outpatient,272,,,,0,61,61,48.8,61,48.8,57.95,59.17,50.02,,59.17,57.95,Roundup_Memorial_Healthcare
40500185_1,CATH FOLEY 24FR 5CC 3-WAY BARD__0174L24,Inpatient,272,,,,0,85,85,68,85,76.5,80.75,82.45,69.7,,82.45,80.75,Roundup_Memorial_Healthcare
40500185_1,CATH FOLEY 24FR 5CC 3-WAY BARD__0174L24,Outpatient,272,,,,0,85,85,68,85,68,80.75,82.45,69.7,,82.45,80.75,Roundup_Memorial_Healthcare
40500195_1,CATH SUCTION 10FR__31000,Inpatient,272,,,,0,5,5,4,5,4.5,4.75,4.85,4.1,,4.85,4.75,Roundup_Memorial_Healthcare
40500195_1,CATH SUCTION 10FR__31000,Outpatient,272,,,,0,5,5,4,5,4,4.75,4.85,4.1,,4.85,4.75,Roundup_Memorial_Healthcare
40500196_1,CATH SUCTION 14FR__31400,Inpatient,272,,,,0,5,5,4,5,4.5,4.75,4.85,4.1,,4.85,4.75,Roundup_Memorial_Healthcare
40500196_1,CATH SUCTION 14FR__31400,Outpatient,272,,,,0,5,5,4,5,4,4.75,4.85,4.1,,4.85,4.75,Roundup_Memorial_Healthcare
40500210_1,CATH SECURE__5445-6,Inpatient,271,,,,0,16,16,12.8,16,14.4,15.2,15.52,13.12,,15.52,15.2,Roundup_Memorial_Healthcare
40500210_1,CATH SECURE__5445-6,Outpatient,271,,,,0,16,16,12.8,16,12.8,15.2,15.52,13.12,,15.52,15.2,Roundup_Memorial_Healthcare
40500222_1,CAST ROCKER MED__81114,Inpatient,271,,,,0,37,37,29.6,37,33.3,35.15,35.89,30.34,,35.89,35.15,Roundup_Memorial_Healthcare
40500222_1,CAST ROCKER MED__81114,Outpatient,271,,,,0,37,37,29.6,37,29.6,35.15,35.89,30.34,,35.89,35.15,Roundup_Memorial_Healthcare
40500272_1,DRAINAGE CHEST UNIT THORASEAL__3583,Inpatient,272,,,,0,369,369,295.2,369,332.1,350.55,357.93,302.58,,357.93,350.55,Roundup_Memorial_Healthcare
40500272_1,DRAINAGE CHEST UNIT THORASEAL__3583,Outpatient,272,,,,0,369,369,295.2,369,295.2,350.55,357.93,302.58,,357.93,350.55,Roundup_Memorial_Healthcare
40500290_1,PROTECTOR ELBOW__98,Inpatient,271,,,,0,93,93,74.4,93,83.7,88.35,90.21,76.26,,90.21,88.35,Roundup_Memorial_Healthcare
40500290_1,PROTECTOR ELBOW__98,Outpatient,271,,,,0,93,93,74.4,93,74.4,88.35,90.21,76.26,,90.21,88.35,Roundup_Memorial_Healthcare
40500291_1,ENEMA KIT__145541,Inpatient,271,,,,0,20,20,16,20,18,19,19.4,16.4,,19.4,19,Roundup_Memorial_Healthcare
40500291_1,ENEMA KIT__145541,Outpatient,271,,,,0,20,20,16,20,16,19,19.4,16.4,,19.4,19,Roundup_Memorial_Healthcare
