Charge Master Code,Description,Invoice Label,Dynamic Pricing,Price,Soft Code,HCPCS Code,HCPCS Multiplier,Revenue Code,Effective Date,Expiration Date,Department,Fractional Billing,Minimum Price,Default Cost,Cost Multiplier,Charge Code Type,hospital
5425,BRACE WRIST LARGE LEFT PREMIERW/ THUMB SPICA 8 1/4-9IN,BRACE WRIST,,73.0,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5291,BRACE WRIST MEDIUM LEFT       PREMIER W/ THUMB SPICA,BRACE WRIST,,73.0,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5348,BRACE WRIST MEDIUM RIGHT      PREMIER W/ THUMB SPICA,BRACE WRIST,,73.0,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5125,BRACE WRIST SMALL RIGHT       PREMIER W/ THUMB SPICA,BRACE WRIST,,73.0,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5409,BRACE WRIST XLARGE RIGHT      PREMIER W/ THUMB SPICA 9-10IN,BRACE WRIST,,73.0,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5431,BRACE WRIST XSMALL LEFT       PREMIER W/ THUMB SPICA 6 1/2,BRACE WRIST,,73.0,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5243,BRACKET SHARPS CONTAINER      ALUMINUM BRACKET,BRACKET SHARPS CONTAINER,,0.0,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5392,CALMOSEPTINE SINGLES          144/BX,CALMOSEPTINE SINGLES,,6.5,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5159,CANNULA NASAL ADULT CLEAR W/  7FT TUBING,CANNULA NASAL ADULT,,12.0,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5455,CANNULA W/20' TUBING ADT      25/CASE,CANNULA W/20' TUBING,,15.0,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5212,CARDS TEST STAT-SITE MHGB FOR HEMOGLOBIN TESTING,CARDS TEST STAT HEMOGLOBIN,,25.0,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5183,CATHETER URETHRAL 14FR NELATONROBINSON RED RUBBER STERILE,CATHETER URETHRAL,,35.0,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5429,CLEANSER HIBICLENS 8OZ        ANTIMICROBIAL SOLUTION,CLEANSER HIBICLENS,,12.0,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5277,CLEANSER SAF-CLENS AF 12OZ    DERMAL WOUND CLEANSER,CLEANSER DERMAL WOUND,,8.5,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5317,CLIPPER FINGER NAIL W/ FILE,CLIPPER FINGER NAIL W/ FILE,,8.5,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5327,CLIPPER TOE NAIL W/ FILE,CLIPPER TOE NAIL W/ FILE,,8.5,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5299,COLD PACK INSTANT 6X9IN MEDIUMNONINSULATED,COLD PACK,,15.0,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5290,COLLAR CERVICAL CALIFORNIA    MEDIUM 2PIECE RIGID PLASTIC W/,COLLAR CERVICAL,,89.7,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5435,COLLAR CERVICAL CALIFORNIA    SMALL 2PIECE RIGID PLASTIC W/,COLLAR CERVICAL,,89.7,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5116,COLLAR CERVICAL LARGE 15-20IN MEDIUM DENSITY FORM FIT,COLLAR CERVICAL,,89.7,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5373,COLLAR CERVICAL LARGE 4 1/4IN PHILADELPHIA W/ TRACH OPENING,COLLAR CERVICAL,,89.7,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5366,COLLAR CERVICAL PHILADELPHIA  MEDIUM 4 1/4IN W/TRACH OPENING,COLLAR CERVICAL,,89.7,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5372,COLLAR CERVICAL RD LG         4.5X22,COLLAR CERVICAL,,89.7,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5166,COLLAR CERVICAL RD MD         3.5X21,COLLAR CERVICAL,,89.7,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5308,"COLLAR CERVICAL RD SM         3X17.5""""",COLLAR CERVICAL,,89.7,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5389,COLLAR CERVICAL SMALL 4 1/4IN PHILADELPHIA W/ TRACH OPENING,COLLAR CERVICAL,,89.7,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5127,COLLAR CERVICAL UNIVERSAL     3X22IN MEDIUM FOAM DENSITY,COLLAR CERVICAL,,89.7,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5194,"COLLAR CERVICAL UNV NRW       3.0""""X21""""",COLLAR CERVICAL,,89.7,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5113,"COLLAR CERVICAL XL 4""""X16""""",COLLAR CERVICAL,,89.7,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5411,COLLAR EXTRICATION EAGAN II   ADULT UNIVERSAL,COLLAR EXTRICATION,,89.7,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5128,COLLECTOR SPECIMEN SPECIPAN   GRADUATED NONSTERILE BLACK,COLLECTOR SPECIPAN  GRADUATED,,12.0,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5247,COLOSCREEN ES TRIPLES         80/BX,COLOSCREEN ES TRIPLES,,12.0,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5177,"COMB HAIR 5""""BLACK            144/PK",COMB HAIR,,0.0,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5324,CONTAINER SHARPS 4QT SMALL    CHIMNEY-TOP RED AUTOCLAVABLE,CONTAINER SHARPS,,10.0,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5182,CONTAINER SPECIMEN 4OZ TAMPER EVIDENT STERILE SCREW-ON LID,CONTAINER SPECIMEN,,10.0,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5189,COVER PROBE FOR GENIUS II     FOR GENIUS 2 THERMOMETER ONLY,COVER PROBE FOR GENIUS II,,0.0,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5454,COVER SHOE HEAVY DUTY         3 LAYER FABRIC,COVER SHOE,,31.0,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5228,CRUTCH ADULT ALUMINUM         5FT 2IN-5FT 10IN PREMIER PRO,CRUTCH ADULT,,104.94,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5377,CRUTCH CHILD 4FT-4FT 6IN      ALUMINUM PREMIER PRO,CRUTCH CHILD,,104.94,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5320,CRUTCH TALL ADULT ALUMINUM    5FT 10IN-6FT 6IN PREMIER PRO,CRUTCH TALL ADULT,,104.94,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5272,CRUTCH YOUTH 4FT 6IN-5FT 2IN  ALUMINUM PREMIER PRO,CRUTCH YOUTH,,104.94,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5279,CUFF BLOOD PRESSURE ADULT     WHITE SINGLE USE ANEROID,CUFF BLOOD PRESSURE DISP,,18.5,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5109,CUP DENTURE TURQUOISE W/ LID  ***DISC BY MFG-SEE COMMENTS***,CUP DENTURE,,0.0,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5251,CUP MEDICINE 1OZ GRADUATED    TRANSLUCENT PLASTIC NONSTERILE,CUP MEDICINE,,0.0,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5220,CUP SOUFFLE 3/4OZ,CUP SOUFFLE,,0.0,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5350,DEODORANT FRESHSCENT 1 1/2OZ  ROLL ON ALCOHOL FREE,DEODORANT,,5.0,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5474,DETECTOR CO2 EASY CAP II ADULTCOLORIMETRIC CARBON DIOXIDE,DETECTOR CO2 ADULT,,52.0,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5388,DETECTOR CO2 PEDIATRIC PEDICAP,DETECTOR CO2 PEDIATRIC,,52.0,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5419,DIFFSAFE BLOOD DISPENSER      100/PK 10PK/BX 10BX/CA,DIFFSAFE BLOOD DISPENSER,,105.0,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5196,DILUENT ACT 5DIFF 20L         USE W/ACT 5DIFF INSTRUMENT,DILUENT ACT 5DIFF 20L,,0.0,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5268,DRESSING DUODERM CGF 2X4IN    EXTRA THIN RECTANGLE STERILE,DRESSING DUODERM,,15.5,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5346,DRESSING DUODERM CGF 4X4IN    EXTRA THIN SQUARE STERILE,DRESSING DUODERM,,15.5,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5229,DRESSING GAUZE XEROFORM 2X2IN NONADHERENT STERILE CURAD,DRESSING GAUZE XEROFORM,,15.5,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5273,DRESSING MEPILEX BORDER LITE  4X4IN THIN FOAM SELF ADHERENT,DRESSING MEPILEX BORDER,,15.5,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5341,DRESSING TEGADERM +PAD FILM   2X2 3/4IN NONADHERENT PAD,DRESSING TEGADERM +PAD,,8.5,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5382,DRESSING TEGADERM TRANSPARENT 1 3/4X1 3/4IN STERILE,DRESSING TEGADERM,,8.5,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5347,DRESSING TEGADERM TRANSPARENT 4X4 3/4IN W/ LABEL STERILE,DRESSING TEGADERM,,8.5,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5440,DRESSING TELFA 2X3 3/4IN 1'S  ISLAND NONWOVEN ADHESIVE,DRESSING TELFA,,6.5,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5433,DRESSING TELFA PAD 3X4IN 1S   STERILE ADHESIVE ABSORBENT,DRESSING TELFA,,8.5,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5462,DRESSING WOUND ADHESIVE 3X3IN WATERPROOF ALLEVYN,DRESSING WATERPROOF ALLEVYN,,20.0,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5447,DRESSING WOUND HYDROFIBER     4X5IN AQUACEL AG EXTRA,DRESSING WOUND HYDROFIBER,,92.0,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5172,ELECTRODE DEFIB PEDIATRIC     MULTIFUNCTION PEDI PADZ II,ELECTRODE DEFIB PEDIATRIC,,0.0,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5328,ELECTRODE MONITORING 1.25IN   RADIOLUCENT CONDUCTIVE ADHESIV,ELECTRODE MONITORING,,25.0,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5297,ESR CHEX DROP SHIP ONLY       2X9,ESR CHEX DROP SHIP ONLY,,24.0,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5304,EXERCISER BREATH VOLDYNE      2500ML,EXERCISER BREATH VOLDYNE      2500ML,,55.0,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5187,GAUZE ROLL 3.4INX3.6YD 6PLY   STERILE KERLIX,GAUZE ROLL KERLIX,,8.5,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5225,GAUZE ROLL 4 1/2INX4.1YD 6PLY LARGE STERILE 1'S KERLIX,GAUZE ROLL KERLIX,,8.5,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5197,GAUZE SPG ST 2X2 12PLY 1      24/100 PROADVANTAGE 1'S,GAUZE PROADVANTAGE,,8.5,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5458,GAUZE SPONGE 2X2IN 4PLY AVANT NONSTERILE PRECUT SLIT,GAUZE AVANT PRECUT SLIT,,8.5,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5270,GAUZE SPONGE 2X2IN 8PLY       NONSTERILE,GAUZE NONSTERILE,,8.5,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5209,GAUZE SPONGE 4X4IN 12PLY 10'S STERILE IN PLASTIC TRAY CURITY,GAUZE SPONGE TRAY CURITY,,12.0,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5122,GEL INTRASITE WOUND DRESSING  HYDROGEL 8GM APPLIPAK,GEL INTRASITE,,23.0,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5376,GLOVE  NITRILE MD 10/100      NIGHT ANGEL BLACK COLOR,GLOVE EXAM,,21.5,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5464,GLOVE EXAM LARGE NITRILE      NONSTERILE POWDERFREE TEXTURED,GLOVE EXAM,,21.5,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5204,GLOVE EXAM LARGE NITRILE PINK POWDER FREE NONSTERILE,GLOVE EXAM,,21.5,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5408,GLOVE EXAM MEDIUM NITRILE     NONSTERILE POWDERFREE TEXTURED,GLOVE EXAM,,21.5,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5102,GLOVE EXAM MEDIUM NITRILE PINKPOWDER FREE NONSTERILE,GLOVE EXAM,,21.5,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5255,GLOVE EXAM SMALL NITRILE PINK POWDER FREE NONSTERILE,GLOVE EXAM,,21.5,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5438,GLOVE NITRADERM COATS LG      10/200 OATMEAL,GLOVE NITRADERM,,20.75,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5284,GLOVE NITRADERM COATS XS      10/200 OATMEAL,GLOVE NITRADERM,,20.75,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5253,GLOVE SURGICAL 6 1/2 GREEN    DERMAPRENE ULTRA POWDER FREE,GLOVE SURGICAL,,20.75,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5105,GLOVE SURGICAL 7 1/2 LATEX    POWDERED STERILE PERRY42,GLOVE SURGICAL,,20.75,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5126,GLOVE SURGICAL 7 LATEX LOW    POWDER STERILE PERRY42,GLOVE SURGICAL,,20.75,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5302,GLOVE SURGICAL 9 LATEX        ***DISC BY MFG-SUB S#237692***,GLOVE SURGICAL,,20.75,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5156,GRADUATE 32OZ PRINTED         (1000CC) POLY 10/PK 20PK/,GRADUATE 32OZ,,12.5,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5155,HAIRBRUSH 24/BX,HAIRBRUSH,,0.0,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5180,HANDLE DIAGNOSTIC 3.5V        CONVERTIBLE NICKEL CADMIUM,HANDLE DIAGNOSTIC 3.5V,,35.0,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5222,HCG CASSETTE URINE/SERUM      25/BX,HCG CASSETTE URINE/SERUM,,0.0,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5231,HEEL ELBOW PROT. MD/LG        12PR/CS,HEEL ELBOW PROTECTOR,,73.6,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5343,HEEL ELBOW PROTECTOR XL       12PR/CS,HEEL ELBOW PROTECTOR,,73.6,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5360,HOLDER CATHETER MULTIPURPOSE  2 1/2IN SINGLE TAB CATH-SECURE,HOLDER CATHETER,,23.5,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5163,HOLDER TUBE VACUTAINER SINGLE USE CLEAR NONSTACKABLE,HOLDER TUBE VACUTAINER,,0.0,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5223,IMMOBILIZER SHOULDER SMALL W/ FOAM WAIST STRAP,IMMOBILIZER SHOULDER,,37.95,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5352,IMMOBILIZER SHOULDER XLARGE   W/FOAM STRAPS,IMMOBILIZER SHOULDER,,37.95,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5404,IMPACT ADV VANILLA 6OZ        SUP/RECOVERY 15EA/CA,IMPACT ADV VANILLA 6OZ,,15.0,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5131,INTRODUCER ENDOTRACHEAL TUBE  ADULT 15FRX70CM COUDE TIP,INTRODUCER ET TUBE  ADULT,,15.0,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5135,INTRODUCER TRACHEAL TUBE 10FR 70CM PEDIATRIC BOUGIE,INTRODUCER ET PEDIATRIC BOUGIE,,15.0,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5162,JELLY LUBRICATING 3GRAM FOIL  SURGILUBE STERILE 144/BOX,JELLY LUBRICATING 3GRAM,,5.75,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5153,KIT COMBO CONTROLS NORMAL AND ABNORMAL CALIBRATOR DCA A1C,KIT COMBO CONTROLS,,0.0,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5257,KIT CONTROLS DCA MICROALBUMIN/CREATININE LOW/HIGH SOLUTIONS,KIT CONTROLS DCA,,0.0,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5174,KIT FEMALE URINE COLLECTION   8FR STERILE,KIT FEMALE URINE,,32.5,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5451,KIT REAGENT DCA FOR HBA1C     CLIA WAIVED 10 TESTS PER KIT,KIT REAGENT DCA,,0.0,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5283,KIT REAGENT MICROALBUMIN      CREATININE USE W/ DCA 2000,KIT REAGENT,,0.0,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5393,KIT REAGENT MICROALBUMIN      CREATININE USE W/ DCA 2000,KIT REAGENT,,0.0,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5421,KIT REAGENT MICROALBUMIN      CREATININE USE W/ DCA 2000,KIT REAGENT,,0.0,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5439,KIT TUBING SUCTION DISPOSABLE ONE 18IN & ONE 72IN PER PACK,KIT TUBING SUCTION,,52.5,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5415,LINER PANT PREVAIL 6X13 1/2IN,LINER PANT,,42.0,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5463,LINER PANT PREVAIL OVERNIGHT  13X28IN ADHESIVE STRIP,LINER PANT,,42.0,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5287,LOTION BODY 4OZ XTRA-CARE     SWEEN MOISTURIZING,LOTION BODY,,5.75,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5143,MASK EARLOOP BLUE LF          50/BX 10BX/CA PROADVANTAG,MASK EARLOOP BLUE,,0.0,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5345,MED CUPS 1OZ PLASTIC          ***DISC BY MFG-SEE S#637071***,MED CUPS 1OZ PLASTIC,,0.0,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5399,NACL .9% 30ML INJ BACT        MULTIDOSE 25/BX 4BX/CA,NACL .9% 30ML INJ BACT,,5.75,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5397,NEEDLE ECLIPSE 21GX1 1/4IN    VACUTAINER BLOOD COLLECTION,NEEDLE ECLIPSE 21G VACUTAINER,,0.0,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5245,NEEDLE ECLIPSE 22GX1 1/4IN    VACUTAINER BLOOD COLLECTION,NEEDLE ECLIPSE 22G VACUTAINER,,0.0,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5117,NEEDLE FILTER 19GX1 1/2IN THINWALL DISPOSABLE LATEX FREE,NEEDLE FILTER 19G,,5.75,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5306,NEEDLE HUBER 20GX1IN NO Y SITEWHIN WINGED INFUSION 90DEGREE,NEEDLE HUBER 20G,,5.75,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5434,NEEDLE HYPODERMIC 18GX1 1/2IN REGULAR BEVEL STERILE,NEEDLE HYPODERMIC 18G,,5.75,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5258,NEEDLE HYPODERMIC 20GX1IN     REGULAR BEVEL DISPOSABLE,NEEDLE HYPODERMIC 20G,,5.75,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5264,NEEDLE HYPODERMIC 22GX1 1/2IN DISPOSABLE BEVEL REGULAR,NEEDLE HYPODERMIC 22G,,5.75,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5216,NEEDLE HYPODERMIC 22GX1IN     DISPOSABLE REGULAR BEVEL,NEEDLE HYPODERMIC 22G,,5.75,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5157,NIPPER NAIL 4 5/8IN STAINLESS CONCAVE JAWS,NIPPER NAIL 4 5/8IN STAINLESS,,26.5,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5386,"NIPPER NAIL 6""""STR SS         EACH DOUBLE SPRING","NIPPER NAIL 6""""STR",,5.75,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5236,NUTRITION IMPACT ADVANCED     ***DISC BY MFG-SEE S#234883***,NUTRITION IMPACT ADVANCED,,12.0,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5254,OINTMENT BACITRACIN NEOMYCIN  POLYMYXIN B SULFATE 1/32OZ FOI,OINTMENT BACITRACIN,,5.75,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
