Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,Allegiance,ALLEGIANCE_MEDICARE_RBPHP,BCBSMT_HEALTHLINK,BCBSMT_TRADITIONAL,Indian_Health_Svcs_,PACIFIC_SOURCE_,hospital
2350083_1,EC Cardiac Doppler Limited,Inpatient,483,93321,"Doppler echocardiography, pulsed wave and/or continuous wave with spectral display (List separately in addition to codes for echocardiographic imaging); follow-up or limited study (List separately in addition to codes for echocardiographic imaging)",,0,272,204,160.48,461.42,258.4,258.4,252.96,272,,258.4,Poplar_Community_Hospital
2350083_1,EC Cardiac Doppler Limited,Outpatient,483,93321,"Doppler echocardiography, pulsed wave and/or continuous wave with spectral display (List separately in addition to codes for echocardiographic imaging); follow-up or limited study (List separately in addition to codes for echocardiographic imaging)",,0,272,204,160.48,461.42,258.4,461.42,252.96,272,160.48,258.4,Poplar_Community_Hospital
2350085_1,EC Color Flow,Inpatient,483,93325,Doppler echocardiography color flow velocity mapping (List separately in addition to codes for echocardiography),,0,589.5,442.13,347.81,1000.03,560.03,560.03,548.24,589.5,,560.03,Poplar_Community_Hospital
2350085_1,EC Color Flow,Outpatient,483,93325,Doppler echocardiography color flow velocity mapping (List separately in addition to codes for echocardiography),,0,589.5,442.13,347.81,1000.03,560.03,1000.03,548.24,589.5,347.81,560.03,Poplar_Community_Hospital
2412072_1,CMV IgG,Inpatient,302,86644,Antibody; cytomegalovirus (CMV),,0,152.75,114.56,90.12,259.13,145.11,145.11,142.06,152.75,,145.11,Poplar_Community_Hospital
2412072_1,CMV IgG,Outpatient,302,86644,Antibody; cytomegalovirus (CMV),,0,152.75,114.56,90.12,259.13,145.11,259.13,142.06,152.75,90.12,145.11,Poplar_Community_Hospital
2412073_1,CMV IgM,Inpatient,302,86645,"Antibody; cytomegalovirus (CMV), IgM",,0,160.75,120.56,94.84,272.7,152.71,152.71,149.5,160.75,,152.71,Poplar_Community_Hospital
2412073_1,CMV IgM,Outpatient,302,86645,"Antibody; cytomegalovirus (CMV), IgM",,0,160.75,120.56,94.84,272.7,152.71,272.7,149.5,160.75,94.84,152.71,Poplar_Community_Hospital
2532074_1,"Occult Blood, Stool, Diagnostic specimen",Inpatient,301,82272,"Blood, occult, by peroxidase activity (eg, guaiac), qualitative, feces, 1-3 simultaneous determinations, performed for other than colorectal neoplasm screening",,0,68.25,51.19,40.27,115.78,64.84,64.84,63.47,68.25,,64.84,Poplar_Community_Hospital
2532074_1,"Occult Blood, Stool, Diagnostic specimen",Outpatient,301,82272,"Blood, occult, by peroxidase activity (eg, guaiac), qualitative, feces, 1-3 simultaneous determinations, performed for other than colorectal neoplasm screening",,0,68.25,51.19,40.27,115.78,64.84,115.78,63.47,68.25,40.27,64.84,Poplar_Community_Hospital
2538073_1,Ganglioside Ab Panel (Mayo GM1B),Inpatient,300,83520,"Immunoassay for analyte other than infectious agent antibody or infectious agent antigen; quantitative, not otherwise specified",,0,255.5,191.63,150.75,433.43,242.73,242.73,237.62,255.5,,242.73,Poplar_Community_Hospital
2538073_1,Ganglioside Ab Panel (Mayo GM1B),Outpatient,300,83520,"Immunoassay for analyte other than infectious agent antibody or infectious agent antigen; quantitative, not otherwise specified",,0,255.5,191.63,150.75,433.43,242.73,433.43,237.62,255.5,150.75,242.73,Poplar_Community_Hospital
2538074_1,"Topiramate, Serum (Mayo TOPI)",Inpatient,301,80201,Topiramate,,0,238.5,178.88,140.72,404.59,226.58,226.58,221.81,238.5,,226.58,Poplar_Community_Hospital
2538074_1,"Topiramate, Serum (Mayo TOPI)",Outpatient,301,80201,Topiramate,,0,238.5,178.88,140.72,404.59,226.58,404.59,221.81,238.5,140.72,226.58,Poplar_Community_Hospital
2604072_1,RBC LR IR AS-1 (PH2) E4528,Inpatient,390,P9040,Rbc leukoreduced irradiated,,0,1275.5,956.63,752.55,2163.76,1211.73,1211.73,1186.22,1275.5,,1211.73,Poplar_Community_Hospital
2604072_1,RBC LR IR AS-1 (PH2) E4528,Outpatient,390,P9040,Rbc leukoreduced irradiated,,0,1275.5,956.63,752.55,2163.76,1211.73,2163.76,1186.22,1275.5,752.55,1211.73,Poplar_Community_Hospital
2604073_1,RBC LR AS-1 (PH2) E4533,Inpatient,390,P9016,Rbc leukocytes reduced,,0,668,501,394.12,1133.2,634.6,634.6,621.24,668,,634.6,Poplar_Community_Hospital
2604073_1,RBC LR AS-1 (PH2) E4533,Outpatient,390,P9016,Rbc leukocytes reduced,,0,668,501,394.12,1133.2,634.6,1133.2,621.24,668,394.12,634.6,Poplar_Community_Hospital
2618072_1,RBC LR AS-1 (PH1) E4532,Inpatient,390,P9016,Rbc leukocytes reduced,,0,668,501,394.12,1133.2,634.6,634.6,621.24,668,,634.6,Poplar_Community_Hospital
2618072_1,RBC LR AS-1 (PH1) E4532,Outpatient,390,P9016,Rbc leukocytes reduced,,0,668,501,394.12,1133.2,634.6,1133.2,621.24,668,394.12,634.6,Poplar_Community_Hospital
2618073_1,RBC LR AS-1 (PH1) CMV NEG,Inpatient,390,P9051,"Blood, l/r, cmv-neg",,0,668,501,394.12,1133.2,634.6,634.6,621.24,668,,634.6,Poplar_Community_Hospital
2618073_1,RBC LR AS-1 (PH1) CMV NEG,Outpatient,390,P9051,"Blood, l/r, cmv-neg",,0,668,501,394.12,1133.2,634.6,1133.2,621.24,668,394.12,634.6,Poplar_Community_Hospital
2618074_1,RBC LR IR AS-1 (PH1) E4527,Inpatient,390,P9040,Rbc leukoreduced irradiated,,0,1275.5,956.63,752.55,2163.76,1211.73,1211.73,1186.22,1275.5,,1211.73,Poplar_Community_Hospital
2618074_1,RBC LR IR AS-1 (PH1) E4527,Outpatient,390,P9040,Rbc leukoreduced irradiated,,0,1275.5,956.63,752.55,2163.76,1211.73,2163.76,1186.22,1275.5,752.55,1211.73,Poplar_Community_Hospital
2628098_1,CD3 (T Cells),Inpatient,302,86359,T cells; total count,,0,119,89.25,70.21,201.87,113.05,113.05,110.67,119,,113.05,Poplar_Community_Hospital
2628098_1,CD3 (T Cells),Outpatient,302,86359,T cells; total count,,0,119,89.25,70.21,201.87,113.05,201.87,110.67,119,70.21,113.05,Poplar_Community_Hospital
2628100_1,CD19 (B Cells),Inpatient,302,86355,"B cells, total count",,0,272.75,204.56,160.92,462.69,259.11,259.11,253.66,272.75,,259.11,Poplar_Community_Hospital
2628100_1,CD19 (B Cells),Outpatient,302,86355,"B cells, total count",,0,272.75,204.56,160.92,462.69,259.11,462.69,253.66,272.75,160.92,259.11,Poplar_Community_Hospital
2628102_1,CD16 and CD56 (NK Cells),Inpatient,302,86357,"Natural killer (NK) cells, total count",,0,301.75,226.31,178.03,511.89,286.66,286.66,280.63,301.75,,286.66,Poplar_Community_Hospital
2628102_1,CD16 and CD56 (NK Cells),Outpatient,302,86357,"Natural killer (NK) cells, total count",,0,301.75,226.31,178.03,511.89,286.66,511.89,280.63,301.75,178.03,286.66,Poplar_Community_Hospital
2628104_1,CD4 (T Cells),Inpatient,302,86360,"T cells; absolute CD4 and CD8 count, including ratio",,0,147.75,110.81,87.17,250.64,140.36,140.36,137.41,147.75,,140.36,Poplar_Community_Hospital
2628104_1,CD4 (T Cells),Outpatient,302,86360,"T cells; absolute CD4 and CD8 count, including ratio",,0,147.75,110.81,87.17,250.64,140.36,250.64,137.41,147.75,87.17,140.36,Poplar_Community_Hospital
2658073_1,Guaiac Stools,Inpatient,300,82270,"Blood, occult, by peroxidase activity (eg, guaiac), qualitative; feces, consecutive collected specimens with single determination, for colorectal neoplasm screening (ie, patient was provided 3 cards or single triple card for consecutive collection)",,0,39,29.25,23.01,66.16,37.05,37.05,36.27,39,,37.05,Poplar_Community_Hospital
2658073_1,Guaiac Stools,Outpatient,300,82270,"Blood, occult, by peroxidase activity (eg, guaiac), qualitative; feces, consecutive collected specimens with single determination, for colorectal neoplasm screening (ie, patient was provided 3 cards or single triple card for consecutive collection)",,0,39,29.25,23.01,66.16,37.05,66.16,36.27,39,23.01,37.05,Poplar_Community_Hospital
2752075_1,XR Exam,Inpatient,320,73030,"Radiologic examination, shoulder; complete, minimum of 2 views",,0,211,158.25,124.49,357.94,200.45,200.45,196.23,211,,200.45,Poplar_Community_Hospital
2752075_1,XR Exam,Outpatient,320,73030,"Radiologic examination, shoulder; complete, minimum of 2 views",,0,211,158.25,124.49,357.94,200.45,357.94,196.23,211,124.49,200.45,Poplar_Community_Hospital
2752077_1,XR Exam,Inpatient,320,73030,"Radiologic examination, shoulder; complete, minimum of 2 views",,0,211,158.25,124.49,357.94,200.45,200.45,196.23,211,,200.45,Poplar_Community_Hospital
2752077_1,XR Exam,Outpatient,320,73030,"Radiologic examination, shoulder; complete, minimum of 2 views",,0,211,158.25,124.49,357.94,200.45,357.94,196.23,211,124.49,200.45,Poplar_Community_Hospital
2772079_1,Flutter Valve (Subsequent),Inpatient,410,94664,"Demonstration and/or evaluation of patient utilization of an aerosol generator, nebulizer, metered dose inhaler or IPPB device",,0,371.25,278.44,219.04,629.79,352.69,352.69,345.26,371.25,,352.69,Poplar_Community_Hospital
2772079_1,Flutter Valve (Subsequent),Outpatient,410,94664,"Demonstration and/or evaluation of patient utilization of an aerosol generator, nebulizer, metered dose inhaler or IPPB device",,0,371.25,278.44,219.04,629.79,352.69,629.79,345.26,371.25,219.04,352.69,Poplar_Community_Hospital
2772080_1,Flutter Valve - Initial,Inpatient,412,94664,"Demonstration and/or evaluation of patient utilization of an aerosol generator, nebulizer, metered dose inhaler or IPPB device",,0,371.25,278.44,219.04,629.79,352.69,352.69,345.26,371.25,,352.69,Poplar_Community_Hospital
2772080_1,Flutter Valve - Initial,Outpatient,412,94664,"Demonstration and/or evaluation of patient utilization of an aerosol generator, nebulizer, metered dose inhaler or IPPB device",,0,371.25,278.44,219.04,629.79,352.69,629.79,345.26,371.25,219.04,352.69,Poplar_Community_Hospital
2870073_1,Transglutaminase Ab (Barbara Davis),Inpatient,302,83519,"Immunoassay for analyte other than infectious agent antibody or infectious agent antigen; quantitative, by radioimmunoassay (eg, RIA)",,0,98.25,73.69,57.97,166.67,93.34,93.34,91.37,98.25,,93.34,Poplar_Community_Hospital
2870073_1,Transglutaminase Ab (Barbara Davis),Outpatient,302,83519,"Immunoassay for analyte other than infectious agent antibody or infectious agent antigen; quantitative, by radioimmunoassay (eg, RIA)",,0,98.25,73.69,57.97,166.67,93.34,166.67,91.37,98.25,57.97,93.34,Poplar_Community_Hospital
2890092_1,EC Exam,Inpatient,483,93306,"Echocardiography, transthoracic, real-time with image documentation (2D), includes M-mode recording, when performed, complete, with spectral Doppler echocardiography, and with color flow Doppler echocardiography",,0,1842.75,1382.06,1087.22,3126.04,1750.61,1750.61,1713.76,1842.75,,1750.61,Poplar_Community_Hospital
2890092_1,EC Exam,Outpatient,483,93306,"Echocardiography, transthoracic, real-time with image documentation (2D), includes M-mode recording, when performed, complete, with spectral Doppler echocardiography, and with color flow Doppler echocardiography",,0,1842.75,1382.06,1087.22,3126.04,1750.61,3126.04,1713.76,1842.75,1087.22,1750.61,Poplar_Community_Hospital
2890094_1,EC Exam,Inpatient,483,93306,"Echocardiography, transthoracic, real-time with image documentation (2D), includes M-mode recording, when performed, complete, with spectral Doppler echocardiography, and with color flow Doppler echocardiography",,0,1842.75,1382.06,1087.22,3126.04,1750.61,1750.61,1713.76,1842.75,,1750.61,Poplar_Community_Hospital
2890094_1,EC Exam,Outpatient,483,93306,"Echocardiography, transthoracic, real-time with image documentation (2D), includes M-mode recording, when performed, complete, with spectral Doppler echocardiography, and with color flow Doppler echocardiography",,0,1842.75,1382.06,1087.22,3126.04,1750.61,3126.04,1713.76,1842.75,1087.22,1750.61,Poplar_Community_Hospital
2890096_1,EC Exam,Inpatient,483,C8929,"Tte w or wo fol wcon,doppler",,1,1842.75,1382.06,1087.22,3126.04,1750.61,1750.61,1713.76,1842.75,,1750.61,Poplar_Community_Hospital
2890096_1,EC Exam,Outpatient,483,C8929,"Tte w or wo fol wcon,doppler",,1,1842.75,1382.06,1087.22,3126.04,1750.61,3126.04,1713.76,1842.75,1087.22,1750.61,Poplar_Community_Hospital
2890098_1,EC Exam,Inpatient,483,93308,"Echocardiography, transthoracic, real-time with image documentation (2D), includes M-mode recording, when performed, follow-up or limited study",,0,607.5,455.63,358.43,1030.56,577.13,577.13,564.98,607.5,,577.13,Poplar_Community_Hospital
2890098_1,EC Exam,Outpatient,483,93308,"Echocardiography, transthoracic, real-time with image documentation (2D), includes M-mode recording, when performed, follow-up or limited study",,0,607.5,455.63,358.43,1030.56,577.13,1030.56,564.98,607.5,358.43,577.13,Poplar_Community_Hospital
2890104_1,EC Exam,Inpatient,483,93306,"Echocardiography, transthoracic, real-time with image documentation (2D), includes M-mode recording, when performed, complete, with spectral Doppler echocardiography, and with color flow Doppler echocardiography",,0,1842.75,1382.06,1087.22,3126.04,1750.61,1750.61,1713.76,1842.75,,1750.61,Poplar_Community_Hospital
2890104_1,EC Exam,Outpatient,483,93306,"Echocardiography, transthoracic, real-time with image documentation (2D), includes M-mode recording, when performed, complete, with spectral Doppler echocardiography, and with color flow Doppler echocardiography",,0,1842.75,1382.06,1087.22,3126.04,1750.61,3126.04,1713.76,1842.75,1087.22,1750.61,Poplar_Community_Hospital
2894082_1,Inactive Alpha-1-Antitrypsin Def Prof (Mayo 83050),Inpatient,,,,,0,132.25,99.19,78.03,224.35,125.64,125.64,122.99,132.25,,125.64,Poplar_Community_Hospital
2894082_1,Inactive Alpha-1-Antitrypsin Def Prof (Mayo 83050),Outpatient,,,,,0,132.25,99.19,78.03,224.35,125.64,224.35,122.99,132.25,78.03,125.64,Poplar_Community_Hospital
294946_1,Minimum Inhibitory Concentration,Inpatient,306,87186,"Susceptibility studies, antimicrobial agent; microdilution or agar dilution (minimum inhibitory concentration [MIC] or breakpoint), each multi-antimicrobial, per plate",,0,116.25,87.19,68.59,197.21,110.44,110.44,108.11,116.25,,110.44,Poplar_Community_Hospital
294946_1,Minimum Inhibitory Concentration,Outpatient,306,87186,"Susceptibility studies, antimicrobial agent; microdilution or agar dilution (minimum inhibitory concentration [MIC] or breakpoint), each multi-antimicrobial, per plate",,0,116.25,87.19,68.59,197.21,110.44,197.21,108.11,116.25,68.59,110.44,Poplar_Community_Hospital
295350_1,"Bill Surg,  Level III Complexity 88304",Inpatient,310,88304,"Level III - Surgical pathology, gross and microscopic examination Abortion, induced Abscess Aneurysm - arterial/ventricular Anus, tag Appendix, other than incidental Artery, atheromatous plaque Bartholin's gland cyst Bone fragment(s), other than pathologic fracture Bursa/synovial cyst Carpal tunnel tissue Cartilage, shavings Cholesteatoma Colon, colostomy stoma Conjunctiva - biopsy/pterygium Cornea Diverticulum - esophagus/small intestine Dupuytren's contracture tissue Femoral head, other than fracture Fissure/fistula Foreskin, other than newborn Gallbladder Ganglion cyst Hematoma Hemorrhoids Hydatid of Morgagni Intervertebral disc Joint, loose body Meniscus Mucocele, salivary Neuroma - Morton's/traumatic Pilonidal cyst/sinus Polyps, inflammatory - nasal/sinusoidal Skin - cyst/tag/debridement Soft tissue, debridement Soft tissue, lipoma Spermatocele Tendon/tendon sheath Testicular appendage Thrombus or embolus Tonsil and/or adenoids Varicocele Vas deferens, other than sterilization Vein, varicosity",,0,377,282.75,222.43,639.54,358.15,358.15,350.61,377,,358.15,Poplar_Community_Hospital
295350_1,"Bill Surg,  Level III Complexity 88304",Outpatient,310,88304,"Level III - Surgical pathology, gross and microscopic examination Abortion, induced Abscess Aneurysm - arterial/ventricular Anus, tag Appendix, other than incidental Artery, atheromatous plaque Bartholin's gland cyst Bone fragment(s), other than pathologic fracture Bursa/synovial cyst Carpal tunnel tissue Cartilage, shavings Cholesteatoma Colon, colostomy stoma Conjunctiva - biopsy/pterygium Cornea Diverticulum - esophagus/small intestine Dupuytren's contracture tissue Femoral head, other than fracture Fissure/fistula Foreskin, other than newborn Gallbladder Ganglion cyst Hematoma Hemorrhoids Hydatid of Morgagni Intervertebral disc Joint, loose body Meniscus Mucocele, salivary Neuroma - Morton's/traumatic Pilonidal cyst/sinus Polyps, inflammatory - nasal/sinusoidal Skin - cyst/tag/debridement Soft tissue, debridement Soft tissue, lipoma Spermatocele Tendon/tendon sheath Testicular appendage Thrombus or embolus Tonsil and/or adenoids Varicocele Vas deferens, other than sterilization Vein, varicosity",,0,377,282.75,222.43,639.54,358.15,639.54,350.61,377,222.43,358.15,Poplar_Community_Hospital
295352_1,"Bill Surg, Level IV Complexity 88305",Inpatient,310,88305,"Level IV - Surgical pathology, gross and microscopic examination Abortion - spontaneous/missed Artery, biopsy Bone marrow, biopsy Bone exostosis Brain/meninges, other than for tumor resection Breast, biopsy, not requiring microscopic evaluation of surgical margins Breast, reduction mammoplasty Bronchus, biopsy Cell block, any source Cervix, biopsy Colon, biopsy Duodenum, biopsy Endocervix, curettings/biopsy Endometrium, curettings/biopsy Esophagus, biopsy Extremity, amputation, traumatic Fallopian tube, biopsy Fallopian tube, ectopic pregnancy Femoral head, fracture Fingers/toes, amputation, non-traumatic Gingiva/oral mucosa, biopsy Heart valve Joint, resection Kidney, biopsy Larynx, biopsy Leiomyoma(s), uterine myomectomy - without uterus Lip, biopsy/wedge resection Lung, transbronchial biopsy Lymph node, biopsy Muscle, biopsy Nasal mucosa, biopsy Nasopharynx/oropharynx, biopsy Nerve, biopsy Odontogenic/dental cyst Omentum, biopsy Ovary with or without tube, non-neoplastic Ovary, biopsy/wedge resection Parathyroid gland Peritoneum, biopsy Pituitary tumor Placenta, other than third trimester Pleura/pericardium - biopsy/tissue Polyp, cervical/endometrial Polyp, colorectal Polyp, stomach/small intestine Prostate, needle biopsy Prostate, TUR Salivary gland, biopsy Sinus, paranasal biopsy Skin, other than cyst/tag/debridement/plastic repair Small intestine, biopsy Soft tissue, other than tumor/mass/lipoma/debridement Spleen Stomach, biopsy Synovium Testis, other than tumor/biopsy/castration Thyroglossal duct/brachial cleft cyst Tongue, biopsy Tonsil, biopsy Trachea, biopsy Ureter, biopsy Urethra, biopsy Urinary bladder, biopsy Uterus, with or without tubes and ovaries, for prolapse Vagina, biopsy Vulva/labia, biopsy",,0,375.25,281.44,221.4,636.57,356.49,356.49,348.98,375.25,,356.49,Poplar_Community_Hospital
