CDM Item Number,Revenue Code,Service ID,Service Mod1,Service Mod2,Service Mod3,Service Mod4,Service Description,Gross Charge,Discounted Cash Price,Minimum Negotiated Charge,Maximum Negotiated Charge,Payer Negotiated Charge: Blue Cross Blue Shield of MT (Plan: All),Payer Negotiated Charge: Blue Cross Blue Shield of MT (Plan: Default),Payer Negotiated Charge: Blue Cross Blue Shield of MT (Plan: Federal),Payer Negotiated Charge: Blue Cross Blue Shield of MT (Plan: Medicare Advantage),Payer Negotiated Charge: Medicare A MT JF (Plan: All),Payer Negotiated Charge: Medicare B MT JF (Plan: All),Payer Negotiated Charge: Medicare Railroad Palmetto GBA (Plan: All),hospital
3100137,982,20553,,,,,PHYS INJ TRIGGER PT 3 OR MORE MUSCLES,328.0,328.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3100138,761,20553,,,,,INJ TRIGGER PT 3 OR MORE MUSCLES,328.0,328.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3100139,760,20600,,,,,INJ/ ASP SMALL JOINT OR BURSA,116.0,116.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3100140,982,20600,,,,,PHYS INJ/ ASP SMALL JOINT OR BURSA,116.0,116.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3100141,982,20605,,,,,PHYS INJ/ ASP INTER JOINT OR BURSA,137.0,137.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3100142,760,20605,,,,,INJ/ ASP INTER JOINT OR BURSA,137.0,137.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3100143,761,20610,,,,,INJ/ ASP MAJOR JOINT OR BURSA,214.0,214.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3100144,982,30901,,,,,PHYS CAUTERIZE NASAL SIMPLE ANT,295.0,295.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3100145,982,30903,,,,,PHYS CAUTERIZE NASAL EXTENSIVE ANT,484.0,484.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3100146,982,30905,,,,,PHYS CAUTERIZE NASAL POSTERIOR INITIAL,752.0,752.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3100147,982,51701,,,,,PHYS STRAIGHT CATHETER INSERTION,100.0,100.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3100148,982,51702,,,,,PHYS FOLEY CATHETER INSERTION,159.0,159.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3100149,982,51798,,,,,PHYS BLADDER SCAN PORTABLE,60.0,60.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3100150,760,99212,,,,,OUTPATIENT E/M LEVEL 2,97.0,97.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3100151,761,99213,,,,,OUTPATIENT E/M LEVEL 3,163.0,163.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3100152,760,99214,,,,,OUTPATIENT E/M LEVEL 4,239.0,239.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120001,981,20550,GF,,,,ER PHYS INJ TRIGGER PT SINGLE LIGAMENT,145.0,145.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120002,981,12001,GF,,,,ER PHYS LAC REPAIR  <2.5CM,281.0,281.0,46.22,46.22,,,,,46.22,,,Fallon_Medical_Complex_Hospital
3120003,981,12002,GF,,,,ER PHYS LAC REPAIR 2.6 TO 7.5CM,291.0,291.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120004,981,12004,GF,,,,ER PHYS LAC REPAIR 7.6 TO 12.5CM,297.0,297.0,77.74,77.74,,,,,77.74,,,Fallon_Medical_Complex_Hospital
3120006,981,12011,GF,,,,ER PHYS LAC REPAIR SIMP FACE <2.5CM,308.0,308.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120007,981,12013,GF,,,,ER PHYS LAC REPAIR SIMP FACE 2.6 TO 5CM,314.0,314.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120008,981,12014,GF,,,,ER PHYS LAC REPAIR SIMP 5.1 TO 7.5CM,337.0,337.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120009,981,12015,GF,,,,ER PHY LAC REPAIR SIM FACE 7.6 TO 12.5CM,384.0,384.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120010,981,16000,GF,,,,ER PHYS BURN CARE 1ST DEGREE,160.0,160.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120011,981,20610,GF,,,,ER PHY INJ/ ASP MAJOR JOINT OR BURSA,214.0,214.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120012,981,27840,GF,,,,ER PHY FRACTURE/ DISLOCATION ANKLE,844.0,844.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120013,981,29075,GF,,,,ER PHY CAST APP SHORT ARM(FOREARM-HAND),193.0,193.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120014,981,29125,GF,,,,ER PHY SPLINT APP SHORT ARM(FOREARM-HAND,145.0,145.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120015,981,29505,GF,,,,ER PHY SPLINT APP LONG LEG(THIGH-ANK/TOE,191.0,191.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120016,981,29515,GF,,,,ER PHY SPLINT APP SHORT LEG(CALF-FOOT),162.0,162.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120017,981,30901,GF,,,,ER PHYS NASAL CAUTERIZE ANTERIOR-SIMPLE,295.0,295.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120018,981,30903,GF,,,,ER PHYS NASAL CAUTERIZE ANTERIOR -EXTEN,484.0,484.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120020,981,65205,GF,,,,ER PHY FOREIGN BODY REMOVAL-EYE,112.0,112.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120021,981,99217,GF,,,,OBS PHYS D/C,160.0,160.0,71.43,71.43,,,,,71.43,,,Fallon_Medical_Complex_Hospital
3120023,981,99219,GF,,,,OBS PHYS CARE II,298.0,298.0,133.28,133.28,,,,,133.28,,,Fallon_Medical_Complex_Hospital
3120026,981,99235,GF,,,,OBS PHYS 1DAY CARE II,421.0,421.0,165.79,165.79,,,,,165.79,,,Fallon_Medical_Complex_Hospital
3120028,981,99281,GF,,,,ER PHYS CARE I,76.0,76.0,22.14,22.14,,,,,22.14,,,Fallon_Medical_Complex_Hospital
3120029,981,99282,GF,,,,ER PHYS CARE II,116.0,116.0,42.53,42.53,,,,,42.53,,,Fallon_Medical_Complex_Hospital
3120030,981,99283,GF,,,,ER PHYS CARE III,156.0,156.0,64.47,64.47,,,,,64.47,,,Fallon_Medical_Complex_Hospital
3120031,981,99284,GF,,,,ER PHYS CARE IV,291.0,291.0,118.44,118.44,,,,,118.44,,,Fallon_Medical_Complex_Hospital
3120032,981,99285,GF,,,,ER PHYS CARE V,426.0,426.0,172.66,172.66,,,,,172.66,,,Fallon_Medical_Complex_Hospital
3120033,981,99291,GF,,,,ER PHYS CRIT 1ST HR,634.0,634.0,222.98,222.98,,,,,222.98,,,Fallon_Medical_Complex_Hospital
3120034,981,99292,GF,,,,ER PHYS CRITIC ADD 1/2 H,282.0,282.0,112.29,112.29,,,,,112.29,,,Fallon_Medical_Complex_Hospital
3120035,981,11042,GF,,,,ER PHYS DEBRIDEMENT SKIN/ ULCER,248.0,248.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120036,981,10060,GF,,,,ER PHYS I & D ABSCESS,267.0,267.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120037,981,43752,GF,,,,ER PHYS PLCMT NG TUBE,120.0,120.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120038,981,23600,GF,,,,ER PHYS FRACTURE CARE,743.0,743.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120039,981,99354,GF,,,,ER PHYS PROLONG DETENTN,280.0,280.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120040,981,99355,GF,,,,ER PHYS PROLONG DET XTRA,209.0,209.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120047,981,11730,GF,,,,ER PHYS NAIL AVULSION,231.0,231.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120049,981,25605,GF,,,,ER PHY FRAC CARE DISTAL RADIAL W/ MANIP,1247.0,1247.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120050,981,12032,GF,,,,ER PHYS LAC REPAIR INTER 2.6 TO 7.5CM,681.0,681.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120051,981,12042,GF,,,,ER PHY LAC REPAIR INTER EXT 2.6 TO 7.5CM,653.0,653.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120052,981,12031,GF,,,,ER PHYS LAC REPAIR INTER <2.5CM,545.0,545.0,150.0,150.0,,,,,150.0,,,Fallon_Medical_Complex_Hospital
3120054,981,12054,GF,,,,ER PHYS LAC REPAIR INTER FACE 7.6-12.5CM,831.0,831.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120055,981,23650,GF,,,,ER PHY SHOULDER DISLOCATION W/ MANIP,716.0,716.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120056,981,36680,GF,,,,ER PHYS I/O CATH/NEED PLC,123.0,123.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120059,981,10140,GF,,,,ER PHYS INJ/ASPIRATION,358.0,358.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120060,981,10120,GF,,,,ER PHYS FB REMOVAL OTHER,343.0,343.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120061,981,28470,GF,,,,ER PHY FRAC CARE METATARSAL W/O MANIP,500.0,500.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120063,981,98925,GF,,,,ER PHYS MANIPULATION,67.0,67.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120064,981,10160,GF,,,,ER PHYS PUNC ASP/CYST FLUID,297.0,297.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120065,981,12006,GF,,,,ER PHYS LAC REPAIR SIMP 20.1-30CM,449.0,449.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120066,981,12007,GF,,,,ER PHYS LAC REPAIR SIM >30CM,513.0,513.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120067,981,12016,GF,,,,ER PHYS LAC REPAIR SIMPLE FACE 12.6-20CM,480.0,480.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120068,981,12017,GF,,,,ER PHYS LAC REPAIR SIMPLE FACE 20.1-30CM,510.0,510.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120069,981,12034,GF,,,,ER PHYS LAC REPAIR INTER 7.6-12.5CM,721.0,721.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120070,981,12035,GF,,,,ER PHYS LAC REPAIR INTER 12.6-20CM,860.0,860.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120071,981,12036,GF,,,,ER PHYS LAC REPAIR INTER 20.1-30 CM,963.0,963.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120072,981,12037,GF,,,,ER PHYS LAC REPAIR INTER >30CM,1093.0,1093.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120073,981,12041,GF,,,,ER PHYS LAC REPAIR INTER EXT <2.5CM,561.0,561.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120074,981,12044,GF,,,,ER PHYS LAC REPAIR INTER EXT 7.6-12.5CM,827.0,827.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120075,981,12045,GF,,,,ER PHYS LAC REPAIR INTER EXT 12.6-20CM,907.0,907.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120076,981,12046,GF,,,,ER PHYS LAC REPAIR INTER EXT 20.1-30CM,1144.0,1144.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120077,981,12047,GF,,,,ER PHYS LAC REPAIR INTER EXT >30CM,1254.0,1254.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120078,981,12051,GF,,,,ER PHYS LAC REPAIR INTER FACE <2.5CM,603.0,603.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120079,981,12052,GF,,,,ER PHYS LAC REPAIR INTER FACE 2.6-5CM,676.0,676.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120080,981,12053,GF,,,,ER PHYS LAC REPAIR INTER FACE 5.1-7.5CM,792.0,792.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120081,981,12055,GF,,,,ER PHYS LAC REPAIR INTER FACE 12.6-20CM,1086.0,1086.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120082,981,12056,GF,,,,ER PHYS LAC REPAIR INTER FACE 20.1-30CM,1226.0,1226.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120083,981,12057,GF,,,,ER PHYS LAC REPAIR INTER FACE >30CM,1355.0,1355.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120084,981,13100,GF,,,,ER PHY LAC REPAIR COMP <2.5CM,754.0,754.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120085,981,13101,GF,,,,ER PHY LAC REPAIR COMP 2.6-7.5CM,890.0,890.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120086,981,13102,GF,,,,ER PHY LAC REPAIR COMP >7.6(EACH +5CM),270.0,270.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120087,981,13120,GF,,,,ER PHY LAC REPAIR COMP HEAD/EXT <2.5CM,780.0,780.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120088,981,13121,GF,,,,ER PHY LAC COMP HEAD/EXT 2.6-7.5CM,979.0,979.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120089,981,13122,GF,,,,ER PHY LAC COMP HEAD/EXT >7.5(EACH +5CM),301.0,301.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120090,981,13131,GF,,,,ER PHY LAC COMP FACE/HAND <2.5CM,867.0,867.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120091,981,13132,GF,,,,ER PHY LAC COMP FACE/HAND 2.6-7.5CM,1248.0,1248.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120092,981,13133,GF,,,,ER PHY LAC COMP FACE/HAND >7.5(EACH +5CM,395.0,395.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120093,981,16020,GF,,,,ER PHY BURN CARE 2ND DEGREE PARTIAL/ DRESSING,188.0,188.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120094,981,16025,GF,,,,ER PHY BURN CARE 2ND DEGREE 5-10%PARTIAL/DRESS,342.0,342.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120095,981,16030,GF,,,,ER PHY BURN CARE 2ND DEGREE >10% PARTIAL/DRESS,432.0,432.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120096,981,20551,GF,,,,ER PHY INJ TRIGGER POINT- SINGLE TENDON,136.0,136.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120097,981,20552,GF,,,,"ER PHY INJ TRIGGER POINT, 1-2 MUSCLES",127.0,127.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120098,981,20553,GF,,,,"ER PHY INJ TRIGGER PT, 3 OR MORE MUSCLES",328.0,328.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120099,981,20600,GF,,,,ER PHY INJ/ ASP SMALL JOINT OR BURSA,116.0,116.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120100,981,20605,GF,,,,ER PHY INJ/ ASP INTER JOINT OR BURSA,137.0,137.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120101,981,21310,GF,,,,ER PHY FRACTURE CARE NASAL W/O MANIP,298.0,298.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120102,981,21315,GF,,,,ER PHY FRACTURE CARE NASAL W/ REDUCTION,624.0,624.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120103,981,23500,GF,,,,ER PHY FRACTURE CARE CLAV W/O MANIP,493.0,493.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120104,981,23520,GF,,,,ER PHY FRACTURE CARE STERNOCLAV WO MANIP,530.0,530.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120105,981,23570,GF,,,,ER PHY FRACTURE CARE SCAPULA W/O MANIP,522.0,522.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120106,981,23575,GF,,,,ER PHY FRACTURE CARE SCAPULAR W/ REDUCT,897.0,897.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120107,981,24600,GF,,,,ER PHY FRACTURE/DISLOCATION ELBOW,831.0,831.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120108,981,24640,GF,,,,ER PHY FRAC/DISLOC NURSEMAID ELBOW,316.0,316.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120109,981,25500,GF,,,,ER PHY FRAC/DISLOC RADIUS W/O MANIP,622.0,622.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120110,981,25530,GF,,,,ER PHY FRAC/DISLOC ULNA W/O MANIP,602.0,602.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120111,981,25560,GF,,,,ER PHY FRAC/DISLOC RAD/ULNA W/O MANIP,636.0,636.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120112,981,25565,GF,,,,ER PHY FRAC/DISLOC RAD/ULNA W/ MANIP,1188.0,1188.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120113,981,25600,GF,,,,ER PHY FRAC CARE DISTAL RADIAL W/O MANIP,761.0,761.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120114,981,26600,GF,,,,ER PHY FRACTURE CARE METACARPAL WO MANIP,680.0,680.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120115,981,26665,GF,,,,ER PHY FRAC CARE THUMB OPEN W/ MANIP,1396.0,1396.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120116,981,26720,GF,,,,ER PHY FRAC CARE PHALANGE SHAFT WO MANIP,453.0,453.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120117,981,26725,GF,,,,ER PHY FRAC CARE PHALANGE SHAFT W/ MANIP,780.0,780.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120118,981,26750,GF,,,,ER PHY FRAC CARE DISTAL PHALANGE W/O MAN,426.0,426.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120119,981,26755,GF,,,,ER PHY FRAC CARE DISTAL PHALANGE W/MANIP,711.0,711.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120120,981,26770,GF,,,,ER PHY FRAC CARE INTERPHALAN JNT W/MANIP,630.0,630.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120121,981,27560,GF,,,,ER PHY FRAC/DISLOCATION PATELLAR,838.0,838.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120122,981,27752,GF,,,,ER PHY FRAC CARE TIBIAL SHAFT W/ MANIP,1234.0,1234.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120123,981,27786,GF,,,,ER PHY FRAC CARE DISTAL FIB W/O MANIP,721.0,721.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120124,981,28490,GF,,,,ER PHY FRACTURE CARE TOES W/O MANIP,326.0,326.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120125,981,29065,GF,,,,ER PHY CAST APP LONG ARM (SHOULDER-HAND),218.0,218.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120126,981,29085,GF,,,,ER PHY CAST APPLICATION GAUNTLET (HAND),217.0,217.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120127,981,29105,GF,,,,ER PHY SPLINT APP LONG ARM (SHOULDER),201.0,201.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120128,981,29130,GF,,,,ER PHY SPLINT APPP FINGER,94.0,94.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120129,981,30905,GF,,,,ER PHY CAUTERIZE NASAL POSTERIOR INITIAL,752.0,752.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120130,981,51701,GF,,,,ER PHY STRAIGHT CATHETER INSERTION,100.0,100.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120131,981,51702,GF,,,,ER PHY FOLEY CATHETER INSERTION,159.0,159.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120132,981,51798,GF,,,,ER PHY BLADDER SCAN PORTABLE,45.0,45.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120133,981,30300,GF,,,,ER PHY FOREIGN BODY REMOVAL- NOSE,250.0,250.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3120134,981,69200,GF,,,,ER PHY FOREIGN BODY REMOVAL- EAR,274.0,274.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3140001,360,99999,,,,,CYSTOSCOPY,1532.0,1532.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3140002,360,51102,,,,,CATH PLMT-SUPR PUB/OR,594.0,594.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3140003,360,99999,,,,,PROCEDURE OR RM. 1 HR.,709.0,709.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3140004,360,99999,,,,,PROCEDURE OR RM. 1/2 HR.,340.0,340.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3140005,360,99999,,,,,PROCEDURE OR RM.1/4 HR.,170.0,170.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3140006,360,99999,,,,,MAJOR SURGERY 1HR.,2210.0,2210.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3140007,360,99999,,,,,MAJOR SURGERY 1/2HR.,1021.0,1021.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3140008,360,99999,,,,,MINOR SURGERY 1HR.,1404.0,1404.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3140009,360,99999,,,,,MINOR SURGERY 1/2HR.,679.0,679.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3140010,750,99999,,,,,EGD PROCEDURE,2014.0,2014.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3140011,750,99999,,,,,COLONOSCOPY/PROCEDURE,2014.0,2014.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3140012,982,43235,,,,,OR PHYS-EGD,416.0,416.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3140013,982,43239,,,,,OR PHYS-EGD W/BIOPSY,496.0,496.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3140014,982,45378,,,,,OR PHYS-COLONOSCPY,569.0,569.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3140015,982,45380,,,,,OR PHYS-COLONOSCOPY W/BIO,680.0,680.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3140016,982,43760,,,,,OR PHYS PEG TUBE INSERT,583.0,583.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3140017,988,99251,,,,,OR-PHYS-IP CONSULT I,166.0,166.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3140018,982,45331,,,,,OR PHYS FLEX SIG W/BO,226.0,226.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3140019,982,11643,,,,,OR PHYS EXCISE MALIG LESI,684.0,684.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3160001,710,99999,,,,,RECOVERY ADD'L 1/2 HR,277.0,277.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3160002,710,99999,,,,,RECOVERY M/S ADD'L 1/2HR,283.0,283.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3180001,379,99999,,,,,ANESTHESIA-CRNA PER UNIT,66.0,66.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3200001,270,L4386,,,,,WALKER 3-D SMALL,123.25,123.25,,,,,,,,,,Fallon_Medical_Complex_Hospital
3200004,270,,,,,,TUBE HOLDER-GASTROSTOMY,65.15,65.15,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3200006,270,,,,,,CLAVE INJ. SITE,11.0,11.0,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3200008,270,,,,,,"BANDAGE ELASTIC HARTMANN 2""",11.0,11.0,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3200009,270,,,,,,MASTISOL,15.17,15.17,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3200011,270,,,,,,KIT-ADMIT/COMPLIMENTARY,0.0,0.0,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3200021,271,A7000,,,,,SUCTION CANISTERS,18.2,18.2,,,,,,,,,,Fallon_Medical_Complex_Hospital
3200030,270,,,,,,OXYGEN ER PER HOUR,64.0,64.0,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3200031,270,,,,,,OXYGEN PRN,34.0,34.0,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3200035,270,,,,,,CATH SUCTION,11.0,11.0,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3200037,270,,,,,,SYRINGE-BULB EAR,21.1,21.1,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3200039,270,,,,,,TUBE ENDOTRACH 10.0,16.95,16.95,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3200041,272,A6410,,,,,PAD-EYE OVAL GAUZE,11.0,11.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3200042,272,A6402,,,,,SPONGES GAUZE STERILE 4X4,11.0,11.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3200043,270,,,,,,POLYHESIVE II,27.05,27.05,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3200044,270,,,,,,BAG-GAVAGE,43.45,43.45,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3200045,272,,,,,,TUBING NITRO DUO VENTED,35.95,35.95,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3200046,272,,,,,,GAUZE KERLIX 4.5X4 STERILE ROLL,11.0,11.0,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3200047,272,,,,,,MASK LMA#2 (LARYNGEAL MASK AIRWAY),187.2,187.2,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3200051,271,A4616,,,,,TUBING STAR LUMEN 14FT,11.0,11.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3200052,270,,,,,,MASK-O2 WITH 7FT TUBING ADULT,11.0,11.0,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3200053,270,,,,,,MASK-O2 AEROSOL ADULT,11.0,11.0,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3200059,270,,,,,,CATH SUCTION DELEE 10FR,12.05,12.05,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3200061,270,,,,,,TUBING-YANKER SUCT SET,15.45,15.45,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3200062,272,A6251,,,,,PAD-SURGI ABD 8X10,11.0,11.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3200065,272,,,,,,"TEGADERM 4X4.5""",11.0,11.0,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3200066,272,A6206,,,,,"PAD TELFA 3""X6""",11.0,11.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
