Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,BCBSMT_POS_CLOSED_NETWORK,BCBSMT_TRADIIONAL_NETWORK,ROCKY_MOUNTAIN_HEALTH_NETWORK
296092_1,ANA Screen,Outpatient,309,86038,Antinuclear antibodies (ANA),,0,100,100,95,100,98,100,95
296094_1,Antinuclear Antibody Titer,Inpatient,302,86039,Antinuclear antibodies (ANA); titer,,0,39,39,37.05,39,38.22,39,37.05
296094_1,Antinuclear Antibody Titer,Outpatient,302,86039,Antinuclear antibodies (ANA); titer,,0,39,39,37.05,39,38.22,39,37.05
296100_1,Antistreptolysin O titer,Inpatient,302,86060,Antistreptolysin 0; titer,,0,101,101,95.95,101,98.98,101,95.95
296100_1,Antistreptolysin O titer,Outpatient,302,86060,Antistreptolysin 0; titer,,0,101,101,95.95,101,98.98,101,95.95
296102_1,Antithrombin III Antigen (Mayo ATTI),Inpatient,300,85301,"Clotting inhibitors or anticoagulants; antithrombin III, antigen assay",,0,231,231,219.45,231,226.38,231,219.45
296102_1,Antithrombin III Antigen (Mayo ATTI),Outpatient,300,85301,"Clotting inhibitors or anticoagulants; antithrombin III, antigen assay",,0,231,231,219.45,231,226.38,231,219.45
296110_1,"Arsenic, Bld  (Mayo ASB)",Inpatient,301,82175,Arsenic,,0,117,117,111.15,117,114.66,117,111.15
296110_1,"Arsenic, Bld  (Mayo ASB)",Outpatient,301,82175,Arsenic,,0,117,117,111.15,117,114.66,117,111.15
296112_1,Aspartate aminotransferase,Inpatient,301,84450,Transferase; aspartate amino (AST) (SGOT),,0,25,25,23.75,25,24.5,25,23.75
296112_1,Aspartate aminotransferase,Outpatient,301,84450,Transferase; aspartate amino (AST) (SGOT),,0,25,25,23.75,25,24.5,25,23.75
296116_1,"Aspergillus Antibody, IgE Mayo ASP)",Inpatient,302,86003,"Allergen specific IgE; quantitative or semiquantitative, crude allergen extract, each",,0,59,59,56.05,59,57.82,59,56.05
296116_1,"Aspergillus Antibody, IgE Mayo ASP)",Outpatient,302,86003,"Allergen specific IgE; quantitative or semiquantitative, crude allergen extract, each",,0,59,59,56.05,59,57.82,59,56.05
296142_1,"Pregnancy, Blood",Inpatient,301,84703,"Gonadotropin, chorionic (hCG); qualitative",,0,116,116,110.2,116,113.68,116,110.2
296142_1,"Pregnancy, Blood",Outpatient,301,84703,"Gonadotropin, chorionic (hCG); qualitative",,0,116,116,110.2,116,113.68,116,110.2
296144_1,"Pregnancy, Urine",Inpatient,307,81025,"Urine pregnancy test, by visual color comparison methods",,0,84,84,79.8,84,82.32,84,79.8
296144_1,"Pregnancy, Urine",Outpatient,307,81025,"Urine pregnancy test, by visual color comparison methods",,0,84,84,79.8,84,82.32,84,79.8
296146_1,"BHCG, Beta HCG, Quant",Inpatient,301,84702,"Gonadotropin, chorionic (hCG); quantitative",,0,167,167,158.65,167,163.66,167,158.65
296146_1,"BHCG, Beta HCG, Quant",Outpatient,301,84702,"Gonadotropin, chorionic (hCG); quantitative",,0,167,167,158.65,167,163.66,167,158.65
296154_1,"Bilirubin, Direct",Inpatient,301,82248,Bilirubin; direct,,0,57,57,54.15,57,55.86,57,54.15
296154_1,"Bilirubin, Direct",Outpatient,301,82248,Bilirubin; direct,,0,57,57,54.15,57,55.86,57,54.15
296158_1,"Bilirubin, Total",Inpatient,301,82247,Bilirubin; total,,0,25,25,23.75,25,24.5,25,23.75
296158_1,"Bilirubin, Total",Outpatient,301,82247,Bilirubin; total,,0,25,25,23.75,25,24.5,25,23.75
296170_1,Blood urea nitrogen,Inpatient,301,84520,Urea nitrogen; quantitative,,0,63,63,59.85,63,61.74,63,59.85
296170_1,Blood urea nitrogen,Outpatient,301,84520,Urea nitrogen; quantitative,,0,63,63,59.85,63,61.74,63,59.85
296180_1,C-1Q Complement (Mayo C1Q),Inpatient,302,86160,"Complement; antigen, each component",,0,116,116,110.2,116,113.68,116,110.2
296180_1,C-1Q Complement (Mayo C1Q),Outpatient,302,86160,"Complement; antigen, each component",,0,116,116,110.2,116,113.68,116,110.2
296182_1,C3 Complement,Inpatient,302,86160,"Complement; antigen, each component",,0,116,116,110.2,116,113.68,116,110.2
296182_1,C3 Complement,Outpatient,302,86160,"Complement; antigen, each component",,0,116,116,110.2,116,113.68,116,110.2
296186_1,C4 Complement,Inpatient,302,86160,"Complement; antigen, each component",,0,116,116,110.2,116,113.68,116,110.2
296186_1,C4 Complement,Outpatient,302,86160,"Complement; antigen, each component",,0,116,116,110.2,116,113.68,116,110.2
296196_1,"Calcium, Ur Random",Inpatient,302,82310,Calcium; total,,0,26,26,24.7,26,25.48,26,24.7
296196_1,"Calcium, Ur Random",Outpatient,302,82310,Calcium; total,,0,26,26,24.7,26,25.48,26,24.7
296200_1,"Calcium, Ionized",Inpatient,301,82330,Calcium; ionized,,0,134,134,127.3,134,131.32,134,127.3
296200_1,"Calcium, Ionized",Outpatient,301,82330,Calcium; ionized,,0,134,134,127.3,134,131.32,134,127.3
296202_1,"Calcium, Serum",Inpatient,301,82310,Calcium; total,,0,64,64,60.8,64,62.72,64,60.8
296202_1,"Calcium, Serum",Outpatient,301,82310,Calcium; total,,0,64,64,60.8,64,62.72,64,60.8
296204_1,"Calcium, Ur 24 Hr",Inpatient,301,82340,"Calcium; urine quantitative, timed specimen",,0,70,70,66.5,70,68.6,70,66.5
296204_1,"Calcium, Ur 24 Hr",Outpatient,301,82340,"Calcium; urine quantitative, timed specimen",,0,70,70,66.5,70,68.6,70,66.5
296206_1,Ca 125,Inpatient,302,86304,"Immunoassay for tumor antigen, quantitative; CA 125",,0,166,166,157.7,166,162.68,166,157.7
296206_1,Ca 125,Outpatient,302,86304,"Immunoassay for tumor antigen, quantitative; CA 125",,0,166,166,157.7,166,162.68,166,157.7
296208_1,CA 15-3 (Mayo CA153),Inpatient,302,86300,"Immunoassay for tumor antigen, quantitative; CA 15-3 (27.29)",,0,143,143,135.85,143,140.14,143,135.85
296208_1,CA 15-3 (Mayo CA153),Outpatient,302,86300,"Immunoassay for tumor antigen, quantitative; CA 15-3 (27.29)",,0,143,143,135.85,143,140.14,143,135.85
296216_1,Tegretol Level,Inpatient,301,80156,Carbamazepine; total,,0,169,169,160.55,169,165.62,169,160.55
296216_1,Tegretol Level,Outpatient,301,80156,Carbamazepine; total,,0,169,169,160.55,169,165.62,169,160.55
296220_1,Carbohydrate Antigen 19-9 (Mayo CA19),Inpatient,302,86301,"Immunoassay for tumor antigen, quantitative; CA 19-9",,0,247,247,234.65,247,242.06,247,234.65
296220_1,Carbohydrate Antigen 19-9 (Mayo CA19),Outpatient,302,86301,"Immunoassay for tumor antigen, quantitative; CA 19-9",,0,247,247,234.65,247,242.06,247,234.65
296222_1,Carbon Dioxide,Inpatient,301,82374,Carbon dioxide (bicarbonate),,0,102,102,96.9,102,99.96,102,96.9
296222_1,Carbon Dioxide,Outpatient,301,82374,Carbon dioxide (bicarbonate),,0,102,102,96.9,102,99.96,102,96.9
296224_1,"Carboxyhemoglobin, Arterial",Inpatient,301,82375,Carboxyhemoglobin; quantitative,,0,100,100,95,100,98,100,95
296224_1,"Carboxyhemoglobin, Arterial",Outpatient,301,82375,Carboxyhemoglobin; quantitative,,0,100,100,95,100,98,100,95
296226_1,CEA,Inpatient,301,82378,Carcinoembryonic antigen (CEA),,0,169,169,160.55,169,165.62,169,160.55
296226_1,CEA,Outpatient,301,82378,Carcinoembryonic antigen (CEA),,0,169,169,160.55,169,165.62,169,160.55
296232_1,"Cardiolipin Antibody, IgG",Inpatient,302,86147,"Cardiolipin (phospholipid) antibody, each Ig class",,0,139,139,132.05,139,136.22,139,132.05
296232_1,"Cardiolipin Antibody, IgG",Outpatient,302,86147,"Cardiolipin (phospholipid) antibody, each Ig class",,0,139,139,132.05,139,136.22,139,132.05
296234_1,Cardiolipin Ab IgM,Inpatient,302,86147,"Cardiolipin (phospholipid) antibody, each Ig class",,0,139,139,132.05,139,136.22,139,132.05
296234_1,Cardiolipin Ab IgM,Outpatient,302,86147,"Cardiolipin (phospholipid) antibody, each Ig class",,0,139,139,132.05,139,136.22,139,132.05
296240_1,"Catecholamines, Urine (Mayo CATU)",Inpatient,301,82384,Catecholamines; fractionated,,0,203,203,192.85,203,198.94,203,192.85
296240_1,"Catecholamines, Urine (Mayo CATU)",Outpatient,301,82384,Catecholamines; fractionated,,0,203,203,192.85,203,198.94,203,192.85
296242_1,"Catecholamines, Blood (Mayo CATP)",Inpatient,301,82384,Catecholamines; fractionated,,0,203,203,192.85,203,198.94,203,192.85
296242_1,"Catecholamines, Blood (Mayo CATP)",Outpatient,301,82384,Catecholamines; fractionated,,0,203,203,192.85,203,198.94,203,192.85
296258_1,Ceruloplasmin (Mayo CERS),Inpatient,301,82390,Ceruloplasmin,,0,82,82,77.9,82,80.36,82,77.9
296258_1,Ceruloplasmin (Mayo CERS),Outpatient,301,82390,Ceruloplasmin,,0,82,82,77.9,82,80.36,82,77.9
296264_1,"Chloride, Blood",Inpatient,301,82435,Chloride; blood,,0,43,43,40.85,43,42.14,43,40.85
296264_1,"Chloride, Blood",Outpatient,301,82435,Chloride; blood,,0,43,43,40.85,43,42.14,43,40.85
296268_1,"Chloride, Ur Timed",Inpatient,300,82436,Chloride; urine,,0,33,33,31.35,33,32.34,33,31.35
296268_1,"Chloride, Ur Timed",Outpatient,300,82436,Chloride; urine,,0,33,33,31.35,33,32.34,33,31.35
296270_1,"Chloride, Fluid (Regional)",Inpatient,301,82438,Chloride; other source,,0,33,33,31.35,33,32.34,33,31.35
296270_1,"Chloride, Fluid (Regional)",Outpatient,301,82438,Chloride; other source,,0,33,33,31.35,33,32.34,33,31.35
296272_1,"Chloride, Ur Random",Inpatient,301,82436,Chloride; urine,,0,33,33,31.35,33,32.34,33,31.35
296272_1,"Chloride, Ur Random",Outpatient,301,82436,Chloride; urine,,0,33,33,31.35,33,32.34,33,31.35
296276_1,HDL Cholesterol,Inpatient,301,83718,"Lipoprotein, direct measurement; high density cholesterol (HDL cholesterol)",,0,100,100,95,100,98,100,95
296276_1,HDL Cholesterol,Outpatient,301,83718,"Lipoprotein, direct measurement; high density cholesterol (HDL cholesterol)",,0,100,100,95,100,98,100,95
296284_1,Cholesterol,Inpatient,301,82465,"Cholesterol, serum or whole blood, total",,0,52,52,49.4,52,50.96,52,49.4
296284_1,Cholesterol,Outpatient,301,82465,"Cholesterol, serum or whole blood, total",,0,52,52,49.4,52,50.96,52,49.4
296308_1,Cold Agglutinin,Inpatient,300,86157,Cold agglutinin; titer,,0,98,98,93.1,98,96.04,98,93.1
296308_1,Cold Agglutinin,Outpatient,300,86157,Cold agglutinin; titer,,0,98,98,93.1,98,96.04,98,93.1
296320_1,"CBC, Diff",Inpatient,305,85025,"Blood count; complete (CBC), automated (Hgb, Hct, RBC, WBC and platelet count) and automated differential WBC count",,0,100,100,95,100,98,100,95
296320_1,"CBC, Diff",Outpatient,305,85025,"Blood count; complete (CBC), automated (Hgb, Hct, RBC, WBC and platelet count) and automated differential WBC count",,0,100,100,95,100,98,100,95
296322_1,CBC no Diff,Inpatient,305,85027,"Blood count; complete (CBC), automated (Hgb, Hct, RBC, WBC and platelet count)",,0,83,83,78.85,83,81.34,83,78.85
296322_1,CBC no Diff,Outpatient,305,85027,"Blood count; complete (CBC), automated (Hgb, Hct, RBC, WBC and platelet count)",,0,83,83,78.85,83,81.34,83,78.85
296324_1,Comprehensive Metabolic Panel,Inpatient,301,80053,"Comprehensive metabolic panel This panel must include the following: Albumin (82040) Bilirubin, total (82247) Calcium, total (82310) Carbon dioxide (bicarbonate) (82374) Chloride (82435) Creatinine (82565) Glucose (82947) Phosphatase, alkaline (84075) Potassium (84132) Protein, total (84155) Sodium (84295) Transferase, alanine amino (ALT) (SGPT) (84460) Transferase, aspartate amino (AST) (SGOT) (84450) Urea nitrogen (BUN) (84520)",,0,129,129,122.55,129,126.42,129,122.55
296324_1,Comprehensive Metabolic Panel,Outpatient,301,80053,"Comprehensive metabolic panel This panel must include the following: Albumin (82040) Bilirubin, total (82247) Calcium, total (82310) Carbon dioxide (bicarbonate) (82374) Chloride (82435) Creatinine (82565) Glucose (82947) Phosphatase, alkaline (84075) Potassium (84132) Protein, total (84155) Sodium (84295) Transferase, alanine amino (ALT) (SGPT) (84460) Transferase, aspartate amino (AST) (SGOT) (84450) Urea nitrogen (BUN) (84520)",,0,129,129,122.55,129,126.42,129,122.55
296326_1,"Copper, Liver Tissue (Mayo CUT)",Inpatient,300,82525,Copper,,0,110,110,104.5,110,107.8,110,104.5
296326_1,"Copper, Liver Tissue (Mayo CUT)",Outpatient,300,82525,Copper,,0,110,110,104.5,110,107.8,110,104.5
296328_1,"Copper, 24 Hr Urine (Mayo CUU)",Inpatient,301,82525,Copper,,0,110,110,104.5,110,107.8,110,104.5
296328_1,"Copper, 24 Hr Urine (Mayo CUU)",Outpatient,301,82525,Copper,,0,110,110,104.5,110,107.8,110,104.5
296330_1,Cortisol Level,Inpatient,301,82533,Cortisol; total,,0,157,157,149.15,157,153.86,157,149.15
296330_1,Cortisol Level,Outpatient,301,82533,Cortisol; total,,0,157,157,149.15,157,153.86,157,149.15
296342_1,"Cortisol, Free, 24 hr, Urine (Mayo CORTU)",Inpatient,301,82530,Cortisol; free,,0,213,213,202.35,213,208.74,213,202.35
296342_1,"Cortisol, Free, 24 hr, Urine (Mayo CORTU)",Outpatient,301,82530,Cortisol; free,,0,213,213,202.35,213,208.74,213,202.35
296348_1,Inactive Coxsackie Group A (Mayo COXA),Inpatient,,,,,0,44,44,41.8,44,43.12,44,41.8
296348_1,Inactive Coxsackie Group A (Mayo COXA),Outpatient,,,,,0,44,44,41.8,44,43.12,44,41.8
296354_1,Inactive Coxsackie Group B (Mayo COXB),Inpatient,,,,,0,44,44,41.8,44,43.12,44,41.8
296354_1,Inactive Coxsackie Group B (Mayo COXB),Outpatient,,,,,0,44,44,41.8,44,43.12,44,41.8
296358_1,"C-peptide, Fasting (Mayo CPR)",Inpatient,301,84681,C-peptide,,0,129,129,122.55,129,126.42,129,122.55
296358_1,"C-peptide, Fasting (Mayo CPR)",Outpatient,301,84681,C-peptide,,0,129,129,122.55,129,126.42,129,122.55
296366_1,C-Reactive Protein,Inpatient,302,86140,C-reactive protein,,0,92,92,87.4,92,90.16,92,87.4
296366_1,C-Reactive Protein,Outpatient,302,86140,C-reactive protein,,0,92,92,87.4,92,90.16,92,87.4
296368_1,Creatine kinase,Inpatient,301,82550,"Creatine kinase (CK), (CPK); total",,0,105,105,99.75,105,102.9,105,99.75
296368_1,Creatine kinase,Outpatient,301,82550,"Creatine kinase (CK), (CPK); total",,0,105,105,99.75,105,102.9,105,99.75
296370_1,Creatinine,Inpatient,301,82565,Creatinine; blood,,0,56,56,53.2,56,54.88,56,53.2
296370_1,Creatinine,Outpatient,301,82565,Creatinine; blood,,0,56,56,53.2,56,54.88,56,53.2
296372_1,Ur Cr Cl,Inpatient,301,82575,Creatinine; clearance,,0,127,127,120.65,127,124.46,127,120.65
296372_1,Ur Cr Cl,Outpatient,301,82575,Creatinine; clearance,,0,127,127,120.65,127,124.46,127,120.65
296374_1,"Creatinine, Fluid (Regional)",Inpatient,301,82570,Creatinine; other source,,0,49,49,46.55,49,48.02,49,46.55
296374_1,"Creatinine, Fluid (Regional)",Outpatient,301,82570,Creatinine; other source,,0,49,49,46.55,49,48.02,49,46.55
296376_1,"Creatinine, Ur Random",Inpatient,301,82570,Creatinine; other source,,0,43,43,40.85,43,42.14,43,40.85
296376_1,"Creatinine, Ur Random",Outpatient,301,82570,Creatinine; other source,,0,43,43,40.85,43,42.14,43,40.85
296390_1,"Crystal Examination, BF",Inpatient,309,89060,"Crystal identification by light microscopy with or without polarizing lens analysis, tissue or any body fluid (except urine)",,0,85,85,80.75,85,83.3,85,80.75
296390_1,"Crystal Examination, BF",Outpatient,309,89060,"Crystal identification by light microscopy with or without polarizing lens analysis, tissue or any body fluid (except urine)",,0,85,85,80.75,85,83.3,85,80.75
296410_1,D-Dimer,Inpatient,305,85379,"Fibrin degradation products, D-dimer; quantitative",,0,194,194,184.3,194,190.12,194,184.3
296410_1,D-Dimer,Outpatient,305,85379,"Fibrin degradation products, D-dimer; quantitative",,0,194,194,184.3,194,190.12,194,184.3
296412_1,"DHEA, Serum (Mayo DHEA_)",Inpatient,301,82626,Dehydroepiandrosterone (DHEA),,0,231,231,219.45,231,226.38,231,219.45
296412_1,"DHEA, Serum (Mayo DHEA_)",Outpatient,301,82626,Dehydroepiandrosterone (DHEA),,0,231,231,219.45,231,226.38,231,219.45
296414_1,Dehydroepiandrosterone Sulfate (Mayo DHES1),Inpatient,301,82627,Dehydroepiandrosterone-sulfate (DHEA-S),,0,168,168,159.6,168,164.64,168,159.6
296414_1,Dehydroepiandrosterone Sulfate (Mayo DHES1),Outpatient,301,82627,Dehydroepiandrosterone-sulfate (DHEA-S),,0,168,168,159.6,168,164.64,168,159.6
296426_1,Digoxin Level,Inpatient,301,80162,Digoxin; total,,0,149,149,141.55,149,146.02,149,141.55
296426_1,Digoxin Level,Outpatient,301,80162,Digoxin; total,,0,149,149,141.55,149,146.02,149,141.55
296436_1,Electrolyte panel,Inpatient,301,80051,Electrolyte panel This panel must include the following: Carbon dioxide (bicarbonate) (82374) Chloride (82435) Potassium (84132) Sodium (84295),,0,103,103,97.85,103,100.94,103,97.85
296436_1,Electrolyte panel,Outpatient,301,80051,Electrolyte panel This panel must include the following: Carbon dioxide (bicarbonate) (82374) Chloride (82435) Potassium (84132) Sodium (84295),,0,103,103,97.85,103,100.94,103,97.85
296454_1,Epstein Barr Antibody to Early Antigen (Mayo EBVE),Inpatient,302,86663,"Antibody; Epstein-Barr (EB) virus, early antigen (EA)",,0,157,157,149.15,157,153.86,157,149.15
296454_1,Epstein Barr Antibody to Early Antigen (Mayo EBVE),Outpatient,302,86663,"Antibody; Epstein-Barr (EB) virus, early antigen (EA)",,0,157,157,149.15,157,153.86,157,149.15
296468_1,Erythropoietin (Mayo EPO),Inpatient,301,82668,Erythropoietin,,0,167,167,158.65,167,163.66,167,158.65
296468_1,Erythropoietin (Mayo EPO),Outpatient,301,82668,Erythropoietin,,0,167,167,158.65,167,163.66,167,158.65
296470_1,"Estradiol, Serum",Inpatient,301,82670,Estradiol; total,,0,232,232,220.4,232,227.36,232,220.4
296470_1,"Estradiol, Serum",Outpatient,301,82670,Estradiol; total,,0,232,232,220.4,232,227.36,232,220.4
296480_1,"Alcohol ETOH, BLD",Inpatient,301,G0480,Drug test def 1-7 classes,,1,200,200,190,200,196,200,190
296480_1,"Alcohol ETOH, BLD",Outpatient,301,G0480,Drug test def 1-7 classes,,1,200,200,190,200,196,200,190
296492_1,Factor V Activity (Mayo FACTV),Inpatient,300,85220,"Clotting; factor V (AcG or proaccelerin), labile factor",,0,211,211,200.45,211,206.78,211,200.45
296492_1,Factor V Activity (Mayo FACTV),Outpatient,300,85220,"Clotting; factor V (AcG or proaccelerin), labile factor",,0,211,211,200.45,211,206.78,211,200.45
296496_1,Factor VIII Assay,Inpatient,305,85240,"Clotting; factor VIII (AHG), 1-stage",,0,208,208,197.6,208,203.84,208,197.6
