"Pricing Data as of September 1, 2019",,,,
,,,,
DESCRIPTION,CDM,CPT, Base Price , Professional Fee 
Bacterial AG/N Menigitidis GRP A/Y,7100500,86403,$46.00 ,
Bacterial AG/N Menigitidis GRP C/W135,7100500,86403,$46.00 ,
Bacterial AG/Strep Pneumonia AG,7100500,86403,$46.00 ,
"Bacterial AG/Streptococcus BAG, LA",7100500,86403,$46.00 ,
BACTERIAL pcr,7052044,87801,$731.00 ,
BAG BILE 19 OZ,3201256,,$456.00 ,
BAG BILE 19 OZ,201256,,$456.00 ,
BAG BLOOD ATS CHEST DRAIN,201376,,$225.00 ,
BAG DRAIN W/ LL,4203219,,$76.00 ,
BAG DRAIN W/LL,203219,,$76.00 ,
BAG ENEMA SUPER XL W/INFL. CUF,200034,,$75.00 ,
"BAG WOUND DRAINAGE 3"" STERILE",201400,,$235.00 ,
BAG WOUND DRAINAGE 3in STERILE,3201400,,$235.00 ,
Baker's Yeast,7051852,86003,$17.00 ,
"Baker's Yeast, IgE-Mayo",7052422,86003,$52.00 ,
BALLOON 1.5MMX12MM Rx Euphora,4202153,C1725,$845.00 ,
BALLOON 1.5MMX20MM Rx Euphora,4202154,C1725,$845.00 ,
BALLOON 10MMX20MM Evercross,4201608,C1725,"$1,058.00 ",
BALLOON 10MMX20MMX80CM Evercro,4204176,C1725,"$1,058.00 ",
BALLOON 10MMX30MMX135CM Evercro,4204174,C1725,"$1,058.00 ",
BALLOON 10MMX40MMX135 Evercross,4201580,C1725,"$1,058.00 ",
BALLOON 10MMX40MMX80CM Evercro,4204177,C1725,"$1,058.00 ",
BALLOON 10MMX60MM Evercross,4203262,C1725,"$1,079.00 ",
BALLOON 10MMX60MMX80 Evercross,4201634,C1725,"$1,058.00 ",
BALLOON 10MMX80MM Fortrex,4204001,C1725,"$1,268.00 ",
BALLOON 12MMX20MM Evercross,4201621,C1725,"$1,079.00 ",
BALLOON 12MMX20MMX135CM Evercro,4204175,C1725,"$1,058.00 ",
BALLOON 12MMX40MM Evercross,4201573,C1725,"$1,058.00 ",
BALLOON 12MMX40MMX80CM Evercro,4204178,C1725,"$1,058.00 ",
BALLOON 2.25MMX15MM Rx Euphora,4202220,C1725,$845.00 ,
BALLOON 2.5MMX100MMX150CM Nano,4204186,C1725,"$1,625.00 ",
BALLOON 2.5MMX10MM Angiosculpt,4204002,C1725,"$2,625.00 ",
BALLOON 2.5MMX120MMX150CM Nano,4204187,C1725,"$1,625.00 ",
BALLOON 2.5MMX12MM OTW Sprinte,4204003,C1725,$845.00 ,
BALLOON 2.5MMX12MM Rx Euphora,4202161,C1725,$845.00 ,
BALLOON 2.5MMX12MM Rx Nc Euphora,4202187,C1725,$845.00 ,
BALLOON 2.5MMX150 Nano Elite,4201646,C1725,"$1,971.00 ",
BALLOON 2.5MMX15MM Rx Euphora,4202162,C1725,$845.00 ,
BALLOON 2.5MMX15MM Rx Nc Euphora,4202188,C1725,$845.00 ,
BALLOON 2.5MMX20MM Rx Euphora,4202163,C1725,$845.00 ,
BALLOON 2.5MMX20MM Rx Nc Euphora,4202189,C1725,$845.00 ,
BALLOON 2.5MMX20MMX150CM Nano,4204183,C1725,"$1,625.00 ",
BALLOON 2.5MMX210MM Nanocross,4201633,C1725,"$1,971.00 ",
BALLOON 2.5MMX25MM Rx Euphora,4202164,C1725,$845.00 ,
BALLOON 2.5MMX27MM Rx Nc Euphora,4202190,C1725,$845.00 ,
BALLOON 2.5MMX40MMX150CM Nano,4204184,C1725,"$1,625.00 ",
BALLOON 2.5MMX60MM Nanocross,4204140,C1725,"$1,625.00 ",
BALLOON 2.5MMX6MM Rx Euphora,4202160,C1725,$845.00 ,
BALLOON 2.5MMX6MM Rx Nc Euphora,4202185,C1725,$845.00 ,
BALLOON 2.5MMX80MMX150CM Nano,4204185,C1725,"$1,625.00 ",
BALLOON 2.5MMX8MM Rx Nc Euphora,4202186,C1725,$845.00 ,
BALLOON 2.75MMX15MM Rx Nc Euphora,4202192,C1725,$845.00 ,
BALLOON 2.75MMX8MM Rx Nc Euphora,4202191,C1725,$845.00 ,
BALLOON 20MMX150CM Nanocross,4201559,C1725,"$1,625.00 ",
BALLOON 2MMX100MM Nanocross,4201645,C1725,"$1,625.00 ",
BALLOON 2MMX10MM Angiosculpt,4204004,C1725,"$2,625.00 ",
BALLOON 2MMX120MM Nanocross,4204005,C1725,"$1,625.00 ",
BALLOON 2MMX12MM OTW Sprinter,4204006,C1725,$845.00 ,
BALLOON 2MMX12MM Rx Euphora,4202156,C1725,$845.00 ,
BALLOON 2MMX12MM Rx Nc Euphora,4202182,C1725,$845.00 ,
BALLOON 2MMX150MM Nanocross El,4201644,C1725,"$1,890.00 ",
BALLOON 2MMX15MM Rx Euphora,4202157,C1725,$845.00 ,
BALLOON 2MMX15MM Rx Nc Euphora,4202183,C1725,$845.00 ,
BALLOON 2MMX20MM Rx Euphora,4202158,C1725,$845.00 ,
BALLOON 2MMX20MM Rx Nc Euphora,4202184,C1725,$845.00 ,
BALLOON 2MMX20MMX150CM Nano,4204179,C1725,"$1,625.00 ",
BALLOON 2MMX210MM Nanocross El,4201600,C1725,"$1,971.00 ",
BALLOON 2MMX25MM Rx Euphora,4202159,C1725,$845.00 ,
BALLOON 2MMX40MMX150CM Nano,4204180,C1725,"$1,625.00 ",
BALLOON 2MMX60MMX150CM Nano,4204181,C1725,"$1,625.00 ",
BALLOON 2MMX6MM Rx Euphora,4202155,C1725,$845.00 ,
BALLOON 2MMX80MMX150CM Nano,4204182,C1725,"$1,625.00 ",
BALLOON 2MMX8MM Rx Nc Euphora,4202181,C1725,$845.00 ,
BALLOON 3.25MMX15MM Rx Nc Euphora,4202199,C1725,$845.00 ,
BALLOON 3.25MMX8MM Rx Nc Euphora,4202198,C1725,$845.00 ,
BALLOON 3.5MMX100MMX150CM Nano,4204193,C1725,"$1,625.00 ",
BALLOON 3.5MMX10MM Angiosculpt,4204007,C1725,"$2,625.00 ",
BALLOON 3.5MMX120MMX150CM Nano,4204194,C1725,"$1,625.00 ",
BALLOON 3.5MMX12MM Rx Euphora,4202171,C1725,$845.00 ,
BALLOON 3.5MMX12MM Rx Nc Euphora,4202201,C1725,$845.00 ,
BALLOON 3.5MMX150MM Nanocross,4204008,C1725,"$1,890.00 ",
BALLOON 3.5MMX15MM Rx Euphora,4202172,C1725,$845.00 ,
BALLOON 3.5MMX15MM Rx Nc Euphora,4202202,C1725,$845.00 ,
BALLOON 3.5MMX20MM Rx Euphora,4202173,C1725,$845.00 ,
BALLOON 3.5MMX20MM Rx Nc Euphora,4202203,C1725,$845.00 ,
BALLOON 3.5MMX20MMX150CM Nano,4204190,C1725,"$1,625.00 ",
BALLOON 3.5MMX210MM Nanocross,4204009,C1725,"$1,890.00 ",
BALLOON 3.5MMX210MMX150CM NANO,4204195,C1725,"$1,890.00 ",
BALLOON 3.5MMX25MM Rx Euphora,4202174,C1725,$845.00 ,
BALLOON 3.5MMX27MM Rx Nc Euphora,4202204,C1725,$845.00 ,
BALLOON 3.5MMX40MMX150CM Nano,4204191,C1725,"$1,625.00 ",
BALLOON 3.5MMX60MMX150CM Nano,4204192,C1725,"$1,625.00 ",
BALLOON 3.5MMX6MM Rx Euphora,4202170,C1725,$845.00 ,
BALLOON 3.5MMX80MM Nanocross E,4201655,C1725,"$1,625.00 ",
BALLOON 3.5MMX8MM Rx Nc Euphora,4202200,C1725,$845.00 ,
BALLOON 3.75MMX12MM Rx Nc Euphora,4202206,C1725,$845.00 ,
BALLOON 3.75MMX15MM Rx Nc Euphora,4202207,C1725,$845.00 ,
BALLOON 3.75MMX8MM Rx Nc Euphora,4202205,C1725,$845.00 ,
BALLOON 3MMX100MM Nanocross El,4201653,C1725,"$1,625.00 ",
BALLOON 3MMX10MM Angiosculpt,4204010,C1725,"$2,625.00 ",
BALLOON 3MMX120MMX150CM Nano,4204189,C1725,"$1,625.00 ",
BALLOON 3MMX12MM Rx Euphora,4202166,C1725,$845.00 ,
BALLOON 3MMX12MM Rx Nc Euphora,4202194,C1725,$845.00 ,
BALLOON 3MMX150CM Nanocross,4201579,C1725,"$1,890.00 ",
BALLOON 3MMX15MM Rx Euphora,4202167,C1725,$845.00 ,
BALLOON 3MMX15MM Rx Nc Euphora,4202195,C1725,$845.00 ,
BALLOON 3MMX20MM Evercross,4201568,C1725,"$1,079.00 ",
BALLOON 3MMX20MM Rx Euphora,4202168,C1725,$845.00 ,
BALLOON 3MMX20MM Rx Nc Euphora,4202196,C1725,$845.00 ,
BALLOON 3MMX20MMX150CM Nano,4204188,C1725,"$1,625.00 ",
BALLOON 3MMX210MM Nanocross,4201601,C1725,"$1,971.00 ",
BALLOON 3MMX25MM Rx Euphora,4202169,C1725,$845.00 ,
BALLOON 3MMX27MM Rx Nc Euphora,4202197,C1725,$845.00 ,
BALLOON 3MMX40MM Nanocross,4201596,C1725,"$1,625.00 ",
BALLOON 3MMX60MM Nanocross El,4201654,C1725,"$1,625.00 ",
BALLOON 3MMX6MM Rx Euphora,4202165,C1725,$845.00 ,
BALLOON 3MMX80MM Nanocross EL,4201555,C1725,"$1,625.00 ",
BALLOON 3MMX8MM Rx Nc Euphora,4202193,C1725,$845.00 ,
BALLOON 4.5MMX12MM Rx Nc Euphora,4202212,C1725,$845.00 ,
BALLOON 4.5MMX15MM Rx Nc Euphora,4202213,C1725,$845.00 ,
BALLOON 4.5MMX20MM Rx Nc Euphora,4202214,C1725,$845.00 ,
BALLOON 4.5MMX8MM Rx Nc Euphora,4204011,C1725,$845.00 ,
BALLOON 4MMX100MMX135 Evercross,4201672,C1725,"$1,058.00 ",
BALLOON 4MMX100MMX150CM Nano,4204196,C1725,"$1,625.00 ",
BALLOON 4MMX120MM Nanocross El,4201669,C1725,"$1,625.00 ",
BALLOON 4MMX120MMX130CM Dcb,4204012,C1725,"$3,700.00 ",
BALLOON 4MMX120MMX135CM Evercro,4204163,C1725,"$1,411.00 ",
BALLOON 4MMX12MM Rx Euphora,4202176,C1725,$845.00 ,
BALLOON 4MMX12MM Rx Nc Euphora,4202209,C1725,$845.00 ,
BALLOON 4MMX150MM Nanocross El,4201673,C1725,"$1,890.00 ",
BALLOON 4MMX150MMX130CM Dcb,4201593,C1725,"$4,075.00 ",
BALLOON 4MMX150MMX135 Evercross,4201662,C1725,"$1,383.00 ",
BALLOON 4MMX15MM Rx Euphora,4202177,C1725,$845.00 ,
BALLOON 4MMX15MM Rx Nc Euphora,4202210,C1725,$845.00 ,
BALLOON 4MMX200MM Evercross,4201561,C1725,"$1,383.00 ",
BALLOON 4MMX20MM Nanocross,4201569,C1725,"$1,625.00 ",
BALLOON 4MMX20MM Rx Euphora,4202178,C1725,$845.00 ,
BALLOON 4MMX20MM Rx Nc Euphora,4202211,C1725,$845.00 ,
BALLOON 4MMX20MMX135CM Evercro,4203264,C1725,"$1,079.00 ",
BALLOON 4MMX210MM Nanocross,4203215,C1725,"$1,890.00 ",
BALLOON 4MMX25MM Rx Euphora,4202179,C1725,$845.00 ,
BALLOON 4MMX30MMX135CM Evercro,4204161,C1725,"$1,058.00 ",
BALLOON 4MMX40MM Nanocross Elite,4203205,C1725,"$1,625.00 ",
BALLOON 4MMX40MMX135 Evercross,4201656,C1725,"$1,058.00 ",
BALLOON 4MMX60MM Nanocross El,4201636,C1725,"$1,625.00 ",
BALLOON 4MMX60MMX130CM Dcb,4201592,C1725,"$3,525.00 ",
BALLOON 4MMX60MMX135 Evercross,4201643,C1725,"$1,058.00 ",
BALLOON 4MMX6MM Rx Euphora,4202175,C1725,$845.00 ,
BALLOON 4MMX80MM Nanocross El,4201602,C1725,"$1,625.00 ",
BALLOON 4MMX80MMX130CM Dcb,4201615,C1725,"$3,325.00 ",
BALLOON 4MMX80MMX135CM Evercro,4204162,C1725,"$1,058.00 ",
BALLOON 4MMX8MM Rx Nc Euphora,4202208,C1725,$845.00 ,
BALLOON 5MMX100MM Evercross,4201595,C1725,"$1,058.00 ",
BALLOON 5MMX120MM Evercross,4201597,C1725,"$1,058.00 ",
BALLOON 5MMX120MM Nanocross,4201570,C1725,"$1,625.00 ",
BALLOON 5MMX12MM Rx Nc Euphora,4202215,C1725,$845.00 ,
BALLOON 5MMX150CM Nanocross,4201558,C1725,"$1,625.00 ",
BALLOON 5MMX150MM Nanocross,4204013,C1725,"$1,971.00 ",
BALLOON 5MMX150MMX130CM Dcb,4201557,C1725,"$4,075.00 ",
BALLOON 5MMX150MMX135CM Evercro,4204165,C1725,"$1,411.00 ",
BALLOON 5MMX15MM Rx Nc Euphora,4202217,C1725,$845.00 ,
BALLOON 5MMX200MM Evercross,4201618,C1725,"$1,383.00 ",
BALLOON 5MMX200MM Nanocross,4201613,C1725,"$1,890.00 ",
BALLOON 5MMX20MMX135 Evercross,4201676,C1725,"$1,079.00 ",
BALLOON 5MMX30MMX135CM Evercro,4204164,C1725,"$1,058.00 ",
BALLOON 5MMX40MM Fortrex,4201612,C1725,"$1,243.00 ",
BALLOON 5MMX40MM Nanocross Eli,4201590,C1725,"$1,625.00 ",
BALLOON 5MMX40MMX130CM Dcb,4204014,C1725,"$3,325.00 ",
BALLOON 5MMX40MMX135 Evercross,4204015,C1725,"$1,079.00 ",
BALLOON 5MMX60MM Nanocross El,4201677,C1725,"$1,625.00 ",
BALLOON 5MMX60MMX130CM Dcb,4203267,C1725,"$3,525.00 ",
BALLOON 5MMX60MMX135 Evercross,4203213,C1725,"$1,058.00 ",
BALLOON 5MMX80MMX130CM Dcb,4201616,C1725,"$3,325.00 ",
BALLOON 5MMX80MMX135 Evercross,4203212,C1725,"$1,058.00 ",
BALLOON 5MMX80MMX150CM Nano,4204197,C1725,"$1,625.00 ",
BALLOON 5MMX8MM Rx Nc Euphora,4202216,C1725,$845.00 ,
BALLOON 6MMX100MM Evercross,4201576,C1725,"$1,058.00 ",
BALLOON 6MMX100MM Nanocross Elite,4203214,C1725,"$1,625.00 ",
BALLOON 6MMX120MMX135 Evercross,4201657,C1725,"$1,058.00 ",
BALLOON 6MMX120MMX150CM Nano,4204199,C1725,"$1,625.00 ",
BALLOON 6MMX150MM Evercross,4201638,C1725,"$1,383.00 ",
BALLOON 6MMX150MM Nanocross,4203210,C1725,"$1,890.00 ",
BALLOON 6MMX150MMX130CM Dcb,4201549,C1725,"$4,075.00 ",
BALLOON 6MMX200MM Evercross,4201551,C1725,"$1,383.00 ",
BALLOON 6MMX200MM Nanocross El,4201670,C1725,"$1,890.00 ",
BALLOON 6MMX20MM Fortrex,4201611,C1725,"$1,243.00 ",
BALLOON 6MMX20MM Nanocross,4203206,C1725,"$1,625.00 ",
BALLOON 6MMX20MMX135 Evercross,4201671,C1725,"$1,058.00 ",
BALLOON 6MMX30MMX135CM Evercro,4204166,C1725,"$1,058.00 ",
BALLOON 6MMX40MM Evercross,4201598,C1725,"$1,079.00 ",
BALLOON 6MMX40MM Fortrex,4204016,C1725,"$1,243.00 ",
BALLOON 6MMX40MM Nanocross El,4201678,C1725,"$1,625.00 ",
BALLOON 6MMX40MMX130CM Dcb,4204017,C1725,"$3,325.00 ",
BALLOON 6MMX60MMX130CM Dcb,4203270,C1725,"$3,325.00 ",
BALLOON 6MMX60MMX135 Evercross,4201663,C1725,"$1,058.00 ",
BALLOON 6MMX60MMX150CM Nano,4204198,C1725,"$1,625.00 ",
BALLOON 6MMX80MM Nanocross El,4201679,C1725,"$1,625.00 ",
BALLOON 6MMX80MMX130CM Dcb,4201548,C1725,"$3,325.00 ",
BALLOON 6MMX80MMX135CM Evercro,4204167,C1725,"$1,058.00 ",
BALLOON 7MMX100MM Fortrex,4201642,C1725,"$1,243.00 ",
BALLOON 7MMX100MMX135CM Evercro,4204168,C1725,"$1,058.00 ",
BALLOON 7MMX120MM Evercross,4201631,C1725,"$1,058.00 ",
BALLOON 7MMX150MMX135CM Evercro,4204169,C1725,"$1,411.00 ",
BALLOON 7MMX200MMX135 Evercross,4203209,C1725,"$1,411.00 ",
BALLOON 7MMX20MM Evercross,4201562,C1725,"$1,079.00 ",
BALLOON 7MMX20MM Fortrex,4201599,C1725,"$1,243.00 ",
BALLOON 7MMX30MMX135 Evercross,4203204,C1725,"$1,058.00 ",
BALLOON 7MMX40MM Evercross,4201609,C1725,"$1,058.00 ",
BALLOON 7MMX40MM Fortrex,4201674,C1725,"$1,243.00 ",
BALLOON 7MMX60MMX130CM Dcb,4201545,C1725,"$3,325.00 ",
BALLOON 7MMX60MMX135 Evercross,4201658,C1725,"$1,058.00 ",
BALLOON 7MMX80MMX130CM Dcb,4201617,C1725,"$3,325.00 ",
BALLOON 7MMX80MX135 Evercross,4204018,C1725,"$1,058.00 ",
BALLOON 8MMX20MM Evercross,4201648,C1725,"$1,058.00 ",
BALLOON 8MMX30MM Evercross,4204019,C1725,"$1,058.00 ",
BALLOON 8MMX40MM Evercross,4203271,C1725,"$1,058.00 ",
BALLOON 8MMX40MM Fortrex,4204020,C1725,"$1,243.00 ",
BALLOON 8MMX60MMX135CM Evercro,4204170,C1725,"$1,058.00 ",
BALLOON 8MMX80MM Evercross,4201627,C1725,"$1,058.00 ",
BALLOON 9MMX20MMX135CM Evercro,4204171,C1725,"$1,058.00 ",
BALLOON 9MMX30MMX135CM Evercro,4204172,C1725,"$1,058.00 ",
BALLOON 9MMX40MM Evercross,4201575,C1725,"$1,058.00 ",
BALLOON 9MMX40MM Fortrex,4201675,C1725,"$1,268.00 ",
BALLOON 9MMX60MMX135CM Evercro,4204173,C1725,"$1,058.00 ",
BALLOON 9MMX80MM Evercross,4201622,C1725,"$1,058.00 ",
BALLOON BAKRI POSTPARTUN,200315,,"$1,619.00 ",
BALLOON CHARGER 12MMX4CMX75CM,3204021,,$715.00 ,
BALLOON CONQUEST 10X4X75,4204135,C1725,"$1,365.00 ",
BALLOON CONQUEST 12X4X75,4204136,C1725,"$1,365.00 ",
BALLOON CONQUEST 5X4X75,4204130,C1725,"$1,365.00 ",
BALLOON CONQUEST 6X4X75,4204131,C1725,"$1,365.00 ",
BALLOON CONQUEST 7X4X75,4204132,C1725,"$1,365.00 ",
BALLOON CONQUEST 8X4X75,4204133,C1725,"$1,365.00 ",
BALLOON CONQUEST 9X4X75,4204134,C1725,"$1,365.00 ",
BALLOON CUTTING 3MMx10MM FLEXT,4202107,C1725,"$2,370.00 ",
BALLOON FOGARTY 11MM,4204022,,$956.00 ,
"Balloon, Evercross 7X20mm",27201357,,"$1,079.00 ",
Banana,7051853,86003,$17.00 ,
BANDAGE HEMORRHAGE CTRL 2X2,3201344,,$197.00 ,
BANDAGE HEMORRHAGE CTRL 2X2,201344,,$197.00 ,
Barbituates,7050567,80305,$375.00 ,
Barbituates (Quest),,,$31.00 ,
Barbiturates,7100704,80305,$10.00 ,
Barbiturates Confirm Urine-Mayo,7052810,80345,$166.00 ,
Barley,7051854,86003,$17.00 ,
Barley (F6) IGE,7050475,86003,$17.00 ,
BARRIER 3X5 ABSORBABLE ADHESIO,3200882,,"$1,223.00 ",
BASIC DOSIMETRY,7230004,77300,$565.00 ,
BASIC DOSIMETRY-PROFEE,7230300,77300,,$192.00 
Basic Life and/or Disability Evaluation Services,99450,99450,$67.00 ,
Basic Metabolic Panel,7050840,80048,$71.00 ,
BASIL,7051922,86003,$17.00 ,
BASKET 2.4FR NITINOL,3200766,,"$1,293.00 ",
BASKET 3FR NITINOL,3200714,,"$1,315.00 ",
BASKET ROTH NET 230CM STANDARD,3201041,,$658.00 ,
BASKET STONE GEMINI 4-WIRE,3200733,,"$1,359.00 ",
BASKET STONE SEGURA 3FR,3200699,,"$1,179.00 ",
BCR/ABL1 Major Breakpoint,7052584,81206,$521.00 ,
BCR/ABL1 Minor Breakpoint,7052585,81207,$459.00 ,
BCR/ABL1 Other Breakpoint,7052586,81208,$511.00 ,
"BCR/ABL1, p210, Quant-Mayo",7055793,81206,$575.00 ,
BD Bone Density DEXA,7200504,77080,$595.00 ,
BD Bone Density DEXA - Report,7200504,77080,,$193.00 
Bedside Swallow Evaluation SLPSw,7450198,92610,$367.00 ,
Bedside Ultrasound -> Yes,7270319,76819,$469.00 ,
Beef,7051557,86003,$17.00 ,
BEHAV CHNG SMOKING > 10 MIN,7460242,99407,$50.00 ,
BEHAV CHNG SMOKING > 10 MIN PROFEE,7460152,99407,,$56.00 
BEHAV CHNG SMOKING 3-10 MIN,7460241,99406,$39.00 ,
BEHAV CHNG SMOKING 3-10 MIN PROFEE,7460151,99406,,$26.00 
"Behavioral, Qualitative Analysis Time",7450315,92524,$246.00 ,
BEHAVORIAL QUALITATIVE ANALYSIS VOICE,44092524,92524,$246.00 ,
Benzodiazapines (Quest),,,$31.00 ,
Benzodiazapines 1,7100703,80305,$10.00 ,
Benzodiazepines,7050567,80305,$375.00 ,
Benzodiazepines Confirmation Urine-Mayo,7052517,80346,$192.00 ,
Bermuda Grass,7051558,86003,$17.00 ,
Bermuda Grass G2 IGE,7050475,86003,$17.00 ,
Bermuda Smut,7051559,86003,$17.00 ,
BETA 2 GLYCOPROTEIN IgG,7052457,86146,$112.00 ,
BETA 2 GLYCOPROTEIN IgM,7052458,86146,$112.00 ,
Beta 2 Microglobulin-Mayo,7052203,82232,$167.00 ,
"Beta 2 Transferrin, Fluid-Mayo",7052774,86335,$321.00 ,
"Beta hCG Qual, Serum w/ rfx to Quant",7052677,84703,$83.00 ,
Beta HCG Qualitative - Urgent Care,7051940,81025,$67.00 ,
"Beta HCG Rapid, Urine - POC",7050167,84703,$83.00 ,
Beta Human Chorionic Gonadotropin Qualitative,7050167,84703,$83.00 ,
Beta Human Chorionic Gonadotropin Qualitative Urine,7050872,81025,$67.00 ,
Beta Human Chorionic Gonadotropin Quantitative,7050168,84702,$163.00 ,
Beta Lactamase,7050012,87184,$50.00 ,
Beta-Carotene Level-Mayo,7052328,82380,$32.00 ,
Beta-CrossLaps (B-CTx)-Mayo,7052298,82523,$223.00 ,
BF Crystal,7051331,89060,$55.00 ,
BHCG URINE,7050872,81025,$87.00 ,
"bhcg, s, quant",7100202,84702,$173.00 ,
Bier Block,6670025,, $86 / Interval ,
"Bile Acids, Fractionated and Tot-Mayo",7052519,82542,$219.00 ,
"Bile Acids, Total-Mayo",7052513,82239,$99.00 ,
Bilirubin Direct,7050152,82248,$34.00 ,
Bilirubin Indirect,456789,80048,$65.00 ,
Bilirubin Total,7050072,82247,$100.00 ,
Bilirubin Total,7050072,82247,$132.00 ,
Bilirubin Total and Direct,7050152,82248,$74.00 ,
Bill Surg ER/PR/HER2 Ab,7052901,88360,$99.00 ,
BINDER PELVIC YELLOW,201364,,$357.00 ,
BIOFEEDBACK TRAINING,42090911,90911,$242.00 ,
BIOLOGIC APP F/N/HF/G 1ST 100CM,7460832,15277,"$2,240.00 ",
BIOLOGIC APP F/N/HF/G 1ST 25CM,7460826,15275,"$2,849.00 ",
BIOLOGIC APP F/N/HF/G ADD 100CM,7460834,15278,$882.00 ,
BIOLOGIC APP F/N/HF/G ADD 25CM,7460829,15276,$712.00 ,
BIOLOGIC APP TRNK/A/L 1ST 100CM,7460822,15273,"$3,919.00 ",
BIOLOGIC APP TRNK/A/L ADD 100CM,7460824,15274,"$1,893.00 ",
BIOLOGIC APP TRNK/A/L ADD 25CM,7460820,15272,$712.00 ,
BIOLOGIC APP TRNK/ARM/LEG 1ST 25CM,15271,15271,"$2,849.00 ",
Biological App F/N/HF/G 1st 100 cm OP Wound Care,7460832,15277,,"$1,507.00 "
Biological App F/N/HF/G 1st 25 cm OP Wound Care,7460826,15275,,$754.00 
Biological App F/N/HF/G Add 100 cm OP Wound Care,7460834,15278,,"$1,507.00 "
Biological App F/N/HF/G Add 25 cm OP Wound Care,7460829,15276,,$754.00 
Biological App Trnk/Arm/Leg 1st 100 cm OP Wound Care,7460822,15273,,"$1,233.00 "
Biological App Trnk/Arm/Leg 1st 25 cm OP Wound Care,7460779,15271,,$754.00 
Biological App Trnk/Arm/Leg Add 100 cm OP Wound Care,7460824,15274,,"$1,233.00 "
Biological App Trnk/Arm/Leg Add 25 cm OP Wound Care,7460820,15272,,$754.00 
Biological Application WC -> F/N/HF/G 1st 100 cm,7460832,15277,"$2,240.00 ","$1,507.00 "
Biological Application WC -> F/N/HF/G 1st 25 cm,7460826,15275,"$2,713.00 ",$754.00 
Biological Application WC -> F/N/HF/G add 100 cm,7460834,15278,$882.00 ,"$1,507.00 "
Biological Application WC -> F/N/HF/G add 25 cm,7460829,15276,$712.00 ,$754.00 
Biological Application WC -> Trnk/Arm/Leg 1st 100 cm,7460822,15273,"$3,919.00 ","$1,233.00 "
Biological Application WC -> Trnk/Arm/Leg 1st 25 cm,7460779,15271,"$2,713.00 ",$754.00 
Biological Application WC -> Trnk/Arm/Leg add 100 cm,7460824,15274,"$1,893.00 ","$1,233.00 "
Biological Application WC -> Trnk/Arm/Leg add 25 cm,7460820,15272,$712.00 ,$754.00 
"Biological Application, SMH -> F/N/HF/G 1st 100 cm, SMH",7460832,15277,,"$1,507.00 "
"Biological Application, SMH -> F/N/HF/G 1st 25 cm, SMH",7460826,15275,,$754.00 
"Biological Application, SMH -> F/N/HF/G Add 100 cm, SMH",7460834,15278,,"$1,507.00 "
"Biological Application, SMH -> F/N/HF/G Add 25 cm, SMH",7460829,15276,,$754.00 
"Biological Application, SMH -> Trnk/Arm/Leg 1st 100 cm, SMH",7460822,15273,,"$1,233.00 "
"Biological Application, SMH -> Trnk/Arm/Leg 1st 25 cm, SMH",7460779,15271,,$754.00 
"Biological Application, SMH -> Trnk/Arm/Leg Add 100 cm, SMH",7460824,15274,,"$1,233.00 "
"Biological Application, SMH -> Trnk/Arm/Leg Add 25 cm, SMH",7460820,15272,,$754.00 
Biopsy Abd/Retroperitioneal Mass Percut Needle,7297376,49180,"$2,180.00 ",
biopsy abdominal mass,7201171,49180,"$2,180.00 ",
BIOPSY GUN FULL CORE 16GX15CM,203273,,$129.00 ,
BIOPSY LOWER LEG SOFT TISSUE (DEEP),7460227,27614,"$5,732.00 ",
BIOPSY LOWER LEG SOFT TISSUE (SUPERFICIAL),7460226,27613,"$3,315.00 ",
BIOPSY LOWER LEG SOFT TISSUE DEEP PROFEE,7460130,27614,,$890.00 
BIOPSY LOWER LEG SOFT TISSUE SUPERFICIAL PROFEE,7460129,27613,,$356.00 
"Biopsy of Skin/SQ Tissue/Mucous Membrane, Single Lesion -> Yes",7460600,11100,$330.00 ,
"Biopsy of Skin/SQ Tissue/Mucous Membrane, Single Lesion, SMH -> Yes",7460601,11100,,$61.00 
BIOPSY SKIN ADD-ON,,11101,$173.00 ,
BIOPSY SKIN ADD-ON PROFEE,7460114,,,$56.00 
BIOPSY SKIN LESION,,11100,$347.00 ,
BIOPSY SKIN LESION PROFEE,7460113,,,$107.00 
Biopsy Skin/SQ Tiss/Muc Membrane Single Lesion OP Wound Care,7460601,11100,,$61.00 
Biotin (Vitamin B7)-Mayo,7052211,84591,$276.00 ,
Biotinidase,7051016,82261,$9.00 ,
Biotinidase Level-Mayo,7052545,82261,$290.00 ,
BiPAP/CPAP Mode -> At night,7500047,94660,"$1,103.00 ",
BiPAP/CPAP Mode -> Auto CPAP,7500451,94660,"$1,103.00 ",
BiPAP/CPAP Mode -> BiPAP,7500047,94660,"$1,103.00 ",
BiPAP/CPAP Mode -> Bubble Bottle CPAP,7500047,94660,"$1,103.00 ",
BiPAP/CPAP Mode -> CPAP,7500047,94660,"$1,103.00 ",
BIPAP/CPAP W/O2/Air Daily,7500047,94660,"$1,158.00 ",
Birch,7051560,86003,$17.00 ,
BIT DRILL 1.4MMX150MM,3202991,,$897.00 ,
BIT DRILL 1.4MMX27MM,3203658,,$525.00 ,
BIT DRILL 1.7MM CANNULATED,3203440,,"$1,054.00 ",
BIT DRILL 1.7MM SOLID,3203442,,$225.00 ,
