Mineral Community Hospital Chargemaster as of 1/1/2022,,,,,,,,,,,,
"Provided by Mineral Community Hospital, 1208 6th Ave East, Superior MT  59872",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Department,Charge Master Code,Plain Language Description,Revenue Code,HCPCS Code,Standard Price,Discounted Cash Price,Allegiance,PacificSoursce,FirstChoiceHealthNetwork,MountainHealthCoop,De-Identified Min Negotiated Charge,De-Identified Max Negotiated Charge
CC-Pharmacy,303,"REVONTO 20 MG VIAL 20 mg, 1 each",250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,303,DANTROLENE SODIUM VIAL 20 MG / 1 EA,250,,280.04,224.03,257.64,266.04,266.04,266.04,257.64,280.04
CC-Pharmacy,304,KETOROLAC 30 MG INJ,250,J1885,,0,0,0,0,0,0,0
CC-Pharmacy,306,CARVEDILOL 12.5 MG / 1 TAB,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,307,GEMFIBROZIL 600 MG / 1 EA,250,,5,4,4.6,4.75,4.75,4.75,4.6,5
CC-Pharmacy,308,HEPARIN SODIUM INJ 1000 UNITS,250,J1644,,0,0,0,0,0,0,0
CC-Pharmacy,309,NOREPINEPHRINE BITARTRATE AMPUL 4 MG / 4 ML,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,311,TETANUS DIPHTHERIA 2/2LF 0.5 ML,250,,101.14,80.91,93.05,96.08,96.08,96.08,93.05,101.14
CC-Pharmacy,312,ACETYLCYSTEINE 30ML,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,313,LEVOTHYROXINE 50 MCG / 1 TAB,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,315,INSULIN REGULAR VIAL 1 EA,250,J1817,,0,0,0,0,0,0,0
CC-Pharmacy,317,ESMOLOL HCL 100 MG / 10 ML,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,318,HYDROMORPHONE INJ 2 MG,250,J1170,,0,0,0,0,0,0,0
CC-Pharmacy,322,HEPARIN LOCK FLUSH SYRINGE 100 UNITS /  ML,250,J1642,,0,0,0,0,0,0,0
CC-Pharmacy,323,SODIUM FERRIC GLUCONATE COMPLEX 62.5 MG / 5 ML,250,,21.34,17.07,19.63,20.27,20.27,20.27,19.63,21.34
CC-Pharmacy,325,MORPHINE SULF. CONCENTRATE 2 MG/ 1 ML,250,J2270,,0,0,0,0,0,0,0
CC-Pharmacy,326,NOVOLOG 70/30 PEN,250,,1.32,1.06,1.21,1.25,1.25,1.25,1.21,1.32
CC-Pharmacy,328,ROPIVACAINE 400 MG / 20 ML,250,,48.36,38.69,44.49,45.94,45.94,45.94,44.49,48.36
CC-Pharmacy,329,THROMBIN TOP 5000 UN / 1 EA,250,,252.59,202.07,232.38,239.96,239.96,239.96,232.38,252.59
CC-Pharmacy,331,FONDAPARINUX INJ 2.5 MG / 0.5 ML,250,,22.59,18.07,20.78,21.46,21.46,21.46,20.78,22.59
CC-Pharmacy,332,DALTEPARIN INJ 5000 UN / 1 EA,250,,46.24,36.99,42.54,43.93,43.93,43.93,42.54,46.24
CC-Pharmacy,333,SCOPOLAMINE TOP PATCH 1.5 MG,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,334,CARISOPRODOL 350 MG / 1 TAB,250,,5,4,4.6,4.75,4.75,4.75,4.6,5
CC-Pharmacy,336,PREDNISOLONE SOLN 15 MG / 5 ML,250,J7510,,0,0,0,0,0,0,0
CC-Pharmacy,339,ALTEPLASE INJ 2 MG,250,J2997,,0,0,0,0,0,0,0
CC-Pharmacy,340,LIDOCAINE 1.5% HCL AMPUL 300 MG / 20 ML,250,,31.76,25.41,29.22,30.17,30.17,30.17,29.22,31.76
CC-Pharmacy,342,ALFUZOSIN HCL 10 MG / 1 CAP,250,,22.76,18.21,20.94,21.62,21.62,21.62,20.94,22.76
CC-Pharmacy,343,FOSPHENYTOIN INJ 50 MG / 1 ML,250,Q2009,,0,0,0,0,0,0,0
CC-Pharmacy,345,NALOXONE HCL 2 MG,250,,57.76,46.21,53.14,54.87,54.87,54.87,53.14,57.76
CC-Pharmacy,346,ENOXAPARIN INJ 300 MG/3 ML,250,J1650,,0,0,0,0,0,0,0
CC-Pharmacy,347,HEPARIN SODIUM VIAL 5000 UN,250,J1644,,0,0,0,0,0,0,0
CC-Pharmacy,348,ZOLEDRON ACID 5 MG / 100 ML,250,,213,170.4,195.96,202.35,202.35,202.35,195.96,213
CC-Pharmacy,349,HYDRALAZINE HCL INJ 20 MG,250,J0360,,0,0,0,0,0,0,0
CC-Pharmacy,350,DEXTROSE 50%  IV 100 ML,250,,21.96,17.57,20.2,20.86,20.86,20.86,20.2,21.96
CC-Pharmacy,351,PHENYTOIN SODIUM SUSP 125 MG / 5 ML,250,,5,4,4.6,4.75,4.75,4.75,4.6,5
CC-Pharmacy,353,ACETYLCYSTEINE 6000 MG / 30 ML,250,J0132,,0,0,0,0,0,0,0
CC-Pharmacy,353,ACETYLCYSTEINE 10%  4 ML,250,J7608,,0,0,0,0,0,0,0
CC-Pharmacy,354,NEOMYCIN/POLYMYXN B/GRANICIDIN DROPS,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,357,ACETAMINOPHEN INFANT DROPS 80 MG / 0.8 ML,250,,0.15,0.12,0.14,0.14,0.14,0.14,0.14,0.15
CC-Pharmacy,358,PSEUDOEPHEDRINE HCL 30 MG / 1 TAB,250,,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.03
CC-Pharmacy,359,SODIUM BICARBONATE VIAL 50 MEQ / 50 ML,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,360,CIPROFLOXACIN 0.3% EYE DROP 1 EACH,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,361,LEVETIRAETAM 250 MG / 1 TAB,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,362,LEVETIRAETAM INJ 500 MG / 5 ML,250,J1953,,0,0,0,0,0,0,0
CC-Pharmacy,365,MISOPROSTOL 100 MCG / 1 EA,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,366,METHYLERGONOVINE 0.2 MG / 1 ML,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,367,ACYCLOVIR 1000 MG / 20 ML,250,J0133,,0,0,0,0,0,0,0
CC-Pharmacy,369,PHENTOLAMINE MESYLATE VIAL 5 MG / 2 ML,250,,319.5,255.6,293.94,303.53,303.53,303.53,293.94,319.5
CC-Pharmacy,370,ACIDOPHILUS 50 U / 1 EA,251,,,0,0,0,0,0,0,0
CC-Pharmacy,371,PERTUSS (ACELL),250,,107.06,85.65,98.5,101.71,101.71,101.71,98.5,107.06
CC-Pharmacy,372,RITUXIMAB VIAL 500 MG / 50 ML,250,,888.91,711.13,817.8,844.46,844.46,844.46,817.8,888.91
CC-Pharmacy,374,MIDAZOLAM HCL SYRUP 2 MG / 1 ML,250,,5,4,4.6,4.75,4.75,4.75,4.6,5
CC-Pharmacy,375,GADOTERIDOL VIAL 5586 MG / 20 ML,250,,161,128.8,148.12,152.95,152.95,152.95,148.12,161
CC-Pharmacy,377,"GAM CAPRYLATE(IGG) VIAL 20 G / 200 ML""",250,J1561,,0,0,0,0,0,0,0
CC-Pharmacy,378,FLUTREN LIPID MICROSPHERE,250,,0,0,0,0,0,0,0,0
CC-Pharmacy,379,IRON SUCROSE COMPLES VILE,250,J1756,,0,0,0,0,0,0,0
CC-Pharmacy,380,CLOTRIMAZOLE CREAM 1%,250,,41.81,33.45,38.47,39.72,39.72,39.72,38.47,41.81
CC-Pharmacy,382,SODIUM CHLORIDE ADD-VANTAGE 0.9%,250,,0.93,0.74,0.86,0.88,0.88,0.88,0.86,0.93
CC-Pharmacy,384,PHOSPHORUS  250 MG,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,385,RIVAROXABAN / XARELTO,250,,50.35,40.28,46.32,47.83,47.83,47.83,46.32,50.35
CC-Pharmacy,386,SODIUM CHLORIDE FOR INHALTION VIAL NEB,250,J7699,,0,0,0,0,0,0,0
CC-Pharmacy,387,BRIMONIDINE TARTRATE 1 EACH,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,388,DORZOLAMIDE HCL/TIMOLOL MALEATE 22.3 / 6.8 MG,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,389,DEXAMETHAZONE 1MG TAB,250,,5,4,4.6,4.75,4.75,4.75,4.6,5
CC-Pharmacy,392,ACETAZOLAMIDE 250 TAB,250,,9,7.2,8.28,8.55,8.55,8.55,8.28,9
CC-Pharmacy,393,FISH OIL 1000 MG,250,,0,0,0,0,0,0,0,0
CC-Pharmacy,394,JUVEN 7G/7G/200 MG,250,,11.8,9.44,10.86,11.21,11.21,11.21,10.86,11.8
CC-Pharmacy,395,FAT EMULSIONS 250 ML,250,,34.29,27.43,31.55,32.58,32.58,32.58,31.55,34.29
CC-Pharmacy,396,VERCURONIUM INJ 20 MG,250,,24.93,19.94,22.94,23.68,23.68,23.68,22.94,24.93
CC-Pharmacy,397,CEFOXITIN SODIUM 1G/20ML,250,,14.72,11.78,13.54,13.98,13.98,13.98,13.54,14.72
CC-Pharmacy,399,VEDOLIZUMAB INJ 300 MG,250,J3380,,0,0,0,0,0,0,0
CC-Pharmacy,400,ATRACURIUM BESYLATE INJ 50 MG,250,,22.37,17.9,20.58,21.25,21.25,21.25,20.58,22.37
CC-Pharmacy,402,NITROGLYCERIN SUBL BOTTLE 100 TABS,250,,110.66,88.53,101.81,105.13,105.13,105.13,101.81,110.66
CC-Pharmacy,404,COCAINE HCL SOLUTIONS 3%,250,,542.85,434.28,499.42,515.71,515.71,515.71,499.42,542.85
CC-Pharmacy,406,INFLIXIMAB 100 MG,250,J1745,,0,0,0,0,0,0,0
CC-Pharmacy,407,VALPROIC ACID 500 MG,250,,9.68,7.74,8.91,9.2,9.2,9.2,8.91,9.68
CC-Pharmacy,408,ONDANSETRON TAB RAPIDS 4 MG,250,,5.4,4.32,4.97,5.13,5.13,5.13,4.97,5.4
CC-Pharmacy,409,MENTHOL/ZINC OXIDE OINT,250,,0,0,0,0,0,0,0,0
CC-Pharmacy,410,TRANEZAMIC ACID 10 ML,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,411,OCTREOTIDE ACETATE 50 MCG/ML,250,J2354,,0,0,0,0,0,0,0
CC-Pharmacy,601,SULFACETAMIDE OPTH SOLN,250,,110.92,88.74,102.05,105.37,105.37,105.37,102.05,110.92
CC-Pharmacy,1001,LIDOCAINE 2% W/EPI MDV 20 MG / 1 ML,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,1004,CIPROFLOXACIN / DEXAMETHAZONE OTIC DROPS,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,1111,TENECTEPLASE 50 MG,250,J3101,,0,0,0,0,0,0,0
CC-Pharmacy,1533,ACTIVATED CHARCOAL/SORBITOL GEL 50 GM / 240 ML,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,1535,PPD TUBERCILIN VIAL 5 UN / 0.1 ML,250,86580,,0,0,0,0,0,0,0
CC-Pharmacy,1538,HEPARIN INj,250,J1644,,0,0,0,0,0,0,0
CC-Pharmacy,1540,LIDOCAINE SYRINGE 2% 5 ML,250,J2001,,0,0,0,0,0,0,0
CC-Pharmacy,1544,CARVEDILOL 3.125 MG 1 TAB,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,1547,METHOCARBAMOL 750 MG / 1 TAB,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,1562,PNEUMOCOCCAL VACC 0.5 ML,636,90732,,0,0,0,0,0,0,0
CC-Pharmacy,1563,HYDROCODONE 5 MG/325 MG 1 TAB,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,1564,DOBUTAMINE IV 250 MG / 250 ML,250,J1250,,0,0,0,0,0,0,0
CC-Pharmacy,1600,SODIUM CHLORIDE 0.9% 1000 ML,258,J7030,,0,0,0,0,0,0,0
CC-Pharmacy,1602,SODIUM CHLORIDE 0.9% 250 ML,258,J7050,,0,0,0,0,0,0,0
CC-Pharmacy,1605,IV SODIUM CHLORIDE 0.9% 100 ML,258,J7050,,0,0,0,0,0,0,0
CC-Pharmacy,1606,DEXTROSE WITH SODIUM CHLORIDE 0.9% 1000 ML,258,J7042,,0,0,0,0,0,0,0
CC-Pharmacy,1607,DEXTROSE WITH SODIUM CHLORIDE0.45% 1000 ML,258,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,1610,DEXTROSE 0.5% 1000 ML,258,J7070,,0,0,0,0,0,0,0
CC-Pharmacy,1612,DEXTROSE 0.5% 250 ML,258,,26.02,20.82,23.94,24.72,24.72,24.72,23.94,26.02
CC-Pharmacy,1613,DEXTROSE 0.5% 100 ML,258,,20.81,16.65,19.15,19.77,19.77,19.77,19.15,20.81
CC-Pharmacy,1614,LACTATED RINGERS IV 1000 ML,258,J7120,,0,0,0,0,0,0,0
CC-Pharmacy,1617,SODIUM CHLORIDE 0.45% 1000 ML,258,J7030,,0,0,0,0,0,0,0
CC-Pharmacy,1620,POTASSIUM CHLORIDE 20 MEQ,250,J3480,,0,0,0,0,0,0,0
CC-Pharmacy,1621,"POTASSIUM CL 2 MEQ/ML VIAL 10 mEq, 5 mL",250,J3480,,0,0,0,0,0,0,0
CC-Pharmacy,2000,AMITRIPTYLINE 25 MG / 1 TAB,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2002,ATROPINE SULFATE SYRINGE 1 MG,250,J0461,,0,0,0,0,0,0,0
CC-Pharmacy,2019,CEPHALEXIN 250 MG / 1 CAP,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2021,DICLOFENAC TOPICAL GEL 1%,250,,16.73,13.38,15.39,15.89,15.89,15.89,15.39,16.73
CC-Pharmacy,2026,FAMOTIDINE 20 MG / 1 TAB,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2029,ACETAMINOPHEN 325 MG / 1 TAB,250,A9150,,0,0,0,0,0,0,0
CC-Pharmacy,2064,DILTIAZEM ER 120 MG CAP,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2065,DILTIAZEM 30 MG TAB,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2066,CEFUROXIME AXETIL 250 MG / 1 TAB,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2071,METOCLOPRAMIDE 10 MG / 1 TAB,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2084,NIFEDIPINE ER 30 MG,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2089,IMIPENEM/CILASTATIN VIAL 500 MG / 1 EA,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2091,MULTIVITAMINS 1 TAB,250,A9150,,0,0,0,0,0,0,0
CC-Pharmacy,2093,ANTIPYRINE /BENZOCAINE AB OTIC 10 ML / 1 EA,250,,19.76,15.81,18.18,18.77,18.77,18.77,18.18,19.76
CC-Pharmacy,2096,Midazolam 1mg/1ml,250,J3360,,0,0,0,0,0,0,0
CC-Pharmacy,2098,FUROSEMIDE INJ 20 MG,250,J1940,,0,0,0,0,0,0,0
CC-Pharmacy,2103,ALBUTEROL SULFATE 2.5 MG / 3 ML,250,J7613,,0,0,0,0,0,0,0
CC-Pharmacy,2111,PREDNISONE 5 MG / 1 TAB,250,J7510,,0,0,0,0,0,0,0
CC-Pharmacy,2116,PROCHLORPERAZINE SUPP 25 MG / 1 EA,250,J8498,,0,0,0,0,0,0,0
CC-Pharmacy,2117,HYDROXYZINE 50 MG INJ,250,,,0,0,0,0,0,0,0
CC-Pharmacy,2118,PENICILLIN G BENZ IV 1200000 UN / 1 ML,250,J0561,,0,0,0,0,0,0,0
CC-Pharmacy,2120,"DICLOFENAC SODIUM 1% GEL 100 g, 100 g",250,,,0,0,0,0,0,0,0
CC-Pharmacy,2121,VERAPAMIL INJ 10 MG/ 4 ML,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2123,METHYLPREDNISOLONE 4 MG /21 TAB,250,J7509,,0,0,0,0,0,0,0
CC-Pharmacy,2124,PROCHLORPERAZINE 10 MG / 2 ML,250,J0780,,0,0,0,0,0,0,0
CC-Pharmacy,2125,AMOXICILLIN SUSP RECON 250 MG / 5 ML,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2127,ACETAMINOPHEN RECTAL SUPP 120 MG / 1 EA,250,A9150,,0,0,0,0,0,0,0
CC-Pharmacy,2129,CARBAMAZEPINE 200 MG / 1 TAB,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2132,DEXAMETHASONE INJ 4 MG / 1 ML,250,J1100,,0,0,0,0,0,0,0
CC-Pharmacy,2134,VALPROIC ACID 250 MG,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2136,ALLOPURINOL 100 MG / 1 TAB,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2139,CEFTRIAXONE 1 GM,250,J0696,,0,0,0,0,0,0,0
CC-Pharmacy,2142,PROMETHAZINE HCL SUPP RECT 12.5 MG,250,J8498,,0,0,0,0,0,0,0
CC-Pharmacy,2146,SPIRONOLACTONE 25 MG,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2155,PHENYTOIN SODIUM EXTENDED 100 MG / 1 CAP,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2162,METRONIDAZOLE 500 MG / 1 TAB,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2167,SULFA/TRIMETHOPRIM SUSP 200/40MG 5 ML,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2171,NITROFURANTIOIN MACROCRYSTAL 50 MG TAB,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2176,METOLAZONE 2.5 MG,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2178,NYSTATIN CR 30 GM,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2180,PROPOFOL VIAL 200 MG / 20 ML,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2181,VECURONIUM VIAL10 MG,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2186,SIMETHICONE 80 MG / 1 TAB,250,A9150,,0,0,0,0,0,0,0
CC-Pharmacy,2188,OMEPRAZOLE MAG 20 MG,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2189,ROCURONIUM VIAL 50 MG / 5 ML,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2190,ONDANSETRON 4 MG TAB *,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2191,AZITHROMYCIN 250 MG,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2193,LIDOCAINE 4% INJ 200 MG / 5 ML,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2199,BUSPIRONE 10 MG / 1 TAB,250,,5,4,4.6,4.75,4.75,4.75,4.6,5
CC-Pharmacy,2203,DOXYCYCLINE HYCLATE 100 MG / 1 EA,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2206,TRIAMCINOLONE ACETONIDE INJ  40 MG /1 ML,250,J3301,,0,0,0,0,0,0,0
CC-Pharmacy,2215,CEFAZOLIN  1 GM / 1 EA,250,J0690,,0,0,0,0,0,0,0
CC-Pharmacy,2218,CLINDAMYCIN INJ 600 MG,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2220,FLUCONAZOLE 150 MG,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2222,METRONIDAZOLE IV 500 MG,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2223,GENTAMICIN SULFATE VIAL 80 MG / 2 ML,250,J1580,,0,0,0,0,0,0,0
CC-Pharmacy,2224,"PORCINE/ D5W IV SOLN"" 500 ML",250,J1644,,0,0,0,0,0,0,0
CC-Pharmacy,2232,MEPERIDINE PFS INJ 50 MG / 1 ML,250,J2175,,0,0,0,0,0,0,0
CC-Pharmacy,2234,MULTIVITAMINS IV INJ 2- 5 ML VIALS 10 ML,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2235,FAMOTIDINE INJ 20 MG,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2236,PIPERACILLIN/TAZOBACTAM INJ 3.375 GM / 1 EA,250,J2543,,0,0,0,0,0,0,0
CC-Pharmacy,2242,VANCOMYCIN 1 GM,250,J3370,,0,0,0,0,0,0,0
CC-Pharmacy,2246,DOPAMINE HCL/D5W BAG 400 MG,250,J1265,,0,0,0,0,0,0,0
CC-Pharmacy,2247,HYDROXYZINE HCL 25 MG / 1 TAB,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2251,METOPROLOL TARTRATE 25 MG / 1 EA,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2253,NYSTATIN SUSP ORAL 5 ML,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2257,OXYTOCIN 10 UNIT,250,J2590,,0,0,0,0,0,0,0
CC-Pharmacy,2258,RHO (D) IMMUNE GLOBULIN,250,J2790,,0,0,0,0,0,0,0
CC-Pharmacy,2261,PHYTONADIONE AMP INJ 10 MG / 10 ML,250,J3430,,0,0,0,0,0,0,0
CC-Pharmacy,2263,AMOXICILLIN SUSP RECON 125 MG / 5 ML,250,,9.72,7.78,8.94,9.23,9.23,9.23,8.94,9.72
CC-Pharmacy,2264,SILVER SULFADIAZINE 1% CRM WHOLE TUBE,250,,27.09,21.67,24.92,25.74,25.74,25.74,24.92,27.09
CC-Pharmacy,2265,SILVER SULFADIAZINE 1% CRM,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2270,EPINEPHRINE DISP SYRIN,250,J0171,,0,0,0,0,0,0,0
CC-Pharmacy,2278,TERBUTALINE AMP VIAL 1 MG / 1 ML,250,J3105,,0,0,0,0,0,0,0
CC-Pharmacy,2281,ADENOSINE VIAL 6 MG,250,J0153,,0,0,0,0,0,0,0
CC-Pharmacy,2287,FILGRASTIM  INJ *SPECIAL ORDER* 480 MCG / 0.8 ML,250,J1442,,0,0,0,0,0,0,0
CC-Pharmacy,2292,ENALAPRILAT VIAL 1.25 MG / 1 ML,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2293,NITROGLYCERIN PATCH 0.4 MG / 1 EA,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2294,NITROGLYCERIN OINT 2% 1 GM / 1 IN,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2295,THIAMINE HCL VIAL 200 MG/ 2ML,250,J3411,,0,0,0,0,0,0,0
CC-Pharmacy,2296,PROMETHAZINE AMP 25 MG,250,J2550,,0,0,0,0,0,0,0
CC-Pharmacy,2297,Aplisol 5T UNITS/0.1 ML,250,,,0,0,0,0,0,0,0
CC-Pharmacy,2305,CARBIDOPA / LEVODOPA 25/100 MG,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2308,BUMETANIDE 1 MG TAB,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2314,ISOSORBIDE DINITRATE 20 MG / 1 TAB,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2320,HYDROCHLOROTHIAZIDE 25 MG / 1 TAB,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2324,CLONIDINE HCL 0.1 MG / 1 TAB,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2325,AMLODIPINE 5 MG / 1 TAB,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2329,DIHYDROERGOTAMINE MESYLATE INJ 1 MG / 1 ML,250,,192.54,154.03,177.14,182.91,182.91,182.91,177.14,192.54
CC-Pharmacy,2340,AMIODARONE 200 MG TAB,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2343,DOXYCYCLINE HYCLATE INJ 100 MG / 1 EA,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2353,AZITHROMYCIN IV 500 MG,250,J0456,,0,0,0,0,0,0,0
CC-Pharmacy,2354,NEOMYCIN/POLY B/DEXAMETH OPTH 5 ML / 1 EA,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2357,WARFARIN 1 MG,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2372,PREDNISONE 20 MG / 1 TAB,250,J7510,,0,0,0,0,0,0,0
CC-Pharmacy,2375,AMPICILLIN INJ 2 MG,250,J0290,,0,0,0,0,0,0,0
CC-Pharmacy,2383,DIPHENHYDRAMINE SYRUP 12.5 MG / 5 ML,250,A9150,,0,0,0,0,0,0,0
CC-Pharmacy,2400,GLIPIZIDE 5 MG / 1 TAB,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2401,LOSARTAN/HCTZ 50/12.5MG 1 TAB,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2404,SUMATRIPTAN 100 MG / 1 TAB,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2409,THIAMINE 100 MG / 1 TAB,250,A9150,,0,0,0,0,0,0,0
CC-Pharmacy,2410,THEOPHYLLINE ANHYDROUS 400 MG / 1 TAB,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2411,TRAMADOL 50 MG / 1 TAB,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2421,DOCUSATE SODIUM LIQ 60 MG / 15 ML,250,A9150,,0,0,0,0,0,0,0
CC-Pharmacy,2422,"OXYBUTYNIN 5 MG TABLET 5 mg, 100 eaches",250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2431,PANTOPRAZOLE SODIUM IV 40 MG,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2440,LIDOCAINE 1% MDV 10 MG / 5 ML,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2603,CYCLOPENTOLATE HCL 2 ML,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2607,COLCHICINE 0.6 MG,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2609,CLONIDINE PATCH TDWK (0.1 MG / 24 HOUR),250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2611,RISPERIDONE 0.25 MG TAB,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2685,BACLOFEN 10 MG / 1 TAB,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,2703,IBUPROFEN ELIXIR 100 MG / 5 ML,250,A9150,,0,0,0,0,0,0,0
CC-Pharmacy,2900,SERTRALINE 100 MG / 1 TAB,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,3000,ACETHCYSTEINE 20%,250,,14.97,11.98,13.77,14.22,14.22,14.22,13.77,14.97
CC-Pharmacy,3001,ALBUTEROL HFA MDI SPRAY,250,J3535,,0,0,0,0,0,0,0
CC-Pharmacy,3002,VALACYCLOVIR 500 MG / 1 TAB,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,3009,TRAZODONE 50 MG / 1 TAB,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,3011,LORazepam 0.5 MG TABLET,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,3012,ATENOLOL 25 MG / 1 TAB,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,3013,MUPIROCIN 2% OINT. 22 GM,250,J3490,,0,0,0,0,0,0,0
CC-Pharmacy,3021,AMIODARONE HCI INJ 150 MG / 3 ML,250,J0282,,0,0,0,0,0,0,0
CC-Pharmacy,3023,LEVOFLOXACIN INJ 500 MG / 1 EA,250,J1956,,0,0,0,0,0,0,0
CC-Pharmacy,3029,DIGOXIN AMP INJ 0.5 MG / 2 ML,250,J1160,,0,0,0,0,0,0,0
CC-Pharmacy,3031,CHOLESTYRAMINE 4 GM / 1 EA,250,J3490,,0,0,0,0,0,0,0
