Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,ALLEGIANCE,BCBSMT_HEALTHLINK,BCBSMT_POS_CLOSED_NETWORK,BCBSMT_TRADITIONAL,FIRST_CHOICE_HEALTH,PACIFIC_SOURCE,UNITED_HEALTHCARE
10011055_7,CUTTING BENIGN HYPERKERATORIC,Outpatient,521,11055,"Paring or cutting of benign hyperkeratotic lesion (eg, corn or callus); single lesion",,0,119,101.15,101.15,119,113.05,113.05,115.43,119,116.62,116.62,113.05
10011056_7,PAR/CUT BENIGN HYPERKERATOTIC LESION 2-4,Outpatient,521,11056,"Paring or cutting of benign hyperkeratotic lesion (eg, corn or callus); 2 to 4 lesions",,0,115,97.75,97.75,115,109.25,109.25,111.55,115,112.7,112.7,109.25
10011102_7,TANGENTIAL BX SKIN SGL LESION,Outpatient,521,11102,"Tangential biopsy of skin (eg, shave, scoop, saucerize, curette); single lesion",,0,257,218.45,74.88,251.86,244.15,74.88,74.88,74.88,251.86,251.86,244.15
10011103_7,TANGENTIAL BX SKIN EA ADDL LESION,Outpatient,521,,,,0,139,118.15,118.15,139,132.05,132.05,134.83,139,136.22,136.22,132.05
10011104_7,PUNCH BX SKIN SGL LESION,Outpatient,521,11104,"Punch biopsy of skin (including simple closure, when performed); single lesion",,0,323,274.55,74.88,316.54,306.85,74.88,74.88,74.88,316.54,316.54,306.85
10011105_7,PUNCH BX SKIN EA ADDL LESION,Outpatient,521,11105,"Punch biopsy of skin (including simple closure, when performed); each separate/additional lesion (List separately in addition to code for primary procedure)",,0,159,135.15,135.15,159,151.05,151.05,154.23,159,155.82,155.82,151.05
10011106_7,INCISIONAL BX SKIN SGL LESION,Outpatient,521,11106,"Incisional biopsy of skin (eg, wedge) (including simple closure, when performed); single lesion",,0,392,333.2,74.88,384.16,372.4,74.88,74.88,74.88,384.16,384.16,372.4
10011107_7,INCISIONAL BX SKIN EA ADDL LESION,Outpatient,521,11107,"Incisional biopsy of skin (eg, wedge) (including simple closure, when performed); each separate/additional lesion (List separately in addition to code for primary procedure)",,0,188,159.8,159.8,188,178.6,178.6,182.36,188,184.24,184.24,178.6
10011200_7,SKIN TAGS REMOVAL UP TO 15 LES,Outpatient,521,11200,"Removal of skin tags, multiple fibrocutaneous tags, any area; up to and including 15 lesions",,0,194,164.9,164.9,194,184.3,184.3,188.18,194,190.12,190.12,184.3
10011201_7,SKIN TAG REMOVAL AFTER 1ST 15,Outpatient,521,11201,"Removal of skin tags, multiple fibrocutaneous tags, any area; each additional 10 lesions, or part thereof (List separately in addition to code for primary procedure)",,0,96,81.6,81.6,96,91.2,91.2,93.12,96,94.08,94.08,91.2
10011300_7,SHAVING EPIDERMAL LESION 5CM<,Outpatient,521,11300,"Shaving of epidermal or dermal lesion, single lesion, trunk, arms or legs; lesion diameter 0.5 cm or less",,0,196,166.6,166.6,196,186.2,186.2,190.12,196,192.08,192.08,186.2
10011301_7,SHAVING OF LESION 0.6-1.0CM,Outpatient,521,11301,"Shaving of epidermal or dermal lesion, single lesion, trunk, arms or legs; lesion diameter 0.6 to 1.0 cm",,0,263,223.55,223.55,263,249.85,249.85,255.11,263,257.74,257.74,249.85
10011302_7,"SHAV EPID, DERMAL LESION 1.1 TO 2.0 CM",Outpatient,521,11302,"Shaving of epidermal or dermal lesion, single lesion, trunk, arms or legs; lesion diameter 1.1 to 2.0 cm",,0,310,263.5,263.5,310,294.5,294.5,300.7,310,303.8,303.8,294.5
10011303_7,SHAVE BX EPIDERMAL/DERMAL LESION TRUNK,Outpatient,521,11303,"Shaving of epidermal or dermal lesion, single lesion, trunk, arms or legs; lesion diameter over 2.0 cm",,0,338,287.3,287.3,338,321.1,321.1,327.86,338,331.24,331.24,321.1
10011305_7,SHAVING OF LESION 5CM OR LESS,Outpatient,521,11305,"Shaving of epidermal or dermal lesion, single lesion, scalp, neck, hands, feet, genitalia; lesion diameter 0.5 cm or less",,0,194,164.9,164.9,194,184.3,184.3,188.18,194,190.12,190.12,184.3
10011306_7,SHAVING OF EPI OR DERMAL LESION .6-1.0CM,Outpatient,521,11306,"Shaving of epidermal or dermal lesion, single lesion, scalp, neck, hands, feet, genitalia; lesion diameter 0.6 to 1.0 cm",,0,243,206.55,206.55,243,230.85,230.85,235.71,243,238.14,238.14,230.85
10011307_7,"SHAVING OF EPIDERMAL OR DERMAL LESION, S",Outpatient,521,11307,"Shaving of epidermal or dermal lesion, single lesion, scalp, neck, hands, feet, genitalia; lesion diameter 1.1 to 2.0 cm",,0,283,240.55,88.02,277.34,268.85,88.02,88.02,88.02,277.34,277.34,268.85
10011310_7,SHAVING EPIDERMAL/DERMAL LESION 0.5CM,Outpatient,521,11310,"Shaving of epidermal or dermal lesion, single lesion, face, ears, eyelids, nose, lips, mucous membrane; lesion diameter 0.5 cm or less",,0,238,202.3,84.24,233.24,226.1,84.24,84.24,84.24,233.24,233.24,226.1
10011311_7,"SHAVING OF LESION, FACE, 0.6 TO 1.0 CM",Outpatient,521,11311,"Shaving of epidermal or dermal lesion, single lesion, face, ears, eyelids, nose, lips, mucous membrane; lesion diameter 0.6 to 1.0 cm",,0,222,188.7,69.48,217.56,210.9,69.48,69.48,69.48,217.56,217.56,210.9
10011312_7,"SHAVING OF EPIDERMAL LESION, FACE,1.1-2.",Outpatient,521,11312,"Shaving of epidermal or dermal lesion, single lesion, face, ears, eyelids, nose, lips, mucous membrane; lesion diameter 1.1 to 2.0 cm",,0,323,274.55,111.24,316.54,306.85,111.24,111.24,111.24,316.54,316.54,306.85
10011400_7,EXCISION BENIGN LESION < .5 CM,Outpatient,521,11400,"Excision, benign lesion including margins, except skin tag (unless listed elsewhere), trunk, arms or legs; excised diameter 0.5 cm or less",,0,255,216.75,91.8,249.9,242.25,91.8,91.8,91.8,249.9,249.9,242.25
10011401_7,"EXCISION, MOLE",Outpatient,521,11401,"Excision, benign lesion including margins, except skin tag (unless listed elsewhere), trunk, arms or legs; excised diameter 0.6 to 1.0 cm",,0,330,280.5,100.8,323.4,313.5,100.8,100.8,100.8,323.4,323.4,313.5
10011402_7,EXCISION BENIGN LESION,Outpatient,521,11402,"Excision, benign lesion including margins, except skin tag (unless listed elsewhere), trunk, arms or legs; excised diameter 1.1 to 2.0 cm",,0,363,308.55,110.88,355.74,344.85,110.88,110.88,110.88,355.74,355.74,344.85
10011403_7,EXCISION BENIGN LESN 2.1-3.0CM,Outpatient,521,11403,"Excision, benign lesion including margins, except skin tag (unless listed elsewhere), trunk, arms or legs; excised diameter 2.1 to 3.0 cm",,0,420,357,120.6,411.6,399,120.6,120.6,120.6,411.6,411.6,399
10011404_7,EXCIS BENIGN LESION 3.1-4.0CM,Outpatient,521,11404,"Excision, benign lesion including margins, except skin tag (unless listed elsewhere), trunk, arms or legs; excised diameter 3.1 to 4.0 cm",,0,508,431.8,431.8,508,482.6,482.6,492.76,508,497.84,497.84,482.6
10011406_7,EXCISION BENIGN LESION OVER 4.0CM,Outpatient,521,11406,"Excision, benign lesion including margins, except skin tag (unless listed elsewhere), trunk, arms or legs; excised diameter over 4.0 cm",,0,822,698.7,698.7,822,780.9,780.9,797.34,822,805.56,805.56,780.9
10011420_7,EXC BENIGN LESION EXCEPT SKINT,Outpatient,521,11420,"Excision, benign lesion including margins, except skin tag (unless listed elsewhere), scalp, neck, hands, feet, genitalia; excised diameter 0.5 cm or less",,0,373,317.05,84.6,365.54,354.35,84.6,84.6,84.6,365.54,365.54,354.35
10011421_7,EXCISION BENIGN LSN 0.6-1.0CM,Outpatient,521,11421,"Excision, benign lesion including margins, except skin tag (unless listed elsewhere), scalp, neck, hands, feet, genitalia; excised diameter 0.6 to 1.0 cm",,0,347,294.95,101.16,340.06,329.65,101.16,101.16,101.16,340.06,340.06,329.65
10011422_7,EXCISION BENIGN LESION 1.1-2.0CM,Outpatient,521,11422,"Excision, benign lesion including margins, except skin tag (unless listed elsewhere), scalp, neck, hands, feet, genitalia; excised diameter 1.1 to 2.0 cm",,0,404,343.4,111.6,395.92,383.8,111.6,111.6,111.6,395.92,395.92,383.8
10011423_7,EXC BENIGN LESION 2.1-3.0CM FEET HANDS,Outpatient,521,11423,"Excision, benign lesion including margins, except skin tag (unless listed elsewhere), scalp, neck, hands, feet, genitalia; excised diameter 2.1 to 3.0 cm",,0,447,379.95,120.96,438.06,424.65,120.96,120.96,120.96,438.06,438.06,424.65
10011424_7,EXCISION LESIONS 3.1-4.0,Outpatient,521,11424,"Excision, benign lesion including margins, except skin tag (unless listed elsewhere), scalp, neck, hands, feet, genitalia; excised diameter 3.1 to 4.0 cm",,0,574,487.9,487.9,574,545.3,545.3,556.78,574,562.52,562.52,545.3
10011426_7,EXCISION BENIGN LESION < 4CM,Outpatient,521,11426,"Excision, benign lesion including margins, except skin tag (unless listed elsewhere), scalp, neck, hands, feet, genitalia; excised diameter over 4.0 cm",,0,870,739.5,739.5,870,826.5,826.5,843.9,870,852.6,852.6,826.5
10011440_7,EXCISION BENIGN LESION,Outpatient,521,11440,"Excision, other benign lesion including margins, except skin tag (unless listed elsewhere), face, ears, eyelids, nose, lips, mucous membrane; excised diameter 0.5 cm or less",,0,416,353.6,96.84,407.68,395.2,96.84,96.84,96.84,407.68,407.68,395.2
10011441_7,EXCISION BENIGN LESION 0.6-1.0,Outpatient,521,11441,"Excision, other benign lesion including margins, except skin tag (unless listed elsewhere), face, ears, eyelids, nose, lips, mucous membrane; excised diameter 0.6 to 1.0 cm",,0,371,315.35,109.8,363.58,352.45,109.8,109.8,109.8,363.58,363.58,352.45
10011442_7,EXCISION BENIGN LESN 1.1-2.0CM,Outpatient,521,11442,"Excision, other benign lesion including margins, except skin tag (unless listed elsewhere), face, ears, eyelids, nose, lips, mucous membrane; excised diameter 1.1 to 2.0 cm",,0,408,346.8,119.88,399.84,387.6,119.88,119.88,119.88,399.84,399.84,387.6
10011443_7,"BENIGN LESIOON 2, 1-3, 0 CN",Outpatient,521,11443,"Excision, other benign lesion including margins, except skin tag (unless listed elsewhere), face, ears, eyelids, nose, lips, mucous membrane; excised diameter 2.1 to 3.0 cm",,0,499,424.15,132.48,489.02,474.05,132.48,132.48,132.48,489.02,489.02,474.05
10011462_7,"HIDRADENITIS,INGUINAL HERNIA",Outpatient,521,11462,"Excision of skin and subcutaneous tissue for hidradenitis, inguinal; with simple or intermediate repair",,0,813,691.05,691.05,813,772.35,772.35,788.61,813,796.74,796.74,772.35
10011600_7,"EXC, MALIG LESION, TRUNK & EXT> 0.5CM",Outpatient,521,11600,"Excision, malignant lesion including margins, trunk, arms, or legs; excised diameter 0.5 cm or less",,0,490,416.5,131.4,480.2,465.5,131.4,131.4,131.4,480.2,480.2,465.5
10011601_7,MALIGNANT LESION 0.6-1.0,Outpatient,521,11601,"Excision, malignant lesion including margins, trunk, arms, or legs; excised diameter 0.6 to 1.0 cm",,0,476,404.6,149.76,466.48,452.2,149.76,149.76,149.76,466.48,466.48,452.2
10011602_7,MALIGNANT LESION DIAM 1.1-2.0C,Outpatient,521,11602,"Excision, malignant lesion including margins, trunk, arms, or legs; excised diameter 1.1 to 2.0 cm",,0,523,444.55,161.28,512.54,496.85,161.28,161.28,161.28,512.54,512.54,496.85
10011603_7,EXC MALIGNANT LES 2.1-3.0CM,Outpatient,521,11603,"Excision, malignant lesion including margins, trunk, arms, or legs; excised diameter 2.1 to 3.0 cm",,0,614,521.9,174.6,601.72,583.3,174.6,174.6,174.6,601.72,601.72,583.3
10011604_7,"EXCISION, MALIG LESION, TRUNK/EXT 3.1-4.",Outpatient,521,11604,"Excision, malignant lesion including margins, trunk, arms, or legs; excised diameter 3.1 to 4.0 cm",,0,683,580.55,580.55,683,648.85,648.85,662.51,683,669.34,669.34,648.85
10011606_7,EXC MALIGNANT LESION >4CM,Outpatient,521,11606,"Excision, malignant lesion including margins, trunk, arms, or legs; excised diameter over 4.0 cm",,0,979,832.15,832.15,979,930.05,930.05,949.63,979,959.42,959.42,930.05
10011620_7,EXCISION SKIN LESION .5CM/LESS,Outpatient,521,11620,"Excision, malignant lesion including margins, scalp, neck, hands, feet, genitalia; excised diameter 0.5 cm or less",,0,503,427.55,132.12,492.94,477.85,132.12,132.12,132.12,492.94,492.94,477.85
10011621_7,EXCISION MALIGNANT LESION SCALP 0.6-1.0,Outpatient,521,11621,"Excision, malignant lesion including margins, scalp, neck, hands, feet, genitalia; excised diameter 0.6 to 1.0 cm",,0,480,408,150.12,470.4,456,150.12,150.12,150.12,470.4,470.4,456
10011622_7,EXCISION MALIG LESION 1.1-2.0CM SCALP NE,Outpatient,521,11622,"Excision, malignant lesion including margins, scalp, neck, hands, feet, genitalia; excised diameter 1.1 to 2.0 cm",,0,550,467.5,163.8,539,522.5,163.8,163.8,163.8,539,539,522.5
10011623_7,EXCISION MAL LES 2.1-3.0CM,Outpatient,521,11623,"Excision, malignant lesion including margins, scalp, neck, hands, feet, genitalia; excised diameter 2.1 to 3.0 cm",,0,652,554.2,179.64,638.96,619.4,179.64,179.64,179.64,638.96,638.96,619.4
10011626_7,EXC MLGNT SCLP NK HNDS FT GNTLA > 4 CM,Outpatient,521,11626,"Excision, malignant lesion including margins, scalp, neck, hands, feet, genitalia; excised diameter over 4.0 cm",,0,892,758.2,758.2,892,847.4,847.4,865.24,892,874.16,874.16,847.4
10011640_7,EXCISION LESION LIP,Outpatient,521,11640,"Excision, malignant lesion including margins, face, ears, eyelids, nose, lips; excised diameter 0.5 cm or less",,0,596,506.6,137.16,584.08,566.2,137.16,137.16,137.16,584.08,584.08,566.2
10011641_7,EX MALIGNANT LESION 0.6-1.0,Outpatient,521,11641,"Excision, malignant lesion including margins, face, ears, eyelids, nose, lips; excised diameter 0.6 to 1.0 cm",,0,500,425,154.44,490,475,154.44,154.44,154.44,490,490,475
10011642_7,EXC MALIG LESION 1.1-2.0CM,Outpatient,521,11642,"Excision, malignant lesion including margins, face, ears, eyelids, nose, lips; excised diameter 1.1 to 2.0 cm",,0,587,498.95,169.92,575.26,557.65,169.92,169.92,169.92,575.26,575.26,557.65
10011643_7,MALIGNAT EXC LESION 2.1-3.0CM,Outpatient,521,11643,"Excision, malignant lesion including margins, face, ears, eyelids, nose, lips; excised diameter 2.1 to 3.0 cm",,0,694,589.9,186.12,680.12,659.3,186.12,186.12,186.12,680.12,680.12,659.3
10011644_7,EXCISION MALIG LESION FACE 3.1,Outpatient,521,11644,"Excision, malignant lesion including margins, face, ears, eyelids, nose, lips; excised diameter 3.1 to 4.0 cm",,0,858,729.3,729.3,858,815.1,815.1,832.26,858,840.84,840.84,815.1
10011719_7,NAIL TRIMMING OF NONDYSTROPHIC,Outpatient,521,11719,"Trimming of nondystrophic nails, any number",,0,56,47.6,47.6,56,53.2,53.2,54.32,56,54.88,54.88,53.2
10011720_7,DEBRIDEMENT OF 1 TO 5 NAILS ANY METHODS',Outpatient,521,11720,Debridement of nail(s) by any method(s); 1 to 5,,0,65,55.25,55.25,65,61.75,61.75,63.05,65,63.7,63.7,61.75
10011721_7,DEBRIDEMENT OF NAILS SIX OR MORE,Outpatient,521,11721,Debridement of nail(s) by any method(s); 6 or more,,0,92,78.2,78.2,92,87.4,87.4,89.24,92,90.16,90.16,87.4
10011730_7,AVULSION NAIL PLATE SINGLE,Outpatient,521,11730,"Avulsion of nail plate, partial or complete, simple; single",,0,200,170,170,200,190,190,194,200,196,196,190
10011732_7,AVULSION NAIL PLATE EACH ADDL PLATE,Outpatient,521,11732,"Avulsion of nail plate, partial or complete, simple; each additional nail plate (List separately in addition to code for primary procedure)",,0,105,89.25,89.25,105,99.75,99.75,101.85,105,102.9,102.9,99.75
10011740_7,EVACUATION SUBUNGUAL HEMATOMA,Outpatient,521,11740,Evacuation of subungual hematoma,,0,109,92.65,92.65,109,103.55,103.55,105.73,109,106.82,106.82,103.55
10011750_7,"REMOVAL OF NAIL, PERMANENT",Outpatient,521,11750,"Excision of nail and nail matrix, partial or complete (eg, ingrown or deformed nail), for permanent removal",,0,443,376.55,96.12,434.14,420.85,96.12,96.12,96.12,434.14,434.14,420.85
10011760_7,REPAIR OF NAIL BED,Outpatient,521,11760,Repair of nail bed,,0,452,384.2,384.2,452,429.4,429.4,438.44,452,442.96,442.96,429.4
10011765_7,INGROWN TOENAIL REMOVAL,Outpatient,521,11765,"Wedge excision of skin of nail fold (eg, for ingrown toenail)",,0,341,289.85,289.85,341,323.95,323.95,330.77,341,334.18,334.18,323.95
10011770_7,"EXCISION OF PILONIDAL CYST OR SINUS, SIM",Outpatient,521,11770,Excision of pilonidal cyst or sinus; simple,,0,598,508.3,508.3,598,568.1,568.1,580.06,598,586.04,586.04,568.1
10011771_7,PILONIDAL CYSTECTOMY,Outpatient,521,11771,Excision of pilonidal cyst or sinus; extensive,,0,1252,1064.2,1064.2,1252,1189.4,1189.4,1214.44,1252,1226.96,1226.96,1189.4
10011900_7,INTRALESIONAL INJECTION TO 7 L,Outpatient,521,11900,"Injection, intralesional; up to and including 7 lesions",,0,141,119.85,119.85,141,133.95,133.95,136.77,141,138.18,138.18,133.95
10011975_7,"INSERTION, IMPLANTABLE CONTRACEPTIVE CAP",Outpatient,521,11981,"Insertion, non-biodegradable drug delivery implant",,0,425,361.25,361.25,425,403.75,403.75,412.25,425,416.5,416.5,403.75
10011976_7,NORPLANT REMOVAL,Outpatient,521,11976,"Removal, implantable contraceptive capsules",,0,300,255,75.96,294,285,75.96,75.96,75.96,294,294,285
10011982_7,REMOVE DRUG IMPLANT DEVICE,Outpatient,521,11982,"Removal, non-biodegradable drug delivery implant",,0,371,315.35,315.35,371,352.45,352.45,359.87,371,363.58,363.58,352.45
10012001_7,"REPAIR SUPERFICIAL WNDS NECK,EXTREMITIES",Outpatient,521,12001,"Simple repair of superficial wounds of scalp, neck, axillae, external genitalia, trunk and/or extremities (including hands and feet); 2.5 cm or less",,0,280,238,238,280,266,266,271.6,280,274.4,274.4,266
10012002_7,WOUND REPAIR SIMPLE 2.6-7.5CM,Outpatient,521,12002,"Simple repair of superficial wounds of scalp, neck, axillae, external genitalia, trunk and/or extremities (including hands and feet); 2.6 cm to 7.5 cm",,0,344,292.4,292.4,344,326.8,326.8,333.68,344,337.12,337.12,326.8
10012004_7,REPAIR WOUND SCALP NECK 7.6CM-12.5CM,Outpatient,521,12004,"Simple repair of superficial wounds of scalp, neck, axillae, external genitalia, trunk and/or extremities (including hands and feet); 7.6 cm to 12.5 cm",,0,419,356.15,356.15,419,398.05,398.05,406.43,419,410.62,410.62,398.05
10012005_7,REPAIR SIMPLE WOUND 12.6-20.0C,Outpatient,521,12005,"Simple repair of superficial wounds of scalp, neck, axillae, external genitalia, trunk and/or extremities (including hands and feet); 12.6 cm to 20.0 cm",,0,527,447.95,447.95,527,500.65,500.65,511.19,527,516.46,516.46,500.65
10012006_7,REPAIR-SIMPLE   20.1CM TO 30CM,Outpatient,521,12006,"Simple repair of superficial wounds of scalp, neck, axillae, external genitalia, trunk and/or extremities (including hands and feet); 20.1 cm to 30.0 cm",,0,636,540.6,540.6,636,604.2,604.2,616.92,636,623.28,623.28,604.2
10012011_7,SIMPLE REPAIR SUPERFICIAL WNDS 2.5 CM <,Outpatient,521,12011,"Simple repair of superficial wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 2.5 cm or less",,0,355,301.75,301.75,355,337.25,337.25,344.35,355,347.9,347.9,337.25
10012013_7,REPAIR OF WOUND 2.6 TO 5.0CM,Outpatient,521,12013,"Simple repair of superficial wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 2.6 cm to 5.0 cm",,0,365,310.25,310.25,365,346.75,346.75,354.05,365,357.7,357.7,346.75
10012015_7,REPAIR WOUND FACE 7.6-12.5CM,Outpatient,521,12015,"Simple repair of superficial wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 7.6 cm to 12.5 cm",,0,549,466.65,466.65,549,521.55,521.55,532.53,549,538.02,538.02,521.55
10012031_7,LAYER CLOSURE OF SCALP 2.5CM,Outpatient,521,12031,"Repair, intermediate, wounds of scalp, axillae, trunk and/or extremities (excluding hands and feet); 2.5 cm or less",,0,489,415.65,161.28,479.22,464.55,161.28,161.28,161.28,479.22,479.22,464.55
10012032_7,LAYER CLOSURE OF WD 2.6 TO 7.5 CM,Outpatient,521,12032,"Repair, intermediate, wounds of scalp, axillae, trunk and/or extremities (excluding hands and feet); 2.6 cm to 7.5 cm",,0,623,529.55,161.92,610.54,591.85,161.92,161.92,161.92,610.54,610.54,591.85
10012034_7,REPAIR INTERMEDIATE 7.6CM TO 12.5CM,Outpatient,521,12034,"Repair, intermediate, wounds of scalp, axillae, trunk and/or extremities (excluding hands and feet); 7.6 cm to 12.5 cm",,0,666,566.1,566.1,666,632.7,632.7,646.02,666,652.68,652.68,632.7
10012035_7,"LACERATION REPAIR, INTERMEDIATE 12.6-20C",Outpatient,521,12035,"Repair, intermediate, wounds of scalp, axillae, trunk and/or extremities (excluding hands and feet); 12.6 cm to 20.0 cm",,0,963,818.55,818.55,963,914.85,914.85,934.11,963,943.74,943.74,914.85
10012036_7,REPAIR WOUND 20.1-30.0 CM,Outpatient,521,12036,"Repair, intermediate, wounds of scalp, axillae, trunk and/or extremities (excluding hands and feet); 20.1 cm to 30.0 cm",,0,980,833,833,980,931,931,950.6,980,960.4,960.4,931
10012037_7,INTERMEDIATE REPAIR OF SCALP OR TRUNK,Outpatient,521,12037,"Repair, intermediate, wounds of scalp, axillae, trunk and/or extremities (excluding hands and feet); over 30.0 cm",,0,1048,890.8,890.8,1048,995.6,995.6,1016.56,1048,1027.04,1027.04,995.6
