Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,ALLEGIANCE,BCBSMT_HEALTHLINK,BCBSMT_POS_CLOSED_NETWORK,BCBSMT_TRADITIONAL,FIRST_CHOICE_HEALTH,PACIFIC_SOURCE,UNITED_HEALTHCARE,hospital
10010060_7,I D ABSCESS,Outpatient,521,10060,"Incision and drainage of abscess (eg, carbuncle, suppurative hidradenitis, cutaneous or subcutaneous abscess, cyst, furuncle, or paronychia); simple or single",,0,263,223.55,73.08,257.74,249.85,73.08,73.08,73.08,257.74,257.74,249.85,Pondera_Medical_Center
10010061_7,I & D OF ABSCESS COMPLICATED/MULTIPLE,Outpatient,521,10061,"Incision and drainage of abscess (eg, carbuncle, suppurative hidradenitis, cutaneous or subcutaneous abscess, cyst, furuncle, or paronychia); complicated or multiple",,0,472,401.2,112.68,462.56,448.4,112.68,112.68,112.68,462.56,462.56,448.4,Pondera_Medical_Center
10010080_7,I & D OF PILONIDAL CYST,Outpatient,521,10080,Incision and drainage of pilonidal cyst; simple,,0,465,395.25,133.92,455.7,441.75,133.92,133.92,133.92,455.7,455.7,441.75,Pondera_Medical_Center
10010120_7,INCISION & REM FORIGN BODY,Outpatient,521,10120,"Incision and removal of foreign body, subcutaneous tissues; simple",,0,327,277.95,108.72,320.46,310.65,108.72,108.72,108.72,320.46,320.46,310.65,Pondera_Medical_Center
10010121_7,INCISION & REMOVAL OF FB COMPLEX,Outpatient,521,10121,"Incision and removal of foreign body, subcutaneous tissues; complicated",,0,590,501.5,501.5,590,560.5,560.5,572.3,590,578.2,578.2,560.5,Pondera_Medical_Center
10010140_7,I D HEMATOMA,Outpatient,521,10140,"Incision and drainage of hematoma, seroma or fluid collection",,0,374,317.9,104.76,366.52,355.3,104.76,104.76,104.76,366.52,366.52,355.3,Pondera_Medical_Center
10010160_7,ASPIRATION OF CYST,Outpatient,521,10160,"Puncture aspiration of abscess, hematoma, bulla, or cyst",,0,286,243.1,82.8,280.28,271.7,82.8,82.8,82.8,280.28,280.28,271.7,Pondera_Medical_Center
10011000_7,EXCISION OF INFECTED SKIN,Outpatient,521,11000,Debridement of extensive eczematous or infected skin; up to 10% of body surface,,0,135,114.75,32.76,132.3,128.25,32.76,32.76,32.76,132.3,132.3,128.25,Pondera_Medical_Center
10011010_7,DEBRIDEMENT INCLUDING FB REMOVAL,Outpatient,521,11010,"Debridement including removal of foreign material at the site of an open fracture and/or an open dislocation (eg, excisional debridement); skin and subcutaneous tissues",,0,974,827.9,827.9,974,925.3,925.3,944.78,974,954.52,954.52,925.3,Pondera_Medical_Center
10011042_7,EXCISION SKIN & SUBCUTANEOUS T,Outpatient,521,11042,"Debridement, subcutaneous tissue (includes epidermis and dermis, if performed); first 20 sq cm or less",,0,366,311.1,311.1,366,347.7,347.7,355.02,366,358.68,358.68,347.7,Pondera_Medical_Center
10011043_7,DEBRIDEMENT SKIN SUBCUT TISSUE & MUSCLE,Outpatient,521,11043,"Debridement, muscle and/or fascia (includes epidermis, dermis, and subcutaneous tissue, if performed); first 20 sq cm or less",,0,569,483.65,483.65,569,540.55,540.55,551.93,569,557.62,557.62,540.55,Pondera_Medical_Center
10011055_7,CUTTING BENIGN HYPERKERATORIC,Outpatient,521,11055,"Paring or cutting of benign hyperkeratotic lesion (eg, corn or callus); single lesion",,0,119,101.15,101.15,119,113.05,113.05,115.43,119,116.62,116.62,113.05,Pondera_Medical_Center
10011056_7,PAR/CUT BENIGN HYPERKERATOTIC LESION 2-4,Outpatient,521,11056,"Paring or cutting of benign hyperkeratotic lesion (eg, corn or callus); 2 to 4 lesions",,0,115,97.75,97.75,115,109.25,109.25,111.55,115,112.7,112.7,109.25,Pondera_Medical_Center
10011102_7,TANGENTIAL BX SKIN SGL LESION,Outpatient,521,11102,"Tangential biopsy of skin (eg, shave, scoop, saucerize, curette); single lesion",,0,257,218.45,74.88,251.86,244.15,74.88,74.88,74.88,251.86,251.86,244.15,Pondera_Medical_Center
10011103_7,TANGENTIAL BX SKIN EA ADDL LESION,Outpatient,521,,,,0,139,118.15,118.15,139,132.05,132.05,134.83,139,136.22,136.22,132.05,Pondera_Medical_Center
10011104_7,PUNCH BX SKIN SGL LESION,Outpatient,521,11104,"Punch biopsy of skin (including simple closure, when performed); single lesion",,0,323,274.55,74.88,316.54,306.85,74.88,74.88,74.88,316.54,316.54,306.85,Pondera_Medical_Center
10011105_7,PUNCH BX SKIN EA ADDL LESION,Outpatient,521,11105,"Punch biopsy of skin (including simple closure, when performed); each separate/additional lesion (List separately in addition to code for primary procedure)",,0,159,135.15,135.15,159,151.05,151.05,154.23,159,155.82,155.82,151.05,Pondera_Medical_Center
10011106_7,INCISIONAL BX SKIN SGL LESION,Outpatient,521,11106,"Incisional biopsy of skin (eg, wedge) (including simple closure, when performed); single lesion",,0,392,333.2,74.88,384.16,372.4,74.88,74.88,74.88,384.16,384.16,372.4,Pondera_Medical_Center
10011107_7,INCISIONAL BX SKIN EA ADDL LESION,Outpatient,521,11107,"Incisional biopsy of skin (eg, wedge) (including simple closure, when performed); each separate/additional lesion (List separately in addition to code for primary procedure)",,0,188,159.8,159.8,188,178.6,178.6,182.36,188,184.24,184.24,178.6,Pondera_Medical_Center
10011200_7,SKIN TAGS REMOVAL UP TO 15 LES,Outpatient,521,11200,"Removal of skin tags, multiple fibrocutaneous tags, any area; up to and including 15 lesions",,0,194,164.9,164.9,194,184.3,184.3,188.18,194,190.12,190.12,184.3,Pondera_Medical_Center
10011201_7,SKIN TAG REMOVAL AFTER 1ST 15,Outpatient,521,11201,"Removal of skin tags, multiple fibrocutaneous tags, any area; each additional 10 lesions, or part thereof (List separately in addition to code for primary procedure)",,0,96,81.6,81.6,96,91.2,91.2,93.12,96,94.08,94.08,91.2,Pondera_Medical_Center
10011300_7,SHAVING EPIDERMAL LESION 5CM<,Outpatient,521,11300,"Shaving of epidermal or dermal lesion, single lesion, trunk, arms or legs; lesion diameter 0.5 cm or less",,0,196,166.6,166.6,196,186.2,186.2,190.12,196,192.08,192.08,186.2,Pondera_Medical_Center
10011301_7,SHAVING OF LESION 0.6-1.0CM,Outpatient,521,11301,"Shaving of epidermal or dermal lesion, single lesion, trunk, arms or legs; lesion diameter 0.6 to 1.0 cm",,0,263,223.55,223.55,263,249.85,249.85,255.11,263,257.74,257.74,249.85,Pondera_Medical_Center
10011302_7,"SHAV EPID, DERMAL LESION 1.1 TO 2.0 CM",Outpatient,521,11302,"Shaving of epidermal or dermal lesion, single lesion, trunk, arms or legs; lesion diameter 1.1 to 2.0 cm",,0,310,263.5,263.5,310,294.5,294.5,300.7,310,303.8,303.8,294.5,Pondera_Medical_Center
10011303_7,SHAVE BX EPIDERMAL/DERMAL LESION TRUNK,Outpatient,521,11303,"Shaving of epidermal or dermal lesion, single lesion, trunk, arms or legs; lesion diameter over 2.0 cm",,0,338,287.3,287.3,338,321.1,321.1,327.86,338,331.24,331.24,321.1,Pondera_Medical_Center
10011305_7,SHAVING OF LESION 5CM OR LESS,Outpatient,521,11305,"Shaving of epidermal or dermal lesion, single lesion, scalp, neck, hands, feet, genitalia; lesion diameter 0.5 cm or less",,0,194,164.9,164.9,194,184.3,184.3,188.18,194,190.12,190.12,184.3,Pondera_Medical_Center
10011306_7,SHAVING OF EPI OR DERMAL LESION .6-1.0CM,Outpatient,521,11306,"Shaving of epidermal or dermal lesion, single lesion, scalp, neck, hands, feet, genitalia; lesion diameter 0.6 to 1.0 cm",,0,243,206.55,206.55,243,230.85,230.85,235.71,243,238.14,238.14,230.85,Pondera_Medical_Center
10011307_7,"SHAVING OF EPIDERMAL OR DERMAL LESION, S",Outpatient,521,11307,"Shaving of epidermal or dermal lesion, single lesion, scalp, neck, hands, feet, genitalia; lesion diameter 1.1 to 2.0 cm",,0,283,240.55,88.02,277.34,268.85,88.02,88.02,88.02,277.34,277.34,268.85,Pondera_Medical_Center
10011310_7,SHAVING EPIDERMAL/DERMAL LESION 0.5CM,Outpatient,521,11310,"Shaving of epidermal or dermal lesion, single lesion, face, ears, eyelids, nose, lips, mucous membrane; lesion diameter 0.5 cm or less",,0,238,202.3,84.24,233.24,226.1,84.24,84.24,84.24,233.24,233.24,226.1,Pondera_Medical_Center
10011311_7,"SHAVING OF LESION, FACE, 0.6 TO 1.0 CM",Outpatient,521,11311,"Shaving of epidermal or dermal lesion, single lesion, face, ears, eyelids, nose, lips, mucous membrane; lesion diameter 0.6 to 1.0 cm",,0,222,188.7,69.48,217.56,210.9,69.48,69.48,69.48,217.56,217.56,210.9,Pondera_Medical_Center
10011312_7,"SHAVING OF EPIDERMAL LESION, FACE,1.1-2.",Outpatient,521,11312,"Shaving of epidermal or dermal lesion, single lesion, face, ears, eyelids, nose, lips, mucous membrane; lesion diameter 1.1 to 2.0 cm",,0,323,274.55,111.24,316.54,306.85,111.24,111.24,111.24,316.54,316.54,306.85,Pondera_Medical_Center
10011400_7,EXCISION BENIGN LESION < .5 CM,Outpatient,521,11400,"Excision, benign lesion including margins, except skin tag (unless listed elsewhere), trunk, arms or legs; excised diameter 0.5 cm or less",,0,255,216.75,91.8,249.9,242.25,91.8,91.8,91.8,249.9,249.9,242.25,Pondera_Medical_Center
10011401_7,"EXCISION, MOLE",Outpatient,521,11401,"Excision, benign lesion including margins, except skin tag (unless listed elsewhere), trunk, arms or legs; excised diameter 0.6 to 1.0 cm",,0,330,280.5,100.8,323.4,313.5,100.8,100.8,100.8,323.4,323.4,313.5,Pondera_Medical_Center
10011402_7,EXCISION BENIGN LESION,Outpatient,521,11402,"Excision, benign lesion including margins, except skin tag (unless listed elsewhere), trunk, arms or legs; excised diameter 1.1 to 2.0 cm",,0,363,308.55,110.88,355.74,344.85,110.88,110.88,110.88,355.74,355.74,344.85,Pondera_Medical_Center
10011403_7,EXCISION BENIGN LESN 2.1-3.0CM,Outpatient,521,11403,"Excision, benign lesion including margins, except skin tag (unless listed elsewhere), trunk, arms or legs; excised diameter 2.1 to 3.0 cm",,0,420,357,120.6,411.6,399,120.6,120.6,120.6,411.6,411.6,399,Pondera_Medical_Center
10011404_7,EXCIS BENIGN LESION 3.1-4.0CM,Outpatient,521,11404,"Excision, benign lesion including margins, except skin tag (unless listed elsewhere), trunk, arms or legs; excised diameter 3.1 to 4.0 cm",,0,508,431.8,431.8,508,482.6,482.6,492.76,508,497.84,497.84,482.6,Pondera_Medical_Center
10011406_7,EXCISION BENIGN LESION OVER 4.0CM,Outpatient,521,11406,"Excision, benign lesion including margins, except skin tag (unless listed elsewhere), trunk, arms or legs; excised diameter over 4.0 cm",,0,822,698.7,698.7,822,780.9,780.9,797.34,822,805.56,805.56,780.9,Pondera_Medical_Center
10011420_7,EXC BENIGN LESION EXCEPT SKINT,Outpatient,521,11420,"Excision, benign lesion including margins, except skin tag (unless listed elsewhere), scalp, neck, hands, feet, genitalia; excised diameter 0.5 cm or less",,0,373,317.05,84.6,365.54,354.35,84.6,84.6,84.6,365.54,365.54,354.35,Pondera_Medical_Center
10011421_7,EXCISION BENIGN LSN 0.6-1.0CM,Outpatient,521,11421,"Excision, benign lesion including margins, except skin tag (unless listed elsewhere), scalp, neck, hands, feet, genitalia; excised diameter 0.6 to 1.0 cm",,0,347,294.95,101.16,340.06,329.65,101.16,101.16,101.16,340.06,340.06,329.65,Pondera_Medical_Center
10011422_7,EXCISION BENIGN LESION 1.1-2.0CM,Outpatient,521,11422,"Excision, benign lesion including margins, except skin tag (unless listed elsewhere), scalp, neck, hands, feet, genitalia; excised diameter 1.1 to 2.0 cm",,0,404,343.4,111.6,395.92,383.8,111.6,111.6,111.6,395.92,395.92,383.8,Pondera_Medical_Center
10011423_7,EXC BENIGN LESION 2.1-3.0CM FEET HANDS,Outpatient,521,11423,"Excision, benign lesion including margins, except skin tag (unless listed elsewhere), scalp, neck, hands, feet, genitalia; excised diameter 2.1 to 3.0 cm",,0,447,379.95,120.96,438.06,424.65,120.96,120.96,120.96,438.06,438.06,424.65,Pondera_Medical_Center
10011424_7,EXCISION LESIONS 3.1-4.0,Outpatient,521,11424,"Excision, benign lesion including margins, except skin tag (unless listed elsewhere), scalp, neck, hands, feet, genitalia; excised diameter 3.1 to 4.0 cm",,0,574,487.9,487.9,574,545.3,545.3,556.78,574,562.52,562.52,545.3,Pondera_Medical_Center
10011426_7,EXCISION BENIGN LESION < 4CM,Outpatient,521,11426,"Excision, benign lesion including margins, except skin tag (unless listed elsewhere), scalp, neck, hands, feet, genitalia; excised diameter over 4.0 cm",,0,870,739.5,739.5,870,826.5,826.5,843.9,870,852.6,852.6,826.5,Pondera_Medical_Center
10011440_7,EXCISION BENIGN LESION,Outpatient,521,11440,"Excision, other benign lesion including margins, except skin tag (unless listed elsewhere), face, ears, eyelids, nose, lips, mucous membrane; excised diameter 0.5 cm or less",,0,416,353.6,96.84,407.68,395.2,96.84,96.84,96.84,407.68,407.68,395.2,Pondera_Medical_Center
10011441_7,EXCISION BENIGN LESION 0.6-1.0,Outpatient,521,11441,"Excision, other benign lesion including margins, except skin tag (unless listed elsewhere), face, ears, eyelids, nose, lips, mucous membrane; excised diameter 0.6 to 1.0 cm",,0,371,315.35,109.8,363.58,352.45,109.8,109.8,109.8,363.58,363.58,352.45,Pondera_Medical_Center
10011442_7,EXCISION BENIGN LESN 1.1-2.0CM,Outpatient,521,11442,"Excision, other benign lesion including margins, except skin tag (unless listed elsewhere), face, ears, eyelids, nose, lips, mucous membrane; excised diameter 1.1 to 2.0 cm",,0,408,346.8,119.88,399.84,387.6,119.88,119.88,119.88,399.84,399.84,387.6,Pondera_Medical_Center
10011443_7,"BENIGN LESIOON 2, 1-3, 0 CN",Outpatient,521,11443,"Excision, other benign lesion including margins, except skin tag (unless listed elsewhere), face, ears, eyelids, nose, lips, mucous membrane; excised diameter 2.1 to 3.0 cm",,0,499,424.15,132.48,489.02,474.05,132.48,132.48,132.48,489.02,489.02,474.05,Pondera_Medical_Center
10011462_7,"HIDRADENITIS,INGUINAL HERNIA",Outpatient,521,11462,"Excision of skin and subcutaneous tissue for hidradenitis, inguinal; with simple or intermediate repair",,0,813,691.05,691.05,813,772.35,772.35,788.61,813,796.74,796.74,772.35,Pondera_Medical_Center
10011600_7,"EXC, MALIG LESION, TRUNK & EXT> 0.5CM",Outpatient,521,11600,"Excision, malignant lesion including margins, trunk, arms, or legs; excised diameter 0.5 cm or less",,0,490,416.5,131.4,480.2,465.5,131.4,131.4,131.4,480.2,480.2,465.5,Pondera_Medical_Center
10011601_7,MALIGNANT LESION 0.6-1.0,Outpatient,521,11601,"Excision, malignant lesion including margins, trunk, arms, or legs; excised diameter 0.6 to 1.0 cm",,0,476,404.6,149.76,466.48,452.2,149.76,149.76,149.76,466.48,466.48,452.2,Pondera_Medical_Center
10011602_7,MALIGNANT LESION DIAM 1.1-2.0C,Outpatient,521,11602,"Excision, malignant lesion including margins, trunk, arms, or legs; excised diameter 1.1 to 2.0 cm",,0,523,444.55,161.28,512.54,496.85,161.28,161.28,161.28,512.54,512.54,496.85,Pondera_Medical_Center
10011603_7,EXC MALIGNANT LES 2.1-3.0CM,Outpatient,521,11603,"Excision, malignant lesion including margins, trunk, arms, or legs; excised diameter 2.1 to 3.0 cm",,0,614,521.9,174.6,601.72,583.3,174.6,174.6,174.6,601.72,601.72,583.3,Pondera_Medical_Center
10011604_7,"EXCISION, MALIG LESION, TRUNK/EXT 3.1-4.",Outpatient,521,11604,"Excision, malignant lesion including margins, trunk, arms, or legs; excised diameter 3.1 to 4.0 cm",,0,683,580.55,580.55,683,648.85,648.85,662.51,683,669.34,669.34,648.85,Pondera_Medical_Center
10011606_7,EXC MALIGNANT LESION >4CM,Outpatient,521,11606,"Excision, malignant lesion including margins, trunk, arms, or legs; excised diameter over 4.0 cm",,0,979,832.15,832.15,979,930.05,930.05,949.63,979,959.42,959.42,930.05,Pondera_Medical_Center
10011620_7,EXCISION SKIN LESION .5CM/LESS,Outpatient,521,11620,"Excision, malignant lesion including margins, scalp, neck, hands, feet, genitalia; excised diameter 0.5 cm or less",,0,503,427.55,132.12,492.94,477.85,132.12,132.12,132.12,492.94,492.94,477.85,Pondera_Medical_Center
10011621_7,EXCISION MALIGNANT LESION SCALP 0.6-1.0,Outpatient,521,11621,"Excision, malignant lesion including margins, scalp, neck, hands, feet, genitalia; excised diameter 0.6 to 1.0 cm",,0,480,408,150.12,470.4,456,150.12,150.12,150.12,470.4,470.4,456,Pondera_Medical_Center
10011622_7,EXCISION MALIG LESION 1.1-2.0CM SCALP NE,Outpatient,521,11622,"Excision, malignant lesion including margins, scalp, neck, hands, feet, genitalia; excised diameter 1.1 to 2.0 cm",,0,550,467.5,163.8,539,522.5,163.8,163.8,163.8,539,539,522.5,Pondera_Medical_Center
10011623_7,EXCISION MAL LES 2.1-3.0CM,Outpatient,521,11623,"Excision, malignant lesion including margins, scalp, neck, hands, feet, genitalia; excised diameter 2.1 to 3.0 cm",,0,652,554.2,179.64,638.96,619.4,179.64,179.64,179.64,638.96,638.96,619.4,Pondera_Medical_Center
10011626_7,EXC MLGNT SCLP NK HNDS FT GNTLA > 4 CM,Outpatient,521,11626,"Excision, malignant lesion including margins, scalp, neck, hands, feet, genitalia; excised diameter over 4.0 cm",,0,892,758.2,758.2,892,847.4,847.4,865.24,892,874.16,874.16,847.4,Pondera_Medical_Center
10011640_7,EXCISION LESION LIP,Outpatient,521,11640,"Excision, malignant lesion including margins, face, ears, eyelids, nose, lips; excised diameter 0.5 cm or less",,0,596,506.6,137.16,584.08,566.2,137.16,137.16,137.16,584.08,584.08,566.2,Pondera_Medical_Center
10011641_7,EX MALIGNANT LESION 0.6-1.0,Outpatient,521,11641,"Excision, malignant lesion including margins, face, ears, eyelids, nose, lips; excised diameter 0.6 to 1.0 cm",,0,500,425,154.44,490,475,154.44,154.44,154.44,490,490,475,Pondera_Medical_Center
10011642_7,EXC MALIG LESION 1.1-2.0CM,Outpatient,521,11642,"Excision, malignant lesion including margins, face, ears, eyelids, nose, lips; excised diameter 1.1 to 2.0 cm",,0,587,498.95,169.92,575.26,557.65,169.92,169.92,169.92,575.26,575.26,557.65,Pondera_Medical_Center
10011643_7,MALIGNAT EXC LESION 2.1-3.0CM,Outpatient,521,11643,"Excision, malignant lesion including margins, face, ears, eyelids, nose, lips; excised diameter 2.1 to 3.0 cm",,0,694,589.9,186.12,680.12,659.3,186.12,186.12,186.12,680.12,680.12,659.3,Pondera_Medical_Center
10011644_7,EXCISION MALIG LESION FACE 3.1,Outpatient,521,11644,"Excision, malignant lesion including margins, face, ears, eyelids, nose, lips; excised diameter 3.1 to 4.0 cm",,0,858,729.3,729.3,858,815.1,815.1,832.26,858,840.84,840.84,815.1,Pondera_Medical_Center
10011719_7,NAIL TRIMMING OF NONDYSTROPHIC,Outpatient,521,11719,"Trimming of nondystrophic nails, any number",,0,56,47.6,47.6,56,53.2,53.2,54.32,56,54.88,54.88,53.2,Pondera_Medical_Center
10011720_7,DEBRIDEMENT OF 1 TO 5 NAILS ANY METHODS',Outpatient,521,11720,Debridement of nail(s) by any method(s); 1 to 5,,0,65,55.25,55.25,65,61.75,61.75,63.05,65,63.7,63.7,61.75,Pondera_Medical_Center
10011721_7,DEBRIDEMENT OF NAILS SIX OR MORE,Outpatient,521,11721,Debridement of nail(s) by any method(s); 6 or more,,0,92,78.2,78.2,92,87.4,87.4,89.24,92,90.16,90.16,87.4,Pondera_Medical_Center
10011730_7,AVULSION NAIL PLATE SINGLE,Outpatient,521,11730,"Avulsion of nail plate, partial or complete, simple; single",,0,200,170,170,200,190,190,194,200,196,196,190,Pondera_Medical_Center
10011732_7,AVULSION NAIL PLATE EACH ADDL PLATE,Outpatient,521,11732,"Avulsion of nail plate, partial or complete, simple; each additional nail plate (List separately in addition to code for primary procedure)",,0,105,89.25,89.25,105,99.75,99.75,101.85,105,102.9,102.9,99.75,Pondera_Medical_Center
10011740_7,EVACUATION SUBUNGUAL HEMATOMA,Outpatient,521,11740,Evacuation of subungual hematoma,,0,109,92.65,92.65,109,103.55,103.55,105.73,109,106.82,106.82,103.55,Pondera_Medical_Center
10011750_7,"REMOVAL OF NAIL, PERMANENT",Outpatient,521,11750,"Excision of nail and nail matrix, partial or complete (eg, ingrown or deformed nail), for permanent removal",,0,443,376.55,96.12,434.14,420.85,96.12,96.12,96.12,434.14,434.14,420.85,Pondera_Medical_Center
10011760_7,REPAIR OF NAIL BED,Outpatient,521,11760,Repair of nail bed,,0,452,384.2,384.2,452,429.4,429.4,438.44,452,442.96,442.96,429.4,Pondera_Medical_Center
10011765_7,INGROWN TOENAIL REMOVAL,Outpatient,521,11765,"Wedge excision of skin of nail fold (eg, for ingrown toenail)",,0,341,289.85,289.85,341,323.95,323.95,330.77,341,334.18,334.18,323.95,Pondera_Medical_Center
10011770_7,"EXCISION OF PILONIDAL CYST OR SINUS, SIM",Outpatient,521,11770,Excision of pilonidal cyst or sinus; simple,,0,598,508.3,508.3,598,568.1,568.1,580.06,598,586.04,586.04,568.1,Pondera_Medical_Center
10011771_7,PILONIDAL CYSTECTOMY,Outpatient,521,11771,Excision of pilonidal cyst or sinus; extensive,,0,1252,1064.2,1064.2,1252,1189.4,1189.4,1214.44,1252,1226.96,1226.96,1189.4,Pondera_Medical_Center
10011900_7,INTRALESIONAL INJECTION TO 7 L,Outpatient,521,11900,"Injection, intralesional; up to and including 7 lesions",,0,141,119.85,119.85,141,133.95,133.95,136.77,141,138.18,138.18,133.95,Pondera_Medical_Center
