Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,Allegiance,Allegiance_Medicare_RBPHP,BCBS_HEALTHLINK_NETWORK,BCBS_TRADITIONAL_NETWORK,Indian_Health_Svcs,PACIFIC_SOURCE_,hospital
2412073_1,CMV IgM,Outpatient,302,86645,"Antibody; cytomegalovirus (CMV), IgM",,0,160.75,120.56,93.24,299,152.71,299,149.5,160.75,93.24,152.71,Trinity_Hospital
2532074_1,"Occult Blood, Stool, Diagnostic specimen",Inpatient,301,82272,"Blood, occult, by peroxidase activity (eg, guaiac), qualitative, feces, 1-3 simultaneous determinations, performed for other than colorectal neoplasm screening",,0,68.25,51.19,39.59,126.95,64.84,64.84,63.47,68.25,,64.84,Trinity_Hospital
2532074_1,"Occult Blood, Stool, Diagnostic specimen",Outpatient,301,82272,"Blood, occult, by peroxidase activity (eg, guaiac), qualitative, feces, 1-3 simultaneous determinations, performed for other than colorectal neoplasm screening",,0,68.25,51.19,39.59,126.95,64.84,126.95,63.47,68.25,39.59,64.84,Trinity_Hospital
2538073_1,Ganglioside Ab Panel (Mayo GM1B),Inpatient,300,83520,"Immunoassay for analyte other than infectious agent antibody or infectious agent antigen; quantitative, not otherwise specified",,0,255.5,191.63,148.19,475.23,242.73,242.73,237.62,255.5,,242.73,Trinity_Hospital
2538073_1,Ganglioside Ab Panel (Mayo GM1B),Outpatient,300,83520,"Immunoassay for analyte other than infectious agent antibody or infectious agent antigen; quantitative, not otherwise specified",,0,255.5,191.63,148.19,475.23,242.73,475.23,237.62,255.5,148.19,242.73,Trinity_Hospital
2538074_1,"Topiramate, Serum (Mayo TOPI)",Inpatient,301,80201,Topiramate,,0,238.5,178.88,138.33,443.61,226.58,226.58,221.81,238.5,,226.58,Trinity_Hospital
2538074_1,"Topiramate, Serum (Mayo TOPI)",Outpatient,301,80201,Topiramate,,0,238.5,178.88,138.33,443.61,226.58,443.61,221.81,238.5,138.33,226.58,Trinity_Hospital
2538086_3,US OB Fetal Nuchal Transl. 1st Gest - Report,ProFee,989,76813,"Ultrasound, pregnant uterus, real time with image documentation, first trimester fetal nuchal translucency measurement, transabdominal or transvaginal approach; single or first gestation",,0,379.25,284.44,98.28,295.82,98.28,98.28,,,295.82,,Trinity_Hospital
2538087_1,US OB Exam,Inpatient,402,76813,"Ultrasound, pregnant uterus, real time with image documentation, first trimester fetal nuchal translucency measurement, transabdominal or transvaginal approach; single or first gestation",,0,436,327,252.88,810.96,414.2,414.2,405.48,436,,414.2,Trinity_Hospital
2538087_1,US OB Exam,Outpatient,402,76813,"Ultrasound, pregnant uterus, real time with image documentation, first trimester fetal nuchal translucency measurement, transabdominal or transvaginal approach; single or first gestation",,0,436,327,252.88,810.96,414.2,810.96,405.48,436,252.88,414.2,Trinity_Hospital
2538088_3,US OB Fetal Nuchal Transl. ea. Addtl. - Report,ProFee,989,76814,"Ultrasound, pregnant uterus, real time with image documentation, first trimester fetal nuchal translucency measurement, transabdominal or transvaginal approach; each additional gestation (List separately in addition to code for primary procedure)",,0,319,239.25,82.39,248.82,82.39,82.39,,,248.82,,Trinity_Hospital
2538089_1,US OB Exam,Inpatient,402,76814,"Ultrasound, pregnant uterus, real time with image documentation, first trimester fetal nuchal translucency measurement, transabdominal or transvaginal approach; each additional gestation (List separately in addition to code for primary procedure)",,0,228.25,171.19,132.39,424.55,216.84,216.84,212.27,228.25,,216.84,Trinity_Hospital
2538089_1,US OB Exam,Outpatient,402,76814,"Ultrasound, pregnant uterus, real time with image documentation, first trimester fetal nuchal translucency measurement, transabdominal or transvaginal approach; each additional gestation (List separately in addition to code for primary procedure)",,0,228.25,171.19,132.39,424.55,216.84,424.55,212.27,228.25,132.39,216.84,Trinity_Hospital
2604072_1,RBC LR IR AS-1 (PH2) E4528,Inpatient,390,P9040,Rbc leukoreduced irradiated,,0,1275.5,956.63,739.79,2372.43,1211.73,1211.73,1186.22,1275.5,,1211.73,Trinity_Hospital
2604072_1,RBC LR IR AS-1 (PH2) E4528,Outpatient,390,P9040,Rbc leukoreduced irradiated,,0,1275.5,956.63,739.79,2372.43,1211.73,2372.43,1186.22,1275.5,739.79,1211.73,Trinity_Hospital
2604073_1,RBC LR AS-1 (PH2) E4533,Inpatient,390,P9016,Rbc leukocytes reduced,,0,668,501,387.44,1242.48,634.6,634.6,621.24,668,,634.6,Trinity_Hospital
2604073_1,RBC LR AS-1 (PH2) E4533,Outpatient,390,P9016,Rbc leukocytes reduced,,0,668,501,387.44,1242.48,634.6,1242.48,621.24,668,387.44,634.6,Trinity_Hospital
2618072_1,RBC LR AS-1 (PH1) E4532,Inpatient,390,P9016,Rbc leukocytes reduced,,0,668,501,387.44,1242.48,634.6,634.6,621.24,668,,634.6,Trinity_Hospital
2618072_1,RBC LR AS-1 (PH1) E4532,Outpatient,390,P9016,Rbc leukocytes reduced,,0,668,501,387.44,1242.48,634.6,1242.48,621.24,668,387.44,634.6,Trinity_Hospital
2618073_1,RBC LR AS-1 (PH1) CMV NEG,Inpatient,390,P9051,"Blood, l/r, cmv-neg",,0,668,501,387.44,1242.48,634.6,634.6,621.24,668,,634.6,Trinity_Hospital
2618073_1,RBC LR AS-1 (PH1) CMV NEG,Outpatient,390,P9051,"Blood, l/r, cmv-neg",,0,668,501,387.44,1242.48,634.6,1242.48,621.24,668,387.44,634.6,Trinity_Hospital
2618074_1,RBC LR IR AS-1 (PH1) E4527,Inpatient,390,P9040,Rbc leukoreduced irradiated,,0,1275.5,956.63,739.79,2372.43,1211.73,1211.73,1186.22,1275.5,,1211.73,Trinity_Hospital
2618074_1,RBC LR IR AS-1 (PH1) E4527,Outpatient,390,P9040,Rbc leukoreduced irradiated,,0,1275.5,956.63,739.79,2372.43,1211.73,2372.43,1186.22,1275.5,739.79,1211.73,Trinity_Hospital
2628098_1,CD3 (T Cells),Inpatient,302,86359,T cells; total count,,0,119,89.25,69.02,221.34,113.05,113.05,110.67,119,,113.05,Trinity_Hospital
2628098_1,CD3 (T Cells),Outpatient,302,86359,T cells; total count,,0,119,89.25,69.02,221.34,113.05,221.34,110.67,119,69.02,113.05,Trinity_Hospital
2628100_1,CD19 (B Cells),Inpatient,302,86355,"B cells, total count",,0,272.75,204.56,158.2,507.32,259.11,259.11,253.66,272.75,,259.11,Trinity_Hospital
2628100_1,CD19 (B Cells),Outpatient,302,86355,"B cells, total count",,0,272.75,204.56,158.2,507.32,259.11,507.32,253.66,272.75,158.2,259.11,Trinity_Hospital
2628102_1,CD16 and CD56 (NK Cells),Inpatient,302,86357,"Natural killer (NK) cells, total count",,0,301.75,226.31,175.02,561.26,286.66,286.66,280.63,301.75,,286.66,Trinity_Hospital
2628102_1,CD16 and CD56 (NK Cells),Outpatient,302,86357,"Natural killer (NK) cells, total count",,0,301.75,226.31,175.02,561.26,286.66,561.26,280.63,301.75,175.02,286.66,Trinity_Hospital
2628104_1,CD4 (T Cells),Inpatient,302,86360,"T cells; absolute CD4 and CD8 count, including ratio",,0,147.75,110.81,85.7,274.82,140.36,140.36,137.41,147.75,,140.36,Trinity_Hospital
2628104_1,CD4 (T Cells),Outpatient,302,86360,"T cells; absolute CD4 and CD8 count, including ratio",,0,147.75,110.81,85.7,274.82,140.36,274.82,137.41,147.75,85.7,140.36,Trinity_Hospital
2658073_1,Guaiac Stools,Inpatient,300,82270,"Blood, occult, by peroxidase activity (eg, guaiac), qualitative; feces, consecutive collected specimens with single determination, for colorectal neoplasm screening (ie, patient was provided 3 cards or single triple card for consecutive collection)",,0,39,29.25,22.62,72.54,37.05,37.05,36.27,39,,37.05,Trinity_Hospital
2658073_1,Guaiac Stools,Outpatient,300,82270,"Blood, occult, by peroxidase activity (eg, guaiac), qualitative; feces, consecutive collected specimens with single determination, for colorectal neoplasm screening (ie, patient was provided 3 cards or single triple card for consecutive collection)",,0,39,29.25,22.62,72.54,37.05,72.54,36.27,39,22.62,37.05,Trinity_Hospital
2752075_1,XR Exam,Inpatient,320,73030,"Radiologic examination, shoulder; complete, minimum of 2 views",,0,211,158.25,122.38,392.46,200.45,200.45,196.23,211,,200.45,Trinity_Hospital
2752075_1,XR Exam,Outpatient,320,73030,"Radiologic examination, shoulder; complete, minimum of 2 views",,0,211,158.25,122.38,392.46,200.45,392.46,196.23,211,122.38,200.45,Trinity_Hospital
2752076_3,XR Shoulder 2 View L - Report,ProFee,989,73030,"Radiologic examination, shoulder; complete, minimum of 2 views",,0,171.25,128.44,15.89,133.58,15.89,15.89,,,133.58,,Trinity_Hospital
2752077_1,XR Exam,Inpatient,320,73030,"Radiologic examination, shoulder; complete, minimum of 2 views",,0,211,158.25,122.38,392.46,200.45,200.45,196.23,211,,200.45,Trinity_Hospital
2752077_1,XR Exam,Outpatient,320,73030,"Radiologic examination, shoulder; complete, minimum of 2 views",,0,211,158.25,122.38,392.46,200.45,392.46,196.23,211,122.38,200.45,Trinity_Hospital
2752078_3,XR Shoulder 2 View R - Report,ProFee,989,73030,"Radiologic examination, shoulder; complete, minimum of 2 views",,0,171.25,128.44,15.89,133.58,15.89,15.89,,,133.58,,Trinity_Hospital
2772079_1,Flutter Valve (Subsequent),Inpatient,410,94664,"Demonstration and/or evaluation of patient utilization of an aerosol generator, nebulizer, metered dose inhaler or IPPB device",,0,371.25,278.44,215.33,690.53,352.69,352.69,345.26,371.25,,352.69,Trinity_Hospital
2772079_1,Flutter Valve (Subsequent),Outpatient,410,94664,"Demonstration and/or evaluation of patient utilization of an aerosol generator, nebulizer, metered dose inhaler or IPPB device",,0,371.25,278.44,215.33,690.53,352.69,690.53,345.26,371.25,215.33,352.69,Trinity_Hospital
2772080_1,Flutter Valve - Initial,Inpatient,412,94664,"Demonstration and/or evaluation of patient utilization of an aerosol generator, nebulizer, metered dose inhaler or IPPB device",,0,371.25,278.44,215.33,690.53,352.69,352.69,345.26,371.25,,352.69,Trinity_Hospital
2772080_1,Flutter Valve - Initial,Outpatient,412,94664,"Demonstration and/or evaluation of patient utilization of an aerosol generator, nebulizer, metered dose inhaler or IPPB device",,0,371.25,278.44,215.33,690.53,352.69,690.53,345.26,371.25,215.33,352.69,Trinity_Hospital
2870073_1,Transglutaminase Ab (Barbara Davis),Inpatient,302,83519,"Immunoassay for analyte other than infectious agent antibody or infectious agent antigen; quantitative, by radioimmunoassay (eg, RIA)",,0,98.25,73.69,56.99,182.75,93.34,93.34,91.37,98.25,,93.34,Trinity_Hospital
2870073_1,Transglutaminase Ab (Barbara Davis),Outpatient,302,83519,"Immunoassay for analyte other than infectious agent antibody or infectious agent antigen; quantitative, by radioimmunoassay (eg, RIA)",,0,98.25,73.69,56.99,182.75,93.34,182.75,91.37,98.25,56.99,93.34,Trinity_Hospital
2890092_1,EC Exam,Inpatient,483,93306,"Echocardiography, transthoracic, real-time with image documentation (2D), includes M-mode recording, when performed, complete, with spectral Doppler echocardiography, and with color flow Doppler echocardiography",,0,1842.75,1382.06,1068.8,3427.52,1750.61,1750.61,1713.76,1842.75,,1750.61,Trinity_Hospital
2890092_1,EC Exam,Outpatient,483,93306,"Echocardiography, transthoracic, real-time with image documentation (2D), includes M-mode recording, when performed, complete, with spectral Doppler echocardiography, and with color flow Doppler echocardiography",,0,1842.75,1382.06,1068.8,3427.52,1750.61,3427.52,1713.76,1842.75,1068.8,1750.61,Trinity_Hospital
2890094_1,EC Exam,Inpatient,483,93306,"Echocardiography, transthoracic, real-time with image documentation (2D), includes M-mode recording, when performed, complete, with spectral Doppler echocardiography, and with color flow Doppler echocardiography",,0,1842.75,1382.06,1068.8,3427.52,1750.61,1750.61,1713.76,1842.75,,1750.61,Trinity_Hospital
2890094_1,EC Exam,Outpatient,483,93306,"Echocardiography, transthoracic, real-time with image documentation (2D), includes M-mode recording, when performed, complete, with spectral Doppler echocardiography, and with color flow Doppler echocardiography",,0,1842.75,1382.06,1068.8,3427.52,1750.61,3427.52,1713.76,1842.75,1068.8,1750.61,Trinity_Hospital
2890096_1,EC Exam,Inpatient,483,C8929,"Tte w or wo fol wcon,doppler",,0,1842.75,1382.06,1068.8,3427.52,1750.61,1750.61,1713.76,1842.75,,1750.61,Trinity_Hospital
2890096_1,EC Exam,Outpatient,483,C8929,"Tte w or wo fol wcon,doppler",,0,1842.75,1382.06,1068.8,3427.52,1750.61,3427.52,1713.76,1842.75,1068.8,1750.61,Trinity_Hospital
2890097_3,EC Echocardiogram Limited - Report,ProFee,989,93308,"Echocardiography, transthoracic, real-time with image documentation (2D), includes M-mode recording, when performed, follow-up or limited study",,0,515,386.25,42.96,401.7,42.96,42.96,,,401.7,,Trinity_Hospital
2890098_1,EC Exam,Inpatient,483,93308,"Echocardiography, transthoracic, real-time with image documentation (2D), includes M-mode recording, when performed, follow-up or limited study",,0,607.5,455.63,352.35,1129.95,577.13,577.13,564.98,607.5,,577.13,Trinity_Hospital
2890098_1,EC Exam,Outpatient,483,93308,"Echocardiography, transthoracic, real-time with image documentation (2D), includes M-mode recording, when performed, follow-up or limited study",,0,607.5,455.63,352.35,1129.95,577.13,1129.95,564.98,607.5,352.35,577.13,Trinity_Hospital
2890104_1,EC Exam,Inpatient,483,93306,"Echocardiography, transthoracic, real-time with image documentation (2D), includes M-mode recording, when performed, complete, with spectral Doppler echocardiography, and with color flow Doppler echocardiography",,0,1842.75,1382.06,1068.8,3427.52,1750.61,1750.61,1713.76,1842.75,,1750.61,Trinity_Hospital
2890104_1,EC Exam,Outpatient,483,93306,"Echocardiography, transthoracic, real-time with image documentation (2D), includes M-mode recording, when performed, complete, with spectral Doppler echocardiography, and with color flow Doppler echocardiography",,0,1842.75,1382.06,1068.8,3427.52,1750.61,3427.52,1713.76,1842.75,1068.8,1750.61,Trinity_Hospital
2894082_1,Inactive Alpha-1-Antitrypsin Def Prof (Mayo 83050),Inpatient,,,,,0,132.25,99.19,76.71,245.99,125.64,125.64,122.99,132.25,,125.64,Trinity_Hospital
2894082_1,Inactive Alpha-1-Antitrypsin Def Prof (Mayo 83050),Outpatient,,,,,0,132.25,99.19,76.71,245.99,125.64,245.99,122.99,132.25,76.71,125.64,Trinity_Hospital
294946_1,Minimum Inhibitory Concentration,Inpatient,306,87186,"Susceptibility studies, antimicrobial agent; microdilution or agar dilution (minimum inhibitory concentration [MIC] or breakpoint), each multi-antimicrobial, per plate",,0,116.25,87.19,67.43,216.23,110.44,110.44,108.11,116.25,,110.44,Trinity_Hospital
294946_1,Minimum Inhibitory Concentration,Outpatient,306,87186,"Susceptibility studies, antimicrobial agent; microdilution or agar dilution (minimum inhibitory concentration [MIC] or breakpoint), each multi-antimicrobial, per plate",,0,116.25,87.19,67.43,216.23,110.44,216.23,108.11,116.25,67.43,110.44,Trinity_Hospital
295350_1,"Bill Surg, Level III Complexity 88304",Inpatient,310,88304,"Level III - Surgical pathology, gross and microscopic examination Abortion, induced Abscess Aneurysm - arterial/ventricular Anus, tag Appendix, other than incidental Artery, atheromatous plaque Bartholin's gland cyst Bone fragment(s), other than pathologic fracture Bursa/synovial cyst Carpal tunnel tissue Cartilage, shavings Cholesteatoma Colon, colostomy stoma Conjunctiva - biopsy/pterygium Cornea Diverticulum - esophagus/small intestine Dupuytren's contracture tissue Femoral head, other than fracture Fissure/fistula Foreskin, other than newborn Gallbladder Ganglion cyst Hematoma Hemorrhoids Hydatid of Morgagni Intervertebral disc Joint, loose body Meniscus Mucocele, salivary Neuroma - Morton's/traumatic Pilonidal cyst/sinus Polyps, inflammatory - nasal/sinusoidal Skin - cyst/tag/debridement Soft tissue, debridement Soft tissue, lipoma Spermatocele Tendon/tendon sheath Testicular appendage Thrombus or embolus Tonsil and/or adenoids Varicocele Vas deferens, other than sterilization Vein, varicosity",,0,377,282.75,218.66,701.22,358.15,358.15,350.61,377,,358.15,Trinity_Hospital
295350_1,"Bill Surg, Level III Complexity 88304",Outpatient,310,88304,"Level III - Surgical pathology, gross and microscopic examination Abortion, induced Abscess Aneurysm - arterial/ventricular Anus, tag Appendix, other than incidental Artery, atheromatous plaque Bartholin's gland cyst Bone fragment(s), other than pathologic fracture Bursa/synovial cyst Carpal tunnel tissue Cartilage, shavings Cholesteatoma Colon, colostomy stoma Conjunctiva - biopsy/pterygium Cornea Diverticulum - esophagus/small intestine Dupuytren's contracture tissue Femoral head, other than fracture Fissure/fistula Foreskin, other than newborn Gallbladder Ganglion cyst Hematoma Hemorrhoids Hydatid of Morgagni Intervertebral disc Joint, loose body Meniscus Mucocele, salivary Neuroma - Morton's/traumatic Pilonidal cyst/sinus Polyps, inflammatory - nasal/sinusoidal Skin - cyst/tag/debridement Soft tissue, debridement Soft tissue, lipoma Spermatocele Tendon/tendon sheath Testicular appendage Thrombus or embolus Tonsil and/or adenoids Varicocele Vas deferens, other than sterilization Vein, varicosity",,0,377,282.75,218.66,701.22,358.15,701.22,350.61,377,218.66,358.15,Trinity_Hospital
295352_1,"Bill Surg, Level IV Complexity 88305",Inpatient,310,88305,"Level IV - Surgical pathology, gross and microscopic examination Abortion - spontaneous/missed Artery, biopsy Bone marrow, biopsy Bone exostosis Brain/meninges, other than for tumor resection Breast, biopsy, not requiring microscopic evaluation of surgical margins Breast, reduction mammoplasty Bronchus, biopsy Cell block, any source Cervix, biopsy Colon, biopsy Duodenum, biopsy Endocervix, curettings/biopsy Endometrium, curettings/biopsy Esophagus, biopsy Extremity, amputation, traumatic Fallopian tube, biopsy Fallopian tube, ectopic pregnancy Femoral head, fracture Fingers/toes, amputation, non-traumatic Gingiva/oral mucosa, biopsy Heart valve Joint, resection Kidney, biopsy Larynx, biopsy Leiomyoma(s), uterine myomectomy - without uterus Lip, biopsy/wedge resection Lung, transbronchial biopsy Lymph node, biopsy Muscle, biopsy Nasal mucosa, biopsy Nasopharynx/oropharynx, biopsy Nerve, biopsy Odontogenic/dental cyst Omentum, biopsy Ovary with or without tube, non-neoplastic Ovary, biopsy/wedge resection Parathyroid gland Peritoneum, biopsy Pituitary tumor Placenta, other than third trimester Pleura/pericardium - biopsy/tissue Polyp, cervical/endometrial Polyp, colorectal Polyp, stomach/small intestine Prostate, needle biopsy Prostate, TUR Salivary gland, biopsy Sinus, paranasal biopsy Skin, other than cyst/tag/debridement/plastic repair Small intestine, biopsy Soft tissue, other than tumor/mass/lipoma/debridement Spleen Stomach, biopsy Synovium Testis, other than tumor/biopsy/castration Thyroglossal duct/brachial cleft cyst Tongue, biopsy Tonsil, biopsy Trachea, biopsy Ureter, biopsy Urethra, biopsy Urinary bladder, biopsy Uterus, with or without tubes and ovaries, for prolapse Vagina, biopsy Vulva/labia, biopsy",,0,375.25,281.44,217.65,697.97,356.49,356.49,348.98,375.25,,356.49,Trinity_Hospital
