Run Date: 1/11/2022 2:58:27 PM,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,hospital
,1.0,INSERTION OF NEEDLE INTO VEIN FOR COLLECTION OF BLOOD SAMPLE,300,36415,1,19.8,Community_Hospital_of_Anaconda
,2.0,"SIMPLE REPAIR OF SURFACE WOUND OF SCALP, NECK, UNDERARMS, TRUNK, ARMS, OR LEGS, 2.5 CM OR LESS",450,12001,1,273,Community_Hospital_of_Anaconda
,3.0,MISCELLANEOUS DRUGS,637,A9270,2,17.45,Community_Hospital_of_Anaconda
,4.0,"SIMPLE REPAIR OF SURFACE WOUND OF SCALP, NECK, UNDERARMS, TRUNK, ARMS, OR LEGS, 2.5 CM OR LESS",981,12001,1,180.8,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,491.05,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,217.17,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,491.05,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable ALLEGIANCE PROVIDER DIRECT,,,,248.2,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,426.43,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS MT BLUE OPTIONS,,,,217.17,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,491.05,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,359.53,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable UHC,,,,294.73,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
10,,"14301 - Repair of wound by transferring skin, 30.1-60.0 sq cm",,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: AMBULATORY SURGICAL,,,,,Community_Hospital_of_Anaconda
,1.0,PHARMACY - GENERAL CLASSIFICATION,250,,5,32.5,Community_Hospital_of_Anaconda
,2.0,MEDICAL/SURGICAL SUPPLIES AND DEVICES - NON STERILE SUPPLY,271,,3,867.17,Community_Hospital_of_Anaconda
,3.0,BREATHING CIRCUITS,271,A4618,2,175.6,Community_Hospital_of_Anaconda
,4.0,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,272,,18,6025.03,Community_Hospital_of_Anaconda
,5.0,"PATHOLOGY EXAMINATION OF TISSUE USING A MICROSCOPE, MODERATELY HIGH COMPLEXITY",310,88307,4,681.28,Community_Hospital_of_Anaconda
,6.0,X-RAY OF SURGICAL SPECIMEN,320,76098,1,330.23,Community_Hospital_of_Anaconda
,7.0,NUCLEAR MEDICINE STUDY OF LYMPHATIC SYSTEM,341,78195,1,1786,Community_Hospital_of_Anaconda
,8.0,TC99M SULFUR COLLOID,343,A9541,1,583.33,Community_Hospital_of_Anaconda
,9.0,"REPAIR OF WOUND BY TRANSFERRING SKIN, 30.1-60.0 SQ CM",360,14301,1,7502.6,Community_Hospital_of_Anaconda
,10.0,PHARMACY - EXTENSION OF 025X - DRUGS REQUIRING DETAILED CODING,636,,3,144.18,Community_Hospital_of_Anaconda
,11.0,CEFAZOLIN SODIUM INJECTION,636,J0690,6,95.31,Community_Hospital_of_Anaconda
,12.0,DEXAMETHASONE SODIUM PHOS,636,J1100,10,47.28,Community_Hospital_of_Anaconda
,13.0,LIDOCAINE INJECTION,636,J2001,23,166.18,Community_Hospital_of_Anaconda
,14.0,ONDANSETRON HCL INJECTION,636,J2405,7,18.75,Community_Hospital_of_Anaconda
,15.0,"INJ, PROPOFOL, 10 MG",636,J2704,141,220.46,Community_Hospital_of_Anaconda
,16.0,FENTANYL CITRATE INJECTION,636,J3010,2,32.99,Community_Hospital_of_Anaconda
,17.0,DRUGS UNCLASSIFIED INJECTION,636,J3490,1,20.59,Community_Hospital_of_Anaconda
,18.0,RINGERS LACTATE INFUSION,636,J7120,2,134.52,Community_Hospital_of_Anaconda
,19.0,RECOVERY ROOM - GENERAL CLASSIFICATION,710,,215,824.28,Community_Hospital_of_Anaconda
,20.0,ANESTHESIA FOR REMOVAL OF ALL OR PART OF BREAST,964,404,141,1711.07,Community_Hospital_of_Anaconda
,21.0,"REPAIR OF WOUND BY TRANSFERRING SKIN, 30.1-60.0 SQ CM",975,14301,1,2743.2,Community_Hospital_of_Anaconda
,22.0,PARTIAL REMOVAL OF BREAST,975,19301,1,3315.2,Community_Hospital_of_Anaconda
,23.0,BIOPSY OR REMOVAL OF DEEP LYMPH NODES OF UNDERARM,975,38525,1,2436.83,Community_Hospital_of_Anaconda
,24.0,IMAGING OF LYMPH NODES DURING SURGERY,975,38900,1,773,Community_Hospital_of_Anaconda
,25.0,PATIENT CONVENIENCE ITEMS - GENERAL CLASSIFICATION,990,,177,0,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,30667.56,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,13781.78,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,30667.56,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable ALLEGIANCE PROVIDER DIRECT,,,,15161.75,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,26616.39,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS MT BLUE OPTIONS,,,,13781.78,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,30667.56,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,21578.8,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable UHC,,,,18703.85,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
11,,175 - PULMONARY EMBOLISM WITH MAJOR COMPLICATIONS OR ACUTE COR PULMONALE,,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: INPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,ROOM & BOARD - PRIVATE (ONE BED) - GENERAL CLASSIFICATION,110,,3,4716,Community_Hospital_of_Anaconda
,2.0,INTENSIVE CARE UNIT - GENERAL CLASSIFICATION,200,,1,2990.4,Community_Hospital_of_Anaconda
,3.0,PHARMACY - GENERAL CLASSIFICATION,250,,239,1719.26,Community_Hospital_of_Anaconda
,4.0,MEDICAL/SURGICAL SUPPLIES AND DEVICES - NON STERILE SUPPLY,271,,3,607.88,Community_Hospital_of_Anaconda
,5.0,LABORATORY - GENERAL CLASSIFICATION,300,,6,428.28,Community_Hospital_of_Anaconda
,6.0,LABORATORY - CHEMISTRY,301,,3,340.54,Community_Hospital_of_Anaconda
,7.0,LABORATORY - HEMATOLOGY,305,,3,180.5,Community_Hospital_of_Anaconda
,8.0,LABORATORY - BACTERIOLOGY & MICROBIOLOGY,306,,0,12.83,Community_Hospital_of_Anaconda
,9.0,LABORATORY - UROLOGY,307,,0,8.82,Community_Hospital_of_Anaconda
,10.0,RADIOLOGY - DIAGNOSTIC - CHEST X-RAY,324,,0,26.12,Community_Hospital_of_Anaconda
,11.0,RESPIRATORY SERVICES - INHALATION SERVICES,412,,3,282.54,Community_Hospital_of_Anaconda
,12.0,PHYSICAL THERAPY - GENERAL CLASSIFICATION,420,,0,31.6,Community_Hospital_of_Anaconda
,13.0,PHYSICAL THERAPY - EVALUATION OR RE-EVALUATION,424,,0,75.8,Community_Hospital_of_Anaconda
,14.0,CARDIOLOGY - ECHOCARDIOLOGY,483,,0,239.78,Community_Hospital_of_Anaconda
,15.0,EKG/ECG (ELECTROCARDIOGRAM) - GENERAL CLASSIFICATION,730,,1,84,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,11744.35,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,9395.48,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,11744.35,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable ALLEGIANCE PROVIDER DIRECT,,,,9395.48,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,10569.91,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS MT BLUE OPTIONS,,,,9982.69,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,11744.35,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,10804.8,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable UHC,,,,11157.13,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
12,,177 - RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MAJOR COMPLICATIONS,,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: INPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,ROOM & BOARD - PRIVATE (ONE BED) - GENERAL CLASSIFICATION,110,,5,8825.16,Community_Hospital_of_Anaconda
,2.0,INTENSIVE CARE UNIT - GENERAL CLASSIFICATION,200,,0,1567.55,Community_Hospital_of_Anaconda
,3.0,PHARMACY - GENERAL CLASSIFICATION,250,,243,8534.77,Community_Hospital_of_Anaconda
,4.0,MEDICAL/SURGICAL SUPPLIES AND DEVICES - NON STERILE SUPPLY,271,,5,874.49,Community_Hospital_of_Anaconda
,5.0,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,272,,0,90.11,Community_Hospital_of_Anaconda
,6.0,LABORATORY - GENERAL CLASSIFICATION,300,,8,747.32,Community_Hospital_of_Anaconda
,7.0,LABORATORY - CHEMISTRY,301,,4,470.04,Community_Hospital_of_Anaconda
,8.0,LABORATORY - HEMATOLOGY,305,,3,195.45,Community_Hospital_of_Anaconda
,9.0,LABORATORY - BACTERIOLOGY & MICROBIOLOGY,306,,2,268.18,Community_Hospital_of_Anaconda
,10.0,LABORATORY - UROLOGY,307,,0,7.11,Community_Hospital_of_Anaconda
,11.0,RADIOLOGY - DIAGNOSTIC - CHEST X-RAY,324,,0,67.41,Community_Hospital_of_Anaconda
,12.0,RESPIRATORY SERVICES - INHALATION SERVICES,412,,3,265.38,Community_Hospital_of_Anaconda
,13.0,PHYSICAL THERAPY - GENERAL CLASSIFICATION,420,,2,160.1,Community_Hospital_of_Anaconda
,14.0,PHYSICAL THERAPY - EVALUATION OR RE-EVALUATION,424,,0,65.39,Community_Hospital_of_Anaconda
,15.0,OCCUPATIONAL THERAPY - GENERAL CLASSIFICATION,430,,0,21.19,Community_Hospital_of_Anaconda
,16.0,OCCUPATIONAL THERAPY - EVALUATION OR REEVALUATION,434,,0,32.03,Community_Hospital_of_Anaconda
,17.0,EKG/ECG (ELECTROCARDIOGRAM) - GENERAL CLASSIFICATION,730,,0,72.26,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,22263.95,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,17811.16,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,22263.95,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable ALLEGIANCE PROVIDER DIRECT,,,,17811.16,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,20037.55,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS MT BLUE OPTIONS,,,,18924.36,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,22263.95,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,20482.83,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable UHC,,,,21150.75,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
13,,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH MAJOR COMPLICATIONS,,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: INPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,ROOM & BOARD - PRIVATE (ONE BED) - GENERAL CLASSIFICATION,110,,4,5558,Community_Hospital_of_Anaconda
,2.0,INTENSIVE CARE UNIT - GENERAL CLASSIFICATION,200,,0,373.8,Community_Hospital_of_Anaconda
,3.0,PHARMACY - GENERAL CLASSIFICATION,250,,290,1097.76,Community_Hospital_of_Anaconda
,4.0,IV THERAPY - GENERAL CLASSIFICATION,260,,0,58.04,Community_Hospital_of_Anaconda
,5.0,MEDICAL/SURGICAL SUPPLIES AND DEVICES - NON STERILE SUPPLY,271,,5,760.16,Community_Hospital_of_Anaconda
,6.0,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,272,,0,10.38,Community_Hospital_of_Anaconda
,7.0,LABORATORY - GENERAL CLASSIFICATION,300,,6,471.46,Community_Hospital_of_Anaconda
,8.0,LABORATORY - CHEMISTRY,301,,4,481.01,Community_Hospital_of_Anaconda
,9.0,LABORATORY - IMMUNOLOGY,302,,0,16.66,Community_Hospital_of_Anaconda
,10.0,LABORATORY - HEMATOLOGY,305,,2,128.2,Community_Hospital_of_Anaconda
,11.0,LABORATORY - BACTERIOLOGY & MICROBIOLOGY,306,,1,107.36,Community_Hospital_of_Anaconda
,12.0,LABORATORY - UROLOGY,307,,0,5.18,Community_Hospital_of_Anaconda
,13.0,RADIOLOGY - DIAGNOSTIC - CHEST X-RAY,324,,0,61.65,Community_Hospital_of_Anaconda
,14.0,RESPIRATORY SERVICES - GENERAL CLASSIFICATION,410,,0,16.62,Community_Hospital_of_Anaconda
,15.0,RESPIRATORY SERVICES - INHALATION SERVICES,412,,15,1229.88,Community_Hospital_of_Anaconda
,16.0,PHYSICAL THERAPY - GENERAL CLASSIFICATION,420,,3,269.5,Community_Hospital_of_Anaconda
,17.0,PHYSICAL THERAPY - EVALUATION OR RE-EVALUATION,424,,1,129.4,Community_Hospital_of_Anaconda
,18.0,OCCUPATIONAL THERAPY - GENERAL CLASSIFICATION,430,,1,51.9,Community_Hospital_of_Anaconda
,19.0,OCCUPATIONAL THERAPY - EVALUATION OR REEVALUATION,434,,0,74.2,Community_Hospital_of_Anaconda
,20.0,EMERGENCY ROOM - GENERAL CLASSIFICATION,450,,0,137.85,Community_Hospital_of_Anaconda
,21.0,PULMONARY FUNCTION - GENERAL CLASSIFICATION,460,,0,88.26,Community_Hospital_of_Anaconda
,22.0,EKG/ECG (ELECTROCARDIOGRAM) - GENERAL CLASSIFICATION,730,,0,28,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,11155.27,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,8924.21,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,11155.27,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable ALLEGIANCE PROVIDER DIRECT,,,,8924.21,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,10039.74,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS MT BLUE OPTIONS,,,,9481.98,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,11155.27,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,10262.84,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable UHC,,,,10597.5,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
14,,"19000 - Aspiration of cyst of breast, first cyst",,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,272,,1,107.2,Community_Hospital_of_Anaconda
,2.0,"ASPIRATION OF CYST OF BREAST, FIRST CYST",361,19000,1,255.6,Community_Hospital_of_Anaconda
,3.0,"ASPIRATION OF CYST OF BREAST, FIRST CYST",361,19000,1,240.8,Community_Hospital_of_Anaconda
,4.0,DIAGNOSTIC MAMMOGRAPHY OF 1 BREAST,401,77065,1,0,Community_Hospital_of_Anaconda
,5.0,DIAGNOSTIC MAMMOGRAPHY OF BOTH BREASTS,401,77066,1,326.5,Community_Hospital_of_Anaconda
,6.0,COMPLETE ULTRASOUND SCAN OF 1 BREAST,402,76641,2,345.6,Community_Hospital_of_Anaconda
,7.0,ULTRASONIC GUIDANCE FOR NEEDLE PLACEMENT,402,76942,1,531,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,1806.7,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,ATTENDING PHYSICIAN - not provided by facility (may be billed separately),,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,1264.69,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,1806.7,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable ALLEGIANCE PROVIDER DIRECT,,,,1445.36,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,1535.7,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS MT BLUE OPTIONS,,,,1264.69,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,1806.7,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,1662.16,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable UHC,,,,1716.37,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
15,,19020 - Drainage of abscess of breast,,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,PHARMACY - GENERAL CLASSIFICATION,250,,22,251.56,Community_Hospital_of_Anaconda
,2.0,"INFUSION INTO A VEIN FOR THERAPY, PREVENTION, OR DIAGNOSIS, 1 HOUR OR LESS",260,96365,2,769.8,Community_Hospital_of_Anaconda
,3.0,"INFUSION INTO A VEIN FOR THERAPY, PREVENTION, OR DIAGNOSIS, EACH ADDITIONAL HOUR",260,96366,4,298,Community_Hospital_of_Anaconda
,4.0,INJECTION OF ADDITIONAL NEW DRUG OR SUBSTANCE INTO VEIN,260,96375,2,242,Community_Hospital_of_Anaconda
,5.0,MEDICAL/SURGICAL SUPPLIES AND DEVICES - NON STERILE SUPPLY,271,,4,1228.76,Community_Hospital_of_Anaconda
,6.0,BREATHING CIRCUITS,271,A4618,2,175.6,Community_Hospital_of_Anaconda
,7.0,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,272,,4,756.74,Community_Hospital_of_Anaconda
,8.0,URINE PREGNANCY TEST,301,81025,4,166.8,Community_Hospital_of_Anaconda
,9.0,"BACTERIAL CULTURE, ANY OTHER SOURCE EXCEPT URINE, BLOOD OR STOOL, AEROBIC",306,87070,2,96.4,Community_Hospital_of_Anaconda
,10.0,SPECIAL GRAM OR GIEMSA STAIN FOR MICROORGANISM,306,87205,2,96.4,Community_Hospital_of_Anaconda
,11.0,DRAINAGE OF ABSCESS OF BREAST,360,19020,1,6300,Community_Hospital_of_Anaconda
,12.0,COMPLETE ULTRASOUND SCAN OF 1 BREAST,402,76641,2,345.6,Community_Hospital_of_Anaconda
,13.0,DRAINAGE OF ABSCESS OF BREAST,450,19020,1,136.7,Community_Hospital_of_Anaconda
,14.0,PHARMACY - EXTENSION OF 025X - DRUGS REQUIRING DETAILED CODING,636,,4,51.32,Community_Hospital_of_Anaconda
,15.0,DEXAMETHASONE SODIUM PHOS,636,J1100,40,33.04,Community_Hospital_of_Anaconda
,16.0,DIPHENHYDRAMINE HCL INJECTIO,636,J1200,4,33.04,Community_Hospital_of_Anaconda
,17.0,LIDOCAINE INJECTION,636,J2001,40,284.88,Community_Hospital_of_Anaconda
,18.0,ONDANSETRON HCL INJECTION,636,J2405,24,55.08,Community_Hospital_of_Anaconda
,19.0,"INJ, PROPOFOL, 10 MG",636,J2704,40,202.08,Community_Hospital_of_Anaconda
,20.0,FENTANYL CITRATE INJECTION,636,J3010,4,50.6,Community_Hospital_of_Anaconda
,21.0,VANCOMYCIN HCL INJECTION,636,J3370,34,682.6,Community_Hospital_of_Anaconda
,22.0,DRUGS UNCLASSIFIED INJECTION,636,J3490,4,47.04,Community_Hospital_of_Anaconda
,23.0,NORMAL SALINE SOLUTION INFUS,636,J7040,10,560.5,Community_Hospital_of_Anaconda
,24.0,RINGERS LACTATE INFUSION,636,J7120,4,216.96,Community_Hospital_of_Anaconda
,25.0,RECOVERY ROOM - GENERAL CLASSIFICATION,710,,62,384.4,Community_Hospital_of_Anaconda
,26.0,HOSPITAL OBSERVATION PER HR,762,G0378,78,6510,Community_Hospital_of_Anaconda
,27.0,"ANESTHESIA FOR OTHER PROCEDURE ON SKIN OF ARMS, LEGS, AND FRONT BODY",964,400,86,1124.8,Community_Hospital_of_Anaconda
,28.0,EMERGENCY CONDITION COMPLICATING ANESTHESIA,964,99140,4,810.8,Community_Hospital_of_Anaconda
,29.0,DRAINAGE OF ABSCESS OF BREAST,975,19020,1,1079.8,Community_Hospital_of_Anaconda
,30.0,DRAINAGE OF ABSCESS OF BREAST,975,19020,2,2035.4,Community_Hospital_of_Anaconda
,31.0,OFFICE/OUTPATIENT VISIT NEW,983,99201,2,254.4,Community_Hospital_of_Anaconda
,32.0,"ESTABLISHED PATIENT OFFICE OR OTHER OUTPATIENT VISIT, 20-29 MINUTES",983,99213,2,424.4,Community_Hospital_of_Anaconda
,33.0,HOSPITAL OBSERVATION CARE ON DAY OF DISCHARGE,987,99217,2,440,Community_Hospital_of_Anaconda
,34.0,"INITIAL HOSPITAL OBSERVATION CARE PER DAY, TYPICALLY 30 MINUTES",987,99218,2,598.4,Community_Hospital_of_Anaconda
,35.0,"FOLLOW-UP OBSERVATION CARE PER DAY, TYPICALLY 15 MINUTES",987,99224,1,0,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,26743.9,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,ATTENDING PHYSICIAN - not provided by facility (may be billed separately),,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,13983.13,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,26743.9,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable ALLEGIANCE PROVIDER DIRECT,,,,14248.06,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,23070.72,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS MT BLUE OPTIONS,,,,13983.13,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,26743.9,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,20774.68,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable UHC,,,,18977.11,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
16,,"19083 - Biopsy of breast and placement of locating device using ultrasound, first growth",,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,MEDICAL/SURGICAL SUPPLIES AND DEVICES - NON STERILE SUPPLY,271,,1,506.53,Community_Hospital_of_Anaconda
,2.0,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,272,,2,418.48,Community_Hospital_of_Anaconda
,3.0,"PATHOLOGY EXAMINATION OF TISSUE USING A MICROSCOPE, INTERMEDIATE COMPLEXITY",310,88305,1,196.93,Community_Hospital_of_Anaconda
,4.0,"BIOPSY OF BREAST AND PLACEMENT OF LOCATING DEVICE USING ULTRASOUND, FIRST GROWTH",361,19083,1,733,Community_Hospital_of_Anaconda
,5.0,COMPLETE ULTRASOUND SCAN OF 1 BREAST,402,76641,1,172.23,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,2027.17,Community_Hospital_of_Anaconda
