BIG HORN HOSPITAL ASSOCIATION,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,hospital
8050098,RAD FEE/CT SOFT TISSUE WO/CONTRAST,"70490,26",2019-07-01 00:00:00,, CT Scan Pro Fee,,221.69,177.352,57.6394,215.0393,210.60549999999998,% OF CHARGE,106.14,FEE SCHEDULE,164.0506,% OF CHARGES,106.14,FEE SCHEDULE,106.14,FEE SCHEDULE,106.14,FEE SCHEDULE,106.14,FEE SCHEDULE,177.352,% OF CHARGE,210.60549999999998,% OF CHARGE,210.60549999999998,% OF CHARGE,210.60549999999998,% OF CHARGE,210.60549999999998,% OF CHARGE,215.0393,% OF CHARGE,164.0506,% OF CHARGE,164.0506,% OF CHARGE,164.0506,% OF CHARGE,210.60549999999998,% OF CHARGES,210.60549999999998,% OF CHARGES,164.0506,% OF CHARGES,164.0506,% OF CHARGES,210.60549999999998,% OF CHARGES,210.60549999999998,% OF CHARGE,164.0506,% OF CHARGE,117.4957,% OF CHARGE,57.6394,% OF CHARGE,Big_Horn_County_Memorial_Hospital
8050049,RAD FEE/CT SOFT TISSUE W/CONTRAST,"70491,26",2019-07-01 00:00:00,, CT Scan Pro Fee,,240.31,192.248,62.4806,233.1007,228.2945,% OF CHARGE,114.31,FEE SCHEDULE,177.8294,% OF CHARGES,114.31,FEE SCHEDULE,114.31,FEE SCHEDULE,114.31,FEE SCHEDULE,114.31,FEE SCHEDULE,192.24800000000002,% OF CHARGE,228.2945,% OF CHARGE,228.2945,% OF CHARGE,228.2945,% OF CHARGE,228.2945,% OF CHARGE,233.1007,% OF CHARGE,177.8294,% OF CHARGE,177.8294,% OF CHARGE,177.8294,% OF CHARGE,228.2945,% OF CHARGES,228.2945,% OF CHARGES,177.8294,% OF CHARGES,177.8294,% OF CHARGES,228.2945,% OF CHARGES,228.2945,% OF CHARGE,177.8294,% OF CHARGE,127.36430000000001,% OF CHARGE,62.4806,% OF CHARGE,Big_Horn_County_Memorial_Hospital
8050346,RAD FEE/CT SOFT TISSUE W/WO (NECK),"70492,26",2019-07-01 00:00:00,, CT Scan Pro Fee,,280.3,224.24,72.878,271.891,266.285,% OF CHARGE,134.72,FEE SCHEDULE,207.422,% OF CHARGES,134.72,FEE SCHEDULE,134.72,FEE SCHEDULE,134.72,FEE SCHEDULE,134.72,FEE SCHEDULE,224.24,% OF CHARGE,266.285,% OF CHARGE,266.285,% OF CHARGE,266.285,% OF CHARGE,266.285,% OF CHARGE,271.891,% OF CHARGE,207.422,% OF CHARGE,207.422,% OF CHARGE,207.422,% OF CHARGE,266.285,% OF CHARGES,266.285,% OF CHARGES,207.422,% OF CHARGES,207.422,% OF CHARGES,266.285,% OF CHARGES,266.285,% OF CHARGE,207.422,% OF CHARGE,148.55900000000003,% OF CHARGE,72.878,% OF CHARGE,Big_Horn_County_Memorial_Hospital
8050361,RAD FEE/CT ANGIO HEAD W/WO CONTRAST,"70496,26",2019-07-01 00:00:00,, CT Scan Pro Fee,,303.63,242.904,78.9438,294.5211,288.44849999999997,% OF CHARGE,144.63,FEE SCHEDULE,224.68619999999999,% OF CHARGES,144.63,FEE SCHEDULE,144.63,FEE SCHEDULE,144.63,FEE SCHEDULE,144.63,FEE SCHEDULE,242.904,% OF CHARGE,288.44849999999997,% OF CHARGE,288.44849999999997,% OF CHARGE,288.44849999999997,% OF CHARGE,288.44849999999997,% OF CHARGE,294.5211,% OF CHARGE,224.68619999999999,% OF CHARGE,224.68619999999999,% OF CHARGE,224.68619999999999,% OF CHARGE,288.44849999999997,% OF CHARGES,288.44849999999997,% OF CHARGES,224.68619999999999,% OF CHARGES,224.68619999999999,% OF CHARGES,288.44849999999997,% OF CHARGES,288.44849999999997,% OF CHARGE,224.68619999999999,% OF CHARGE,160.9239,% OF CHARGE,78.9438,% OF CHARGE,Big_Horn_County_Memorial_Hospital
8050403,RAD FEE/CT ANGIO NECK,"70498,26",2019-07-01 00:00:00,, CT Scan Pro Fee,,303.63,242.904,78.9438,294.5211,288.44849999999997,% OF CHARGE,144.63,FEE SCHEDULE,224.68619999999999,% OF CHARGES,144.63,FEE SCHEDULE,144.63,FEE SCHEDULE,144.63,FEE SCHEDULE,144.63,FEE SCHEDULE,242.904,% OF CHARGE,288.44849999999997,% OF CHARGE,288.44849999999997,% OF CHARGE,288.44849999999997,% OF CHARGE,288.44849999999997,% OF CHARGE,294.5211,% OF CHARGE,224.68619999999999,% OF CHARGE,224.68619999999999,% OF CHARGE,224.68619999999999,% OF CHARGE,288.44849999999997,% OF CHARGES,288.44849999999997,% OF CHARGES,224.68619999999999,% OF CHARGES,224.68619999999999,% OF CHARGES,288.44849999999997,% OF CHARGES,288.44849999999997,% OF CHARGE,224.68619999999999,% OF CHARGE,160.9239,% OF CHARGE,78.9438,% OF CHARGE,Big_Horn_County_Memorial_Hospital
8350019,RAD FEE/MR ORB/FACE/NECK/WO (PROF),"70540,26",2019-07-01 00:00:00,,MRI Pro Fees,,234.33,187.464,60.9258,227.30010000000001,222.6135,% OF CHARGE,110.81,FEE SCHEDULE,173.4042,% OF CHARGES,110.81,FEE SCHEDULE,110.81,FEE SCHEDULE,110.81,FEE SCHEDULE,110.81,FEE SCHEDULE,187.46400000000003,% OF CHARGE,222.6135,% OF CHARGE,222.6135,% OF CHARGE,222.6135,% OF CHARGE,222.6135,% OF CHARGE,227.30010000000001,% OF CHARGE,173.4042,% OF CHARGE,173.4042,% OF CHARGE,173.4042,% OF CHARGE,222.6135,% OF CHARGES,222.6135,% OF CHARGES,173.4042,% OF CHARGES,173.4042,% OF CHARGES,222.6135,% OF CHARGES,222.6135,% OF CHARGE,173.4042,% OF CHARGE,124.19490000000002,% OF CHARGE,60.9258,% OF CHARGE,Big_Horn_County_Memorial_Hospital
8350027,RAD FEE/MR ORB/FACE/NECK/W (PROF),"70542,26",2019-07-01 00:00:00,,MRI Pro Fees,,281.49,225.192,73.18740000000001,273.0453,267.4155,% OF CHARGE,134.72,FEE SCHEDULE,208.3026,% OF CHARGES,134.72,FEE SCHEDULE,134.72,FEE SCHEDULE,134.72,FEE SCHEDULE,134.72,FEE SCHEDULE,225.192,% OF CHARGE,267.4155,% OF CHARGE,267.4155,% OF CHARGE,267.4155,% OF CHARGE,267.4155,% OF CHARGE,273.0453,% OF CHARGE,208.3026,% OF CHARGE,208.3026,% OF CHARGE,208.3026,% OF CHARGE,267.4155,% OF CHARGES,267.4155,% OF CHARGES,208.3026,% OF CHARGES,208.3026,% OF CHARGES,267.4155,% OF CHARGES,267.4155,% OF CHARGE,208.3026,% OF CHARGE,149.18970000000002,% OF CHARGE,73.18740000000001,% OF CHARGE,Big_Horn_County_Memorial_Hospital
8350035,RAD FEE/MR ORB/FACE/NECK/W-WO (PROF,"70543,26",2019-07-01 00:00:00,,MRI Pro Fees,,370.56,296.448,96.3456,359.4432,352.032,% OF CHARGE,176.71,FEE SCHEDULE,274.2144,% OF CHARGES,176.71,FEE SCHEDULE,176.71,FEE SCHEDULE,176.71,FEE SCHEDULE,176.71,FEE SCHEDULE,296.44800000000004,% OF CHARGE,352.032,% OF CHARGE,352.032,% OF CHARGE,352.032,% OF CHARGE,352.032,% OF CHARGE,359.4432,% OF CHARGE,274.2144,% OF CHARGE,274.2144,% OF CHARGE,274.2144,% OF CHARGE,352.032,% OF CHARGES,352.032,% OF CHARGES,274.2144,% OF CHARGES,274.2144,% OF CHARGES,352.032,% OF CHARGES,352.032,% OF CHARGE,274.2144,% OF CHARGE,196.3968,% OF CHARGE,96.3456,% OF CHARGE,Big_Horn_County_Memorial_Hospital
8350043,RAD FEE/MR ANGIO BRAIN/WO (PROF),"70544,26",2019-07-01 00:00:00,,MRI Pro Fees,,208.63,166.904,54.2438,202.37109999999998,198.1985,% OF CHARGE,99.14,FEE SCHEDULE,154.3862,% OF CHARGES,99.14,FEE SCHEDULE,99.14,FEE SCHEDULE,99.14,FEE SCHEDULE,99.14,FEE SCHEDULE,166.904,% OF CHARGE,198.1985,% OF CHARGE,198.1985,% OF CHARGE,198.1985,% OF CHARGE,198.1985,% OF CHARGE,202.37109999999998,% OF CHARGE,154.3862,% OF CHARGE,154.3862,% OF CHARGE,154.3862,% OF CHARGE,198.1985,% OF CHARGES,198.1985,% OF CHARGES,154.3862,% OF CHARGES,154.3862,% OF CHARGES,198.1985,% OF CHARGES,198.1985,% OF CHARGE,154.3862,% OF CHARGE,110.57390000000001,% OF CHARGE,54.2438,% OF CHARGE,Big_Horn_County_Memorial_Hospital
8350050,RAD FEE/MR ANGIO NECK/WO (PROF),"70547,26",2019-07-01 00:00:00,,MRI Pro Fees,,208.63,166.904,54.2438,202.37109999999998,198.1985,% OF CHARGE,99.73,FEE SCHEDULE,154.3862,% OF CHARGES,99.73,FEE SCHEDULE,99.73,FEE SCHEDULE,99.73,FEE SCHEDULE,99.73,FEE SCHEDULE,166.904,% OF CHARGE,198.1985,% OF CHARGE,198.1985,% OF CHARGE,198.1985,% OF CHARGE,198.1985,% OF CHARGE,202.37109999999998,% OF CHARGE,154.3862,% OF CHARGE,154.3862,% OF CHARGE,154.3862,% OF CHARGE,198.1985,% OF CHARGES,198.1985,% OF CHARGES,154.3862,% OF CHARGES,154.3862,% OF CHARGES,198.1985,% OF CHARGES,198.1985,% OF CHARGE,154.3862,% OF CHARGE,110.57390000000001,% OF CHARGE,54.2438,% OF CHARGE,Big_Horn_County_Memorial_Hospital
8350068,RAD FEE/MR ANGIO NECK/W-WO (PROF),"70549,26",2019-07-01 00:00:00,,MRI Pro Fees,,311.95,249.56,81.107,302.5915,296.35249999999996,% OF CHARGE,149.3,FEE SCHEDULE,230.843,% OF CHARGES,149.3,FEE SCHEDULE,149.3,FEE SCHEDULE,149.3,FEE SCHEDULE,149.3,FEE SCHEDULE,249.56,% OF CHARGE,296.35249999999996,% OF CHARGE,296.35249999999996,% OF CHARGE,296.35249999999996,% OF CHARGE,296.35249999999996,% OF CHARGE,302.5915,% OF CHARGE,230.843,% OF CHARGE,230.843,% OF CHARGE,230.843,% OF CHARGE,296.35249999999996,% OF CHARGES,296.35249999999996,% OF CHARGES,230.843,% OF CHARGES,230.843,% OF CHARGES,296.35249999999996,% OF CHARGES,296.35249999999996,% OF CHARGE,230.843,% OF CHARGE,165.33350000000002,% OF CHARGE,81.107,% OF CHARGE,Big_Horn_County_Memorial_Hospital
8350076,RAD FEE/MR BRAIN/WO (PROF),"70551,26",2019-07-01 00:00:00,,MRI Pro Fees,,256.94,205.552,66.8044,249.2318,244.093,% OF CHARGE,123.06,FEE SCHEDULE,190.13559999999998,% OF CHARGES,123.06,FEE SCHEDULE,123.06,FEE SCHEDULE,123.06,FEE SCHEDULE,123.06,FEE SCHEDULE,205.55200000000002,% OF CHARGE,244.093,% OF CHARGE,244.093,% OF CHARGE,244.093,% OF CHARGE,244.093,% OF CHARGE,249.2318,% OF CHARGE,190.13559999999998,% OF CHARGE,190.13559999999998,% OF CHARGE,190.13559999999998,% OF CHARGE,244.093,% OF CHARGES,244.093,% OF CHARGES,190.13559999999998,% OF CHARGES,190.13559999999998,% OF CHARGES,244.093,% OF CHARGES,244.093,% OF CHARGE,190.13559999999998,% OF CHARGE,136.1782,% OF CHARGE,66.8044,% OF CHARGE,Big_Horn_County_Memorial_Hospital
8350084,RAD FEE/MR BRAIN/W (PROF),"70552,26",2019-07-01 00:00:00,,MRI Pro Fees,,309.57,247.656,80.4882,300.2829,294.0915,% OF CHARGE,147.55,FEE SCHEDULE,229.0818,% OF CHARGES,147.55,FEE SCHEDULE,147.55,FEE SCHEDULE,147.55,FEE SCHEDULE,147.55,FEE SCHEDULE,247.656,% OF CHARGE,294.0915,% OF CHARGE,294.0915,% OF CHARGE,294.0915,% OF CHARGE,294.0915,% OF CHARGE,300.2829,% OF CHARGE,229.0818,% OF CHARGE,229.0818,% OF CHARGE,229.0818,% OF CHARGE,294.0915,% OF CHARGES,294.0915,% OF CHARGES,229.0818,% OF CHARGES,229.0818,% OF CHARGES,294.0915,% OF CHARGES,294.0915,% OF CHARGE,229.0818,% OF CHARGE,164.0721,% OF CHARGE,80.4882,% OF CHARGE,Big_Horn_County_Memorial_Hospital
8350092,RAD FEE/MR BRAIN/W-WO (PROF),"70553,26",2019-07-01 00:00:00,,MRI Pro Fees,,396.26,317.008,103.0276,384.37219999999996,376.44699999999995,% OF CHARGE,189.54,FEE SCHEDULE,293.2324,% OF CHARGES,189.54,FEE SCHEDULE,189.54,FEE SCHEDULE,189.54,FEE SCHEDULE,189.54,FEE SCHEDULE,317.00800000000004,% OF CHARGE,376.44699999999995,% OF CHARGE,376.44699999999995,% OF CHARGE,376.44699999999995,% OF CHARGE,376.44699999999995,% OF CHARGE,384.37219999999996,% OF CHARGE,293.2324,% OF CHARGE,293.2324,% OF CHARGE,293.2324,% OF CHARGE,376.44699999999995,% OF CHARGES,376.44699999999995,% OF CHARGES,293.2324,% OF CHARGES,293.2324,% OF CHARGES,376.44699999999995,% OF CHARGES,376.44699999999995,% OF CHARGE,293.2324,% OF CHARGE,210.0178,% OF CHARGE,103.0276,% OF CHARGE,Big_Horn_County_Memorial_Hospital
7660145,RAD FEE/CHEST DECUB/BUCKY,"71035,26",2017-12-01 00:00:00,,Radiology Pro Fee,,98.13,78.50399999999999,25.5138,95.1861,93.22349999999999,% OF CHARGE,47.11,FEE SCHEDULE,72.61619999999999,% OF CHARGES,47.11,FEE SCHEDULE,47.11,FEE SCHEDULE,47.11,FEE SCHEDULE,47.11,FEE SCHEDULE,78.504,% OF CHARGE,93.22349999999999,% OF CHARGE,93.22349999999999,% OF CHARGE,93.22349999999999,% OF CHARGE,93.22349999999999,% OF CHARGE,95.1861,% OF CHARGE,72.61619999999999,% OF CHARGE,72.61619999999999,% OF CHARGE,72.61619999999999,% OF CHARGE,93.22349999999999,% OF CHARGES,93.22349999999999,% OF CHARGES,72.61619999999999,% OF CHARGES,72.61619999999999,% OF CHARGES,93.22349999999999,% OF CHARGES,93.22349999999999,% OF CHARGE,72.61619999999999,% OF CHARGE,52.0089,% OF CHARGE,25.5138,% OF CHARGE,Big_Horn_County_Memorial_Hospital
7660178,RAD FEE/CHEST 1 VIEW,"71045,26",2019-07-01 00:00:00,,Radiology Pro Fee,,31.68,25.344,8.2368,30.729599999999998,30.096,% OF CHARGE,15.16,FEE SCHEDULE,23.4432,% OF CHARGES,15.16,FEE SCHEDULE,15.16,FEE SCHEDULE,15.16,FEE SCHEDULE,15.16,FEE SCHEDULE,25.344,% OF CHARGE,30.096,% OF CHARGE,30.096,% OF CHARGE,30.096,% OF CHARGE,30.096,% OF CHARGE,30.729599999999998,% OF CHARGE,23.4432,% OF CHARGE,23.4432,% OF CHARGE,23.4432,% OF CHARGE,30.096,% OF CHARGES,30.096,% OF CHARGES,23.4432,% OF CHARGES,23.4432,% OF CHARGES,30.096,% OF CHARGES,30.096,% OF CHARGE,23.4432,% OF CHARGE,16.7904,% OF CHARGE,8.2368,% OF CHARGE,Big_Horn_County_Memorial_Hospital
7660152,RAD FEE/CHEST 2 VIEW,"71046,26",2019-07-01 00:00:00,,Radiology Pro Fee,,37.62,30.095999999999997,9.7812,36.4914,35.739,% OF CHARGE,18.08,FEE SCHEDULE,27.8388,% OF CHARGES,18.08,FEE SCHEDULE,18.08,FEE SCHEDULE,18.08,FEE SCHEDULE,18.08,FEE SCHEDULE,30.096,% OF CHARGE,35.739,% OF CHARGE,35.739,% OF CHARGE,35.739,% OF CHARGE,35.739,% OF CHARGE,36.4914,% OF CHARGE,27.8388,% OF CHARGE,27.8388,% OF CHARGE,27.8388,% OF CHARGE,35.739,% OF CHARGES,35.739,% OF CHARGES,27.8388,% OF CHARGES,27.8388,% OF CHARGES,35.739,% OF CHARGES,35.739,% OF CHARGE,27.8388,% OF CHARGE,19.9386,% OF CHARGE,9.7812,% OF CHARGE,Big_Horn_County_Memorial_Hospital
7660186,RAD FEE/CHEST W/LORDOTIC,"71047,26",2019-07-01 00:00:00,,Radiology Pro Fee,,48.31,38.648,12.5606,46.8607,45.8945,% OF CHARGE,22.74,FEE SCHEDULE,35.7494,% OF CHARGES,22.74,FEE SCHEDULE,22.74,FEE SCHEDULE,22.74,FEE SCHEDULE,22.74,FEE SCHEDULE,38.648,% OF CHARGE,45.8945,% OF CHARGE,45.8945,% OF CHARGE,45.8945,% OF CHARGE,45.8945,% OF CHARGE,46.8607,% OF CHARGE,35.7494,% OF CHARGE,35.7494,% OF CHARGE,35.7494,% OF CHARGE,45.8945,% OF CHARGES,45.8945,% OF CHARGES,35.7494,% OF CHARGES,35.7494,% OF CHARGES,45.8945,% OF CHARGES,45.8945,% OF CHARGE,35.7494,% OF CHARGE,25.604300000000002,% OF CHARGE,12.5606,% OF CHARGE,Big_Horn_County_Memorial_Hospital
7660922,RAD FEE/CHEST COMPLETE (4V),"71048,26",2019-07-01 00:00:00,,Radiology Pro Fee,,55.47,44.376,14.4222,53.805899999999994,52.69649999999999,% OF CHARGE,26.83,FEE SCHEDULE,41.047799999999995,% OF CHARGES,26.83,FEE SCHEDULE,26.83,FEE SCHEDULE,26.83,FEE SCHEDULE,26.83,FEE SCHEDULE,44.376000000000005,% OF CHARGE,52.69649999999999,% OF CHARGE,52.69649999999999,% OF CHARGE,52.69649999999999,% OF CHARGE,52.69649999999999,% OF CHARGE,53.805899999999994,% OF CHARGE,41.047799999999995,% OF CHARGE,41.047799999999995,% OF CHARGE,41.047799999999995,% OF CHARGE,52.69649999999999,% OF CHARGES,52.69649999999999,% OF CHARGES,41.047799999999995,% OF CHARGES,41.047799999999995,% OF CHARGES,52.69649999999999,% OF CHARGES,52.69649999999999,% OF CHARGE,41.047799999999995,% OF CHARGE,29.3991,% OF CHARGE,14.4222,% OF CHARGE,Big_Horn_County_Memorial_Hospital
7660160,RAD FEE/CHEST 2 VIEW W/OBLIQUES,"71048,26",2019-07-01 00:00:00,,Radiology Pro Fee,,55.47,44.376,14.4222,53.805899999999994,52.69649999999999,% OF CHARGE,26.83,FEE SCHEDULE,41.047799999999995,% OF CHARGES,26.83,FEE SCHEDULE,26.83,FEE SCHEDULE,26.83,FEE SCHEDULE,26.83,FEE SCHEDULE,44.376000000000005,% OF CHARGE,52.69649999999999,% OF CHARGE,52.69649999999999,% OF CHARGE,52.69649999999999,% OF CHARGE,52.69649999999999,% OF CHARGE,53.805899999999994,% OF CHARGE,41.047799999999995,% OF CHARGE,41.047799999999995,% OF CHARGE,41.047799999999995,% OF CHARGE,52.69649999999999,% OF CHARGES,52.69649999999999,% OF CHARGES,41.047799999999995,% OF CHARGES,41.047799999999995,% OF CHARGES,52.69649999999999,% OF CHARGES,52.69649999999999,% OF CHARGE,41.047799999999995,% OF CHARGE,29.3991,% OF CHARGE,14.4222,% OF CHARGE,Big_Horn_County_Memorial_Hospital
7660525,RAD FEE/RIBS UNILATERAL 2 VIEWS,"71100,26",2019-07-01 00:00:00,,Radiology Pro Fee,,38.81,31.048000000000002,10.0906,37.6457,36.8695,% OF CHARGE,18.66,FEE SCHEDULE,28.7194,% OF CHARGES,18.66,FEE SCHEDULE,18.66,FEE SCHEDULE,18.66,FEE SCHEDULE,18.66,FEE SCHEDULE,31.048000000000002,% OF CHARGE,36.8695,% OF CHARGE,36.8695,% OF CHARGE,36.8695,% OF CHARGE,36.8695,% OF CHARGE,37.6457,% OF CHARGE,28.7194,% OF CHARGE,28.7194,% OF CHARGE,28.7194,% OF CHARGE,36.8695,% OF CHARGES,36.8695,% OF CHARGES,28.7194,% OF CHARGES,28.7194,% OF CHARGES,36.8695,% OF CHARGES,36.8695,% OF CHARGE,28.7194,% OF CHARGE,20.569300000000002,% OF CHARGE,10.0906,% OF CHARGE,Big_Horn_County_Memorial_Hospital
7660541,RAD FEE/RIBS UNILATERAL W/CHEST,"71101,26",2019-07-01 00:00:00,,Radiology Pro Fee,,47.88,38.304,12.4488,46.4436,45.486,% OF CHARGE,22.16,FEE SCHEDULE,35.431200000000004,% OF CHARGES,22.16,FEE SCHEDULE,22.16,FEE SCHEDULE,22.16,FEE SCHEDULE,22.16,FEE SCHEDULE,38.304,% OF CHARGE,45.486,% OF CHARGE,45.486,% OF CHARGE,45.486,% OF CHARGE,45.486,% OF CHARGE,46.4436,% OF CHARGE,35.431200000000004,% OF CHARGE,35.431200000000004,% OF CHARGE,35.431200000000004,% OF CHARGE,45.486,% OF CHARGES,45.486,% OF CHARGES,35.431200000000004,% OF CHARGES,35.431200000000004,% OF CHARGES,45.486,% OF CHARGES,45.486,% OF CHARGE,35.431200000000004,% OF CHARGE,25.376400000000004,% OF CHARGE,12.4488,% OF CHARGE,Big_Horn_County_Memorial_Hospital
7660533,RAD FEE/RIBS BILATERAL 3 VIEWS,"71110,26",2019-07-01 00:00:00,,Radiology Pro Fee,,50.69,40.552,13.1794,49.1693,48.155499999999996,% OF CHARGE,24.49,FEE SCHEDULE,37.5106,% OF CHARGES,24.49,FEE SCHEDULE,24.49,FEE SCHEDULE,24.49,FEE SCHEDULE,24.49,FEE SCHEDULE,40.552,% OF CHARGE,48.155499999999996,% OF CHARGE,48.155499999999996,% OF CHARGE,48.155499999999996,% OF CHARGE,48.155499999999996,% OF CHARGE,49.1693,% OF CHARGE,37.5106,% OF CHARGE,37.5106,% OF CHARGE,37.5106,% OF CHARGE,48.155499999999996,% OF CHARGES,48.155499999999996,% OF CHARGES,37.5106,% OF CHARGES,37.5106,% OF CHARGES,48.155499999999996,% OF CHARGES,48.155499999999996,% OF CHARGE,37.5106,% OF CHARGE,26.8657,% OF CHARGE,13.1794,% OF CHARGE,Big_Horn_County_Memorial_Hospital
2202206,LAC SIMPLE 2.6/7.5CM (PROF),12002,2019-07-01 00:00:00,, ER Pro Fee,,209.88,167.904,54.5688,203.5836,199.386,% OF CHARGE,100.89,FEE SCHEDULE,155.31119999999999,% OF CHARGES,100.89,FEE SCHEDULE,100.89,FEE SCHEDULE,100.89,FEE SCHEDULE,100.89,FEE SCHEDULE,167.904,% OF CHARGE,199.386,% OF CHARGE,199.386,% OF CHARGE,199.386,% OF CHARGE,199.386,% OF CHARGE,203.5836,% OF CHARGE,155.31119999999999,% OF CHARGE,155.31119999999999,% OF CHARGE,155.31119999999999,% OF CHARGE,199.386,% OF CHARGES,199.386,% OF CHARGES,155.31119999999999,% OF CHARGES,155.31119999999999,% OF CHARGES,199.386,% OF CHARGES,199.386,% OF CHARGE,155.31119999999999,% OF CHARGE,111.2364,% OF CHARGE,54.5688,% OF CHARGE,Big_Horn_County_Memorial_Hospital
2202220,LAC FACE/EAR/NOSE 7.6-1.25 CM (PROF),12015,2019-07-01 00:00:00,, ER Pro Fee,,340.2,272.15999999999997,88.452,329.99399999999997,323.19,% OF CHARGE,162.13,FEE SCHEDULE,251.748,% OF CHARGES,162.13,FEE SCHEDULE,162.13,FEE SCHEDULE,162.13,FEE SCHEDULE,162.13,FEE SCHEDULE,272.16,% OF CHARGE,323.19,% OF CHARGE,323.19,% OF CHARGE,323.19,% OF CHARGE,323.19,% OF CHARGE,329.99399999999997,% OF CHARGE,251.748,% OF CHARGE,251.748,% OF CHARGE,251.748,% OF CHARGE,323.19,% OF CHARGES,323.19,% OF CHARGES,251.748,% OF CHARGES,251.748,% OF CHARGES,323.19,% OF CHARGES,323.19,% OF CHARGE,251.748,% OF CHARGE,180.306,% OF CHARGE,88.452,% OF CHARGE,Big_Horn_County_Memorial_Hospital
2202208,LAC SCALP/TRUNK/EXT 26-75CM (PROF),12032,2019-07-01 00:00:00,, ER Pro Fee,,692.14,553.712,179.9564,671.3757999999999,657.5329999999999,% OF CHARGE,318.43,FEE SCHEDULE,512.1836,% OF CHARGES,318.43,FEE SCHEDULE,318.43,FEE SCHEDULE,318.43,FEE SCHEDULE,318.43,FEE SCHEDULE,553.712,% OF CHARGE,657.5329999999999,% OF CHARGE,657.5329999999999,% OF CHARGE,657.5329999999999,% OF CHARGE,657.5329999999999,% OF CHARGE,671.3757999999999,% OF CHARGE,512.1836,% OF CHARGE,512.1836,% OF CHARGE,512.1836,% OF CHARGE,657.5329999999999,% OF CHARGES,657.5329999999999,% OF CHARGES,512.1836,% OF CHARGES,512.1836,% OF CHARGES,657.5329999999999,% OF CHARGES,657.5329999999999,% OF CHARGE,512.1836,% OF CHARGE,366.8342,% OF CHARGE,179.9564,% OF CHARGE,Big_Horn_County_Memorial_Hospital
2202207,APPL/SHORT ARM SPLINT (PROF),29125,2019-07-01 00:00:00,, ER Pro Fee,,139.66,111.728,36.3116,135.4702,132.677,% OF CHARGE,65.9,FEE SCHEDULE,103.3484,% OF CHARGES,65.9,FEE SCHEDULE,65.9,FEE SCHEDULE,65.9,FEE SCHEDULE,65.9,FEE SCHEDULE,111.72800000000001,% OF CHARGE,132.677,% OF CHARGE,132.677,% OF CHARGE,132.677,% OF CHARGE,132.677,% OF CHARGE,135.4702,% OF CHARGE,103.3484,% OF CHARGE,103.3484,% OF CHARGE,103.3484,% OF CHARGE,132.677,% OF CHARGES,132.677,% OF CHARGES,103.3484,% OF CHARGES,103.3484,% OF CHARGES,132.677,% OF CHARGES,132.677,% OF CHARGE,103.3484,% OF CHARGE,74.0198,% OF CHARGE,36.3116,% OF CHARGE,Big_Horn_County_Memorial_Hospital
2202212,OBSERVATION MODERATE COMPLEXITY (PROF),99219,2019-07-01 00:00:00,, ER Pro Fee,,469.76,375.808,122.1376,455.6672,446.272,% OF CHARGE,223.37,FEE SCHEDULE,347.62239999999997,% OF CHARGES,223.37,FEE SCHEDULE,223.37,FEE SCHEDULE,223.37,FEE SCHEDULE,223.37,FEE SCHEDULE,375.808,% OF CHARGE,446.272,% OF CHARGE,446.272,% OF CHARGE,446.272,% OF CHARGE,446.272,% OF CHARGE,455.6672,% OF CHARGE,347.62239999999997,% OF CHARGE,347.62239999999997,% OF CHARGE,347.62239999999997,% OF CHARGE,446.272,% OF CHARGES,446.272,% OF CHARGES,347.62239999999997,% OF CHARGES,347.62239999999997,% OF CHARGES,446.272,% OF CHARGES,446.272,% OF CHARGE,347.62239999999997,% OF CHARGE,248.9728,% OF CHARGE,122.1376,% OF CHARGE,Big_Horn_County_Memorial_Hospital
