Location,Dept Number,Charge Code,Description,Revenue Code,CPT Code,Price,Discounted Cash Price,Minimum Contracted price,Maximum Contracted Price,BCBS Traditional Network,BCBS Point of Service Network,BCBS Closed Plan Network,BCBS HealthLink ,BCBS Medicare Advantage,Allegiance,InterWest,Pacific Source,Mountain Health Co-Op PPO,Mountain Health Co-Op HPN,United Medicare,hospital
BTMC,3330,4978,"TAPE TRANSPARENT 1""roll",270,,8.0,4.8,6.36,8.0,8.0,7.6,7.6,7.2,6.36,7.6,7.6,7.68,7.76,6.96,6.0,Benefis_Teton_Medical_Center
BTMC,3330,50161,TRANSPARENT DRESSING 2X3,270,,5.0,3.0,3.98,5.0,5.0,4.75,4.75,4.5,3.98,4.75,4.75,4.8,4.85,4.35,3.75,Benefis_Teton_Medical_Center
BTMC,3330,5041,"TAPE ADHESIVE  1""roll",270,,6.0,3.6,4.77,6.0,6.0,5.7,5.7,5.4,4.77,5.7,5.7,5.76,5.82,5.22,4.5,Benefis_Teton_Medical_Center
BTMC,3330,50435,SUCTION CATH all,270,,10.0,6.0,7.95,10.0,10.0,9.5,9.5,9.0,7.95,9.5,9.5,9.6,9.7,8.7,7.5,Benefis_Teton_Medical_Center
BTMC,3330,5090,TELFA,270,,5.0,3.0,3.98,5.0,5.0,4.75,4.75,4.5,3.98,4.75,4.75,4.8,4.85,4.35,3.75,Benefis_Teton_Medical_Center
BTMC,3330,51087,IV INTERLINK NITRO SET,270,,57.0,34.2,45.32,57.0,57.0,54.15,54.15,51.3,45.32,54.15,54.15,54.72,55.29,49.59,42.75,Benefis_Teton_Medical_Center
BTMC,3330,5116,SUCTION TIP YANKAUER,270,,23.0,13.8,18.29,23.0,23.0,21.85,21.85,20.7,18.29,21.85,21.85,22.08,22.31,20.01,17.25,Benefis_Teton_Medical_Center
BTMC,3330,5124,"TAPE PAPER 1""roll",270,,5.0,3.0,3.98,5.0,5.0,4.75,4.75,4.5,3.98,4.75,4.75,4.8,4.85,4.35,3.75,Benefis_Teton_Medical_Center
BTMC,3330,5132,TOOTHETTES(10),270,,11.0,6.6,8.75,11.0,11.0,10.45,10.45,9.9,8.75,10.45,10.45,10.56,10.67,9.57,8.25,Benefis_Teton_Medical_Center
BTMC,3330,5157,TOOTHPASTE,270,,2.0,1.2,1.59,2.0,2.0,1.9,1.9,1.8,1.59,1.9,1.9,1.92,1.94,1.74,1.5,Benefis_Teton_Medical_Center
BTMC,3330,5173,SALEM SUMP all,270,,37.0,22.2,29.42,37.0,37.0,35.15,35.15,33.3,29.42,35.15,35.15,35.52,35.89,32.19,27.75,Benefis_Teton_Medical_Center
BTMC,3330,51969,"KNEE IMM. BASIC 22"" 36""CIRC.",270,,95.0,57.0,75.53,95.0,95.0,90.25,90.25,85.5,75.53,90.25,90.25,91.2,92.15,82.65,71.25,Benefis_Teton_Medical_Center
BTMC,3330,5200,"TAPE COBAN 2""",270,,6.0,3.6,4.77,6.0,6.0,5.7,5.7,5.4,4.77,5.7,5.7,5.76,5.82,5.22,4.5,Benefis_Teton_Medical_Center
BTMC,3330,52005,"BOOT WALKER STANDARD, ALL",270,L4386,314.5,188.7,250.03,314.5,314.5,281.0,281.0,283.05,250.03,298.78,298.78,301.92,305.07,273.62,235.88,Benefis_Teton_Medical_Center
BTMC,3330,5256,CATH SECURE DUAL TAB HOLDER,270,A4334,19.0,11.4,10.01,19.0,19.0,10.01,10.01,17.1,15.11,18.05,18.05,18.24,18.43,16.53,14.25,Benefis_Teton_Medical_Center
BTMC,3330,5300,"TAPE COBAN 3""",270,,9.0,5.4,7.16,9.0,9.0,8.55,8.55,8.1,7.16,8.55,8.55,8.64,8.73,7.83,6.75,Benefis_Teton_Medical_Center
BTMC,3330,5306,"STERI STRIP 1/4""",270,,9.0,5.4,7.16,9.0,9.0,8.55,8.55,8.1,7.16,8.55,8.55,8.64,8.73,7.83,6.75,Benefis_Teton_Medical_Center
BTMC,3330,5314,"STERI STRIP 1/2""",270,,12.0,7.2,9.54,12.0,12.0,11.4,11.4,10.8,9.54,11.4,11.4,11.52,11.64,10.44,9.0,Benefis_Teton_Medical_Center
BTMC,3330,53700,EXUDERM,270,,79.0,47.4,62.81,79.0,79.0,75.05,75.05,71.1,62.81,75.05,75.05,75.84,76.63,68.73,59.25,Benefis_Teton_Medical_Center
BTMC,3330,539,SUCTION CONN. TUBE,270,,5.0,3.0,3.98,5.0,5.0,4.75,4.75,4.5,3.98,4.75,4.75,4.8,4.85,4.35,3.75,Benefis_Teton_Medical_Center
BTMC,3330,5413,URINE DRAINAGE BAG,270,A4357,26.0,15.6,16.78,26.0,26.0,16.78,16.78,23.4,20.67,24.7,24.7,24.96,25.22,22.62,19.5,Benefis_Teton_Medical_Center
BTMC,3330,5414,URINE METER BAG,270,,94.0,56.4,74.73,94.0,94.0,89.3,89.3,84.6,74.73,89.3,89.3,90.24,91.18,81.78,70.5,Benefis_Teton_Medical_Center
BTMC,3330,5415,URINE BELLY BAG,270,,36.0,21.6,28.62,36.0,36.0,34.2,34.2,32.4,28.62,34.2,34.2,34.56,34.92,31.32,27.0,Benefis_Teton_Medical_Center
BTMC,3330,5421,URINARY LEG BAG 600ml,270,A4358,28.0,16.8,12.92,28.0,28.0,12.92,12.92,25.2,22.26,26.6,26.6,26.88,27.16,24.36,21.0,Benefis_Teton_Medical_Center
BTMC,3330,5422,URINARY LEG BAG EXTENTION,270,A4331,10.0,6.0,6.46,10.0,10.0,6.46,6.46,9.0,7.95,9.5,9.5,9.6,9.7,8.7,7.5,Benefis_Teton_Medical_Center
BTMC,3330,54698,ET TUBE HOLDER ALL SIZES,270,,35.0,21.0,27.83,35.0,35.0,33.25,33.25,31.5,27.83,33.25,33.25,33.6,33.95,30.45,26.25,Benefis_Teton_Medical_Center
BTMC,3330,54978,NEEDLE ILLINOIS STERNAL 16g,270,,85.5,51.3,67.97,85.5,85.5,81.23,81.23,76.95,67.97,81.23,81.23,82.08,82.94,74.39,64.13,Benefis_Teton_Medical_Center
BTMC,3330,550,"RAPID RHINO, ANTERIOR,all sizes",270,,129.0,77.4,102.56,129.0,129.0,122.55,122.55,116.1,102.56,122.55,122.55,123.84,125.13,112.23,96.75,Benefis_Teton_Medical_Center
BTMC,3330,55300,"ANTI-EMBOLISM KNEE HIGH STOCKING,ALL",270,,23.0,13.8,18.29,23.0,23.0,21.85,21.85,20.7,18.29,21.85,21.85,22.08,22.31,20.01,17.25,Benefis_Teton_Medical_Center
BTMC,3330,5538,XEROFORM 5X9,270,,9.0,5.4,7.16,9.0,9.0,8.55,8.55,8.1,7.16,8.55,8.55,8.64,8.73,7.83,6.75,Benefis_Teton_Medical_Center
BTMC,3330,5540,XEROFORM 4X4,270,,11.0,6.6,8.75,11.0,11.0,10.45,10.45,9.9,8.75,10.45,10.45,10.56,10.67,9.57,8.25,Benefis_Teton_Medical_Center
BTMC,3330,5553,VASELINE GAUZE 1/2X72,270,,13.0,7.8,10.34,13.0,13.0,12.35,12.35,11.7,10.34,12.35,12.35,12.48,12.61,11.31,9.75,Benefis_Teton_Medical_Center
BTMC,3330,56698,DIALYSIS TUCK-AWAY BELT,270,,36.0,21.6,28.62,36.0,36.0,34.2,34.2,32.4,28.62,34.2,34.2,34.56,34.92,31.32,27.0,Benefis_Teton_Medical_Center
BTMC,3330,5686,WATER BOTTLE st. 1000ml,270,,9.0,5.4,7.16,9.0,9.0,8.55,8.55,8.1,7.16,8.55,8.55,8.64,8.73,7.83,6.75,Benefis_Teton_Medical_Center
BTMC,3330,57970,PEAK FLOW METER,270,,58.0,34.8,46.11,58.0,58.0,55.1,55.1,52.2,46.11,55.1,55.1,55.68,56.26,50.46,43.5,Benefis_Teton_Medical_Center
BTMC,3330,58321,FOLEY #14,270,A4338,37.0,22.2,24.94,37.0,37.0,24.94,24.94,33.3,29.42,35.15,35.15,35.52,35.89,32.19,27.75,Benefis_Teton_Medical_Center
BTMC,3330,58456,FOLEY #10,270,A4331,39.0,23.4,6.46,39.0,39.0,6.46,6.46,35.1,31.01,37.05,37.05,37.44,37.83,33.93,29.25,Benefis_Teton_Medical_Center
BTMC,3330,5850,PLASTIPAN,270,,8.0,4.8,6.36,8.0,8.0,7.6,7.6,7.2,6.36,7.6,7.6,7.68,7.76,6.96,6.0,Benefis_Teton_Medical_Center
BTMC,3330,58741,FOLEY 16FR SC/LATEX FOLEY CATHETER,270,A4331,11.0,6.6,6.46,11.0,11.0,6.46,6.46,9.9,8.75,10.45,10.45,10.56,10.67,9.57,8.25,Benefis_Teton_Medical_Center
BTMC,3330,58742,FOLEY #16 30cc,270,A4331,94.0,56.4,6.46,94.0,94.0,6.46,6.46,84.6,74.73,89.3,89.3,90.24,91.18,81.78,70.5,Benefis_Teton_Medical_Center
BTMC,3330,59727,SUTURE REMOVAL SETdisp.,270,,25.0,15.0,19.88,25.0,25.0,23.75,23.75,22.5,19.88,23.75,23.75,24.0,24.25,21.75,18.75,Benefis_Teton_Medical_Center
BTMC,3330,59762,IV PIC PLUS STATLOCK CATH STABLE DEV.,270,,82.0,49.2,65.19,82.0,82.0,77.9,77.9,73.8,65.19,77.9,77.9,78.72,79.54,71.34,61.5,Benefis_Teton_Medical_Center
BTMC,3330,59764,ALLEVYN ISLAND DRESSING 4X4,270,,82.0,49.2,65.19,82.0,82.0,77.9,77.9,73.8,65.19,77.9,77.9,78.72,79.54,71.34,61.5,Benefis_Teton_Medical_Center
BTMC,3330,59863,NASAL TAMPON,270,,121.0,72.6,96.2,121.0,121.0,114.95,114.95,108.9,96.2,114.95,114.95,116.16,117.37,105.27,90.75,Benefis_Teton_Medical_Center
BTMC,3330,61206,"SHOULDER ELASTIC IMMOBILIZER, all sizes",270,,53.0,31.8,42.14,53.0,53.0,50.35,50.35,47.7,42.14,50.35,50.35,50.88,51.41,46.11,39.75,Benefis_Teton_Medical_Center
BTMC,3330,61297,THORACIC CATH  all,270,,56.0,33.6,44.52,56.0,56.0,53.2,53.2,50.4,44.52,53.2,53.2,53.76,54.32,48.72,42.0,Benefis_Teton_Medical_Center
BTMC,3330,63636,AMBU BAG all,270,,116.0,69.6,92.22,116.0,116.0,110.2,110.2,104.4,92.22,110.2,110.2,111.36,112.52,100.92,87.0,Benefis_Teton_Medical_Center
BTMC,3330,638,FOLEY 3-WAY  24fr.,270,,145.0,87.0,115.28,145.0,145.0,137.75,137.75,130.5,115.28,137.75,137.75,139.2,140.65,126.15,108.75,Benefis_Teton_Medical_Center
BTMC,3330,646,CATHETER STRAP,270,A4334,26.0,15.6,10.01,26.0,26.0,10.01,10.01,23.4,20.67,24.7,24.7,24.96,25.22,22.62,19.5,Benefis_Teton_Medical_Center
BTMC,3330,65103,COMBIDERM DRESSING,270,,29.0,17.4,23.06,29.0,29.0,27.55,27.55,26.1,23.06,27.55,27.55,27.84,28.13,25.23,21.75,Benefis_Teton_Medical_Center
BTMC,3330,65973,BAIR HUGGER FLUID WARMER,270,,72.5,43.5,57.64,72.5,72.5,68.88,68.88,65.25,57.64,68.88,68.88,69.6,70.33,63.08,54.38,Benefis_Teton_Medical_Center
BTMC,3330,65987,"TAPE MICROFOAM 3"" roll",270,,43.0,25.8,34.19,43.0,43.0,40.85,40.85,38.7,34.19,40.85,40.85,41.28,41.71,37.41,32.25,Benefis_Teton_Medical_Center
BTMC,3330,66667,"IV ARM BOARD, all",270,,94.0,56.4,74.73,94.0,94.0,89.3,89.3,84.6,74.73,89.3,89.3,90.24,91.18,81.78,70.5,Benefis_Teton_Medical_Center
BTMC,3330,6742,ARMSLING peds.,270,A4565,39.0,23.4,15.65,39.0,39.0,15.65,15.65,35.1,31.01,37.05,37.05,37.44,37.83,33.93,29.25,Benefis_Teton_Medical_Center
BTMC,3330,6759,ARM SLING adult,270,A4565,36.0,21.6,15.65,36.0,36.0,15.65,15.65,32.4,28.62,34.2,34.2,34.56,34.92,31.32,27.0,Benefis_Teton_Medical_Center
BTMC,3330,6775,"CERVICAL COLLAR FOAM,ALL",270,,84.0,50.4,66.78,84.0,84.0,79.8,79.8,75.6,66.78,79.8,79.8,80.64,81.48,73.08,63.0,Benefis_Teton_Medical_Center
BTMC,3330,6783,"CERVICAL COLLAR PHILLY,ALL",270,,110.0,66.0,87.45,110.0,110.0,104.5,104.5,99.0,87.45,104.5,104.5,105.6,106.7,95.7,82.5,Benefis_Teton_Medical_Center
BTMC,3330,6784,CERVICAL COLLAR SURE-LOC PEDS/BABY NO NK,270,,48.0,28.8,38.16,48.0,48.0,45.6,45.6,43.2,38.16,45.6,45.6,46.08,46.56,41.76,36.0,Benefis_Teton_Medical_Center
BTMC,3330,6791,"CLAVICLE SHOULDER BRACE,all",270,,58.0,34.8,46.11,58.0,58.0,55.1,55.1,52.2,46.11,55.1,55.1,55.68,56.26,50.46,43.5,Benefis_Teton_Medical_Center
BTMC,3330,6833,"KNEE immobilizer, 22""",270,L1820,135.0,81.0,107.33,232.45,135.0,232.45,232.45,121.5,107.33,128.25,128.25,129.6,130.95,117.45,101.25,Benefis_Teton_Medical_Center
BTMC,3330,6882,RIB BELT all,270,,43.0,25.8,34.19,43.0,43.0,40.85,40.85,38.7,34.19,40.85,40.85,41.28,41.71,37.41,32.25,Benefis_Teton_Medical_Center
BTMC,3330,6908,"SLING/SWATHE,universal",270,,57.0,34.2,45.32,57.0,57.0,54.15,54.15,51.3,45.32,54.15,54.15,54.72,55.29,49.59,42.75,Benefis_Teton_Medical_Center
BTMC,3330,6924,COCKUP WRIST SPLINTall,274,,67.0,40.2,53.27,67.0,67.0,63.65,63.65,60.3,53.27,63.65,63.65,64.32,64.99,58.29,50.25,Benefis_Teton_Medical_Center
BTMC,3330,69371,BAIR HUGGER PAD,270,,119.0,71.4,94.61,119.0,119.0,113.05,113.05,107.1,94.61,113.05,113.05,114.24,115.43,103.53,89.25,Benefis_Teton_Medical_Center
BTMC,3330,69538,FINGER SPLINT LEWIN,274,,83.0,49.8,65.99,83.0,83.0,78.85,78.85,74.7,65.99,78.85,78.85,79.68,80.51,72.21,62.25,Benefis_Teton_Medical_Center
BTMC,3330,6957,"FINGER SPLINT/TIP,all",274,,8.0,4.8,6.36,8.0,8.0,7.6,7.6,7.2,6.36,7.6,7.6,7.68,7.76,6.96,6.0,Benefis_Teton_Medical_Center
BTMC,3330,70001,PEDS PULSE OX-FINGER SENSOR DISP.,270,A4606,83.0,49.8,48.32,83.0,83.0,48.32,48.32,74.7,65.99,78.85,78.85,79.68,80.51,72.21,62.25,Benefis_Teton_Medical_Center
BTMC,3330,7086,GAUZE SPLIT 4X4,274,,4.0,2.4,3.18,4.0,4.0,3.8,3.8,3.6,3.18,3.8,3.8,3.84,3.88,3.48,3.0,Benefis_Teton_Medical_Center
BTMC,3330,70880,CLIPPER BLADE,270,,11.0,6.6,8.75,11.0,11.0,10.45,10.45,9.9,8.75,10.45,10.45,10.56,10.67,9.57,8.25,Benefis_Teton_Medical_Center
BTMC,3330,70904,BASIN,270,,5.0,3.0,3.98,5.0,5.0,4.75,4.75,4.5,3.98,4.75,4.75,4.8,4.85,4.35,3.75,Benefis_Teton_Medical_Center
BTMC,3330,718942,SURGICEL 2X4,270,,714.0,428.4,567.63,714.0,714.0,678.3,678.3,642.6,567.63,678.3,678.3,685.44,692.58,621.18,535.5,Benefis_Teton_Medical_Center
BTMC,3330,7206,STAPLER SKIN,270,,45.0,27.0,35.78,45.0,45.0,42.75,42.75,40.5,35.78,42.75,42.75,43.2,43.65,39.15,33.75,Benefis_Teton_Medical_Center
BTMC,3330,7300,"TAPE COBAN 1""",270,,5.0,3.0,3.98,5.0,5.0,4.75,4.75,4.5,3.98,4.75,4.75,4.8,4.85,4.35,3.75,Benefis_Teton_Medical_Center
BTMC,3330,7325,"KERLIX 4"" STERILE",270,,12.0,7.2,9.54,12.0,12.0,11.4,11.4,10.8,9.54,11.4,11.4,11.52,11.64,10.44,9.0,Benefis_Teton_Medical_Center
BTMC,3330,7461,IV SECONDARY CLEARLINK,270,,6.0,3.6,4.77,6.0,6.0,5.7,5.7,5.4,4.77,5.7,5.7,5.76,5.82,5.22,4.5,Benefis_Teton_Medical_Center
BTMC,3330,7468,NACL 1000 BTL.,270,,17.0,10.2,13.52,17.0,17.0,16.15,16.15,15.3,13.52,16.15,16.15,16.32,16.49,14.79,12.75,Benefis_Teton_Medical_Center
BTMC,3330,7631,"IODOFORM PLAIN 1/4"", PACKING STRIPS",270,,23.0,13.8,18.29,23.0,23.0,21.85,21.85,20.7,18.29,21.85,21.85,22.08,22.31,20.01,17.25,Benefis_Teton_Medical_Center
BTMC,3330,76415,"CAST ONESTEP 4X15""",270,,53.0,31.8,42.14,53.0,53.0,50.35,50.35,47.7,42.14,50.35,50.35,50.88,51.41,46.11,39.75,Benefis_Teton_Medical_Center
BTMC,3330,7736,M9 CLEANER/DECRYSTALLIZER,270,,54.0,32.4,42.93,54.0,54.0,51.3,51.3,48.6,42.93,51.3,51.3,51.84,52.38,46.98,40.5,Benefis_Teton_Medical_Center
BTMC,3330,788,"SUTURE, all",270,,39.0,23.4,31.01,39.0,39.0,37.05,37.05,35.1,31.01,37.05,37.05,37.44,37.83,33.93,29.25,Benefis_Teton_Medical_Center
BTMC,3330,78890,"INTUBATION STYLET FLEX GUIDE, all",270,,67.0,40.2,53.27,67.0,67.0,63.65,63.65,60.3,53.27,63.65,63.65,64.32,64.99,58.29,50.25,Benefis_Teton_Medical_Center
BTMC,3330,78892,SPECIMEN CATH KIT,270,A4328,37.0,22.2,21.23,37.0,37.0,21.23,21.23,33.3,29.42,35.15,35.15,35.52,35.89,32.19,27.75,Benefis_Teton_Medical_Center
BTMC,3330,79060,OSTOMY HOLLISTER ADAPT POWDER 1 OZ,270,A4371,9.0,5.4,7.16,9.0,9.0,7.32,7.32,8.1,7.16,8.55,8.55,8.64,8.73,7.83,6.75,Benefis_Teton_Medical_Center
BTMC,3330,79300,OSTOMY HOLLISTER ADAPT PASTE 2.1OZ,270,A4406,13.0,7.8,10.34,13.0,13.0,11.64,11.64,11.7,10.34,12.35,12.35,12.48,12.61,11.31,9.75,Benefis_Teton_Medical_Center
BTMC,3330,79811,SURROUND FLOAM ANKLE/PEDS,270,L4350,159.0,95.4,126.41,159.0,159.0,146.55,146.55,143.1,126.41,151.05,151.05,152.64,154.23,138.33,119.25,Benefis_Teton_Medical_Center
BTMC,3330,7982460,KNEE WRAP PATELLA UNIVERSAL,270,A4467,97.0,58.2,48.63,97.0,97.0,48.63,48.63,87.3,77.12,92.15,92.15,93.12,94.09,84.39,72.75,Benefis_Teton_Medical_Center
BTMC,3330,7982461,KNEE WRAP PATTELA UNI/XXLRG,270,A4467,192.5,115.5,48.63,192.5,192.5,48.63,48.63,173.25,153.04,182.88,182.88,184.8,186.73,167.48,144.38,Benefis_Teton_Medical_Center
BTMC,3330,7982570,ELBOW UNIVERSAL SUPPORT,270,L3701,78.0,46.8,62.01,78.0,78.0,74.1,74.1,70.2,62.01,74.1,74.1,74.88,75.66,67.86,58.5,Benefis_Teton_Medical_Center
BTMC,3330,79827,KNEE SUPPORT HINGED  BRACE,270,,119.0,71.4,94.61,119.0,119.0,113.05,113.05,107.1,94.61,113.05,113.05,114.24,115.43,103.53,89.25,Benefis_Teton_Medical_Center
BTMC,3330,798424,SLING/SWATHE all,270,L3650,109.0,65.4,86.66,109.0,109.0,95.15,95.15,98.1,86.66,103.55,103.55,104.64,105.73,94.83,81.75,Benefis_Teton_Medical_Center
BTMC,3330,7985100,CLAVICLE SUPPORT UNIVERSAL,270,L3650,109.0,65.4,86.66,109.0,109.0,95.15,95.15,98.1,86.66,103.55,103.55,104.64,105.73,94.83,81.75,Benefis_Teton_Medical_Center
BTMC,3330,798711,"THUMB SPICA SPLINT, ALL",274,L3923,106.0,63.6,84.27,139.53,106.0,139.53,139.53,95.4,84.27,100.7,100.7,101.76,102.82,92.22,79.5,Benefis_Teton_Medical_Center
BTMC,3330,7987305,"WRIST/THUMB SUPPORT,all",270,L3807,67.0,40.2,53.27,67.0,67.0,63.65,63.65,60.3,53.27,63.65,63.65,64.32,64.99,58.29,50.25,Benefis_Teton_Medical_Center
BTMC,3330,7995322,WALKER MAXTRAX BOOT all sizes,270,L4387,156.0,93.6,124.02,156.0,156.0,148.2,148.2,140.4,124.02,148.2,148.2,149.76,151.32,135.72,117.0,Benefis_Teton_Medical_Center
BTMC,3330,7995327,"WALKER MAXTRAX BOOT,large",270,L4387,190.5,114.3,151.45,281.0,190.5,281.0,281.0,171.45,151.45,180.98,180.98,182.88,184.79,165.74,142.88,Benefis_Teton_Medical_Center
BTMC,3330,8000035,NASAL CANNULA CO2 W/O2; all sizes,270,,49.0,29.4,38.96,49.0,49.0,46.55,46.55,44.1,38.96,46.55,46.55,47.04,47.53,42.63,36.75,Benefis_Teton_Medical_Center
BTMC,3330,80337,LIFEPAC QUIK PACE,270,,175.0,105.0,139.13,175.0,175.0,166.25,166.25,157.5,139.13,166.25,166.25,168.0,169.75,152.25,131.25,Benefis_Teton_Medical_Center
BTMC,3330,80600,ZOLL ONE STEP,270,,159.0,95.4,126.41,159.0,159.0,151.05,151.05,143.1,126.41,151.05,151.05,152.64,154.23,138.33,119.25,Benefis_Teton_Medical_Center
BTMC,3330,80608,LIFEPAC QUIK COMBO/peds,270,,164.5,98.7,130.78,164.5,164.5,156.28,156.28,148.05,130.78,156.28,156.28,157.92,159.57,143.12,123.38,Benefis_Teton_Medical_Center
BTMC,3330,8084,FOLEYSILVER LUBRI-SIL CATH,270,A4338,51.0,30.6,24.94,51.0,51.0,24.94,24.94,45.9,40.55,48.45,48.45,48.96,49.47,44.37,38.25,Benefis_Teton_Medical_Center
BTMC,3330,81,LIFEPAC CO2 FILTERLINE SET,270,,63.0,37.8,50.09,63.0,63.0,59.85,59.85,56.7,50.09,59.85,59.85,60.48,61.11,54.81,47.25,Benefis_Teton_Medical_Center
BTMC,3330,823100,"RESTRAINTS, PAIR",270,,57.0,34.2,45.32,57.0,57.0,54.15,54.15,51.3,45.32,54.15,54.15,54.72,55.29,49.59,42.75,Benefis_Teton_Medical_Center
BTMC,3330,828,CATHETER STRAIGHT,270,A4351,6.0,3.6,3.13,6.0,6.0,3.13,3.13,5.4,4.77,5.7,5.7,5.76,5.82,5.22,4.5,Benefis_Teton_Medical_Center
BTMC,3330,8301,IV EXTENSION CLEARLINK,270,,18.0,10.8,14.31,18.0,18.0,17.1,17.1,16.2,14.31,17.1,17.1,17.28,17.46,15.66,13.5,Benefis_Teton_Medical_Center
BTMC,3330,8399,IV LL ADAPTER CLEARLINK,270,,10.0,6.0,7.95,10.0,10.0,9.5,9.5,9.0,7.95,9.5,9.5,9.6,9.7,8.7,7.5,Benefis_Teton_Medical_Center
BTMC,3330,84711,OSTOMY UROSTOMY BAGS/FLANGE(BOX 5),270,,160.0,96.0,127.2,160.0,160.0,152.0,152.0,144.0,127.2,152.0,152.0,153.6,155.2,139.2,120.0,Benefis_Teton_Medical_Center
BTMC,3330,8537,IV PRIMARY CLEARLINK,270,,26.0,15.6,20.67,26.0,26.0,24.7,24.7,23.4,20.67,24.7,24.7,24.96,25.22,22.62,19.5,Benefis_Teton_Medical_Center
BTMC,3330,87990,J-SPLINTper ft.all,274,,48.0,28.8,38.16,48.0,48.0,45.6,45.6,43.2,38.16,45.6,45.6,46.08,46.56,41.76,36.0,Benefis_Teton_Medical_Center
BTMC,3330,8806924,"WRIST SPLINT,STAYS/STRAP/CANVAS",274,L3908,168.5,101.1,96.11,168.5,168.5,96.11,96.11,151.65,133.96,160.08,160.08,161.76,163.45,146.6,126.38,Benefis_Teton_Medical_Center
BTMC,3330,882684,DRESSING MEPILEX SACRUM,270,,38.0,22.8,30.21,38.0,38.0,36.1,36.1,34.2,30.21,36.1,36.1,36.48,36.86,33.06,28.5,Benefis_Teton_Medical_Center
BTMC,3330,88888,MED SURG MISC.,270,,178.5,107.1,141.91,178.5,178.5,169.58,169.58,160.65,141.91,169.58,169.58,171.36,173.15,155.3,133.88,Benefis_Teton_Medical_Center
BTMC,3330,9001,"IO NEEDLE SET,ALL",270,,237.0,142.2,188.42,237.0,237.0,225.15,225.15,213.3,188.42,225.15,225.15,227.52,229.89,206.19,177.75,Benefis_Teton_Medical_Center
BTMC,3330,9165,MORGAN LENS,270,,120.0,72.0,95.4,120.0,120.0,114.0,114.0,108.0,95.4,114.0,114.0,115.2,116.4,104.4,90.0,Benefis_Teton_Medical_Center
BTMC,3330,9183,LAVAGE  kit w/32 fr tubes (2054),270,,497.5,298.5,395.51,497.5,497.5,472.63,472.63,447.75,395.51,472.63,472.63,477.6,482.58,432.83,373.13,Benefis_Teton_Medical_Center
BTMC,3330,91865,FOLEY 18FR SILCONE COATED  CATHETER,270,,17.0,10.2,13.52,17.0,17.0,16.15,16.15,15.3,13.52,16.15,16.15,16.32,16.49,14.79,12.75,Benefis_Teton_Medical_Center
BTMC,3330,9195,MIAMI J-COLLAR,270,L0150,234.5,140.7,177.15,234.5,234.5,177.15,177.15,211.05,186.43,222.78,222.78,225.12,227.47,204.02,175.88,Benefis_Teton_Medical_Center
BTMC,3330,9205,SUREPRESS COMPRESIION BANDAGE,270,,57.0,34.2,45.32,57.0,57.0,54.15,54.15,51.3,45.32,54.15,54.15,54.72,55.29,49.59,42.75,Benefis_Teton_Medical_Center
BTMC,3330,93000,NASAL PHARYNGEAL AIRWAY,270,,30.0,18.0,23.85,30.0,30.0,28.5,28.5,27.0,23.85,28.5,28.5,28.8,29.1,26.1,22.5,Benefis_Teton_Medical_Center
BTMC,3380,10239,"BAMLANIVIMAB, IV INFUSION & MONITORING",771,M0239,354.5,212.7,281.83,354.5,354.5,336.78,336.78,319.05,281.83,336.78,336.78,340.32,343.87,308.42,265.88,Benefis_Teton_Medical_Center
BTMC,3380,10243,REGENERON IV INFUSION & MONITORING,771,M0243,354.5,212.7,281.83,354.5,354.5,336.78,336.78,319.05,281.83,336.78,336.78,340.32,343.87,308.42,265.88,Benefis_Teton_Medical_Center
BTMC,3380,11719,TRIMMING OF NAILS,761,11719,53.0,31.8,42.14,53.0,53.0,50.35,50.35,47.7,42.14,50.35,50.35,50.88,51.41,46.11,39.75,Benefis_Teton_Medical_Center
BTMC,3380,26055,TENDON SHEATH INCISION(trigger finger),761,26055,582.0,349.2,462.69,582.0,582.0,552.9,552.9,523.8,462.69,552.9,552.9,558.72,564.54,506.34,436.5,Benefis_Teton_Medical_Center
BTMC,3380,36431,BLOOD ADMIN OP 1 UNIT,391,36430,925.5,555.3,735.77,925.5,925.5,879.23,879.23,832.95,735.77,879.23,879.23,888.48,897.74,805.19,694.13,Benefis_Teton_Medical_Center
BTMC,3380,364312,BLOOD ADMIN OP 2 UNITS,391,36430,1674.5,1004.7,1331.23,1674.5,1674.5,1590.78,1590.78,1507.05,1331.23,1590.78,1590.78,1607.52,1624.27,1456.82,1255.88,Benefis_Teton_Medical_Center
BTMC,3380,507010,CATH INSERTION NON INDWELLING,761,51701,81.0,48.6,64.4,81.0,81.0,76.95,76.95,72.9,64.4,76.95,76.95,77.76,78.57,70.47,60.75,Benefis_Teton_Medical_Center
BTMC,3380,511021,INSERTION OF SUPRAPUBIC CATH,761,51102,280.5,168.3,223.0,280.5,280.5,266.48,266.48,252.45,223.0,266.48,266.48,269.28,272.09,244.04,210.38,Benefis_Teton_Medical_Center
BTMC,3380,517020,"CATHETER, INSERTION OF TEMP. INDWELLING",761,51702,64.0,38.4,50.88,64.0,64.0,60.8,60.8,57.6,50.88,60.8,60.8,61.44,62.08,55.68,48.0,Benefis_Teton_Medical_Center
BTMC,3380,517021,"CATHETER, INSERTION PATIENT SUPPLIES",761,51702,50.0,30.0,39.75,50.0,50.0,47.5,47.5,45.0,39.75,47.5,47.5,48.0,48.5,43.5,37.5,Benefis_Teton_Medical_Center
