Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,ALLEGIANCE,BCBS_OF_MONTANA,EBMS,FIRST_CHOICE_HEALTH,MOUNTAIN_HEALTH_CO_OP,PACIFICSOURCE,UNITED_HEALTHCARE,hospital
00400029_1,IV THERAPY 1ST HOUR,Inpatient,260,96360,"Intravenous infusion, hydration; initial, 31 minutes to 1 hour",,0,310.81,295.27,289.05,310.81,295.27,289.05,295.27,295.27,301.49,310.81,295.27,Northern_Rockies_Medical_Center
00400029_1,IV THERAPY 1ST HOUR,Outpatient,260,96360,"Intravenous infusion, hydration; initial, 31 minutes to 1 hour",,0,310.81,295.27,289.05,310.81,295.27,289.05,295.27,295.27,301.49,310.81,295.27,Northern_Rockies_Medical_Center
00400030_1,IV THERAPY EACH ADD HR,Inpatient,260,96361,"Intravenous infusion, hydration; each additional hour (List separately in addition to code for primary procedure)",,0,115,109.25,106.95,115,109.25,106.95,109.25,109.25,111.55,115,109.25,Northern_Rockies_Medical_Center
00400030_1,IV THERAPY EACH ADD HR,Outpatient,260,96361,"Intravenous infusion, hydration; each additional hour (List separately in addition to code for primary procedure)",,0,115,109.25,106.95,115,109.25,106.95,109.25,109.25,111.55,115,109.25,Northern_Rockies_Medical_Center
00400032_1,MODERATE SEDATION < 5 YRS INI 30 M,Emergency,450,99151,"Moderate sedation services provided by the same physician or other qualified health care professional performing the diagnostic or therapeutic service that the sedation supports, requiring the presence of an independent trained observer to assist in the monitoring of the patient's level of consciousness and physiological status; initial 15 minutes of intraservice time, patient younger than 5 years of age",,0,202.8,192.66,188.6,202.8,192.66,188.6,192.66,192.66,196.72,202.8,192.66,Northern_Rockies_Medical_Center
00400032_1,MODERATE SEDATION < 5 YRS INI 30 M,Inpatient,450,99151,"Moderate sedation services provided by the same physician or other qualified health care professional performing the diagnostic or therapeutic service that the sedation supports, requiring the presence of an independent trained observer to assist in the monitoring of the patient's level of consciousness and physiological status; initial 15 minutes of intraservice time, patient younger than 5 years of age",,0,202.8,192.66,188.6,202.8,192.66,188.6,192.66,192.66,196.72,202.8,192.66,Northern_Rockies_Medical_Center
00400033_1,MODERATE SEDATION >5 YRS ADDL 15MI,Emergency,450,99153,"Moderate sedation services provided by the same physician or other qualified health care professional performing the diagnostic or therapeutic service that the sedation supports, requiring the presence of an independent trained observer to assist in the monitoring of the patient's level of consciousness and physiological status; each additional 15 minutes intraservice time (List separately in addition to code for primary service)",,0,84,79.8,78.12,84,79.8,78.12,79.8,79.8,81.48,84,79.8,Northern_Rockies_Medical_Center
00400033_1,MODERATE SEDATION >5 YRS ADDL 15MI,Inpatient,450,99153,"Moderate sedation services provided by the same physician or other qualified health care professional performing the diagnostic or therapeutic service that the sedation supports, requiring the presence of an independent trained observer to assist in the monitoring of the patient's level of consciousness and physiological status; each additional 15 minutes intraservice time (List separately in addition to code for primary service)",,0,84,79.8,78.12,84,79.8,78.12,79.8,79.8,81.48,84,79.8,Northern_Rockies_Medical_Center
00400034_1,MODERATE SEDATION >5 YRS INIT 30MI,Emergency,450,99152,"Moderate sedation services provided by the same physician or other qualified health care professional performing the diagnostic or therapeutic service that the sedation supports, requiring the presence of an independent trained observer to assist in the monitoring of the patient's level of consciousness and physiological status; initial 15 minutes of intraservice time, patient age 5 years or older",,0,196.8,186.96,183.02,196.8,186.96,183.02,186.96,186.96,190.9,196.8,186.96,Northern_Rockies_Medical_Center
00400034_1,MODERATE SEDATION >5 YRS INIT 30MI,Inpatient,450,99152,"Moderate sedation services provided by the same physician or other qualified health care professional performing the diagnostic or therapeutic service that the sedation supports, requiring the presence of an independent trained observer to assist in the monitoring of the patient's level of consciousness and physiological status; initial 15 minutes of intraservice time, patient age 5 years or older",,0,196.8,186.96,183.02,196.8,186.96,183.02,186.96,186.96,190.9,196.8,186.96,Northern_Rockies_Medical_Center
00400035_1,NG TUBE PLACEMENT,Emergency,450,43752,"Naso- or oro-gastric tube placement, requiring physician's skill and fluoroscopic guidance (includes fluoroscopy, image documentation and report)",,0,323.4,307.23,300.76,323.4,307.23,300.76,307.23,307.23,313.7,323.4,307.23,Northern_Rockies_Medical_Center
00400035_1,NG TUBE PLACEMENT,Inpatient,450,43752,"Naso- or oro-gastric tube placement, requiring physician's skill and fluoroscopic guidance (includes fluoroscopy, image documentation and report)",,0,323.4,307.23,300.76,323.4,307.23,300.76,307.23,307.23,313.7,323.4,307.23,Northern_Rockies_Medical_Center
00400036_1,PHLEBOTOMY,Inpatient,940,99195,"Phlebotomy, therapeutic (separate procedure)",,0,145.2,137.94,135.04,145.2,137.94,135.04,137.94,137.94,140.84,145.2,137.94,Northern_Rockies_Medical_Center
00400036_1,PHLEBOTOMY,Outpatient,940,99195,"Phlebotomy, therapeutic (separate procedure)",,0,145.2,137.94,135.04,145.2,137.94,135.04,137.94,137.94,140.84,145.2,137.94,Northern_Rockies_Medical_Center
00400037_1,PORTA CATH FLUSH,Emergency,450,36593,Declotting by thrombolytic agent of implanted vascular access device or catheter,,0,280,266,260.4,280,266,260.4,266,266,271.6,280,266,Northern_Rockies_Medical_Center
00400037_1,PORTA CATH FLUSH,Inpatient,450,36593,Declotting by thrombolytic agent of implanted vascular access device or catheter,,0,280,266,260.4,280,266,260.4,266,266,271.6,280,266,Northern_Rockies_Medical_Center
00400038_1,PORTA CATH FLUSH,Ambulatory Surgical,761,36593,Declotting by thrombolytic agent of implanted vascular access device or catheter,,0,280,266,260.4,280,266,260.4,266,266,271.6,280,266,Northern_Rockies_Medical_Center
00400038_1,PORTA CATH FLUSH,Inpatient,761,36593,Declotting by thrombolytic agent of implanted vascular access device or catheter,,0,280,266,260.4,280,266,260.4,266,266,271.6,280,266,Northern_Rockies_Medical_Center
00400040_1,STRAIGHT CATH INSERTION,Emergency,450,51701,"Insertion of non-indwelling bladder catheter (eg, straight catheterization for residual urine)",,0,169.28,160.82,157.43,169.28,160.82,157.43,160.82,160.82,164.2,169.28,160.82,Northern_Rockies_Medical_Center
00400040_1,STRAIGHT CATH INSERTION,Inpatient,450,51701,"Insertion of non-indwelling bladder catheter (eg, straight catheterization for residual urine)",,0,169.28,160.82,157.43,169.28,160.82,157.43,160.82,160.82,164.2,169.28,160.82,Northern_Rockies_Medical_Center
00400041_1,IMMUNIZATION ADM,Inpatient,771,90471,"Immunization administration (includes percutaneous, intradermal, subcutaneous, or intramuscular injections); 1 vaccine (single or combination vaccine/toxoid)",,0,56.21,53.4,52.28,56.21,53.4,52.28,53.4,53.4,54.52,56.21,53.4,Northern_Rockies_Medical_Center
00400041_1,IMMUNIZATION ADM,Outpatient,771,90471,"Immunization administration (includes percutaneous, intradermal, subcutaneous, or intramuscular injections); 1 vaccine (single or combination vaccine/toxoid)",,0,56.21,53.4,52.28,56.21,53.4,52.28,53.4,53.4,54.52,56.21,53.4,Northern_Rockies_Medical_Center
00400043_1,TREATMENT ROOM III,Inpatient,761,99213,"Office or other outpatient visit for the evaluation and management of an established patient, which requires a medically appropriate history and/or examination and low level of medical decision making. When using time for code selection, 20-29 minutes of total time is spent on the date of the encounter.",,0,130,123.5,120.9,130,123.5,120.9,123.5,123.5,126.1,130,123.5,Northern_Rockies_Medical_Center
00400043_1,TREATMENT ROOM III,Outpatient,761,99213,"Office or other outpatient visit for the evaluation and management of an established patient, which requires a medically appropriate history and/or examination and low level of medical decision making. When using time for code selection, 20-29 minutes of total time is spent on the date of the encounter.",,0,130,123.5,120.9,130,123.5,120.9,123.5,123.5,126.1,130,123.5,Northern_Rockies_Medical_Center
00400044_1,TREATMENT ROOM 1,Inpatient,761,99211,"Office or other outpatient visit for the evaluation and management of an established patient, that may not require the presence of a physician or other qualified health care professional. Usually, the presenting problem(s) are minimal.",,0,52.8,50.16,49.1,52.8,50.16,49.1,50.16,50.16,51.22,52.8,50.16,Northern_Rockies_Medical_Center
00400044_1,TREATMENT ROOM 1,Outpatient,761,99211,"Office or other outpatient visit for the evaluation and management of an established patient, that may not require the presence of a physician or other qualified health care professional. Usually, the presenting problem(s) are minimal.",,0,52.8,50.16,49.1,52.8,50.16,49.1,50.16,50.16,51.22,52.8,50.16,Northern_Rockies_Medical_Center
00400045_1,TREATMENT ROOM II,Inpatient,761,99212,"Office or other outpatient visit for the evaluation and management of an established patient, which requires a medically appropriate history and/or examination and straightforward medical decision making. When using time for code selection, 10-19 minutes of total time is spent on the date of the encounter.",,0,79,75.05,73.47,79,75.05,73.47,75.05,75.05,76.63,79,75.05,Northern_Rockies_Medical_Center
00400045_1,TREATMENT ROOM II,Outpatient,761,99212,"Office or other outpatient visit for the evaluation and management of an established patient, which requires a medically appropriate history and/or examination and straightforward medical decision making. When using time for code selection, 10-19 minutes of total time is spent on the date of the encounter.",,0,79,75.05,73.47,79,75.05,73.47,75.05,75.05,76.63,79,75.05,Northern_Rockies_Medical_Center
00400046_1,VENOUS BLOOD DRAW,Inpatient,300,36415,Collection of venous blood by venipuncture,,0,24,22.8,22.32,24,22.8,22.32,22.8,22.8,23.28,24,22.8,Northern_Rockies_Medical_Center
00400046_1,VENOUS BLOOD DRAW,Outpatient,300,36415,Collection of venous blood by venipuncture,,0,24,22.8,22.32,24,22.8,22.32,22.8,22.8,23.28,24,22.8,Northern_Rockies_Medical_Center
00400047_1,INJECTION IVP NEW SUB SEQUENTAL,Inpatient,260,96375,"Therapeutic, prophylactic, or diagnostic injection (specify substance or drug); each additional sequential intravenous push of a new substance/drug (List separately in addition to code for primary procedure)",,0,117.82,111.93,109.57,117.82,111.93,109.57,111.93,111.93,114.29,117.82,111.93,Northern_Rockies_Medical_Center
00400047_1,INJECTION IVP NEW SUB SEQUENTAL,Outpatient,260,96375,"Therapeutic, prophylactic, or diagnostic injection (specify substance or drug); each additional sequential intravenous push of a new substance/drug (List separately in addition to code for primary procedure)",,0,117.82,111.93,109.57,117.82,111.93,109.57,111.93,111.93,114.29,117.82,111.93,Northern_Rockies_Medical_Center
00400048_1,STRAIGHT CATH INSERTION XS,Emergency,450,51701,"Insertion of non-indwelling bladder catheter (eg, straight catheterization for residual urine)",,0,169.28,160.82,157.43,169.28,160.82,157.43,160.82,160.82,164.2,169.28,160.82,Northern_Rockies_Medical_Center
00400048_1,STRAIGHT CATH INSERTION XS,Inpatient,450,51701,"Insertion of non-indwelling bladder catheter (eg, straight catheterization for residual urine)",,0,169.28,160.82,157.43,169.28,160.82,157.43,160.82,160.82,164.2,169.28,160.82,Northern_Rockies_Medical_Center
00400060_1,IMMUNIZATION ADMIN EACH ADDL >18,Inpatient,260,96372,"Therapeutic, prophylactic, or diagnostic injection (specify substance or drug); subcutaneous or intramuscular",,0,64.8,61.56,60.26,64.8,61.56,60.26,61.56,61.56,62.86,64.8,61.56,Northern_Rockies_Medical_Center
00400060_1,IMMUNIZATION ADMIN EACH ADDL >18,Outpatient,260,96372,"Therapeutic, prophylactic, or diagnostic injection (specify substance or drug); subcutaneous or intramuscular",,0,64.8,61.56,60.26,64.8,61.56,60.26,61.56,61.56,62.86,64.8,61.56,Northern_Rockies_Medical_Center
00400088_1,EMERGENCY CARE LEVEL 1 27,Emergency,450,99281,"Emergency department visit for the evaluation and management of a patient, which requires these 3 key components: A problem focused history; A problem focused examination; and Straightforward medical decision making. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually, the presenting problem(s) are self limited or minor.",,0,168,159.6,156.24,168,159.6,156.24,159.6,159.6,162.96,168,159.6,Northern_Rockies_Medical_Center
00400088_1,EMERGENCY CARE LEVEL 1 27,Inpatient,450,99281,"Emergency department visit for the evaluation and management of a patient, which requires these 3 key components: A problem focused history; A problem focused examination; and Straightforward medical decision making. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually, the presenting problem(s) are self limited or minor.",,0,168,159.6,156.24,168,159.6,156.24,159.6,159.6,162.96,168,159.6,Northern_Rockies_Medical_Center
00400099_1,EMERGENCY CARE LEVEL 2 27,Emergency,450,99282,"Emergency department visit for the evaluation and management of a patient, which requires these 3 key components: An expanded problem focused history; An expanded problem focused examination; and Medical decision making of low complexity. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually, the presenting problem(s) are of low to moderate severity.",,0,286.14,271.83,266.11,286.14,271.83,266.11,271.83,271.83,277.56,286.14,271.83,Northern_Rockies_Medical_Center
00400099_1,EMERGENCY CARE LEVEL 2 27,Inpatient,450,99282,"Emergency department visit for the evaluation and management of a patient, which requires these 3 key components: An expanded problem focused history; An expanded problem focused examination; and Medical decision making of low complexity. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually, the presenting problem(s) are of low to moderate severity.",,0,286.14,271.83,266.11,286.14,271.83,266.11,271.83,271.83,277.56,286.14,271.83,Northern_Rockies_Medical_Center
00400100_1,INJECTION IVP NEW 59,Inpatient,260,96375,"Therapeutic, prophylactic, or diagnostic injection (specify substance or drug); each additional sequential intravenous push of a new substance/drug (List separately in addition to code for primary procedure)",,0,117.82,111.93,109.57,117.82,111.93,109.57,111.93,111.93,114.29,117.82,111.93,Northern_Rockies_Medical_Center
00400100_1,INJECTION IVP NEW 59,Outpatient,260,96375,"Therapeutic, prophylactic, or diagnostic injection (specify substance or drug); each additional sequential intravenous push of a new substance/drug (List separately in addition to code for primary procedure)",,0,117.82,111.93,109.57,117.82,111.93,109.57,111.93,111.93,114.29,117.82,111.93,Northern_Rockies_Medical_Center
00400101_1,MODERATE SEDATION >5 YRS INIT 30MI59,Emergency,450,99152,"Moderate sedation services provided by the same physician or other qualified health care professional performing the diagnostic or therapeutic service that the sedation supports, requiring the presence of an independent trained observer to assist in the monitoring of the patient's level of consciousness and physiological status; initial 15 minutes of intraservice time, patient age 5 years or older",,0,196.8,186.96,183.02,196.8,186.96,183.02,186.96,186.96,190.9,196.8,186.96,Northern_Rockies_Medical_Center
00400101_1,MODERATE SEDATION >5 YRS INIT 30MI59,Inpatient,450,99152,"Moderate sedation services provided by the same physician or other qualified health care professional performing the diagnostic or therapeutic service that the sedation supports, requiring the presence of an independent trained observer to assist in the monitoring of the patient's level of consciousness and physiological status; initial 15 minutes of intraservice time, patient age 5 years or older",,0,196.8,186.96,183.02,196.8,186.96,183.02,186.96,186.96,190.9,196.8,186.96,Northern_Rockies_Medical_Center
00400102_1,MODERATE SEDATION >5 YRS ADDL 15MI59,Emergency,450,99153,"Moderate sedation services provided by the same physician or other qualified health care professional performing the diagnostic or therapeutic service that the sedation supports, requiring the presence of an independent trained observer to assist in the monitoring of the patient's level of consciousness and physiological status; each additional 15 minutes intraservice time (List separately in addition to code for primary service)",,0,84,79.8,78.12,84,79.8,78.12,79.8,79.8,81.48,84,79.8,Northern_Rockies_Medical_Center
