Charge Code,Charge Code Description,Proc Code,Rate,hospital
16000,BURN INITIAL TREATMENT LOCAL TX 1ST DEG,16000,251.00,The_Ruby_Valley_Hospital
1600001,CT  Low Ext Lt W&WO Con,73702,"1,985.00",The_Ruby_Valley_Hospital
1600002,CT  Low Ext Rt W&W/O Con,73702,"1,985.00",The_Ruby_Valley_Hospital
1600003,CT  L-Spine No Contrast,72131,"1,480.00",The_Ruby_Valley_Hospital
1600004,CT  Upper Ext Rt No Con,73200,"1,325.00",The_Ruby_Valley_Hospital
1600005,CT 3D Reconstruction,76376,335.00,The_Ruby_Valley_Hospital
1600006,CT Abd No Contrast,74150,"1,410.00",The_Ruby_Valley_Hospital
1600007,CT Abd W&Wo Contrast,74170,"2,120.00",The_Ruby_Valley_Hospital
1600008,CT Abd With Con,74160,"1,800.00",The_Ruby_Valley_Hospital
1600009,CT ABD/PELVIS NO CONTRAST,74176,"2,176.00",The_Ruby_Valley_Hospital
1600010,CT ABD/PELVIS W/ AND WOUT,74178,"3,075.00",The_Ruby_Valley_Hospital
1600011,CT ABD/PELVIS W/ CONTRAST,74177,"2,770.00",The_Ruby_Valley_Hospital
1600012,CT Bone Density,77078,320.00,The_Ruby_Valley_Hospital
1600013,CT EXAM LUMBO-SACRAL COMPLETE 6 VIEWS,72114,460.00,The_Ruby_Valley_Hospital
1600014,CT Chest  With Contrast,71260,"1,820.00",The_Ruby_Valley_Hospital
1600015,CT Chest No Contrast,71250,"1,380.00",The_Ruby_Valley_Hospital
1600016,CT Chest W&WO Contrast,71270,"2,125.00",The_Ruby_Valley_Hospital
1600017,CT Contrast Bottle Isovue 370 100ml,Q9967,285.00,The_Ruby_Valley_Hospital
1600018,CT Contrast Bottle Isovue 370 125ml,Q9967,206.25,The_Ruby_Valley_Hospital
1600019,CT C-Spine No Contrast,72125,"1,475.00",The_Ruby_Valley_Hospital
1600020,CT C-Spine W&WO Contrast,72127,"2,070.00",The_Ruby_Valley_Hospital
1600021,CT C-Spine With Con,72126,"1,850.00",The_Ruby_Valley_Hospital
1600022,CT Fac/Sinus Bones No Con,70486,"1,315.00",The_Ruby_Valley_Hospital
1600023,CT Facial Bones W&WO Con,70488,"1,945.00",The_Ruby_Valley_Hospital
1600024,CT Facial Bones With Con,70487,"1,690.00",The_Ruby_Valley_Hospital
1600025,CT Head No Contrast,70450,"1,312.00",The_Ruby_Valley_Hospital
1600026,CT Head W&WO Contrast,70470,"1,930.00",The_Ruby_Valley_Hospital
1600027,CT Head With Contrast,70460,"1,620.00",The_Ruby_Valley_Hospital
1600028,CT ANGIO LOWER EXTREM W/O & W CONTRAST,73706,"1,915.00",The_Ruby_Valley_Hospital
1600029,CT Limited Follow-up,76380,675.00,The_Ruby_Valley_Hospital
1600030,CT LIMITED ORBITS FOR MRI,70480,835.00,The_Ruby_Valley_Hospital
1600031,CT Low Ext Rt With Con,73701,"1,665.00",The_Ruby_Valley_Hospital
1600032,CT Lower Ext Lt No Con,73700,"1,350.00",The_Ruby_Valley_Hospital
1600033,CT Lower Ext LT With Con,73701,"1,665.00",The_Ruby_Valley_Hospital
1600034,CT Lower Ext Rt No Con,73700,"1,350.00",The_Ruby_Valley_Hospital
1600035,CT L-Spine W&WO Contrast,72133,"2,145.00",The_Ruby_Valley_Hospital
1600036,CT L-Spine With Con,72132,"1,870.00",The_Ruby_Valley_Hospital
1600037,CT ORBITS/EAR NO CONTR,70480,"1,385.00",The_Ruby_Valley_Hospital
1600038,CT Pelvis No Contrast,72192,"1,415.00",The_Ruby_Valley_Hospital
1600039,CT Pelvis W&WO Contrast,72194,"2,035.00",The_Ruby_Valley_Hospital
1600040,CT Pelvis With Contrast,72193,"1,800.00",The_Ruby_Valley_Hospital
1600041,XRAY EYE FOREIGN BODY,70030,200.00,The_Ruby_Valley_Hospital
1600042,CT Sft Tiss Neck W&Wo Con,70492,"1,890.00",The_Ruby_Valley_Hospital
1600043,CT Sft Tiss Neck With Con,70491,"1,690.00",The_Ruby_Valley_Hospital
1600044,CT Sft Tissue Neck No Con,70490,"1,330.00",The_Ruby_Valley_Hospital
1600045,CT T-Spine No Contrast,72128,"1,475.00",The_Ruby_Valley_Hospital
1600046,CT T-Spine W&WO Contrast,72130,"2,095.00",The_Ruby_Valley_Hospital
1600047,CT T-Spine With Contrast,72129,"1,835.00",The_Ruby_Valley_Hospital
1600048,CT Upper Ext  Lt With Con,73201,"1,590.00",The_Ruby_Valley_Hospital
1600049,CT Upper Ext Lt  No Con,73200,"1,325.00",The_Ruby_Valley_Hospital
1600050,CT Upper Ext Lt  W&WO Con,73202,"1,720.00",The_Ruby_Valley_Hospital
1600051,CT Upper Ext Rt With Con,73201,"1,590.00",The_Ruby_Valley_Hospital
1600052,CT Upper Ext W&WO Con,73202,"1,720.00",The_Ruby_Valley_Hospital
1600053,CTA ABD GENERAL,74175,"2,065.00",The_Ruby_Valley_Hospital
1600054,CTA AORTA/ILIAC RUNOFF,75635,"2,040.00",The_Ruby_Valley_Hospital
1600055,CTA CAROTID ARTERIES,70498,"1,985.00",The_Ruby_Valley_Hospital
1600056,CTA HEAD/CIRCLE OF WILLIS,70496,"2,000.00",The_Ruby_Valley_Hospital
1600057,CTA PELVIS,72191,"1,860.00",The_Ruby_Valley_Hospital
1600058,XRAY BEND ONLY L-S SPINE 2-3,72120,310.00,The_Ruby_Valley_Hospital
1600059,XRAY EXAM OF MASTOIDS <3 PER SIDE,70120,130.00,The_Ruby_Valley_Hospital
1600060,XRAY EXAM OF JAW 4/> VIEWS,70110,335.00,The_Ruby_Valley_Hospital
1600061,XRAY OF EYE SOCKETS,70190,190.00,The_Ruby_Valley_Hospital
1600062,XRAY EXAM SI JOINTS 3/> VIEWS,72202,270.00,The_Ruby_Valley_Hospital
1600063,CT ORBIT/EAR/FOSSA WITH CONTRAST,70481,"1,720.00",The_Ruby_Valley_Hospital
1600064,CTA THORAX/ NON CORONARY,71275,"2,090.00",The_Ruby_Valley_Hospital
1600065,MRA ABDOMEN W&WO CONTRAST,74185,"2,255.00",The_Ruby_Valley_Hospital
1600066,MRA CHEST W/WO CONTRAST,71555,"1,565.00",The_Ruby_Valley_Hospital
1600067,MRA HEAD W CONTRAST,70545,"2,150.00",The_Ruby_Valley_Hospital
1600068,MRA HEAD WO & W CONTRAST,70546,"2,790.00",The_Ruby_Valley_Hospital
1600069,MRA HEAD WO CONTRAST,70544,"1,980.00",The_Ruby_Valley_Hospital
1600070,XRAY EXAM OF ARM INFANT MIN 2 VIEW,73092,200.00,The_Ruby_Valley_Hospital
1600071,MRA NECK W CONTRAST,70548,"2,210.00",The_Ruby_Valley_Hospital
1600072,MRA NECK WO CONTRAST,70547,"1,965.00",The_Ruby_Valley_Hospital
1600073,MRA NECK WO&W CONTRAST,70549,"2,790.00",The_Ruby_Valley_Hospital
1600074,CT ORBIT/EAR/FOSSA W/O & W CONTRAST,70482,"1,935.00",The_Ruby_Valley_Hospital
1600075,XRAY EXAM OF JAW JOINTS,70330,285.00,The_Ruby_Valley_Hospital
1600076,XRAY STERNOCLAVICULAR JOINTS 3/> VIEWS,71130,230.00,The_Ruby_Valley_Hospital
1600077,MRI  ORBIT FACE NECK W CO,70542,"2,290.00",The_Ruby_Valley_Hospital
1600078,MRI ABDOMEN W CONTRAST,74182,"2,255.00",The_Ruby_Valley_Hospital
1600079,MRI ABDOMEN WO CONTRAST,74181,"2,135.00",The_Ruby_Valley_Hospital
1600080,MRI ABDOMEN WO&W CONTRAST,74183,"3,040.00",The_Ruby_Valley_Hospital
1600081,MRI BRAIN W CONTRAST,70552,"2,465.00",The_Ruby_Valley_Hospital
1600082,MRI BRAIN WO CNTRAST,70551,"2,125.00",The_Ruby_Valley_Hospital
1600083,MRI BRAIN WO&W CONTRAST,70553,"3,160.00",The_Ruby_Valley_Hospital
1600084,MRI CERVICAL SPINE W CONT,72142,"2,525.00",The_Ruby_Valley_Hospital
1600085,MRI CERVICAL SPINE WO CON,72141,"2,175.00",The_Ruby_Valley_Hospital
1600086,MRI CERVICAL SPINE WO&W C,72156,"3,180.00",The_Ruby_Valley_Hospital
1600087,MRI CHEST W CONTRAST,71551,"2,360.00",The_Ruby_Valley_Hospital
1600088,MRI CHEST WO CONTRAST,71550,"2,085.00",The_Ruby_Valley_Hospital
1600089,MRI CHEST WO&W CONTRAST,71552,"3,065.00",The_Ruby_Valley_Hospital
1600090,MRI CONTRAST Bottle Dotarem 20ml,A9575,200.00,The_Ruby_Valley_Hospital
1600091,MRI JNT LWR EXT W CON LT,73722,"2,355.00",The_Ruby_Valley_Hospital
1600092,MRI JNT LWR EXT W CON RT,73722,"2,355.00",The_Ruby_Valley_Hospital
1600093,MRI JNT LWR XT W/O CON LT,73721,"2,085.00",The_Ruby_Valley_Hospital
1600094,MRI JNT LWR XT WO CON RT,73721,"2,085.00",The_Ruby_Valley_Hospital
1600095,MRI JNT LWR XT WO&W CON L,73723,"3,005.00",The_Ruby_Valley_Hospital
1600096,MRI JNT LWR XT WO&W CON R,73723,"3,005.00",The_Ruby_Valley_Hospital
1600097,MRI JNT UPPR EXT W CON LT,73222,"2,340.00",The_Ruby_Valley_Hospital
1600098,MRI JNT UPPR EXT W CON RT,73222,"2,340.00",The_Ruby_Valley_Hospital
1600099,MRI JNT UPPR EXT WO CO LT,73221,"2,060.00",The_Ruby_Valley_Hospital
1600100,MRI JNT UPPR EXT WO CON R,73221,"2,060.00",The_Ruby_Valley_Hospital
1600101,MRI JNT UPPR XT WO&W LT,73223,"2,935.00",The_Ruby_Valley_Hospital
1600102,MRI JNT UPR XT WO&W CN RT,73223,"2,935.00",The_Ruby_Valley_Hospital
1600103,MRI LUMBAR SPINE W CONTRA,72149,"2,525.00",The_Ruby_Valley_Hospital
1600104,MRI LUMBAR SPINE WO CONTR,72148,"2,175.00",The_Ruby_Valley_Hospital
1600105,MRI LUMBAR SPINE WO&W CON,72158,"3,180.00",The_Ruby_Valley_Hospital
1600106,MRI LWR EXT W CON LT,73719,"2,285.00",The_Ruby_Valley_Hospital
1600107,MRI LWR EXT W CON RT,73719,"2,285.00",The_Ruby_Valley_Hospital
1600108,MRI LWR XT WO CON LT,73718,"2,065.00",The_Ruby_Valley_Hospital
1600109,MRI LWR XT WO CON RT,73718,"2,065.00",The_Ruby_Valley_Hospital
1600110,MRI LWR XT WO&W CON LT,73720,"2,900.00",The_Ruby_Valley_Hospital
1600111,MRI LWR XT WO&W CON RT,73720,"2,900.00",The_Ruby_Valley_Hospital
1600112,MRI ORBIT FACE NECK W&WO,70543,"3,005.00",The_Ruby_Valley_Hospital
1600113,MRI ORBIT FACE NECK WO CO,70540,"2,105.00",The_Ruby_Valley_Hospital
1600114,MRI PELVIS W CONTRAST,72196,"2,330.00",The_Ruby_Valley_Hospital
1600115,MRI PELVIS WO CONTRAST,72195,"2,095.00",The_Ruby_Valley_Hospital
1600116,MRI PELVIS WO&W CONTRAST,72197,"2,960.00",The_Ruby_Valley_Hospital
1600117,MRI TEMPOROMANDIBULAR JNT,70336,"1,935.00",The_Ruby_Valley_Hospital
1600118,MRI THORACIC SPINE W CONT,72147,"2,525.00",The_Ruby_Valley_Hospital
1600119,MRI THORACIC SPINE WO CON,72146,"2,175.00",The_Ruby_Valley_Hospital
1600120,MRI THORACIC SPINE WO&W C,72157,"3,180.00",The_Ruby_Valley_Hospital
1600121,MRI UPPR XT W CON LT,73219,"2,520.00",The_Ruby_Valley_Hospital
1600122,MRI UPPR XT W CON RT,73219,"2,520.00",The_Ruby_Valley_Hospital
1600123,MRI UPPR XT WO CON LT,73218,"2,035.00",The_Ruby_Valley_Hospital
1600124,MRI UPPR XT WO CON RT,73218,"2,035.00",The_Ruby_Valley_Hospital
1600125,MRI UPPR XT WO&W CON LT,73220,"2,905.00",The_Ruby_Valley_Hospital
1600126,MRI UPPR XT WO&W CON RT,73220,"2,905.00",The_Ruby_Valley_Hospital
1600127,XRAY EXAM OF CHEST/RIBS 4/> VIEWS,71111,425.00,The_Ruby_Valley_Hospital
1600128,CT ANGIO UPPER EXTREM W/O & W CONTRAST,73206,"1,855.00",The_Ruby_Valley_Hospital
1600129,XRAY ABDOMEN - ACUTE 2+ W/ CHEST,74022,405.00,The_Ruby_Valley_Hospital
1600130,XRAY EXAM OF LEG INFANT,73592,125.00,The_Ruby_Valley_Hospital
1600131,XRAY AC JOINTS W/W/O WGTS,73050,245.00,The_Ruby_Valley_Hospital
1600132,XRAY ANKLE  LT 1VIEW,73600,225.00,The_Ruby_Valley_Hospital
1600133,XRAY ANKLE 3 VIEWS BILAT,73610,265.00,The_Ruby_Valley_Hospital
1600134,XRAY ANKLE BILAT 2 VIEW,73600,225.00,The_Ruby_Valley_Hospital
1600135,XRAY ANKLE LT - 2 VIEWS,73600,225.00,The_Ruby_Valley_Hospital
1600136,XRAY ANKLE LT - 3 VIEWS,73610,265.00,The_Ruby_Valley_Hospital
1600137,XRAY ANKLE RT - 2 VIEWS,73600,225.00,The_Ruby_Valley_Hospital
1600138,XRAY ANKLE RT - 3 VIEWS,73610,265.00,The_Ruby_Valley_Hospital
1600139,XRAY ANKLE RT 1 VIEW,73600,225.00,The_Ruby_Valley_Hospital
1600140,XRAY BONE AGE STUDY,77072,300.00,The_Ruby_Valley_Hospital
1600141,XRAY CHEST - 1 VIEW,71045,215.00,The_Ruby_Valley_Hospital
1600142,XRAY CHEST - 2 VIEWS,71046,275.00,The_Ruby_Valley_Hospital
1600143,XRAY EXAM OF MASTOIDS 3/> PER SIDE,70130,255.00,The_Ruby_Valley_Hospital
1600144,XRAY EXAM OF FACIAL BONES <3,70140,230.00,The_Ruby_Valley_Hospital
1600145,XRAY CHEST CHILD - 1 VIEW,71045,180.00,The_Ruby_Valley_Hospital
1600146,XRAY CLAVICLE BILAT CMPLT,73000,240.00,The_Ruby_Valley_Hospital
1600147,XRAY CLAVICLE LT COMPLETE,73000,240.00,The_Ruby_Valley_Hospital
1600148,XRAY CLAVICLE RT COMPLETE,73000,240.00,The_Ruby_Valley_Hospital
1600149,XRAY C-SPINE 2-3 VIEWS,72040,275.00,The_Ruby_Valley_Hospital
1600150,XRAY C-SPINE 4-5 VIEWS,72050,400.00,The_Ruby_Valley_Hospital
1600151,XRAY C-SPINE 6 OR MORE,72052,450.00,The_Ruby_Valley_Hospital
1600152,XRAY ELBOW BILAT 2 VIEWS,73070,215.00,The_Ruby_Valley_Hospital
1600153,XRAY ELBOW BILAT 3 VIEWS,73080,265.00,The_Ruby_Valley_Hospital
1600154,XRAY ELBOW LT - 2 VIEWS,73070,215.00,The_Ruby_Valley_Hospital
1600155,XRAY ELBOW LT - 3 VIEWS,73080,265.00,The_Ruby_Valley_Hospital
1600156,XRAY ELBOW RT - 2 VIEWS,73070,215.00,The_Ruby_Valley_Hospital
1600157,XRAY ELBOW RT - 3 VIEWS,73080,265.00,The_Ruby_Valley_Hospital
1600158,XRAY FACIAL COMPLETE 3V,70150,359.00,The_Ruby_Valley_Hospital
1600159,XRAY FEET BILAT 2 VIEWS,73620,220.00,The_Ruby_Valley_Hospital
1600160,XRAY FEMUR LT - 2 VIEWS,73552,230.00,The_Ruby_Valley_Hospital
1600161,XRAY FEMUR RT - 2 VIEWS,73552,230.00,The_Ruby_Valley_Hospital
1600162,XRAY FINGERS LT,73140,200.00,The_Ruby_Valley_Hospital
1600163,XRAY FINGERS RT,73140,200.00,The_Ruby_Valley_Hospital
1600164,XRAY FOOT LT - 2 VIEWS,73620,220.00,The_Ruby_Valley_Hospital
1600165,XRAY FOOT LT 3 V,73630,260.00,The_Ruby_Valley_Hospital
1600166,XRAY FOOT RT - 2 VIEWS,73620,220.00,The_Ruby_Valley_Hospital
1600167,XRAY FOOT RT - 3 < VIEWS,73630,260.00,The_Ruby_Valley_Hospital
1600168,XRAY FOREARM BILAT 2 VIEW,73090,240.00,The_Ruby_Valley_Hospital
1600169,XRAY FOREARM LT - 2 VIEWS,73090,240.00,The_Ruby_Valley_Hospital
1600170,XRAY FOREARM RT - 2 VIEWS,73090,240.00,The_Ruby_Valley_Hospital
1600171,XRAY FT BILAT 3 OR MORE V,73630,260.00,The_Ruby_Valley_Hospital
1600172,XRAY HAND LT - 2 VIEWS,73120,225.00,The_Ruby_Valley_Hospital
1600173,XRAY HAND LT - 3 VIEWS,73130,260.00,The_Ruby_Valley_Hospital
1600174,XRAY HAND RT - 2 VIEWS,73120,225.00,The_Ruby_Valley_Hospital
1600175,XRAY HAND RT - 3 VIEWS,73130,260.00,The_Ruby_Valley_Hospital
1600176,XRAY HANDS BILATERAL 1 VW,73120,225.00,The_Ruby_Valley_Hospital
1600177,XRAY HANDS BILATERAL 2 VW,73120,225.00,The_Ruby_Valley_Hospital
1600178,XRAY HANDS BILATERAL 3 VW,73130,260.00,The_Ruby_Valley_Hospital
1600179,XRAY HEEL LT - 2 < VW,73650,220.00,The_Ruby_Valley_Hospital
1600180,XRAY HEEL RT - 2 < VIEWS,73650,220.00,The_Ruby_Valley_Hospital
1600181,XRAY HEELS BILAT 2 VIEWS,73650,220.00,The_Ruby_Valley_Hospital
1600182,XRAY EXAM OF THORAC SPINE 4/> VIEWS,72074,315.00,The_Ruby_Valley_Hospital
1600183,XRAY HIP LT - 2 < VW,73502,235.00,The_Ruby_Valley_Hospital
1600184,XRAY HIP RT - 1 VIEW,73501,200.00,The_Ruby_Valley_Hospital
1600185,XRAY HIP RT 2 < VIEWS,73502,235.00,The_Ruby_Valley_Hospital
1600186,XRAY HIPS BILT 2V W PELVI,73521,320.00,The_Ruby_Valley_Hospital
1600187,XRAY HUMERUS LT - 2 VIEWS,73060,240.00,The_Ruby_Valley_Hospital
1600188,XRAY HUMERUS RT - 2 VIEWS,73060,240.00,The_Ruby_Valley_Hospital
1600189,XRAY JOINT SURVEY 2V BILAT,77077,195.00,The_Ruby_Valley_Hospital
1600190,XRAY KNEE LT - 2 VIEWS,73560,230.00,The_Ruby_Valley_Hospital
1600191,XRAY KNEE LT - 3 VIEWS,73562,280.00,The_Ruby_Valley_Hospital
1600192,XRAY KNEE LT - COMPLETE 4 OR MORE,73564,325.00,The_Ruby_Valley_Hospital
1600193,XRAY KNEE RT - 2 VIEWS,73560,230.00,The_Ruby_Valley_Hospital
1600194,XRAY KNEE RT - 3 VIEWS,73562,280.00,The_Ruby_Valley_Hospital
1600195,XRAY KNEE RT - COMPLETE 4 OR MORE,73564,325.00,The_Ruby_Valley_Hospital
1600196,XRAY KNEES BILAT 1 VIEW,73560,230.00,The_Ruby_Valley_Hospital
1600197,XRAY KNEES BILAT 2 VIEWS,73560,230.00,The_Ruby_Valley_Hospital
1600198,XRAY KNEES BILAT COMPLETE 4 OR MORE,73564,325.00,The_Ruby_Valley_Hospital
1600199,XRAY KNEES BILAT STAND AP,73565,205.00,The_Ruby_Valley_Hospital
1600200,XRAY L-SPINE COMP 4 VIEW,72110,415.00,The_Ruby_Valley_Hospital
1600201,XRAY LUMBAR SPINE 2-3VIEW,72100,295.00,The_Ruby_Valley_Hospital
1600202,XRAY LUMBAR SPINE 3 VIEW,72100,295.00,The_Ruby_Valley_Hospital
1600203,XRAY MANDIBL BILAT 1-2 VW,70100,215.00,The_Ruby_Valley_Hospital
1600204,XRAY MANDIBLE LT 1-2 VIEW,70100,215.00,The_Ruby_Valley_Hospital
1600205,XRAY MANDIBLE RT 1-2 VIEW,70100,215.00,The_Ruby_Valley_Hospital
1600206,XRAY NASAL BONES 3 VIEWS,70160,260.00,The_Ruby_Valley_Hospital
1600207,XRAY NECK - SOFT TISSUE,70360,230.00,The_Ruby_Valley_Hospital
1600208,XRAY ORBITS COMP MIN 4 VW,70200,310.00,The_Ruby_Valley_Hospital
1600209,XRAY PELVIS -1 VIEW,72170,240.00,The_Ruby_Valley_Hospital
1600210,XRAY PELVIS -2 VIEWS,72170,240.00,The_Ruby_Valley_Hospital
1600211,XRAY PELVIS -3 VIEWS,72190,300.00,The_Ruby_Valley_Hospital
1600212,XRAY EXAM OF ENTIRE SPINE 2/3 VIEWS,72082,305.00,The_Ruby_Valley_Hospital
1600213,XRAY EXAM OF ENTIRE SPINE 4/5 VIEWS,72083,460.00,The_Ruby_Valley_Hospital
1600214,XRAY RIBS +PA,71101,325.00,The_Ruby_Valley_Hospital
1600215,XRAY RIBS BIL 3V,71110,330.00,The_Ruby_Valley_Hospital
1600216,XRAY RIBS LT UNI-2 VIEW,71100,255.00,The_Ruby_Valley_Hospital
1600217,XRAY RIBS R UNI - 2 VIEWS,71100,255.00,The_Ruby_Valley_Hospital
1600218,XRAY SACR/COCCYX MIN 2 VW,72220,265.00,The_Ruby_Valley_Hospital
1600219,XRAY SCAPULA LT,73010,250.00,The_Ruby_Valley_Hospital
1600220,XRAY SCAPULA RT,73010,250.00,The_Ruby_Valley_Hospital
1600221,XRAY SHLDR BILAT - 3V,73030,265.00,The_Ruby_Valley_Hospital
1600222,XRAY SHLDR LT - MIN 2 VW,73030,265.00,The_Ruby_Valley_Hospital
1600223,XRAY SHLDR RT - MIN 2 VW,73030,265.00,The_Ruby_Valley_Hospital
1600224,XRAY SHLDRS BILAT - 1V,73020,205.00,The_Ruby_Valley_Hospital
1600225,XRAY SHOULDER LT - 1 VIEW,73020,205.00,The_Ruby_Valley_Hospital
1600226,XRAY SHOULDER RT - 1 VIEW,73020,205.00,The_Ruby_Valley_Hospital
1600227,XRAY SI JOINT 1-2 VIEW,72200,205.00,The_Ruby_Valley_Hospital
1600228,XRAY SINUS 1-2 VIEWS,70210,205.00,The_Ruby_Valley_Hospital
1600229,XRAY SINUS-COMPLETE,70220,320.00,The_Ruby_Valley_Hospital
1600230,XRAY SKULL 1-3 VIEWS,70250,275.00,The_Ruby_Valley_Hospital
1600231,XRAY EXAM OF SKULL MIN 4 VIEWS,70260,380.00,The_Ruby_Valley_Hospital
1600232,XRAY SPINE 1VIEW/1LEVEL,72020,225.00,The_Ruby_Valley_Hospital
1600233,XRAY STERNUM,71120,265.00,The_Ruby_Valley_Hospital
1600234,XRAY TB/FB BI 2 VIEW,73590,250.00,The_Ruby_Valley_Hospital
1600235,XRAY TB/FB LT 2 VIEW,73590,250.00,The_Ruby_Valley_Hospital
1600236,XRAY TB/FB RT 2 VIEW,73590,250.00,The_Ruby_Valley_Hospital
1600237,XRAY THORACOL MIN 2 VIEWS,72080,265.00,The_Ruby_Valley_Hospital
1600238,XRAY OF JAW JOINT,70328,175.00,The_Ruby_Valley_Hospital
1600239,XRAY TOES BIL 2 VIEWS,73660,210.00,The_Ruby_Valley_Hospital
1600240,XRAY TOES LT 2 VIEWS,73660,210.00,The_Ruby_Valley_Hospital
1600241,XRAY TOES RT 2 VIEWS,73660,210.00,The_Ruby_Valley_Hospital
1600242,XRAY T-SPINE 2V,72070,265.00,The_Ruby_Valley_Hospital
1600243,XRAY TSPINE 3 V,72072,330.00,The_Ruby_Valley_Hospital
1600244,XRAY WRIST BI 2V,73100,215.00,The_Ruby_Valley_Hospital
1600245,XRAY WRIST BI 3V,73110,260.00,The_Ruby_Valley_Hospital
1600246,XRAY WRIST LT - 2 VIEWS,73100,215.00,The_Ruby_Valley_Hospital
1600247,XRAY WRIST LT - COMPLETE 3 VIEWS,73110,260.00,The_Ruby_Valley_Hospital
1600248,XRAY WRIST RT - 2 VIEWS,73100,215.00,The_Ruby_Valley_Hospital
1600249,XRAY WRIST RT COMPLETE 3 VIEWS,73110,260.00,The_Ruby_Valley_Hospital
1600250,CT ANGIO ABD/PELVIS W/O & W CONTRAST,74174,"2,570.00",The_Ruby_Valley_Hospital
1600251,CT Contrast Bottle Isovue 250 200ml,Q9967,165.00,The_Ruby_Valley_Hospital
1600252,Isovue 250 200ml,,150.00,The_Ruby_Valley_Hospital
1600350,Omnipaque Contrast 350 ml,Q9967,285.00,The_Ruby_Valley_Hospital
16020,DEBRIDE/DRESS BURN >5%,16020,335.00,The_Ruby_Valley_Hospital
1620552,Trigger Point Inj 1-2 Musle Groups,20552,419.00,The_Ruby_Valley_Hospital
1620553,INJ SINGLE TRIGGER POINT 3 OR MORE MUSCL,20553,375.00,The_Ruby_Valley_Hospital
1651798,POST VOID RESIDUAL,51798,198.00,The_Ruby_Valley_Hospital
1659072,FETAL UMBILICAL CORD OCCLUSION W/ULTRSND,59072,275.00,The_Ruby_Valley_Hospital
1672081,XRAY Scoliosis Study 1 view,72081,190.00,The_Ruby_Valley_Hospital
1672082,XRAY Scoliosis Study 2-3 views,72082,290.00,The_Ruby_Valley_Hospital
1672083,XRAY Scoliosis Study 4-5 views,72083,390.00,The_Ruby_Valley_Hospital
1672084,XRAY Scoliosis Study min 6 views,72084,490.00,The_Ruby_Valley_Hospital
1675989,RADIOLOGICAL GUIDANCE PRQ DRG W/PLMT CAT,75989,"1,503.00",The_Ruby_Valley_Hospital
1676376,3D RENDERING W/INTERPRETATION POST PROCE,76376,626.00,The_Ruby_Valley_Hospital
1676377,3D RENDERING W/INTERP&POSTPROC DIFF WORK,76377,795.00,The_Ruby_Valley_Hospital
1676506,ECHOENCEPHALOGRAPHY REAL TIME IMAGING,76506,600.00,The_Ruby_Valley_Hospital
1676510,Ultrasound of eye tissue and structures,76516,747.00,The_Ruby_Valley_Hospital
1676511,Ultrasound of eye disease or growth,76511,499.00,The_Ruby_Valley_Hospital
1676512,"US of eye disease, growth, or structure",76512,426.00,The_Ruby_Valley_Hospital
1676513,US of eye using water bath method,76513,480.00,The_Ruby_Valley_Hospital
1676514,US of corneal structure and measurement,76514,87.00,The_Ruby_Valley_Hospital
1676516,Ultrasound to determine length from corn,76516,316.00,The_Ruby_Valley_Hospital
1676519,USof eye for determination of lens power,76519,394.00,The_Ruby_Valley_Hospital
1676529,US of eye foreign body localization,76529,80.00,The_Ruby_Valley_Hospital
1676604,US CHEST REAL TIME W/IMAGE DOCUMENTATIO,76604,592.00,The_Ruby_Valley_Hospital
1676641,US BREAST UNI REAL TIME WITH IMAGE COMPL,76641,602.00,The_Ruby_Valley_Hospital
1676642,US BREAST UNI REAL TIME WITH IMAGE LIMIT,76642,468.00,The_Ruby_Valley_Hospital
1676700,US ABDOMINAL REAL TIME W/IMAGE DOCUMENTA,76700,"1,034.00",The_Ruby_Valley_Hospital
1676705,US ABDOMINAL REAL TIME W/IMAGE LIMITED,76705,797.00,The_Ruby_Valley_Hospital
1676706,US ABDOMINAL AORTA REAL TIME SCREEN STUD,76706,480.00,The_Ruby_Valley_Hospital
1676770,US RETROPERITONEAL REAL TIME W/IMAGE COM,76770,869.00,The_Ruby_Valley_Hospital
1676775,US RETROPERITONEAL REAL TIME W/IMAGE LIM,76775,704.00,The_Ruby_Valley_Hospital
1676776,US TRNSPLNT KIDNEY REAL TIME W/IMAGE DOC,76776,807.00,The_Ruby_Valley_Hospital
1676800,US EXAM SPINAL CANAL (NO PRICING AVAILAB,76800,0.00,The_Ruby_Valley_Hospital
1676818,US/Monitoring of heart of fetus biophypr,76818,799.00,The_Ruby_Valley_Hospital
1676819,FETAL BIOPHYS PROFILE W/O NON STRESS TES,76819,605.00,The_Ruby_Valley_Hospital
1676820,Ultrasound of fetal umbilical artery flo,76820,388.00,The_Ruby_Valley_Hospital
1676821,Ultrasound of fetal brain artery,76821,406.00,The_Ruby_Valley_Hospital
1676825,ECHO EXAM OF FETAL HEART,76825,"1,304.00",The_Ruby_Valley_Hospital
1676881,US COMPL JOINT R-T W/IMAGE DOCUMENTATION,76881,695.00,The_Ruby_Valley_Hospital
1676882,US LMTD JOINT/OTH NONVASC XTR STRUX R-T,76882,485.00,The_Ruby_Valley_Hospital
1676886,"Ultrasound of hips, infant",76886,88.00,The_Ruby_Valley_Hospital
1676975,Gastro/Intest US supervision and interpr,76975,235.00,The_Ruby_Valley_Hospital
1676977,Ultrasound of bone density measurement,76977,0.00,The_Ruby_Valley_Hospital
