CDM,DESCRIPTION,DEPT,CURRENT CHG,hospital
41500406,SIMVASTATIN 5MG TAB,4150,6.72,Mountainview_Medical_Center
41500407,SIMVASTATIN 80MG TAB,4150,30.85,Mountainview_Medical_Center
41500408,SIMVATAT 80MG TAB,4150,30.85,Mountainview_Medical_Center
41500409,MONTELUKAST 10MG TAB,4150,34.57,Mountainview_Medical_Center
41500410,SINUS NASAL SPRAY PER BOTTLE,4150,26.34,Mountainview_Medical_Center
41500411,SLOW-MAG TAB,4150,0.6,Mountainview_Medical_Center
41500412,ALLERGY REL ANTIH 25MG TAB,4150,0.95,Mountainview_Medical_Center
41500413,SM ASPIRIN 325MG TAB,4150,0.12,Mountainview_Medical_Center
41500414,SM CALCIUM 500+D TAB,4150,1.02,Mountainview_Medical_Center
41500415,SM CALCIUM 600 TAB,4150,0.6,Mountainview_Medical_Center
41500416,SM CALCIUM 600MG/VIT D3 400IU,4150,1.02,Mountainview_Medical_Center
41500417,SM CHILD CHEW ASPIRIN 81MG,4150,0.36,Mountainview_Medical_Center
41500418,SM EARWAX REMOVAL,4150,28.45,Mountainview_Medical_Center
41500419,SM EPSOM SALT PER BOX,4150,29.88,Mountainview_Medical_Center
41500420,SM GLUCOSAMINE/CHONDROITIN M/S,4150,1.98,Mountainview_Medical_Center
41500421,SM LAX GLYCERIN SUPP ADULT 25,4150,2.4,Mountainview_Medical_Center
41500422,SM MINERAL OIL HEAVY PER OZ,4150,2.58,Mountainview_Medical_Center
41500423,MULTI VITAMIN/COMPLETE 50+,4150,0.33,Mountainview_Medical_Center
41500424,SM VIT B-12 TAB 500MCG,4150,0.42,Mountainview_Medical_Center
41500425,SM VIT B-6 TAB 100MG,4150,0.36,Mountainview_Medical_Center
41500426,SMZ/TMP DS 800-160MG TAB,4150,29.82,Mountainview_Medical_Center
41500427,SMZ/TMP SUS 200-40/5,4150,45.0,Mountainview_Medical_Center
41500428,SODIUM BICARB 1MEQ/ML INJ 50ML,4150,32.5,Mountainview_Medical_Center
41500429,SODIUM BICARB 4.2% SYRINGE,4150,31.5,Mountainview_Medical_Center
41500430,SODIUM CHL BACT 0.9% INJ,4150,4.56,Mountainview_Medical_Center
41500431,SOLU-CORTEF 100MG INJ,4150,25.5,Mountainview_Medical_Center
41500432,SOLUMEDROL 125MG IV,4150,51.15,Mountainview_Medical_Center
41500433,SOLUMEDROL 1GM IV,4150,73.15,Mountainview_Medical_Center
41500434,SOLU-MEDROL 40MG INJ,4150,41.51,Mountainview_Medical_Center
41500435,SORBITOL SOL 70%,4150,0.36,Mountainview_Medical_Center
41500437,SPIRIVA CAP HANDIHLR,4150,31.19,Mountainview_Medical_Center
41500438,SPIRIVA HANDIHALER PER UNIT,4150,0.0,Mountainview_Medical_Center
41500439,SPIRONOLACTONE 100MG TAB,4150,12.6,Mountainview_Medical_Center
41500440,SPIRONOLACTONE 25MG TAB,4150,6.0,Mountainview_Medical_Center
41500442,STOMAHESIVE PASTE,4150,25.0,Mountainview_Medical_Center
41500443,SUCRALFATE 1GM,4150,5.14,Mountainview_Medical_Center
41500444,SULFACETAMIDE 10% OPTH SOLN,4150,114.12,Mountainview_Medical_Center
41500446,SYR HEP 10U/ML,4150,6.48,Mountainview_Medical_Center
41500447,TAMIFLU 75MG TAB,4150,283.7,Mountainview_Medical_Center
41500448,TAMOXIFEN 20MG TAB,4150,25.02,Mountainview_Medical_Center
41500449,TAMSULOSIN 0.4MG CAP,4150,27.65,Mountainview_Medical_Center
41500450,TEMAZEPAM 15MG CAP,4150,6.0,Mountainview_Medical_Center
41500451,TEMAZEPAM 7.5MG CAP,4150,51.36,Mountainview_Medical_Center
41500452,TENECTEPLASE 50MG,4150,5052.56,Mountainview_Medical_Center
41500453,TERAZOSIN 10MG CAP,4150,10.56,Mountainview_Medical_Center
41500454,TETRACAINE HCL 0.5% OPH. 15ML,4150,46.36,Mountainview_Medical_Center
41500455,THERMOTABS,4150,0.37,Mountainview_Medical_Center
41500456,THIAMINE HCL 100MG/ML,4150,49.08,Mountainview_Medical_Center
41500457,TIMOLOL 0.5% GFS,4150,51.48,Mountainview_Medical_Center
41500458,TNKASE 50MG,4150,7634.42,Mountainview_Medical_Center
41500459,TOBRAMYCIN/DEXAMETH SUSP,4150,35.93,Mountainview_Medical_Center
41500460,TOBRAMYCIN/DEXAMETH,4150,147.9,Mountainview_Medical_Center
41500461,TRADJENTA 5MG TAB,4150,58.2,Mountainview_Medical_Center
41500462,TRANSDERM SC 1.5MG DIS,4150,35.31,Mountainview_Medical_Center
41500463,TRIAM/HCTZ 37.5-25MG CAP,4150,6.05,Mountainview_Medical_Center
41500464,TRIAMCIN CREAM 0.1%,4150,68.21,Mountainview_Medical_Center
41500465,TRIFLURIDINE 1% OPTH SOLN,4150,188.42,Mountainview_Medical_Center
41500466,TUMS EX,4150,0.48,Mountainview_Medical_Center
41500467,ULORIC 40MG TAB,4150,32.5,Mountainview_Medical_Center
41500468,VANCOMYCIN 1000MG INJ,4150,49.5,Mountainview_Medical_Center
41500469,VANCOMYCIN HCL 1 GM,4150,53.07,Mountainview_Medical_Center
41500470,VANCOMYCIN HCL 500MG,4150,45.55,Mountainview_Medical_Center
41500471,VENLAFAXINE 37.5MG CAP,4150,27.48,Mountainview_Medical_Center
41500472,VENLAFAXINE 75MG ER CAP,4150,41.75,Mountainview_Medical_Center
41500473,VENTOLIN HFA,4150,106.43,Mountainview_Medical_Center
41500474,VERAPAMIL 180MG ER TAB,4150,8.22,Mountainview_Medical_Center
41500475,VERAPAMIL 240MG ER TAB,4150,20.28,Mountainview_Medical_Center
41500476,VERAPAMIL 5MG/2ML,4150,57.64,Mountainview_Medical_Center
41500477,VERAPAMIL HCL 2.5MG/ML 4ML VIAL,4150,57.64,Mountainview_Medical_Center
41500478,VITAMIN C 500MG TAB,4150,0.22,Mountainview_Medical_Center
41500479,VITAMIN D 400IU TAB,4150,0.6,Mountainview_Medical_Center
41500480,"VITAMIN D 50,000 USP UNITS",4150,49.75,Mountainview_Medical_Center
41500481,VITAMIN D3 1000IU TAB,4150,0.28,Mountainview_Medical_Center
41500482,VITAMIN K 10MG/ML,4150,63.3,Mountainview_Medical_Center
41500483,VITAMIN K 5MG TAB,4150,38.15,Mountainview_Medical_Center
41500484,WARFARIN 1MG TAB,4150,15.81,Mountainview_Medical_Center
41500485,WARFARIN 2.5MG TAB,4150,14.62,Mountainview_Medical_Center
41500486,WARFARIN 2MG TAB,4150,16.49,Mountainview_Medical_Center
41500487,WARFARIN 5MG TAB,4150,17.74,Mountainview_Medical_Center
41500488,XOPENEX 1.25MG NEB,4150,11.28,Mountainview_Medical_Center
41500489,XYLOCAINE 1% 10MG/ML  20ML MDV,4150,0.72,Mountainview_Medical_Center
41500490,XYLOCAINE 1% MPF 10MG/ML 5ML SDV,4150,5.34,Mountainview_Medical_Center
41500491,ZINC OXIDE OINT 20%,4150,32.3,Mountainview_Medical_Center
41500492,ZINC SULFATE 220MG CAP,4150,0.54,Mountainview_Medical_Center
41500494,ACTIDOSE-AQUA 50G ORAL SUSP,4150,0.0,Mountainview_Medical_Center
41500495,ACYCLOVIR 400MG ORAL TAB,4150,44.05,Mountainview_Medical_Center
41500496,ADVIL CHILDRENS 100MG/5ML ORAL SUS,4150,1.41,Mountainview_Medical_Center
41500497,ALENDRONATE 40MG ORAL TAB,4150,38.55,Mountainview_Medical_Center
41500498,ALPRAZOLAM 0.5MG ORAL TAB,4150,3.61,Mountainview_Medical_Center
41500499,AMIODARONE 200MG ORAL TAB,4150,31.58,Mountainview_Medical_Center
41500500,AMOXICILLIN 400MG/5ML ORAL LIQ SUS,4150,43.16,Mountainview_Medical_Center
41500501,ANTI-BENZO OTIC SOLUTION,4150,25.0,Mountainview_Medical_Center
41500502,ASPIRIN 325MG TAB,4150,0.12,Mountainview_Medical_Center
41500503,ATORVASTATIN 10MG ORAL TAB,4150,5.8,Mountainview_Medical_Center
41500504,ATROPINE 1% OPTH SOLN,4150,96.33,Mountainview_Medical_Center
41500505,AVODART 0.5MG ORAL CAP,4150,33.62,Mountainview_Medical_Center
41500506,AZITHROMYCIN 500MG IV INJ,4150,43.56,Mountainview_Medical_Center
41500507,AZITHROMYCIN 500MG ORAL TAB,4150,0.0,Mountainview_Medical_Center
41500508,B COMPLEX 100/VIT B COM W/C ORAL,4150,0.3,Mountainview_Medical_Center
41500509,B COMPLEX 50 MULTI VIT ORAL,4150,0.0,Mountainview_Medical_Center
41500510,BACITRACIN 500U/G OPTH OINT,4150,186.12,Mountainview_Medical_Center
41500511,BENZONATATE 100MG ORAL CAP,4150,9.82,Mountainview_Medical_Center
41500512,BUPROPION 100MG ORAL TAB,4150,25.76,Mountainview_Medical_Center
41500513,CALCITRIOL 0.25MCG ORAL CAP,4150,14.93,Mountainview_Medical_Center
41500514,CALTRATE 600+D ORAL TAB,4150,0.74,Mountainview_Medical_Center
41500515,CAPTOPRIL 12.5MG ORAL TAB,4150,7.21,Mountainview_Medical_Center
41500517,CETACAINE MUCOUS MEMBRANE SPRAY,4150,130.35,Mountainview_Medical_Center
41500518,CHLORPHEN-HYDRO 8-10MG/5ML ORAL SU,4150,0.0,Mountainview_Medical_Center
41500519,CILOSTAZOL 100MG ORAL TAB,4150,14.13,Mountainview_Medical_Center
41500520,CIPROFLOXACIN 200MG/100ML D5% IV S,4150,14.45,Mountainview_Medical_Center
41500521,CIPROFLOXACIN 250MG ORAL TAB,4150,9.92,Mountainview_Medical_Center
41500522,CITALOPRAM 20MG ORAL TAB,4150,16.39,Mountainview_Medical_Center
41500523,CITRUCEL FIBER SHAKE PER TSP,4150,3.77,Mountainview_Medical_Center
41500524,CLOTRIMAZOLE 1% VAG CRM W/APP,4150,32.45,Mountainview_Medical_Center
41500525,CO Q-10 100MG ORAL CAP,4150,1.54,Mountainview_Medical_Center
41500526,CORTISPORIN OTIC SOLUTION,4150,136.92,Mountainview_Medical_Center
41500527,CRANBERRY ORAL CAP,4150,1.52,Mountainview_Medical_Center
41500528,CRESTOR 10MG ORAL TAB,4150,45.27,Mountainview_Medical_Center
41500529,DEXTROMETHORPHAN/GUAIFENESIN 10/10,4150,0.0,Mountainview_Medical_Center
41500530,DILTIAZEM 120MG/24HR ER ORAL CAP,4150,9.95,Mountainview_Medical_Center
41500531,DILTIAZEM 180MG/24HR ER CAP,4150,12.06,Mountainview_Medical_Center
41500532,DILTIAZEM 30MG ORAL TAB,4150,5.97,Mountainview_Medical_Center
41500533,DILTIAZEM 60MG ORAL TAB,4150,10.34,Mountainview_Medical_Center
41500534,DIPHENHYDRAMINE 12.5MG/5ML ORAL LI,4150,1.2,Mountainview_Medical_Center
41500535,DOXEPIN 100MG ORAL CAP,4150,13.02,Mountainview_Medical_Center
41500536,DOXYCYCLINE MONO 100MG ORAL CAP,4150,8.4,Mountainview_Medical_Center
41500537,ENOXAPARIN 80MG/0.8ML INJ,4150,104.91,Mountainview_Medical_Center
41500538,EPIPEN 2 PAK 0.3MG INJ KIT,4150,172.85,Mountainview_Medical_Center
41500539,EPIPEN JR 2 PAK 0.15MG INJ KIT,4150,172.85,Mountainview_Medical_Center
41500540,ESCITALOPRAM 20MG ORAL TAB,4150,7.2,Mountainview_Medical_Center
41500541,FAMOTIDINE 10MG ORAL TAB,4150,1.6,Mountainview_Medical_Center
41500542,FLEET ENEMA 7G-19G RECTAL ENEMA,4150,7.65,Mountainview_Medical_Center
41500543,ADVAIR 250/50MCG DISKUS,4150,1093.74,Mountainview_Medical_Center
41500544,GABAPENTIN 100MG ORAL CAP,4150,3.52,Mountainview_Medical_Center
41500545,GAS-X 80MG ORAL TAB CHEWABLE,4150,1.31,Mountainview_Medical_Center
41500546,GENTAK 0.3% OPHTHALMIC OINT,4150,31.53,Mountainview_Medical_Center
41500547,GENTAMICIN 0.3% OPHTHALMIC SOLN,4150,29.95,Mountainview_Medical_Center
41500548,GLIMEPIRIDE 2MG ORAL TAB,4150,4.64,Mountainview_Medical_Center
41500549,HEPARIN 100U/ML NACL 0.45% IV SOLN,4150,3.8,Mountainview_Medical_Center
41500550,HCTZ-LISINOPRIL 12.5MG-20MG ORAL T,4150,10.84,Mountainview_Medical_Center
41500551,HYDROCORTISONE 1% TOPICAL CREAM,4150,29.64,Mountainview_Medical_Center
41500552,HYDROCORTISONE 10MG ORAL TAB,4150,12.06,Mountainview_Medical_Center
41500553,HYDROCORTISONE 5MG ORAL TAB,4150,2.24,Mountainview_Medical_Center
41500554,HYDROXYUREA 500MG ORAL CAP,4150,10.81,Mountainview_Medical_Center
41500555,INSULIN ASPART PROTAMINE 30-70U,4150,1.33,Mountainview_Medical_Center
41500556,KETOCONAZOLE 2% TOPICAL CREAM,4150,36.98,Mountainview_Medical_Center
41500557,KIONEX 15G/60ML ORAL SUSPENSION,4150,140.25,Mountainview_Medical_Center
41500558,LACRILUBE S.O.P. OPHTHALMIC OINT,4150,23.99,Mountainview_Medical_Center
41500559,LACTULOSE 10G/15ML ORAL SYRUP,4150,9.0,Mountainview_Medical_Center
41500560,LANTUS SOLOSTAR PEN 100U/ML INJ,4150,160.1,Mountainview_Medical_Center
41500561,LEVALBUTEROL 1.25MG/3ML INH SOLN,4150,11.31,Mountainview_Medical_Center
41500562,LEVETIRACETAM 500MG ORAL TAB,4150,24.6,Mountainview_Medical_Center
41500563,LEVOFLOXACIN 250MG ORAL TAB,4150,37.5,Mountainview_Medical_Center
41500564,LIDOCAINE 0.8%-D5% INJ SOLN,4150,21.0,Mountainview_Medical_Center
41500565,LIDOCAINE 1% INJ SOLN,4150,13.94,Mountainview_Medical_Center
41500566,LISINOPRIL 40MG ORAL TAB,4150,10.37,Mountainview_Medical_Center
41500567,LUTEIN 20MG ORAL CAP,4150,2.05,Mountainview_Medical_Center
41500568,MAGNESIUM HYDROXIDE 8% ORAL SUSP,4150,1.12,Mountainview_Medical_Center
41500569,MELOXICAM 7.5MG ORAL TAB,4150,38.01,Mountainview_Medical_Center
41500570,METRONIDAZOLE 500MG ORAL TAB,4150,6.0,Mountainview_Medical_Center
41500571,MIDODRINE 5MG ORAL TAB,4150,16.07,Mountainview_Medical_Center
41500572,MODAFINIL 100MG ORAL TAB,4150,48.41,Mountainview_Medical_Center
41500573,MUPIROCIN 2% TOPICAL OINT,4150,56.28,Mountainview_Medical_Center
41500574,NAMENDA XR 28MG ER ORAL CAP,4150,54.89,Mountainview_Medical_Center
41500575,NEXIUM 20MG DELAYED RELEASE OR CAP,4150,34.45,Mountainview_Medical_Center
41500576,NEXTERONE 150MG/100ML-D5% IV SOLN,4150,0.0,Mountainview_Medical_Center
41500577,NEXTERONE 360MG/200ML D5% IV SOLN,4150,83.06,Mountainview_Medical_Center
41500578,NITHIODOTE 30MG-250MG/ML IV SOLN,4150,4.57,Mountainview_Medical_Center
41500579,"NYSTATIN 100,000U/ML ORAL SUSP",4150,52.8,Mountainview_Medical_Center
41500580,OXYMETAZOLINE 0.05% NASAL SPRAY,4150,26.34,Mountainview_Medical_Center
41500581,OXYTOCIN 10U/ML INJ SOLN,4150,13.31,Mountainview_Medical_Center
41500582,PHENAZOPYRIDINE 200MG ORAL TAB,4150,12.86,Mountainview_Medical_Center
41500583,POTASSIUM CHLORIDE 20MEQ/15ML LIQU,4150,9.58,Mountainview_Medical_Center
41500584,RANITIDINE 25MG/ML INJ SOLN,4150,38.67,Mountainview_Medical_Center
41500585,RISPERIDONE 1MG ORAL TAB,4150,0.0,Mountainview_Medical_Center
41500586,SEROQUEL XR 150MG ORAL TAB,4150,58.4,Mountainview_Medical_Center
41500587,SMZ-TMP 200-40/5ML ORAL SUSP,4150,40.54,Mountainview_Medical_Center
41500588,SMZ-TMP 800-160MG ORAL TAB,4150,5.63,Mountainview_Medical_Center
41500589,SUMATRIPTAN 6MG/0.5ML SUBQ SOLN,4150,39.47,Mountainview_Medical_Center
41500590,TAMIFLU 6MG/ML ORAL SUSP (60ML),4150,283.7,Mountainview_Medical_Center
41500591,TERAZOSIN 5MG ORAL CAP,4150,10.58,Mountainview_Medical_Center
41500592,TRAMADOL 50MG ORAL TAB,4150,5.45,Mountainview_Medical_Center
41500593,TRIAMCINOLONE 0.025% TOPICAL OINT,4150,29.46,Mountainview_Medical_Center
41500594,TUBERSOL 5 (TB TEST),4150,40.92,Mountainview_Medical_Center
41500595,VENLAFAXINE 75MG ER ORAL CAP,4150,25.66,Mountainview_Medical_Center
41500596,VENLAFAXINE 75MG ORAL TAB,4150,17.8,Mountainview_Medical_Center
41500597,VERAPAMIL 120MG ORAL TAB,4150,25.66,Mountainview_Medical_Center
41500598,VERAPAMIL 40MG ORAL TAB,4150,4.95,Mountainview_Medical_Center
41500599,VITAMIN B-12 500MCG ORAL TAB,4150,0.36,Mountainview_Medical_Center
41500600,WARFARIN 3MG ORAL TAB,4150,14.68,Mountainview_Medical_Center
41500601,XARELTO 10MG ORAL TAB,4150,55.32,Mountainview_Medical_Center
41500602,ZOLPIDEM 5MG ORAL TAB,4150,10.52,Mountainview_Medical_Center
41500603,AMLODIPINE 5MG ORAL TAB,4150,14.1,Mountainview_Medical_Center
41500604,CLONAZEPAM 1MG TAB,4150,7.68,Mountainview_Medical_Center
41500605,LAMOTRIGINE 100MG ORAL TAB,4150,27.23,Mountainview_Medical_Center
41500606,T-DAP,4150,86.86,Mountainview_Medical_Center
41500607,CEPHALEXIN 250MG/5ML SUS 200ML,4150,47.44,Mountainview_Medical_Center
41500608,CYCLOBENZAPRINE 10MG (1/2 TAB),4150,3.17,Mountainview_Medical_Center
41500609,DOCUSATE SODIUM 100MG TAB,4150,0.16,Mountainview_Medical_Center
41500610,DONNATAL ELIXIR PER TSP,4150,13.25,Mountainview_Medical_Center
41500611,EPINEPHRINE 0.1MG/ML INJ SOLN,4150,31.95,Mountainview_Medical_Center
41500612,NITROFURANTOIN MACRO 50MG CAP,4150,14.99,Mountainview_Medical_Center
41500613,PHENADOZ 12.5MG SUPPOSITORY,4150,4.78,Mountainview_Medical_Center
41500614,PRIMIDONE 50MG TAB,4150,3.07,Mountainview_Medical_Center
41500615,RISPERIDONE 1MG TAB,4150,25.04,Mountainview_Medical_Center
41500616,SUCRETS MAXIMUM ST THROAT LOZENGE,4150,0.26,Mountainview_Medical_Center
41500617,VITAMIN B6 100MG TAB,4150,0.37,Mountainview_Medical_Center
41500618,XYLOCAINE HCL/EPINEPHRINE,4150,26.85,Mountainview_Medical_Center
41500619,SODIUM CHL INH SOLN 0.9%,4150,2.11,Mountainview_Medical_Center
41500620,METOPROLOL TART 100MG,4150,5.29,Mountainview_Medical_Center
41500621,BENAZEPRIL 10MG TAB,4150,6.66,Mountainview_Medical_Center
41500622,METOPROLOL TART 50MG,4150,3.73,Mountainview_Medical_Center
41500623,RIFAXIMIN 550MG,4150,37.32,Mountainview_Medical_Center
41500624,ERYTHROMYCIN OPTH OINTMENT,4150,31.35,Mountainview_Medical_Center
41500625,ESCITALOPRAM 10MG TAB,4150,8.1,Mountainview_Medical_Center
41500626,MIRTAZAPINE 15MG TAB,4150,39.21,Mountainview_Medical_Center
41500627,TELEMEDICINE,4150,52.5,Mountainview_Medical_Center
41500628,FLUTICASONE PROP 50MCG INH,4150,36.0,Mountainview_Medical_Center
41500629,FLOVENT DISK 100MCG INHALER,4150,285.11,Mountainview_Medical_Center
41500630,AMLODIPINE-BENZAPRIL 10-20MG CAP,4150,9.6,Mountainview_Medical_Center
41500631,CELECOXIB 200MG CAP,4150,41.46,Mountainview_Medical_Center
41500632,VITAMIN B1 ORAL TAB,4150,0.3,Mountainview_Medical_Center
41500633,INDOMETHACIN 50MG CAP,4150,4.19,Mountainview_Medical_Center
41500634,GLIPIZIDE 5MG TAB,4150,2.09,Mountainview_Medical_Center
41500635,EUCERIN ORIG CREAM,4150,33.65,Mountainview_Medical_Center
41500636,LEVOTHYROXINE 112MCG TAB,4150,4.46,Mountainview_Medical_Center
41500637,PEDIALYTE,4150,4.39,Mountainview_Medical_Center
41500638,LYRICA 50MG CAP,4150,34.68,Mountainview_Medical_Center
41500645,DIGOXIN 0.25MG INJ,4150,24.3,Mountainview_Medical_Center
41500646,TENIVAC 5-2LF INJ,4150,103.02,Mountainview_Medical_Center
41500647,FLUOXETINE 20MG CAP,4150,17.26,Mountainview_Medical_Center
41500648,ATENOLOL 100MG TABS,4150,8.56,Mountainview_Medical_Center
41500649,ATENOLOL 50MG TAB,4150,8.56,Mountainview_Medical_Center
41500650,REFRESH OPTIVE SOLN,4150,51.48,Mountainview_Medical_Center
41500651,METHOTREXATE 2.5MG TAB,4150,23.52,Mountainview_Medical_Center
41500652,VENLAFAXINE ER 37.5MG TAB,4150,27.48,Mountainview_Medical_Center
41500653,HYDROXYCHLOROQUINE SULFATE 200MG,4150,25.87,Mountainview_Medical_Center
41500654,FLU SHOT,4150,25.0,Mountainview_Medical_Center
41500655,HYDRALAZINE 10MG TAB,4150,2.77,Mountainview_Medical_Center
41500656,CEFUROXIME 500MG TAB,4150,24.0,Mountainview_Medical_Center
41500657,TRAZODONE 50MG TAB,4150,7.09,Mountainview_Medical_Center
41500658,BUDESONIDE SUS 0.25MG/2ML,4150,8.76,Mountainview_Medical_Center
41500659,ESTROPIPATE 1.5MG TAB,4150,8.19,Mountainview_Medical_Center
41500660,WARFARIN 4MG TAB,4150,14.72,Mountainview_Medical_Center
41500661,TRAZODONE 100MG TAB,4150,8.73,Mountainview_Medical_Center
41500662,PERFOROMIST NEB 20MCG,4150,55.38,Mountainview_Medical_Center
41500663,TRANEX ACID INJ 100MG/ML,4150,52.5,Mountainview_Medical_Center
41500664,XARELTO 15MG TAB,4150,55.32,Mountainview_Medical_Center
41500665,POTASSIUM CITRATE 1080MG TAB,4150,18.21,Mountainview_Medical_Center
41500666,SILVASORB GEL PER TUBE,4150,50.42,Mountainview_Medical_Center
41500667,LEVOTHYROXINE 125MCG TAB,4150,4.54,Mountainview_Medical_Center
41500668,CARAFATE 1GM/10ML,4150,27.35,Mountainview_Medical_Center
41500669,DULOXETINE 20MG CAP,4150,38.49,Mountainview_Medical_Center
41500670,HYDROXYZ PAM 50MG CAP,4150,23.74,Mountainview_Medical_Center
41500671,OXYCODONE 10MG TAB,4150,4.13,Mountainview_Medical_Center
41500672,ACYCLOVIR 200MG CAP,4150,6.45,Mountainview_Medical_Center
41500673,DAPSONE 100MG TAB,4150,19.95,Mountainview_Medical_Center
41500674,PRAVASTATIN 80MG TAB,4150,26.37,Mountainview_Medical_Center
41500675,CYCLOPHOSPH 50MG CAP,4150,56.7,Mountainview_Medical_Center
41500676,SOTALOL HCL 160MG TAB,4150,28.21,Mountainview_Medical_Center
41500677,DULOXETINE 60MG CAP,4150,43.19,Mountainview_Medical_Center
41500678,OLANZAPINE 5MG TAB,4150,11.99,Mountainview_Medical_Center
41500679,NIFEDIPINE 30MG ER TAB,4150,10.24,Mountainview_Medical_Center
41500680,CLEARLAX PWDR PER DOSE,4150,3.04,Mountainview_Medical_Center
41500681,XARELTO 20MG TAB,4150,55.32,Mountainview_Medical_Center
41500682,METOPROLOL ER 200MG TAB,4150,22.7,Mountainview_Medical_Center
41500683,HYDROMORPHON 2MG TAB,4150,14.37,Mountainview_Medical_Center
41500684,METFORMIN 1000MG,4150,9.51,Mountainview_Medical_Center
41500685,MORPHINE INJ 4MG/ML,4150,14.89,Mountainview_Medical_Center
41500686,DIVALPROEX 500MG DR TAB,4150,21.21,Mountainview_Medical_Center
41500687,PROCHLORPERAZINE 5MG,4150,3.92,Mountainview_Medical_Center
41500688,AZO PAIN REL TAB 95MG,4150,1.6,Mountainview_Medical_Center
41500689,ASPERCREME PER TUBE,4150,27.0,Mountainview_Medical_Center
41500690,LORAZEPAM ORAL CONC 2MG/ML,4150,10.57,Mountainview_Medical_Center
41500691,MORPHINE ORAL SUSP 20MG/ML,4150,2.77,Mountainview_Medical_Center
41500692,METRONIDAZOLE 500MG INJ,4150,53.86,Mountainview_Medical_Center
41500693,ELIQUIS 5MG TAB,4150,46.1,Mountainview_Medical_Center
41500694,CHLORHEXIDINE GLUCO ORAL RINSE,4150,1.65,Mountainview_Medical_Center
41500695,LEVOTHYROXINE 150MCG TAB,4150,8.91,Mountainview_Medical_Center
41500696,DUTASTERIDE 0.5MG TAB,4150,19.95,Mountainview_Medical_Center
41500697,CILOSTAZOL 50MG TAB,4150,14.13,Mountainview_Medical_Center
41500698,PROBIOTIC,4150,4.5,Mountainview_Medical_Center
41500699,METFORMIN ER 500MG TAB,4150,4.92,Mountainview_Medical_Center
41500700,DOCUSATE SOD LIQ 50MG/5ML,4150,3.78,Mountainview_Medical_Center
41500701,TORSEMIDE 20MG TAB,4150,24.32,Mountainview_Medical_Center
41500702,STIOLTO INHALER,4150,675.05,Mountainview_Medical_Center
41500703,MOISTURE EYE DROPS,4150,27.8,Mountainview_Medical_Center
41500704,ALL DAY ALLERGY 24 HOUR,4150,3.67,Mountainview_Medical_Center
41500705,ALENDRONATE 70MG TAB,4150,26.25,Mountainview_Medical_Center
41500706,METHOCARBAM 750MG TAB,4150,27.6,Mountainview_Medical_Center
41500707,ETHYL CHLOR AER,4150,52.8,Mountainview_Medical_Center
41500708,FENTANYL 12MCG/HR PATCH,4150,33.5,Mountainview_Medical_Center
41500709,ENALAPRIL 10MG TAB,4150,8.25,Mountainview_Medical_Center
41500710,GLUCOSAMINE CHONDROITIN COMPLEX,4150,1.12,Mountainview_Medical_Center
41500711,EPI/LIDO/TETRA GEL,4150,28.0,Mountainview_Medical_Center
41500712,PITOCIN 10U/ML INJ,4150,13.31,Mountainview_Medical_Center
41500713,FIBER CAP 0.52GM,4150,0.41,Mountainview_Medical_Center
41500714,APAP/CODEINE 300-30 MG TAB,4150,5.27,Mountainview_Medical_Center
41500715,POLYMYXN/TRIMETH OPTH SOL PER BTL,4150,57.52,Mountainview_Medical_Center
41500716,LYRICA 200MG CAP,4150,49.05,Mountainview_Medical_Center
41500717,GABAPENTIN 800MG TAB,4150,18.2,Mountainview_Medical_Center
41500718,NICOTINE MINT GUM 4MG,4150,1.64,Mountainview_Medical_Center
41500719,NICOTINE MINT GUM 2MG,4150,1.64,Mountainview_Medical_Center
41500720,NICOTINE MINT LOZ 2MG,4150,2.5,Mountainview_Medical_Center
41500721,PHENYTOIN EX CAP 100MG,4150,7.46,Mountainview_Medical_Center
41500722,NICOTINE MINT LOZ 4MG,4150,2.5,Mountainview_Medical_Center
41500723,DONEPEZIL 5MG TAB,4150,44.54,Mountainview_Medical_Center
41500724,MORPHINE SUL TAB 15MG ER,4150,26.0,Mountainview_Medical_Center
41500725,CARAFATE 1G/10ML,4150,27.35,Mountainview_Medical_Center
41500733,MAGNESIUM HYDROX 15CC,4150,1.1,Mountainview_Medical_Center
41500734,VISCOUS LIDO 2% 10CC,4150,15.62,Mountainview_Medical_Center
41500735,DONNATAL 10CC,4150,4.41,Mountainview_Medical_Center
41500736,MAGNESIUM HYDROX 10CC,4150,0.73,Mountainview_Medical_Center
41500737,GI COCTAIL,4150,0.01,Mountainview_Medical_Center
41500738,GI COCTAIL W/ DONNATAL,4150,0.01,Mountainview_Medical_Center
41500739,NEUPOGEN INJ 300/0.5,4150,642.11,Mountainview_Medical_Center
41500740,STIOLTO AER INH,4150,615.17,Mountainview_Medical_Center
41500741,ACETAMINOPHEN 300MG CODEINE 30MG,4150,5.27,Mountainview_Medical_Center
41500742,ESTRADIOL 2MG TAB,4150,7.87,Mountainview_Medical_Center
41500743,ESOMEPRAZOLE MAG DR 20MG CAP,4150,16.17,Mountainview_Medical_Center
41500744,LOVASTATIN EON 40MG TAB,4150,19.0,Mountainview_Medical_Center
41500745,CEFEPIME 1GM INJ,4150,39.6,Mountainview_Medical_Center
41500746,ROPINIROLE 0.25MG TAB,4150,16.5,Mountainview_Medical_Center
