CPT Code,Description,Procedure Code,Revenue Code,Charge Amount,Click to select insurance,hospital
,STAPLE CANDAL ATL,27840739,278,4297.61,,St_Peter's_Health
,STAPLE ROSTRAL ATL,27840740,278,4297.61,,St_Peter's_Health
,PLATE ATLANTIS 27.5MM,27855535,278,4291.55,,St_Peter's_Health
,TROCH NAIL RT LG 130 380X9MM,27831338,278,4289.11,,St_Peter's_Health
,TROCH NAIL RT LONG 360X11MM,27830043,278,4289.11,,St_Peter's_Health
,CROSS LINK LOW PROFILE,27020777,278,4280.03,,St_Peter's_Health
,M8 MAS 6.5x50MM TI,2701042,278,4273.57,,St_Peter's_Health
,M8 MAS 6.5x50mm TI,27020700,278,4273.57,,St_Peter's_Health
,STENT CYPHER 7X3.50X8 CXS08350,27818682,278,4272.32,,St_Peter's_Health
,PLATE ATLANTIS TRANS 45MM,27860347,278,4268.57,,St_Peter's_Health
,PINNACLE MAR 10DEG+4 52OD,29010100,272,4264.07,,St_Peter's_Health
,PINNACLE MAR 10DEG+4 60OD,29010104,272,4264.07,,St_Peter's_Health
,PLATE ELITE 37.5MM 7200037,27859181,278,4254.66,,St_Peter's_Health
,PLATE ELITE 47.5MM 7200047,27860239,278,4254.66,,St_Peter's_Health
,PLATE ELITE ATLANTIS 40MM,27856497,278,4254.66,,St_Peter's_Health
,PLATE ELITE ATLANTIS 42.5MM,27855999,278,4254.66,,St_Peter's_Health
,LEAD KIT 3776-60,27241612,272,4254.64,,St_Peter's_Health
,LEAD KIT 3778-60,27241613,272,4254.64,,St_Peter's_Health
,GLOBAL SHD END FIN GLEN 40,27030411,278,4240.18,,St_Peter's_Health
,GLOBAL SHD END FIN GLEN 44,27030412,278,4240.18,,St_Peter's_Health
,GLOBAL SHD END FIN GLEN 48,27030413,278,4240.18,,St_Peter's_Health
,GLOBAL SHD END FIN GLEN 52,27030414,278,4240.18,,St_Peter's_Health
,GLOBAL SHD END FIN GLEN 56,27030415,278,4240.18,,St_Peter's_Health
,DERMIS DECELLULARIZED AFLEX101,27237972,272,4238.0,,St_Peter's_Health
,TISSUE EXPANDER MENTOR 3546112,27822088,272,4206.54,,St_Peter's_Health
,TISSUE EXPANDER MENTOR 3546114,27822558,272,4206.54,,St_Peter's_Health
,BONE DBX 10CC 058100,27853273,278,4205.79,,St_Peter's_Health
,ALLOGRAFT DBM 10CC 653010,27825576,278,4200.21,,St_Peter's_Health
,S-ROM STEM STD 36+12L 13X18,27820212,278,4196.56,,St_Peter's_Health
,S-ROM STM 36+6L NK16X11X150,27816902,278,4196.56,,St_Peter's_Health
,SROM STM ST 30+4L NK16x11x150,27010402,278,4196.56,,St_Peter's_Health
,S-ROM STM ST 36+8L NK18x13x160,27010391,278,4196.56,,St_Peter's_Health
,S-ROM STM ST 36+8L NK20x15x165,27010392,278,4196.56,,St_Peter's_Health
,S-ROM STM ST 36+8L NK24x19x175,27010400,278,4196.56,,St_Peter's_Health
,S-ROM STM STD 30NK 14x09x130,27010384,278,4196.56,,St_Peter's_Health
,S-ROM STM STD 36NK 16x11x150,27010379,278,4196.56,,St_Peter's_Health
,S-ROM STM STD 36NK 24x19x175,27010383,278,4196.56,,St_Peter's_Health
,S-ROM STM STD 42NK 18x13x160,27010387,278,4196.56,,St_Peter's_Health
,S-ROM STM STD 42NK 20x15x165,27010388,278,4196.56,,St_Peter's_Health
,S-ROM STM STD 42NK 24x19x175,27010390,278,4196.56,,St_Peter's_Health
,S-ROM STM STD 6NK 22x17x165,27010382,278,4196.56,,St_Peter's_Health
,HIP STEM CEM #5 OMNIFIT,27829590,278,4193.28,,St_Peter's_Health
,PLATE TRESTLE 12MM,27839702,278,4190.58,,St_Peter's_Health
,PLATE TRESTLE 14MM,27840456,278,4190.58,,St_Peter's_Health
,SCREW ILLICO 6.5X40MM,27839796,278,4190.58,,St_Peter's_Health
,SCREW ILLICO 6.5X45MM,27840158,278,4190.58,,St_Peter's_Health
,VERSANAIL TIBIAL 9MMX33CM,27832743,278,4184.12,,St_Peter's_Health
,BETA-BSM 10CC 76-6017,27231497,272,4178.72,,St_Peter's_Health
,PLATE ATLANTIS TRANS 6190060,27855502,278,4173.52,,St_Peter's_Health
,SCREW LEGACY 4.0X30MM,27834926,278,4170.94,,St_Peter's_Health
,SCREW LEGACY 4.5X30MM,27834927,278,4170.94,,St_Peter's_Health
,SCREW LEGACY 4.5X35MM,27834928,278,4170.94,,St_Peter's_Health
,SCREW LEGACY 4.5X40,27833937,278,4170.94,,St_Peter's_Health
,SCREW LEGACY 4.5X45,27833938,278,4170.94,,St_Peter's_Health
,SCREW LEGACY 5.5X50,27833939,278,4170.94,,St_Peter's_Health
,SCREW LEGACY 6.5X55MM,27835785,278,4170.94,,St_Peter's_Health
,SCREW LEGACY 7.5X45,27835518,278,4170.94,,St_Peter's_Health
,SCREW LEGACY 7.5X50 75447550,27835922,278,4170.94,,St_Peter's_Health
,SCREW LEGACY 7.5X55 75447555,27835923,278,4170.94,,St_Peter's_Health
,SCREW LRGACY 5.5X45MM,27835549,278,4170.94,,St_Peter's_Health
,SCREW SOLERA 4.0X40MM,27837146,278,4170.94,,St_Peter's_Health
,SCREW SOLERA 4.0X45MM,27837145,278,4170.94,,St_Peter's_Health
,SCREW SOLERA 4.5X45MM,27837143,278,4170.94,,St_Peter's_Health
,HYDROSET 6184-1-005,27828150,278,4168.42,,St_Peter's_Health
,HYDROSET 6184-1-103,27829225,278,4168.42,,St_Peter's_Health
,PRB FLEX 6FR 035 5X40 120,27228850,272,4153.86,,St_Peter's_Health
,HEMOSPRAY 7FR 220CM G56572,27270685,272,4153.76,,St_Peter's_Health
,ELECTRODE LEVEEN 4.0X15X15,27027946,272,4151.11,,St_Peter's_Health
,CATH DIALATION GF UNISTEP PLUS,27218963,272,4148.29,,St_Peter's_Health
,PROFUSE 20X6,27839603,278,4140.99,,St_Peter's_Health
,PROFUSE 22X8,27839621,278,4140.99,,St_Peter's_Health
,PROFUSE 25X8,27840155,278,4140.99,,St_Peter's_Health
,DBM GRAFTON MATRIX 2.5X5CM,27853490,278,4122.72,,St_Peter's_Health
,M8 MAS 6.5x40mm TI,27020862,278,4117.08,,St_Peter's_Health
,M8 MAS 6.5x50mm TI,27020550,278,4117.08,,St_Peter's_Health
,PEG SHOULDER GLENOID 52SZ,27020901,278,4107.6,,St_Peter's_Health
,PLATE ATLANTIS ELITE 55MM,27861698,278,4091.03,,St_Peter's_Health
,THERMACHOICE III TC003,27244815,272,4079.19,,St_Peter's_Health
,INSERT TIBIAL STAB 3X15,27832490,278,4062.19,,St_Peter's_Health
,MASTERGRAFT STRIP 20CM,27834889,278,4054.96,,St_Peter's_Health
,CHARGING SYSTEM,27240760,272,4051.84,,St_Peter's_Health
,SCREW LEGACY 7.5X40MM,27838128,278,4049.43,,St_Peter's_Health
,SCREW SOLERA 5.5X50,27837932,278,4049.43,,St_Peter's_Health
,SCREW SOLERA 6.5X40MM,27837376,278,4049.43,,St_Peter's_Health
,PLATE TRANSLATION 25MM,27860085,278,4048.64,,St_Peter's_Health
,TROCH NAIL 340X13X130,27834505,278,4046.36,,St_Peter's_Health
,DALL MILES LG SS GRIP 160MM,27831895,278,4043.52,,St_Peter's_Health
,SCREW 4.0X26MM PT MAS,27835164,278,4043.17,,St_Peter's_Health
,SCREW 4.0X28MM PT MAS,27835166,278,4043.17,,St_Peter's_Health
,SCREW 4.0X30MM PT MAS,27835168,278,4043.17,,St_Peter's_Health
,SCREW 4.0X32MM PT MAS,27835170,278,4043.17,,St_Peter's_Health
,SCREW 4.0X34MM PT MAS,27835172,278,4043.17,,St_Peter's_Health
,TROCH NAIL LONG 130D 360X13 RT,27834319,278,4020.8,,St_Peter's_Health
,SPIN SYSTEM RS0616MFSZ,27257198,272,4018.3,,St_Peter's_Health
,SROM STM ST 30+4L NK18x13x160,27010403,278,3996.72,,St_Peter's_Health
,S-ROM STM ST 36+8L NK22x17x165,27010393,278,3996.72,,St_Peter's_Health
,S-ROM STM STD 36NK 20x15x165,27010381,278,3996.72,,St_Peter's_Health
,S-ROM STM STD 42NK 22x17x165,27010389,278,3996.72,,St_Peter's_Health
,STEM UNI FLUTED 75X12MM,27848853,278,3978.28,,St_Peter's_Health
,M8 MAS 6.5x55mm TI,27020701,278,3965.47,,St_Peter's_Health
,GYNECARE TVTS-1 INCONTINENCE,27824563,278,3952.58,,St_Peter's_Health
,CONNECTOR AXIAL 5.5,27841180,278,3944.02,,St_Peter's_Health
,CONNECTOR SIDE TO SIDE 5.5,27841182,278,3944.02,,St_Peter's_Health
,PLATE VA-LCP CRVD 6HOLE RIGHT,27848756,278,3940.66,,St_Peter's_Health
,PLATE ELITE ATLANTIS 23MM,27857796,278,3937.4,,St_Peter's_Health
,"PLATE XLINK FOR 5.5 ROD 1.375""",27020706,278,3936.84,,St_Peter's_Health
,"PLATE XLINK FOR 5.5 ROD 1.50""",27020702,278,3936.84,,St_Peter's_Health
,PINNACLE MAR LIP LNR 32X52,29010108,272,3932.59,,St_Peter's_Health
,PINNACLE MAR LIP LNR 32X62,29010113,272,3932.59,,St_Peter's_Health
,LEAD CAPTURE Z 5034/5534,27003299,271,3932.51,,St_Peter's_Health
,PLATE WRIST FUSION LCP STRT,27848833,278,3929.53,,St_Peter's_Health
,PINNACLE MARATHON 10DEG+4 50MM,27010270,278,3916.29,,St_Peter's_Health
,PINNACLE MARATHON 10DEG+4 52MM,27010271,278,3916.29,,St_Peter's_Health
,PINNACLE MARATHON 10DEG+4 64MM,27010277,278,3916.29,,St_Peter's_Health
,PINNACLE MARATHON 10DEG+4 66MM,27010278,278,3916.29,,St_Peter's_Health
,NAIL FEMORAL TI CANN 380MM RT,27848823,278,3903.04,,St_Peter's_Health
,DURA DURATION ALL POLY PAT MED,27819164,278,3880.97,,St_Peter's_Health
,DURACON MONO STAB FEMUR MED RT,27819165,278,3880.97,,St_Peter's_Health
,SCREW SEXTANT SOLERA 6.5X40MM,27841057,278,3878.88,,St_Peter's_Health
,SCREW SEXTANT SOLERA 7.5X40MM,27841058,278,3878.88,,St_Peter's_Health
,SCREW LEGACY SS 4.5X45,27834001,278,3869.04,,St_Peter's_Health
,SCREW LEGACY SS 5.5X45,27834002,278,3869.04,,St_Peter's_Health
,SCREW LEGACY SS 6.5X50,27834003,278,3869.04,,St_Peter's_Health
,PROTEGE FLEX 7X40 80,27231225,272,3864.1,,St_Peter's_Health
,HOOK LAMINAR 4.5MM,27835142,278,3848.28,,St_Peter's_Health
,HOOK LAMINAR 6.0MM,27835143,278,3848.28,,St_Peter's_Health
,INFLATABLE BONE TAMP 20X3,27228663,272,3842.65,,St_Peter's_Health
,INFLATABLE BONE TAMP K17B,27228960,272,3842.65,,St_Peter's_Health
,INSERT TIBIAL POST STAB 9MM 7,27832601,278,3839.68,,St_Peter's_Health
,INSERT TIB STAB PLUS SZ4 12M,27834893,278,3832.25,,St_Peter's_Health
,HYDROSORB 10X26  4262026,27020781,278,3815.76,,St_Peter's_Health
,PLATE PROX HUMERUS LCP 5HOLE,27848854,278,3808.28,,St_Peter's_Health
,LINER DUR MAR 10D 281Dx54OD,27010036,272,3789.2,,St_Peter's_Health
,TRANSCONNECTOR SNAP  47MM-62MM,27838730,278,3778.06,,St_Peter's_Health
,NAIL GAMMA LG RT11x340-440/130,27081057,278,3770.53,,St_Peter's_Health
,SCREW 3.5X10MM MAS,27835148,278,3768.36,,St_Peter's_Health
,SCREW 3.5X14MM MAS,27835149,278,3768.36,,St_Peter's_Health
,SCREW 3.5X16MM MAS,27835150,278,3768.36,,St_Peter's_Health
,SCREW 3.5X18MM MAS,27835151,278,3768.36,,St_Peter's_Health
,SCREW 3.5X20MM MAS,27835152,278,3768.36,,St_Peter's_Health
,SCREW 3.5X22MM MAS,27835153,278,3768.36,,St_Peter's_Health
,SCREW 3.5X24MM MAS,27835154,278,3768.36,,St_Peter's_Health
,SCREW 4.0X10MM MAS,27835155,278,3768.36,,St_Peter's_Health
,SCREW 4.0X12MM MAS,27835156,278,3768.36,,St_Peter's_Health
,SCREW 4.0X14MM MAS,27835157,278,3768.36,,St_Peter's_Health
,SCREW 4.0X16MM MAS,27835158,278,3768.36,,St_Peter's_Health
,SCREW 4.0X18MM MAS,27835159,278,3768.36,,St_Peter's_Health
,SCREW 4.0X20MM MAS,27835160,278,3768.36,,St_Peter's_Health
,SCREW 4.0X22MM MAS,27835161,278,3768.36,,St_Peter's_Health
,SCREW 4.0X24MM MAS,27835162,278,3768.36,,St_Peter's_Health
,SCREW 4.0X26MM MAS,27835163,278,3768.36,,St_Peter's_Health
,SCREW 4.0X28MM MAS,27835165,278,3768.36,,St_Peter's_Health
,SCREW 4.0X30MM MAS,27835167,278,3768.36,,St_Peter's_Health
,SCREW 4.0X32MM MAS,27835169,278,3768.36,,St_Peter's_Health
,SCREW 4.0X34MM PT MAS,27835171,278,3768.36,,St_Peter's_Health
,SCREW 4.0X36MM MAS,27835173,278,3768.36,,St_Peter's_Health
,SCREW 4.0X38MM MAS,27835174,278,3768.36,,St_Peter's_Health
,SCREW 4.0X40MM MAS,27835175,278,3768.36,,St_Peter's_Health
,SCREW 4.5X24MM MAS,27835176,278,3768.36,,St_Peter's_Health
,SCREW 4.5X26MM MAS,27835177,278,3768.36,,St_Peter's_Health
,SCREW 4.5X28MM MAS,27835178,278,3768.36,,St_Peter's_Health
,SCREW 4.5X30MM MAS,27835179,278,3768.36,,St_Peter's_Health
,SCREW 4.5X32MM MAS,27835180,278,3768.36,,St_Peter's_Health
,SCREW 4.5X34MM MAS,27835181,278,3768.36,,St_Peter's_Health
,SCREW VERTEX 3.5X12MM,27834991,278,3768.36,,St_Peter's_Health
,ACHILLES TENDON FROZEN10017000,27835578,278,3729.44,,St_Peter's_Health
,155 TSP RINGS,27230053,272,3711.74,,St_Peter's_Health
,ABSOLUTE STENT BILIARY 8X80,27227736,272,3701.25,,St_Peter's_Health
,PROBE ABLATION LK15 15CM,27256766,272,3692.0,,St_Peter's_Health
,"PROBE ABLATION,LK20, 20CM 17G",27255193,272,3692.0,,St_Peter's_Health
,"PROBE,ABLATION,PR15,15CM,17G",27255192,272,3692.0,,St_Peter's_Health
,TAH PEDICLE HOOK MEDIUM,27837150,278,3674.11,,St_Peter's_Health
,TAH PEDICLE HOOK SMALL,27837149,278,3674.11,,St_Peter's_Health
,TAT PROCESS HOOK MEDIUM,27837148,278,3674.11,,St_Peter's_Health
,TAT PROCESS HOOK SMALL,27837147,278,3674.11,,St_Peter's_Health
,PROGENIX PLUS 10CC,27833945,278,3669.3,,St_Peter's_Health
,DATA SCOPE 8.0 FR BALLOON PMP,62101026,272,3666.51,,St_Peter's_Health
,INSERT TIBIAL STAB PLUS 64MM,27823509,278,3659.29,,St_Peter's_Health
,TIBIAL INSERT STABILIZER,27816088,278,3659.29,,St_Peter's_Health
,TIBIAL INSERT STABILIZER,27820803,278,3659.29,,St_Peter's_Health
,PROS MAMMARY SILTEX 354-2513,27808482,278,3651.94,,St_Peter's_Health
,EQUIVABONE 5CC 76-6021,27231498,272,3645.2,,St_Peter's_Health
,CONNECTOR 3DX LARGE,27834478,278,3640.59,,St_Peter's_Health
,LEGACY SCREW 7.5X80MM,27839185,278,3640.03,,St_Peter's_Health
,LEGACY SCREW 8.5X70MM,27839186,278,3640.03,,St_Peter's_Health
,ELECTRODE LEVEEN 3.5X15X15,27027945,272,3638.99,,St_Peter's_Health
,CROSSLINK 6x40MM 4107042,27020192,278,3622.96,,St_Peter's_Health
,STENT ABSOLUTE 10X20X80,27828028,278,3615.16,,St_Peter's_Health
,SCREW SCRAL ZODIAC TI 6.5X35MM,27842580,278,3597.8,,St_Peter's_Health
,SCREW ZODIAC SACRAL 6.5X40MM,27842514,278,3597.8,,St_Peter's_Health
,SCREW ZODIAC SACRAL 6.5X45MM,27843252,278,3597.8,,St_Peter's_Health
,SCREW ZODIAC SACRAL 7.5X35MM,27845464,278,3597.8,,St_Peter's_Health
,SCREW ZODIAC SACRAL 7.5X40MM,27842162,278,3597.8,,St_Peter's_Health
,SCREW ZODIAC SACRAL 7.5X45MM,27842464,278,3597.8,,St_Peter's_Health
,SCREW MEDTRONIC 4.5X40,27837426,278,3592.66,,St_Peter's_Health
,VALVULOTOME LEMATITRE100090/80,27097012,278,3592.16,,St_Peter's_Health
,STENT ABSOLUTE 5X40X80,27229157,272,3589.59,,St_Peter's_Health
,STENT ABSOLUTE 7X80,27829326,278,3589.59,,St_Peter's_Health
,NAIL GAMMA LG LT11x340-440/125,27081053,278,3588.12,,St_Peter's_Health
,NAIL GAMMA LG RT11x340-440/135,27081058,278,3588.12,,St_Peter's_Health
,CONNECTOR 3DX MEDIUM,27834477,278,3575.11,,St_Peter's_Health
,INFLATABLE BONE TAMP K09A,27228684,272,3574.54,,St_Peter's_Health
,PEDICLE ACCESS KIT DISP,27241196,272,3571.76,,St_Peter's_Health
,MED STRUT,27230057,272,3561.03,,St_Peter's_Health
,SHORT STRUT,27230055,272,3561.03,,St_Peter's_Health
,X SHORT STRUT,27230058,272,3561.03,,St_Peter's_Health
,INTRODUCER SYSTEM OSTEO KYPHON,27228858,272,3560.47,,St_Peter's_Health
,ONE STEP TROCAR INTRODUCER,27228664,272,3560.47,,St_Peter's_Health
,PROS MAMMORY SILTEX CON 350CC,27811007,278,3560.47,,St_Peter's_Health
,STENT PROTEGE 6F 035 14X30X08,27829655,278,3560.47,,St_Peter's_Health
,MONARCH SUBFACIAL HAMMOCK,27818143,278,3559.02,,St_Peter's_Health
,CERAMENT BONE VOID FILLER 5CC,27843513,278,3542.21,,St_Peter's_Health
,"PROBE ABLATION,PR20, 20CM 17G",27255191,272,3525.3,,St_Peter's_Health
,LINER COCR MDM 38MM,27845902,278,3521.23,,St_Peter's_Health
,S-ROM M HEAD 36MM +12,29010152,272,3507.99,,St_Peter's_Health
,SCREW MOUNTAINEER 3.5X14MM,27856159,278,3502.57,,St_Peter's_Health
,SCREW MOUNTAINEER 3.5X20MM,27856498,278,3502.57,,St_Peter's_Health
,SCREW MOUNTAINEER 3.5X22MM,27856281,278,3502.57,,St_Peter's_Health
,SCREW MOUNTAINEER 3.5X28MM,27856282,278,3502.57,,St_Peter's_Health
,SCREW MOUNTAINEER 4.35X20MM,27856160,278,3502.57,,St_Peter's_Health
,SCREW MOUNTAINEER 4.35X25MM,27856161,278,3502.57,,St_Peter's_Health
,CONNECTOR 3DX SMALL,27834476,278,3501.61,,St_Peter's_Health
,NAIL TIBIAL TI CANN 2.5X950MM,27848619,278,3498.96,,St_Peter's_Health
,PLATE OSTEO WEDGE TIB,27010077,278,3496.93,,St_Peter's_Health
,CROSSLINK ADJ LRG,27835184,278,3479.23,,St_Peter's_Health
,CROSSLINK ADJ MED,27835183,278,3479.23,,St_Peter's_Health
,CROSSLINK ADJ SM,27835182,278,3479.23,,St_Peter's_Health
,DELTA XTEND METAGLENE,27848170,278,3406.98,,St_Peter's_Health
,PLATE AURATOR 14MM 48811114,27863307,278,3404.33,,St_Peter's_Health
,CONNECTOR AXIAL SS 778215555,27834007,278,3384.96,,St_Peter's_Health
,D/M FLUSH CUTTER 6704-9-420,27222684,272,3381.92,,St_Peter's_Health
,S-ROM HEAD 11/13 M 40MM +12,27825851,278,3381.2,,St_Peter's_Health
,S-ROM HEAD 11/13 M 40MM -3,27825847,278,3381.2,,St_Peter's_Health
,S-ROM HEAD 11/13 M 44MM +0,27825880,278,3381.2,,St_Peter's_Health
,S-ROM HEAD 11/13 M 44MM +12,27825884,278,3381.2,,St_Peter's_Health
,S-ROM HEAD FEMORAL 1365-26-000,27826540,278,3381.2,,St_Peter's_Health
,VENTURE PLANTE 27.5MM,27825645,278,3360.08,,St_Peter's_Health
,PROBE NOVASURE NS2000,27020805,272,3354.58,,St_Peter's_Health
,"S-ROM CUP ACE ZIT-2 L32,56DP+6",27814982,278,3352.36,,St_Peter's_Health
,BONE SPACER ACF 017406,27053274,270,3337.57,,St_Peter's_Health
,CONNECTOR 3DX SMALL,0034476,278,3334.86,,St_Peter's_Health
,CORNERSTONE L-ASR FEE 7MM,27821927,278,3330.13,,St_Peter's_Health
,CORNERSTONE L-ASR FEE 8X14X11,27818756,278,3330.13,,St_Peter's_Health
,PLATE FUSION MODULE AR-8944CRS,27827170,278,3323.85,,St_Peter's_Health
,TIBIAL BASE FIX BEARING SZ3,27848831,278,3309.45,,St_Peter's_Health
,TIBIAL BASE FIX BEARING SZ7,27848736,278,3309.45,,St_Peter's_Health
,TIBIAL BASE FIX BEARING SZ8,27848828,278,3309.45,,St_Peter's_Health
,FILTER GIAN TURCO FILTER,27231303,278,3298.56,,St_Peter's_Health
,MASTERGRAFT STRIP 10CM,27834888,278,3281.15,,St_Peter's_Health
,S-ROM SLEEVE PRX ZTT 14D-LRG,27815309,278,3278.2,,St_Peter's_Health
,ANKLE AGILITY INSERT SZ 2,27010409,278,3271.2,,St_Peter's_Health
,CROSSLINK SOLERA X-10,27840416,278,3267.76,,St_Peter's_Health
,ADJUSTABLE BRIDGE LARGE,27839600,278,3222.84,,St_Peter's_Health
,ADJUSTABLE BRIDGE MEDIUM,27839778,278,3222.84,,St_Peter's_Health
,CHARGING SYSTEM EC0-MINI,27242110,272,3220.33,,St_Peter's_Health
,CHARGING SYSTEM EON MINI LE,27244982,272,3220.33,,St_Peter's_Health
,PATIENT CONTROLLER PROCLAIM,27261790,272,3219.59,,St_Peter's_Health
,PATIENT CONTROLLER PROCLAIM,27861790,272,3219.59,,St_Peter's_Health
,SCREW POLYAXIAL 5.5X50MM,27839594,278,3211.96,,St_Peter's_Health
,SCREW POLYAXIAL 6.5X50MM,27839593,278,3211.96,,St_Peter's_Health
,SCREW ZODIAC 6.5X40MM,27839777,278,3211.96,,St_Peter's_Health
,SCREW ZODIAC 6.5X45MM,27839776,278,3211.96,,St_Peter's_Health
,CATHETER INDIGO 6F 135CM,27271741,272,3204.24,,St_Peter's_Health
,BREAST IMP 375CC     350-1460,27010221,278,3202.76,,St_Peter's_Health
,MAMMARY IMPLANT 125CC 350-1410,27020734,278,3202.76,,St_Peter's_Health
,AUSTIN MOORE FEN NAR 45MM,27020955,278,3188.42,,St_Peter's_Health
,POD OCCLUSION POD8,27271958,272,3186.46,,St_Peter's_Health
,POD3 20CM X 3MM,27272351,272,3186.46,,St_Peter's_Health
,ELECTRODE LEVEEN 4.0X15X15,27227946,272,3177.72,,St_Peter's_Health
,CORNERSTONE L-ASR 6MM,27822481,278,3171.55,,St_Peter's_Health
,DALL MILES LG VIT GRIP 160MM,27831906,278,3164.74,,St_Peter's_Health
,AUSTIN MOORE FEN NAR 43MM,27020905,278,3160.1,,St_Peter's_Health
,FULL RING ALUMINUM 130MM 7HL,27240899,272,3159.21,,St_Peter's_Health
,RINGS 2/3 ALUMINUM 130MM 7HOLE,27240901,272,3159.21,,St_Peter's_Health
,AUSTIN MOORE FEN STD 57MM,27010416,278,3158.03,,St_Peter's_Health
,BIPOLAR COMPONENT 47X28,27829667,278,3156.37,,St_Peter's_Health
,ANATOMIC 6X16X14,27837059,278,3124.59,,St_Peter's_Health
,ANATOMIC 7X16X14,27837062,278,3124.59,,St_Peter's_Health
,NAIL ACE TROCH 130 180X11,27825238,278,3100.42,,St_Peter's_Health
,NAIL ACE TROCH 130 180X13,27825244,278,3100.42,,St_Peter's_Health
,PLATE PREMIER 62.5MM 6860162,27030998,278,3094.73,,St_Peter's_Health
,SPACER SYSTEM 6DEG 7MM 16X12,27859229,278,3090.52,,St_Peter's_Health
,SPACER SYSTEM 6DEG 8MM 16X12,27859230,278,3090.52,,St_Peter's_Health
,NAIL ACE TROCH 130 200MMX1 1MM,27824622,278,3045.79,,St_Peter's_Health
,TROCH NAIL ACE 200MM X 13MM,27824631,278,3045.79,,St_Peter's_Health
,ADJUSTABLE BRIDGE SMALL TI,27843651,278,3040.36,,St_Peter's_Health
,CONNECTOR ZODIAC TI OPEN 15MM,27842809,278,3040.36,,St_Peter's_Health
,PROCLAIM DRG 7883,27267075,272,3037.34,,St_Peter's_Health
,TISSUE EXPANDER 354-2757,27821243,272,3036.95,,St_Peter's_Health
,NAIL ACE TROCH 135 180X11,27828977,278,3034.45,,St_Peter's_Health
,ANATOMIC 8X16X14,27838283,278,3033.61,,St_Peter's_Health
,S-ROM HEAD ALUM 32+6,27812361,278,3031.74,,St_Peter's_Health
,SCREW POLYAXIAL 5.5X45MM,27841870,278,3030.12,,St_Peter's_Health
,SCREW ZODIAC 7.5X45MM,27841871,278,3030.12,,St_Peter's_Health
,SCREW ZODIAC TI 4.5X40MM,27842579,278,3030.12,,St_Peter's_Health
,SCREW ZODIAC TI 4.5X45MM,27841902,278,3030.12,,St_Peter's_Health
,SCREW ZODIAC TI 5.5X40MM,27842513,278,3030.12,,St_Peter's_Health
,SCREW ZODIAC TI 6.5X35MM,27842122,278,3030.12,,St_Peter's_Health
,SCREW ZODIAC TI 6.5X55MM,27842917,278,3030.12,,St_Peter's_Health
,SCREW ZODIAC TI 7.5X50MM,27842824,278,3030.12,,St_Peter's_Health
,SCREW ZODIAC TI 8.5X80MM,27842808,278,3030.12,,St_Peter's_Health
,PATIENT PROGRAMMER 3853,27858369,278,3013.41,,St_Peter's_Health
,PATIENT PROGRAMMER,27240761,272,3008.8,,St_Peter's_Health
,PRB FLEX 6FR 035 5X100 120,27228849,272,3008.72,,St_Peter's_Health
,MODULAR PLUS TIBIAL WEDGE 2.5,27824529,278,3008.46,,St_Peter's_Health
,TIBIAL WEDGE 15MM,27816086,278,3008.46,,St_Peter's_Health
,WEDGE TIBIAL MOD PLUS 10X8MM,27823508,278,3008.46,,St_Peter's_Health
,FULL RING 155MM 7HOLE MASTER,27243945,272,2990.61,,St_Peter's_Health
,NAIL ACE TROCH 135 200MMX11MM,27227547,272,2981.62,,St_Peter's_Health
,BRACE KNEE ANKLE FOOT L2134,27080112,274,2977.0,,St_Peter's_Health
,FULL RING 130 TSF,27838947,278,2973.13,,St_Peter's_Health
,SPACER SYSTEM 6DEG 16X12MM,27863632,278,2971.64,,St_Peter's_Health
,CABLE DALL MILES MED GRIP,27833370,278,2968.04,,St_Peter's_Health
,FILTER GUNTHER TULIP G33016,27829197,278,2966.65,,St_Peter's_Health
,PFC TIBIAL ROD 14 X 75,27814730,278,2960.71,,St_Peter's_Health
,IMPLANT COLLAGEN 5x10  100510,27020115,278,2957.1,,St_Peter's_Health
,GRAFT FASCIA LATA 30X150MM FLM,27851948,278,2957.06,,St_Peter's_Health
,CONNECTOR 4.75/6.35 5443130,27837933,278,2954.54,,St_Peter's_Health
,CONNECTOR ILIAC,27840432,278,2954.54,,St_Peter's_Health
,CONNECTOR LATERAL 10MM,27841204,278,2954.54,,St_Peter's_Health
,SPACER CERVICAL 4X6 VG2C-T46P,27853326,278,2946.34,,St_Peter's_Health
,SPACER CERVICAL 5X7 VG2C-T57P,27853500,278,2946.34,,St_Peter's_Health
,SPACER CERVICAL 6X8 VG2C-T68P,27853802,278,2946.34,,St_Peter's_Health
,SPACER CERVICAL 7X9 VG2C-T79,27853803,278,2946.34,,St_Peter's_Health
,SURPASS 4.0,62100985,272,2942.33,,St_Peter's_Health
,POD4,27277478,272,2918.0,,St_Peter's_Health
,FEMORAL HEAD VERSYS 12/14 36MM,27836231,278,2916.96,,St_Peter's_Health
,ROD COC 500X4.75,27837151,278,2916.96,,St_Peter's_Health
,ROD COCR + 500MM,27836535,278,2916.96,,St_Peter's_Health
,STAPLER LDS-2 REUSABLE,27232530,272,2898.94,,St_Peter's_Health
,DALL MILES VIT GRIP 150MM,27831900,278,2887.04,,St_Peter's_Health
,SCREW ZODIAC TI 7.5X30MM,27845647,278,2885.81,,St_Peter's_Health
,SCREW DI EXPEDIUM 7.0X40MM,27857692,278,2884.47,,St_Peter's_Health
