Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,ALLEGIANCE,BCBS_CLOSED_NETWORK,BCBS_HEALTHLINK_NETWORK,BCBS_POS,BCBS_TRADITIONAL,EBMS,HEALTH_INFO_NET_PEAK_EQUITY,HEALTH_INFO_NET_STANDARD,HUMANA_PPO_NETWORK,INTEGRATED_HEALTH_PLAN,INTERWEST_HEALTH_PPO,INTERWEST_HEALTH_TRADITIONAL,MOUNTAIN_HEALTH_CO-OP_HPN,MOUNTAIN_HEALTH_CO-OP_PPO_POS,PACIFIC_SOURCE,UHC_COMMERCIAL,hospital
1501808,HOSPITAL VISIT - LEVEL 3,ProFee,983,99233,"Subsequent hospital care, per day, for the evaluation and management of a patient, which requires at least 2 of these 3 key components: A detailed interval history; A detailed examination; Medical decision making of high complexity. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually, the patient is unstable or has developed a significant complication or a significant new problem. Typically, 35 minutes are spent at the bedside and on the patient's hospital floor or unit.",,0,314,251.2,54.5166,304.58,173.019,260.62,260.62,260.62,260.62,164.64,55.335,177.135,,,54.5166,54.5166,105.6006,117.334,304.58,171.6326,Pioneer_Medical_Center
1501857,HOSPITAL DISCHARGE <30 MIN,ProFee,983,99238,Hospital discharge day management; 30 minutes or less,,0,251,200.8,49.419,243.47,121.231,208.33,208.33,208.33,208.33,115.36,72.59,124.115,,,71.5164,71.5164,49.419,54.91,243.47,120.0447,Pioneer_Medical_Center
1501907,OBSERVATION SERVICES - LEVEL 1,ProFee,982,99218,"Initial observation care, per day, for the evaluation and management of a patient which requires these 3 key components: A detailed or comprehensive history; A detailed or comprehensive examination; and Medical decision making that is straightforward or of low complexity. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually, the problem(s) requiring admission to outpatient hospital ""observation status"" are of low severity. Typically, 30 minutes are spent at the bedside and on the patient's hospital floor or unit.",,0,304,243.2,53.5806,335.58,165.957,252.32,252.32,252.32,252.32,157.92,335.58,169.905,,,330.6168,330.6168,53.5806,59.534,294.88,163.481,Pioneer_Medical_Center
1501915,OBSERVATION CARE SUBSEQUENT LEV 1,ProFee,982,99224,"Subsequent observation care, per day, for the evaluation and management of a patient, which requires at least 2 of these 3 key components: Problem focused interval history; Problem focused examination; Medical decision making that is straightforward or of low complexity. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually, the patient is stable, recovering, or improving. Typically, 15 minutes are spent at the bedside and on the patient's hospital floor or unit.",,0,134,107.2,21.1032,129.98,65.912,111.22,111.22,111.22,111.22,62.72,21.42,67.48,,,21.1032,21.1032,25.4898,28.322,129.98,64.3643,Pioneer_Medical_Center
1501923,OBSERVATION SUBSEQUENT CARE LEV 2,ProFee,982,99225,"Subsequent observation care, per day, for the evaluation and management of a patient, which requires at least 2 of these 3 key components: An expanded problem focused interval history; An expanded problem focused examination; Medical decision making of moderate complexity. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually, the patient is responding inadequately to therapy or has developed a minor complication. Typically, 25 minutes are spent at the bedside and on the patient's hospital floor or unit.",,0,220,176,18.7272,213.4,120.6425,182.6,182.6,182.6,182.6,114.8,102.34,123.5125,,,100.8264,100.8264,18.7272,20.808,213.4,119.4458,Pioneer_Medical_Center
1501931,OBSERVATION SUBSEQUENT CARE LEV 3,ProFee,982,99226,"Subsequent observation care, per day, for the evaluation and management of a patient, which requires at least 2 of these 3 key components: A detailed interval history; A detailed examination; Medical decision making of high complexity. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually, the patient is unstable or has developed a significant complication or a significant new problem. Typically, 35 minutes are spent at the bedside and on the patient's hospital floor or unit.",,0,319,255.2,46.896,309.43,173.6075,264.77,264.77,264.77,264.77,165.2,47.6,177.7375,,,46.896,46.896,89.4744,99.416,309.43,171.6326,Pioneer_Medical_Center
1501956,OBSERVATION SERVICES - LEVEL 2,ProFee,982,99219,"Initial observation care, per day, for the evaluation and management of a patient, which requires these 3 key components: A comprehensive history; A comprehensive examination; and Medical decision making of moderate complexity. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually, the problem(s) requiring admission to outpatient hospital ""observation status"" are of moderate severity. Typically, 50 minutes are spent at the bedside and on the patient's hospital floor or unit.",,0,426,340.8,14.655,413.22,225.3955,353.58,353.58,353.58,353.58,214.48,14.875,230.7575,,,14.655,14.655,293.3928,325.992,413.22,223.2205,Pioneer_Medical_Center
1502004,OBSERVATION SERVICES - LEVEL 3,ProFee,982,99220,"Initial observation care, per day, for the evaluation and management of a patient, which requires these 3 key components: A comprehensive history; A comprehensive examination; and Medical decision making of high complexity. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually, the problem(s) requiring admission to outpatient hospital ""observation status"" are of high severity. Typically, 70 minutes are spent at the bedside and on the patient's hospital floor or unit.",,0,578,462.4,13.005,560.66,307.197,479.74,479.74,479.74,479.74,292.32,277.865,314.505,,,273.7554,273.7554,13.005,14.45,560.66,302.0913,Pioneer_Medical_Center
1502012,SHAVE LESION .5CM OR LESS,ProFee,983,11300,"Shaving of epidermal or dermal lesion, single lesion, trunk, arms or legs; lesion diameter 0.5 cm or less",,0,293,234.4,56.8282,1517.25,58.2615,243.19,243.19,243.19,243.19,292.32,1517.25,314.505,,,1494.81,1494.81,637.7652,708.628,284.21,56.8282,Pioneer_Medical_Center
1502020,OFFICE VISIT EMERGENCY BASIS,ProFee,983,99058,"Service(s) provided on an emergency basis in the office, which disrupts other scheduled office services, in addition to basic service",,0,105,84,42,101.85,,87.15,87.15,87.15,87.15,84,89.25,89.25,,,0,0,68.25,78.75,101.85,42,Pioneer_Medical_Center
1502046,CLINIC VARICELLA VACCINE,ProFee,983,90716,"Varicella virus vaccine (VAR), live, for subcutaneous use",,0,181,144.8,72.4,175.57,,150.23,150.23,150.23,150.23,144.8,153.85,153.85,,,0,0,117.65,135.75,175.57,72.4,Pioneer_Medical_Center
1502053,NURSING FACILITY ADMIT LEVEL 1,ProFee,987,99304,"Initial nursing facility care, per day, for the evaluation and management of a patient, which requires these 3 key components: A detailed or comprehensive history; A detailed or comprehensive examination; and Medical decision making that is straightforward or of low complexity. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually, the problem(s) requiring admission are of low severity. Typically, 25 minutes are spent at the bedside and on the patient's facility floor or unit.",,0,276,220.8,46.3098,267.72,150.0675,229.08,229.08,229.08,229.08,142.8,47.005,153.6375,,,46.3098,46.3098,72.3078,80.342,267.72,158.6732,Pioneer_Medical_Center
1502061,INDIRECT LARYNGOSCOPY,ProFee,983,31505,"Laryngoscopy, indirect; diagnostic (separate procedure)",,0,253,202.4,81.8015,454.308,81.8015,209.99,209.99,209.99,209.99,202.4,236.215,215.05,,,232.7214,232.7214,408.8772,454.308,245.41,142.8358,Pioneer_Medical_Center
1502079,CLINIC INSULIN PER 5 UNITS,ProFee,983,J1815,Insulin injection,,0,6,4.8,2.4,5.82,,4.98,4.98,4.98,4.98,4.8,5.1,5.1,,,0,0,3.9,4.5,5.82,2.4,Pioneer_Medical_Center
1502087,CLINIC HEPATITIS B UNDER AGE 20,ProFee,983,90744,"Hepatitis B vaccine (HepB), pediatric/adolescent dosage, 3 dose schedule, for intramuscular use",,0,47,37.6,18.8,59.6475,,39.01,39.01,39.01,39.01,55.44,39.95,59.6475,,,0,0,30.55,35.25,45.59,18.8,Pioneer_Medical_Center
1502095,THORACENTESIS W/CHEST TUBE,ProFee,983,,,,0,468,374.4,187.2,453.96,,388.44,388.44,388.44,388.44,374.4,397.8,397.8,,,397.8,397.8,304.2,351,453.96,187.2,Pioneer_Medical_Center
1502103,NURSING FACILITY ADMIT LEVEL 2,ProFee,987,99305,"Initial nursing facility care, per day, for the evaluation and management of a patient, which requires these 3 key components: A comprehensive history; A comprehensive examination; and Medical decision making of moderate complexity. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually, the problem(s) requiring admission are of moderate severity. Typically, 35 minutes are spent at the bedside and on the patient's facility floor or unit.",,0,393,314.4,35.172,381.21,214.8025,326.19,326.19,326.19,326.19,204.4,35.7,219.9125,,,35.172,35.172,41.0958,45.662,381.21,215.1521,Pioneer_Medical_Center
1502129,REMOVAL OF SKIN TAG UP TO 15 LESION,ProFee,983,11200,"Removal of skin tags, multiple fibrocutaneous tags, any area; up to and including 15 lesions",,0,267,213.6,123.585,1072.785,123.585,221.61,221.61,221.61,221.61,591.36,1072.785,636.24,,,1056.9186,1056.9186,860.931,956.59,258.99,125.6676,Pioneer_Medical_Center
1502152,NURSING FACILITY ADMIT LEVEL 3,ProFee,987,99306,"Initial nursing facility care, per day, for the evaluation and management of a patient, which requires these 3 key components: A comprehensive history; A comprehensive examination; and Medical decision making of high complexity. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually, the problem(s) requiring admission are of high severity. Typically, 45 minutes are spent at the bedside and on the patient's facility floor or unit.",,0,503,402.4,31.212,487.91,277.1835,417.49,417.49,417.49,417.49,263.76,111.265,283.7775,,,109.6194,109.6194,31.212,34.68,487.91,276.6217,Pioneer_Medical_Center
1502202,NURSING FACILITY F/U - LEVEL 1,ProFee,987,99307,"Subsequent nursing facility care, per day, for the evaluation and management of a patient, which requires at least 2 of these 3 key components: A problem focused interval history; A problem focused examination; Straightforward medical decision making. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually, the patient is stable, recovering, or improving. Typically, 10 minutes are spent at the bedside and on the patient's facility floor or unit.",,0,134,107.2,46.896,129.98,72.974,111.22,111.22,111.22,111.22,69.44,47.6,74.71,,,46.896,46.896,97.2774,108.086,129.98,73.0815,Pioneer_Medical_Center
1502210,SHAVE LESION 1.1-2CM,ProFee,983,11312,"Shaving of epidermal or dermal lesion, single lesion, face, ears, eyelids, nose, lips, mucous membrane; lesion diameter 1.1 to 2.0 cm",,0,484,387.2,125.784,1457.716,127.7045,401.72,401.72,401.72,401.72,479.92,860.37,516.3425,,,847.6452,847.6452,1311.9444,1457.716,469.48,125.784,Pioneer_Medical_Center
1502236,SHAVE LESION .6 TO 1 CM,ProFee,983,11311,"Shaving of epidermal or dermal lesion, single lesion, face, ears, eyelids, nose, lips, mucous membrane; lesion diameter 0.6 to 1.0 cm",,0,335,268,106.6361,1500.59,107.6955,278.05,278.05,278.05,278.05,296.8,1500.59,319.325,,,1478.3964,1478.3964,593.5482,659.498,324.95,106.6361,Pioneer_Medical_Center
1502244,REMOVAL SKIN TAG EACH ADD 10 LESION,ProFee,983,11201,"Removal of skin tags, multiple fibrocutaneous tags, any area; each additional 10 lesions, or part thereof (List separately in addition to code for primary procedure)",,0,89,71.2,27.6595,1042.134,27.6595,73.87,73.87,73.87,73.87,889.84,395.08,957.3725,,,389.2368,389.2368,937.9206,1042.134,86.33,32.7062,Pioneer_Medical_Center
1502251,NURSING FACILITY F/U - LEVEL 2,ProFee,983,99308,"Subsequent nursing facility care, per day, for the evaluation and management of a patient, which requires at least 2 of these 3 key components: An expanded problem focused interval history; An expanded problem focused examination; Medical decision making of low complexity. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually, the patient is responding inadequately to therapy or has developed a minor complication. Typically, 15 minutes are spent at the bedside and on the patient's facility floor or unit.",,0,206,164.8,41.616,199.82,114.7575,170.98,170.98,170.98,170.98,109.2,63.665,117.4875,,,62.7234,62.7234,41.616,46.24,199.82,114.821,Pioneer_Medical_Center
1502301,NURSING FACILITY F/U - LEVEL 3,ProFee,983,99309,"Subsequent nursing facility care, per day, for the evaluation and management of a patient, which requires at least 2 of these 3 key components: A detailed interval history; A detailed examination; Medical decision making of moderate complexity. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually, the patient has developed a significant complication or a significant new problem. Typically, 25 minutes are spent at the bedside and on the patient's facility floor or unit.",,0,277,221.6,55.6614,268.69,151.2445,229.91,229.91,229.91,229.91,143.92,79.73,154.8425,,,78.5508,78.5508,55.6614,61.846,268.69,151.3701,Pioneer_Medical_Center
1502350,CARE PLAN OVERSIGHT < 30 MIN,ProFee,987,99339,"Individual physician supervision of a patient (patient not present) in home, domiciliary or rest home (eg, assisted living facility) requiring complex and multidisciplinary care modalities involving regular physician development and/or revision of care plans, review of subsequent reports of patient status, review of related laboratory and other studies, communication (including telephone calls) for purposes of assessment or care decisions with health care professional(s), family member(s), surrogate decision maker(s) (eg, legal guardian) and/or key caregiver(s) involved in patient's care, integration of new information into the medical treatment plan and/or adjustment of medical therapy, within a calendar month; 15-29 minutes",,0,236,188.8,42.2064,228.92,128.8815,195.88,195.88,195.88,195.88,122.64,42.84,131.9475,,,42.2064,42.2064,56.7018,63.002,228.92,94.4,Pioneer_Medical_Center
1502400,CARE PLAN OVERSIGHT > 30 MIN,ProFee,987,99340,"Individual physician supervision of a patient (patient not present) in home, domiciliary or rest home (eg, assisted living facility) requiring complex and multidisciplinary care modalities involving regular physician development and/or revision of care plans, review of subsequent reports of patient status, review of related laboratory and other studies, communication (including telephone calls) for purposes of assessment or care decisions with health care professional(s), family member(s), surrogate decision maker(s) (eg, legal guardian) and/or key caregiver(s) involved in patient's care, integration of new information into the medical treatment plan and/or adjustment of medical therapy, within a calendar month; 30 minutes or more",,0,344,275.2,37.4544,333.68,179.4925,285.52,285.52,285.52,285.52,170.8,45.815,183.7625,,,45.1374,45.1374,37.4544,41.616,333.68,137.6,Pioneer_Medical_Center
1502418,CLINIC HIGH DOSE FLU VACCINE,ProFee,983,90662,"Influenza virus vaccine (IIV), split virus, preservative free, enhanced immunogenicity via increased antigen content, for intramuscular use",,0,77,61.6,30.8,74.69,,63.91,63.91,63.91,63.91,36.96,65.45,39.765,,,0,0,50.05,57.75,74.69,30.8,Pioneer_Medical_Center
1502483,CLINIC FLU VACCINE > 3 YEARS,ProFee,983,90658,"Influenza virus vaccine, trivalent (IIV3), split virus, 0.5 mL dosage, for intramuscular use",,0,22,17.6,8.8,41.5725,,18.26,18.26,18.26,18.26,38.64,18.7,41.5725,,,0,0,14.3,16.5,21.34,8.8,Pioneer_Medical_Center
1502517,CAMP PHYSICAL,ProFee,983,99212,"Office or other outpatient visit for the evaluation and management of an established patient, which requires a medically appropriate history and/or examination and straightforward medical decision making. When using time for code selection, 10-19 minutes of total time is spent on the date of the encounter.",,0,30,24,24,73.185,42.9605,24.9,24.9,24.9,24.9,40.88,73.185,43.9825,,,72.1026,72.1026,42.1362,46.818,29.1,42.8208,Pioneer_Medical_Center
