DESCRIPTION,CDM,PRICE,hospital
FLEXIBLE SIGMOIDOSCOPY,3200227,1249.5,Beartooth_Billings_Clinic
COLONOSCOPY 45378,3200268,1996.45,Beartooth_Billings_Clinic
COLONOSCOPY WITH BIOPSY,3200276,2049.2,Beartooth_Billings_Clinic
COLONOSCOPY WITH SNARE TECHNIQUE,3200284,2253.2,Beartooth_Billings_Clinic
COLONOSCOPY WITH HOT BIOPSY,3200292,2463.6,Beartooth_Billings_Clinic
CYSTOURETHROSCOPY,3200300,607.7,Beartooth_Billings_Clinic
EGD WITH BALLOON DILATION,3200318,1986.7,Beartooth_Billings_Clinic
FLEXIBLE SIGMOIDOSCOPY (MEDICARE),3200334,1249.5,Beartooth_Billings_Clinic
COLONOSCOPY MEDICARE G0121,3200342,2049.2,Beartooth_Billings_Clinic
COLONOSCOPY MEDICARE G0105,3200359,2049.2,Beartooth_Billings_Clinic
CYSTOURETHROSCOPY WITH BIOPSY,3200367,662.3,Beartooth_Billings_Clinic
CYSTOURETHROSCOPY WITH FULGURATION,3200375,662.3,Beartooth_Billings_Clinic
COLONOSCOPY STOMA 44388,3200383,2049.2,Beartooth_Billings_Clinic
COLONOSCPY STOMA BX 44389,3200391,2463.6,Beartooth_Billings_Clinic
COLONOSCPY STOMA HOT BX,3200409,2463.6,Beartooth_Billings_Clinic
COLONOSCOPY STOMA SNARE,3200417,2463.6,Beartooth_Billings_Clinic
"COLONOSCOPY,FLEX W/BAND LIGATION",3200425,2394.85,Beartooth_Billings_Clinic
REMOVAL SKIN TAGS,3200430,157.95,Beartooth_Billings_Clinic
DIRECTED SUBMUCOSAL INJECTION,3200440,596.7,Beartooth_Billings_Clinic
OBSERVATION 1ST HOUR,3300019,387.6,Beartooth_Billings_Clinic
OBSERVATION 2ND HOUR,3300027,204.0,Beartooth_Billings_Clinic
OBSERVATION 3RD HOUR,3300035,122.4,Beartooth_Billings_Clinic
OBSERVATION 4TH-24TH HOUR PER HOUR,3300043,42.85,Beartooth_Billings_Clinic
OBSERVATION W/TELEMETRY 1ST HOUR,3300050,632.4,Beartooth_Billings_Clinic
OBSERVATION W/TELEMETRY 2ND HOUR,3300068,504.9,Beartooth_Billings_Clinic
OBSERVATION W/TELEMETRY 3RD HOUR,3300076,255.0,Beartooth_Billings_Clinic
OBSERVATION W/TELEM 4-24 HOUR/HOUR,3300084,48.95,Beartooth_Billings_Clinic
OBSERVATION>24 HOURS PER HOUR,3300092,66.3,Beartooth_Billings_Clinic
OBSERVATION W/TELEM>24 HOURS PER HR,3300142,99.95,Beartooth_Billings_Clinic
ALS RN TRANSFER,3400017,280.5,Beartooth_Billings_Clinic
BLOOD ALCOHOL DRAW FEE,3400041,29.6,Beartooth_Billings_Clinic
CARDIOPULMONARY RESUSCITATION,3400058,854.75,Beartooth_Billings_Clinic
CAST REMOVAL,3400082,52.25,Beartooth_Billings_Clinic
EXTERNAL PACEMAKER,3400108,303.75,Beartooth_Billings_Clinic
CRITICAL CARE 30-75 MINUTE,3400132,1497.35,Beartooth_Billings_Clinic
HIGH SEVERITY,3400140,1252.55,Beartooth_Billings_Clinic
MODERATE COMPLEXITY DETAILED,3400157,977.15,Beartooth_Billings_Clinic
MODERATE COMP FOCUS 99283,3400165,520.2,Beartooth_Billings_Clinic
LOW COMPLEXITY,3400173,284.6,Beartooth_Billings_Clinic
MINOR,3400181,171.35,Beartooth_Billings_Clinic
OUTPATIENT ASSISTANCE,3400199,139.25,Beartooth_Billings_Clinic
INTUBATION 31500,3400223,353.15,Beartooth_Billings_Clinic
REP WOUND COMP 13131,3400241,234.7,Beartooth_Billings_Clinic
TRAUMA TEAM ACT LEVEL 1,3400298,1888.0,Beartooth_Billings_Clinic
TR RAD HD/NURS ELBOW 24640,3400308,119.6,Beartooth_Billings_Clinic
CRITICAL CARE ADD'L 30 MINUTE,3400348,952.7,Beartooth_Billings_Clinic
DRAINAGE SIMPLE 10060 TC,3400355,149.95,Beartooth_Billings_Clinic
REMOVE FOREIGN BODY SIMP 10120 TC,3400363,120.85,Beartooth_Billings_Clinic
REMOVE FOREIGN BODY COMP 10121 TC,3400371,178.95,Beartooth_Billings_Clinic
DRAINAGE HEMATOMA 10140 TC,3400389,125.1,Beartooth_Billings_Clinic
PUNCTURE ASPIRATE 10160 TC,3400397,101.4,Beartooth_Billings_Clinic
NAIL AVULSION SIMPLE 11730 TC,3400405,54.0,Beartooth_Billings_Clinic
REPAIR WOUND SIMPLE 12001 TC,3400413,94.55,Beartooth_Billings_Clinic
REPAIR WOUND SIMPLE 12002 TC,3400421,124.45,Beartooth_Billings_Clinic
REPAIR WOUND SIMPLE 12004 TC,3400439,155.95,Beartooth_Billings_Clinic
REPAIR WOUND SIMPLE 12005 TC,3400447,203.3,Beartooth_Billings_Clinic
REPAIR WOUND SIMPLE 12011 TC,3400454,117.85,Beartooth_Billings_Clinic
REPAIR WOUND SIMPLE 12013 TC,3400462,124.05,Beartooth_Billings_Clinic
REPAIR WOUND INTMED 12031 TC,3400470,167.75,Beartooth_Billings_Clinic
REPAIR WOUND INTMED 12032 TC,3400488,213.85,Beartooth_Billings_Clinic
REPAIR WOUND INTMED 12051 TC,3400496,107.95,Beartooth_Billings_Clinic
REPAIR WOUND INTMED 12052 TC,3400504,224.05,Beartooth_Billings_Clinic
REPAIR WND INTMED 12053TC,3400512,239.55,Beartooth_Billings_Clinic
REPAIR WOUND COMPLEX 13121 TC,3400520,295.2,Beartooth_Billings_Clinic
REPAIR WOUND COMPLEX 13131 TC,3400538,275.6,Beartooth_Billings_Clinic
ASPIRATE/INJ MAJ JNT/BRSA 20610 TC,3400546,50.6,Beartooth_Billings_Clinic
TREAT CLAVICLE FX CLOSED 23500 TC,3400553,175.8,Beartooth_Billings_Clinic
TREAT SCAPULA FX CLOSED 23570 TC,3400561,175.8,Beartooth_Billings_Clinic
TRT DISTAL FX FINGER W/O MANIPULATE,3400565,154.5,Beartooth_Billings_Clinic
"NERVE BLOCK, OTHER PERIPHERAL NERVE",3400571,51.35,Beartooth_Billings_Clinic
TREAT SHOULDER DISL/CL 23650 TC,3400579,175.8,Beartooth_Billings_Clinic
TREAT HUMERAL FX/CLOSED 24500 TC,3400587,175.8,Beartooth_Billings_Clinic
TREAT DISTAL RADIAL FX 25600 TC,3400595,175.8,Beartooth_Billings_Clinic
TREAT DISTAL FX/MANIP 25605 TC,3400603,175.8,Beartooth_Billings_Clinic
TREAT CLOSED HIP/ANESTHES 27266 TC,3400611,387.9,Beartooth_Billings_Clinic
TREAT ANKLE DISL/CL 27840 TC,3400629,175.8,Beartooth_Billings_Clinic
TREAT ANKLE DISL/ANESTHES 27842 TC,3400637,387.9,Beartooth_Billings_Clinic
APPLY SPLINT LONG ARM 29105 TC,3400645,63.15,Beartooth_Billings_Clinic
APPLY SPLINT SHORT ARM 29125 TC,3400652,63.15,Beartooth_Billings_Clinic
APPLY SPLINT LONG LEG 29505 TC,3400660,63.15,Beartooth_Billings_Clinic
APPLY SPLINT SHORT LEG 29515 TC,3400678,63.15,Beartooth_Billings_Clinic
REMOVAL FOR BDY INTRANASAL 30300 TC,3400686,93.0,Beartooth_Billings_Clinic
CONTROL OF NOSEBLEED 30901 TC,3400694,93.0,Beartooth_Billings_Clinic
INSERT CHEST TUBE 32551 TC,3400702,389.75,Beartooth_Billings_Clinic
REMOVE IMPACTED EAR WAX 69210 TC,3400710,34.9,Beartooth_Billings_Clinic
LUMBAR PUNCTURE 62270,3400751,83.75,Beartooth_Billings_Clinic
PELVIC EXAM 57410,3400769,228.2,Beartooth_Billings_Clinic
PARACENTESIS 49082,3400777,159.65,Beartooth_Billings_Clinic
THORACENTESIS 32421,3400793,827.2,Beartooth_Billings_Clinic
TRACHEOSTOMY 31603,3400819,727.8,Beartooth_Billings_Clinic
DRESS DEBRID 16020,3400827,143.35,Beartooth_Billings_Clinic
REPAIR SIMPLE 12014 TC,3400835,159.95,Beartooth_Billings_Clinic
REPAIR WOUND INT 12041 TC,3400843,165.15,Beartooth_Billings_Clinic
REP WND INT 2.5-7.5CM(NHFG)12042,3400850,105.75,Beartooth_Billings_Clinic
REPAIR WOUND INT 12044TC,3400868,236.15,Beartooth_Billings_Clinic
PLACE NEEDLE INTRAOSSEOUS,3400876,93.0,Beartooth_Billings_Clinic
REPAIR WOUND INT 12035 TC,3400884,265.0,Beartooth_Billings_Clinic
CANALITH REPOSITIONING,3400894,18.5,Beartooth_Billings_Clinic
INCISE & DRAIN ABSCESS COMPLICATED,3400900,243.45,Beartooth_Billings_Clinic
CHEMICAL CAUTERY GRANULATION TISSUE,3400926,97.55,Beartooth_Billings_Clinic
TREAT METACARPAL FRAC/CLOSED,3400934,175.8,Beartooth_Billings_Clinic
TR RADIAL & ULNAR SHAFT FRACT CLOSE,3400942,175.8,Beartooth_Billings_Clinic
TR TARSAL BON(EXC TAL&CALC)W/O MAN,3400959,408.0,Beartooth_Billings_Clinic
IV INFUSION ADD HR 96361,3400967,94.15,Beartooth_Billings_Clinic
IV INFUSION HYDRATION 96360,3400975,340.9,Beartooth_Billings_Clinic
IV INFUSION 96365,3400983,479.95,Beartooth_Billings_Clinic
IV INFUSION 96366,3400991,119.65,Beartooth_Billings_Clinic
IV PUSH 96374 SINGLE OR INITIAL,3401007,237.75,Beartooth_Billings_Clinic
IV PUSH 96375 DIFF SUBSTANCE,3401015,148.5,Beartooth_Billings_Clinic
IV PUSH 96376 SAME SUBSTANCE,3401023,99.45,Beartooth_Billings_Clinic
TREAT ELBOW DISLOCATION 24600,3401031,175.8,Beartooth_Billings_Clinic
TR HIP LOCATION/CLOSED W/ANESTHESIA,3401106,193.95,Beartooth_Billings_Clinic
TR CLOSE KNEE DISLOC W/O ANES 27550,3401122,512.75,Beartooth_Billings_Clinic
EVAC OF SUBUNGUAL HEMATOMA,3401130,85.55,Beartooth_Billings_Clinic
"REPAIR, EXTENSOR TENDON, FINGER",3401148,1199.15,Beartooth_Billings_Clinic
TREAT FINGER DISLOCATION 26770,3401155,175.8,Beartooth_Billings_Clinic
REPAIR WOUND INT 12034 TC,3401163,227.5,Beartooth_Billings_Clinic
INCISION THROMB HEM EXTERNAL 46083,3401171,134.95,Beartooth_Billings_Clinic
"ANOSCOPY, DIAGNOSTIC",3401189,109.6,Beartooth_Billings_Clinic
"REP COMP LACER HANDS, FEET 13132",3401197,347.65,Beartooth_Billings_Clinic
TREAT CLOSED PATELLAR DISLOC 27560,3401205,175.8,Beartooth_Billings_Clinic
TREAT METACARPAL FRAC 26600,3401213,175.8,Beartooth_Billings_Clinic
TR SHOULDER DISLOC CLOSED W/ANES,3401221,1000.4,Beartooth_Billings_Clinic
REMOVE FB CORNEAL W/ SLIT LAMP,3401239,54.45,Beartooth_Billings_Clinic
REPAIR FOREARM 25270 TC,3401247,1288.8,Beartooth_Billings_Clinic
TREAT TOE FRACTURE 28515,3401254,155.2,Beartooth_Billings_Clinic
TREAT DISTAL FIB FX 27786,3401262,175.8,Beartooth_Billings_Clinic
DRESSING/DEBRIDE 5-10% 16025,3401270,237.15,Beartooth_Billings_Clinic
CHEST TUBE PLACEMENT,3401288,425.0,Beartooth_Billings_Clinic
EXCISE BENIGN LESION 11401,3401296,219.35,Beartooth_Billings_Clinic
"REP INT WOUND FACE,EARS 12054",3401304,245.25,Beartooth_Billings_Clinic
INJ TRIGGER PT 1-2 MUSC 20552,3401312,80.8,Beartooth_Billings_Clinic
INSERT TEMP FOLEY CATH SIMPLE,3401320,64.55,Beartooth_Billings_Clinic
ASPIRATE IRRIGATE CORPORA CAVERNOUS,3401338,49.05,Beartooth_Billings_Clinic
TR CL ART FX IN DIP&PIP WITH,3401346,883.85,Beartooth_Billings_Clinic
CARDIOVERSION EXTERNAL 92960,3401353,1085.8,Beartooth_Billings_Clinic
AIRWAY INHALATION TRTMNT TC,3401361,75.55,Beartooth_Billings_Clinic
CLSD TRT TEMPOROMANIDBULAR DISLOCAT,3401379,71.4,Beartooth_Billings_Clinic
TRT SUPFICIAL WND DEHISCENCE 12020,3401387,417.5,Beartooth_Billings_Clinic
CTRL NOSEBLEED ANT CMPLX 30903,3401395,175.95,Beartooth_Billings_Clinic
TR HIP DISLOC/CLOSE W/O ANEST 27250,3401403,450.85,Beartooth_Billings_Clinic
CLOSED TRT POST HIP WO ANEST 27265,3401411,877.2,Beartooth_Billings_Clinic
REMOVE FB EYE CORNEA WO SLIT LAMP,3401429,93.85,Beartooth_Billings_Clinic
REM FB EXT EYE 65205,3401437,96.9,Beartooth_Billings_Clinic
"CONTROL NOSEBLEED, POSTERIOR",3401445,222.35,Beartooth_Billings_Clinic
TRIM NAILS,3401452,16.2,Beartooth_Billings_Clinic
DEBRIDE OPEN WND<20CM,3401460,48.55,Beartooth_Billings_Clinic
DEBRIDE OPEN WND>20CM,3401478,22.8,Beartooth_Billings_Clinic
INJECT TRIGGER POINT (1-2 MUSCLE)TC,3401486,80.8,Beartooth_Billings_Clinic
INJ SINGLE TENDON/LIGAMENT 20550TC,3401502,45.9,Beartooth_Billings_Clinic
"INJECT,ANES AGENT TRIGEMINAL NERVE",3401510,54.65,Beartooth_Billings_Clinic
VAGINAL DELIVERY(INFANT&PLACENTA),3401528,444.2,Beartooth_Billings_Clinic
PARE BENIGN HYPERKERATOTIC LESION,3401531,22.05,Beartooth_Billings_Clinic
MODERATE SEDATION IN'TL 15M <5YEARS,3401555,161.2,Beartooth_Billings_Clinic
MODERATE SEDATION IN'TL 15M >5YEARS,3401556,106.8,Beartooth_Billings_Clinic
MODERATE SEDATION EACH ADDT'L 15MIN,3401557,23.0,Beartooth_Billings_Clinic
DEBRIDE SUBQ TISSUE 1ST 20CM/LESS,3401558,65.65,Beartooth_Billings_Clinic
REMOVAL FB EXT AUD CANAL W/O ANESTH,3401560,52.1,Beartooth_Billings_Clinic
ASP/INJ SM JOINT/BRSA,3401561,43.85,Beartooth_Billings_Clinic
APPLY FINGER SPLINT/STATIC,3401562,36.85,Beartooth_Billings_Clinic
ASP/INJ BRSA W/US GUIDANCE,3401563,64.9,Beartooth_Billings_Clinic
TRT ARTICULAR FX MCP/PIP W/O MANIPU,3401564,164.1,Beartooth_Billings_Clinic
REPAIR NAIL BED TC,3401565,114.15,Beartooth_Billings_Clinic
INC/DRN BARTHOLINS GLAND ABSCESS,3401566,111.6,Beartooth_Billings_Clinic
SHAVE SKN LES 11300,3401567,69.15,Beartooth_Billings_Clinic
DRAIN FINGER ABCESS SIMPLE 26010,3401568,168.05,Beartooth_Billings_Clinic
ASP/INJ JNT/BRS 20605,3401569,81.25,Beartooth_Billings_Clinic
TRT CLSD PROX FIB OR SHAFT FX NO MN,3401570,120.25,Beartooth_Billings_Clinic
DRN ABSCESS DENTOALVEOLAR,3401571,258.65,Beartooth_Billings_Clinic
"TRT GRT TROCHANTERIC FX, CLOSED W/O",3401572,676.1,Beartooth_Billings_Clinic
DRSGS/DEBRIDE INIT OR SUB;LRG>10%,3401575,59.15,Beartooth_Billings_Clinic
"EXC TENDON,FINGER,EACH",3402000,189.02,Beartooth_Billings_Clinic
TR RAD HEAD FX W/O MANIP,3402001,125.56,Beartooth_Billings_Clinic
REP WOUND SIMP 7.6-12.5,3402002,50.24,Beartooth_Billings_Clinic
CHANGE GASTRONOMY TUBE,3405570,103.6,Beartooth_Billings_Clinic
TRT CLSD CMC THUMB 26641,3405703,152.05,Beartooth_Billings_Clinic
IV INFUSION 96361 ADD HR,3500048,96.95,Beartooth_Billings_Clinic
IV INFUSION 96360,3500055,351.15,Beartooth_Billings_Clinic
IV INFUSION 96365,3500063,494.35,Beartooth_Billings_Clinic
IV INFUSION 96366,3500071,123.2,Beartooth_Billings_Clinic
IV PUSH 96374 SINGLE OF INITIAL,3500089,237.75,Beartooth_Billings_Clinic
IV PUSH 96375 DIFFERENT SUBSTANCE,3500097,152.95,Beartooth_Billings_Clinic
IV PUSH 96376 SAME SUBSTANCE,3500105,102.45,Beartooth_Billings_Clinic
TRANSFUSION BLOOD ADMIN 1 HOUR,3500113,515.5,Beartooth_Billings_Clinic
TRANSFUSION BLOOD ADMIN 2 HOUR,3500121,579.95,Beartooth_Billings_Clinic
TRANSFUSION BLOOD ADMIN 3 HOUR,3500139,644.4,Beartooth_Billings_Clinic
TRANSFUSION BLOOD ADMIN 4 HOUR,3500147,708.9,Beartooth_Billings_Clinic
TRANSFUSION BLOOD ADMIN 5 HOUR,3500154,773.3,Beartooth_Billings_Clinic
TRANSFUSION BLOOD ADMIN 6 HOUR,3500162,837.7,Beartooth_Billings_Clinic
INJ EPIDURAL 62311,3500170,695.95,Beartooth_Billings_Clinic
INJ/THER/96372 ER,3500188,72.35,Beartooth_Billings_Clinic
IMMUN ADMIN INITAL SNGL/COMB,3500196,31.6,Beartooth_Billings_Clinic
THER/PROP/DX INJ 96372,3500204,72.35,Beartooth_Billings_Clinic
CHEMO ADMIN IV UP TO ONE HOUR,3500220,502.65,Beartooth_Billings_Clinic
CHEMO ADMIN ADDT'L HOUR,3500238,113.5,Beartooth_Billings_Clinic
CONTROL OF NOSEBLEED 30901,3500246,272.8,Beartooth_Billings_Clinic
IV INFUSION SEQ 96367,3500261,172.75,Beartooth_Billings_Clinic
THER/PROP/DX INJ 96376,3500279,104.4,Beartooth_Billings_Clinic
CHEST TUBE PLACEMENT,3500295,437.75,Beartooth_Billings_Clinic
INSERT TEMP FOLEY CATH SIMPLE,3500303,120.45,Beartooth_Billings_Clinic
TRANSFUSION BLOOD ADMIN 7 HOUR,3500311,902.15,Beartooth_Billings_Clinic
TRANSFUSION BLOOD ADMIN 8 HOURS,3500329,966.6,Beartooth_Billings_Clinic
CLOSED TRT POST HIP WO ANEST 27265,3500337,903.5,Beartooth_Billings_Clinic
CIRCUMCISION,3900016,314.0,Beartooth_Billings_Clinic
NEWBORN RESUSCITATION,3900032,158.95,Beartooth_Billings_Clinic
FETAL NONSTRESS TEST,4100046,385.95,Beartooth_Billings_Clinic
4.5 X 30 FIXATION POST,4200010,301.3,Beartooth_Billings_Clinic
4.5 X 35 FIXATION POST,4200028,301.3,Beartooth_Billings_Clinic
4.5 X 40 FIXATION POST,4200036,301.3,Beartooth_Billings_Clinic
4.5 X 45 FIXATION POST,4200044,301.3,Beartooth_Billings_Clinic
5.5 CANNULA SET DISPOSABLE,4200051,110.35,Beartooth_Billings_Clinic
5.5 FULL RADIUS BLADE,4200069,312.5,Beartooth_Billings_Clinic
"ACE 4"" DOUBLE WRAP",4200077,43.0,Beartooth_Billings_Clinic
ACL RECONSTRUCT VIA SCOPE,4200085,16910.15,Beartooth_Billings_Clinic
ACROMINIZER BLADE,4200093,328.85,Beartooth_Billings_Clinic
ACUFLEX ACL INSTRUMENTATION,4200101,580.3,Beartooth_Billings_Clinic
AMBUL SURG,4200119,303.75,Beartooth_Billings_Clinic
ARTHROSCOPY LEG HOLDER PAD,4200127,181.4,Beartooth_Billings_Clinic
ARTHROSCOPIC EQUIPMENT,4200135,398.0,Beartooth_Billings_Clinic
BAKERS CYST REMOVAL,4200143,3579.55,Beartooth_Billings_Clinic
BASIN SINGLE,4200150,16.05,Beartooth_Billings_Clinic
BREAST BIOPSY,4200168,966.65,Beartooth_Billings_Clinic
BRONCHOSCOPE,4200176,214.35,Beartooth_Billings_Clinic
BURRS ROUND 2.3MM STRYKER,4200184,268.25,Beartooth_Billings_Clinic
BURRS ROUND 3.5MM DIAMOND,4200192,413.5,Beartooth_Billings_Clinic
BURRS ROUND 4.7MM STRYKER,4200200,268.25,Beartooth_Billings_Clinic
BURRS ROUND 6.0MM STRYKER,4200218,268.25,Beartooth_Billings_Clinic
C-SECTION,4200226,6712.4,Beartooth_Billings_Clinic
CARDIAC MONITOR/SURG,4200234,356.55,Beartooth_Billings_Clinic
CARPAL TUNNEL RELEASE,4200242,4213.4,Beartooth_Billings_Clinic
CAUTERY MACHINE,4200259,121.6,Beartooth_Billings_Clinic
CRESCENTIC BLADE STRYKER,4200267,554.05,Beartooth_Billings_Clinic
CURVED NEEDLE DELIVERY SYSTEM,4200275,364.65,Beartooth_Billings_Clinic
DOUBLE BASIN PACK,4200283,120.05,Beartooth_Billings_Clinic
DRAPE MAGNETIC SURGICAL,4200309,39.7,Beartooth_Billings_Clinic
DRILL BIT,4200317,40.6,Beartooth_Billings_Clinic
DYONICS SHAVER W/BLADE,4200325,441.3,Beartooth_Billings_Clinic
ENDO BUTTON FIXATION,4200341,418.05,Beartooth_Billings_Clinic
ENDO BUTTON TAPE,4200358,259.95,Beartooth_Billings_Clinic
FIXATION POST SYSTEM,4200366,88.4,Beartooth_Billings_Clinic
GUIDE WIRE DRILL PASSING PIN,4200374,264.4,Beartooth_Billings_Clinic
GUIDE WIRE W/EYELET,4200382,172.25,Beartooth_Billings_Clinic
"HARDWARE REMOVE PINS,WIRE",4200390,1768.1,Beartooth_Billings_Clinic
HERNIA REPAIR BILATERAL,4200408,5681.6,Beartooth_Billings_Clinic
HERNIA REPAIR UNILATERAL,4200416,4833.95,Beartooth_Billings_Clinic
INTELLIJET INFLOW TUBING,4200424,355.4,Beartooth_Billings_Clinic
INTELLIJET PUMP,4200432,496.35,Beartooth_Billings_Clinic
IRRIGATION CUP,4200440,16.05,Beartooth_Billings_Clinic
D & C,4200465,2074.95,Beartooth_Billings_Clinic
K-WIRE,4200473,48.55,Beartooth_Billings_Clinic
KENDALL SEQUENTIAL PUMP,4200481,216.05,Beartooth_Billings_Clinic
KNEE ARTHROSCOPY,4200499,8489.75,Beartooth_Billings_Clinic
KNEE BRACE LONG,4200507,281.6,Beartooth_Billings_Clinic
LAPROSCOPE,4200515,398.0,Beartooth_Billings_Clinic
LIGHT HANDLES,4200523,16.05,Beartooth_Billings_Clinic
MED CUP,4200549,16.05,Beartooth_Billings_Clinic
MENISCAL KNOT PUSHER/SUTURE,4200556,668.35,Beartooth_Billings_Clinic
MESH PLUG LARGE,4200564,569.15,Beartooth_Billings_Clinic
MESH PLUG MEDIUM,4200572,569.15,Beartooth_Billings_Clinic
MESH PLUG SMALL,4200580,560.8,Beartooth_Billings_Clinic
MICROSCOPE EQUIPMENT,4200598,354.45,Beartooth_Billings_Clinic
MINISECTOMY ELECTRODES,4200606,195.5,Beartooth_Billings_Clinic
OUTPT PROCEDURE,4200614,1125.15,Beartooth_Billings_Clinic
SURGICAL PROCEDURE,4200622,2923.1,Beartooth_Billings_Clinic
MISCELLANEOUS INSTRUMENT,4200630,6.25,Beartooth_Billings_Clinic
MYRINGOTOMY KIT,4200648,143.9,Beartooth_Billings_Clinic
MYRINGOTOMY T TUBE,4200655,111.5,Beartooth_Billings_Clinic
MCCONNELL HEADREST,4200663,194.9,Beartooth_Billings_Clinic
NON INVASIVE B/P SURGERY,4200689,89.5,Beartooth_Billings_Clinic
OCCLUSION CATH 8\22,4200697,629.9,Beartooth_Billings_Clinic
"OSTEOTOME 1/4"" X 9""",4200705,406.5,Beartooth_Billings_Clinic
OUTFLOW CANNULA SET 3MM,4200713,50.65,Beartooth_Billings_Clinic
OXIMETER-SURGERY,4200721,40.6,Beartooth_Billings_Clinic
P-P TUBAL W/C-SECTION OP,4200739,1301.6,Beartooth_Billings_Clinic
P-P TUBAL W/DELIVERY STAY,4200747,3340.3,Beartooth_Billings_Clinic
PRELOADED SUTURE ANCHOR,4200770,588.3,Beartooth_Billings_Clinic
RASP RIORDAN SMALL,4200788,638.1,Beartooth_Billings_Clinic
RASP SMALL DOWNSET,4200796,409.65,Beartooth_Billings_Clinic
RASP SMALL TEAR,4200804,409.65,Beartooth_Billings_Clinic
RENAL CYST ASPIRATION,4200812,832.05,Beartooth_Billings_Clinic
ROTATOR CUFF REPAIR NONAR,4200820,8256.95,Beartooth_Billings_Clinic
ARTHROSCOPY INSTRUMENTS,4200838,664.35,Beartooth_Billings_Clinic
SET C-SECTION,4200846,283.6,Beartooth_Billings_Clinic
SET ORTHO,4200853,405.2,Beartooth_Billings_Clinic
SET D & C,4200861,228.85,Beartooth_Billings_Clinic
SET LAP,4200879,664.35,Beartooth_Billings_Clinic
SET PLASTICS,4200887,91.2,Beartooth_Billings_Clinic
SET RECTAL,4200895,159.95,Beartooth_Billings_Clinic
SET TONSIL,4200903,159.95,Beartooth_Billings_Clinic
SHOULDER ARTHROSCOPY,4200911,8643.0,Beartooth_Billings_Clinic
SHOULDER CANNULA KIT 7CM,4200929,94.75,Beartooth_Billings_Clinic
SILK SCREW 7MM,4200937,423.0,Beartooth_Billings_Clinic
SILK SCREW 8MM,4200945,346.35,Beartooth_Billings_Clinic
SILK SCREW 9MM,4200952,346.35,Beartooth_Billings_Clinic
SINUS IRRIGATION,4200960,471.15,Beartooth_Billings_Clinic
SOLUTION BOWL,4200978,16.05,Beartooth_Billings_Clinic
STAPLES SMALL/MED/LARGE,4200986,312.6,Beartooth_Billings_Clinic
STRAIGHT NEEDLE DELIVERY SYSTEM,4200994,668.35,Beartooth_Billings_Clinic
STRYKER BLADE LONG NARROW,4201000,172.7,Beartooth_Billings_Clinic
STRYKER BLADE MEDIUM NARROW,4201018,172.7,Beartooth_Billings_Clinic
STRYKER BLADE MEDIUM,4201026,172.7,Beartooth_Billings_Clinic
STRYKER DRILL SET LARGE,4201034,544.9,Beartooth_Billings_Clinic
STRYKER DRILL SET SMALL,4201042,151.9,Beartooth_Billings_Clinic
STRYKER POWER BRUSH,4201059,202.0,Beartooth_Billings_Clinic
SUCTION CURRETAGE MACHINE,4201067,70.8,Beartooth_Billings_Clinic
SURGERY 1ST 1/2 HR,4201075,984.4,Beartooth_Billings_Clinic
SURGERY ADDITIONAL 1/4 HR,4201083,492.15,Beartooth_Billings_Clinic
SURGERY EACH ADDITIONAL MINUTE,4201091,32.5,Beartooth_Billings_Clinic
SURGI SAFE PAD,4201109,65.5,Beartooth_Billings_Clinic
SURGICAL 10 TOWEL PACK,4201117,40.6,Beartooth_Billings_Clinic
SURGICAL 5 TOWEL PACK,4201125,20.1,Beartooth_Billings_Clinic
SURGICAL INSTRUMENT MAJOR,4201133,392.8,Beartooth_Billings_Clinic
SURGICAL INSTRUMENT MINOR,4201141,235.0,Beartooth_Billings_Clinic
SURGICAL LIGHT SOURCE,4201158,81.0,Beartooth_Billings_Clinic
SUTURE 0 VICRYL J740D,4201166,92.65,Beartooth_Billings_Clinic
SUTURE 2 ETHIBOND MX69G,4201174,130.1,Beartooth_Billings_Clinic
SUTURE 2-0 MAXON 6390-53,4201182,104.25,Beartooth_Billings_Clinic
SUTURE 2-0 VICRYL J839D,4201190,92.65,Beartooth_Billings_Clinic
SUTURE 4-0 MONOCRYL,4201208,46.6,Beartooth_Billings_Clinic
SUTURE 5 ETHIBOND D6296,4201216,38.55,Beartooth_Billings_Clinic
"TABLE COVER 50"" X 90""",4201232,22.8,Beartooth_Billings_Clinic
TONSIL SPONGE MEDIUM,4201240,42.5,Beartooth_Billings_Clinic
TOURNIQUET MACHINE,4201257,151.9,Beartooth_Billings_Clinic
"TOURNIQUET 18"" DISPOSABLE",4201265,132.7,Beartooth_Billings_Clinic
TUBE PARASOL VENT COLLAR,4201273,85.2,Beartooth_Billings_Clinic
TUBE SHEEHY COLLAR BUTTON,4201281,67.3,Beartooth_Billings_Clinic
TURBOTRIMMER 4.5MM,4201299,323.7,Beartooth_Billings_Clinic
URETERAL STENT,4201307,682.7,Beartooth_Billings_Clinic
UTERINE MANIPULATOR,4201315,139.55,Beartooth_Billings_Clinic
VASCULAR ADDITION,4201323,229.45,Beartooth_Billings_Clinic
VIDEO PRINTER,4201331,91.2,Beartooth_Billings_Clinic
WIRE PASS DRILL 1.1MM,4201349,278.4,Beartooth_Billings_Clinic
WIRE PASS DRILL 1.5MM,4201356,278.4,Beartooth_Billings_Clinic
DIGIT AMPUTATION,4201364,4654.35,Beartooth_Billings_Clinic
