BILL_ITEM_ID,LONG_DESCRIPTION,ACTIVITY_TYPE,CPT-4,GMC Global AP Price Schedule,GMC Urgent Care Price Schedule,Glendive Hosp Office Visit Price Schedule,Glendive Medical Center Base Price Schedule,Prof GMC Base Price Schedule,Prof GMC Hosp Office Visit Price Schedule,Prof GMC Urgent Care Price Sched,hospital
614882,zzFFP PHER DIV-4 THAWED,Blood Bank Product,P9017,,,,214,,,,Glendive_Medical_Center
599187,zzFFP THAWED,Blood Bank Product,P9017,,,,214,,,,Glendive_Medical_Center
6857308,G0422 Cardiac rehab W/Wo Cont ECG Monit,Cardiac Rehab Charges,,,,,,309.0,,,Glendive_Medical_Center
6909377,Cardiac Rehabilitation Phase III Supervised - Monthly,Cardiac Rehabilitation,,,,,40,,,,Glendive_Medical_Center
6909385,Cardiac Rehabilitation Phase III Supervised - per Visit,Cardiac Rehabilitation,,,,,10,,,,Glendive_Medical_Center
616699,"Cardiac Stress Test, Tracing Only",Cardiology Charges,93017,,,,505,,,,Glendive_Medical_Center
5404070,EKG Event Monitor,Cardiology Tx/Procedures,93270,,,,165,,,,Glendive_Medical_Center
650551,Rhythm Strip,Cardiology Tx/Procedures,93041,,,,124,,,,Glendive_Medical_Center
5374283,99242 Exp. Prob Focus/MDM SF (30min),Consult,99242,,,,STAT,212.0,,,Glendive_Medical_Center
5374286,99243 Detail/MDM Low (40 min),Consult,99243,,,,STAT,296.0,,,Glendive_Medical_Center
5374289,99244 Comprehensive/MDM Moderate (60 min),Consult,99244,,,,STAT,476.0,,,Glendive_Medical_Center
5374292,99245 Comprensive/MDM High (80 min),Consult,99245,,,,STAT,589.0,,,Glendive_Medical_Center
6898209,64446 INJECTION AA&/STRD SCIATIC NERVE CONT NFS CATH,CRNA Professional Charges,64446,,,,,564.0,,,Glendive_Medical_Center
7512865,64454 INJECTION AA&/STRD GENICULAR NRV BRANCHES W/IMG,CRNA Professional Charges,64454,,,,,779.0,,,Glendive_Medical_Center
7013740,64495 NJX DX/THER AGT PVRT FACET JT LMBR/SAC 3+LEVEL,CRNA Professional Charges,64495,,,,,498.0,,,Glendive_Medical_Center
7498778,64624 DESTRUCTION NEUROLYTIC AGT GENICULAR NERVE W/IMG,CRNA Professional Charges,64624,,,,,1396.0,,,Glendive_Medical_Center
7498779,64625 RADIOFREQUENCY ABLTJ NRV NRVTG SI JT W/IMG GDN,CRNA Professional Charges,64625,,,,,1845.0,,,Glendive_Medical_Center
7013748,64633 DESTROY NROLYTC AGNT PARVERTEB FCT SNGL CRVCL/THORA,CRNA Professional Charges,64633,,,,,2132.0,,,Glendive_Medical_Center
7014058,64634 DESTROY NROLYTC AGNT PARVERTEB FCT ADDL CRVCL/THORA,CRNA Professional Charges,64634,,,,,647.0,,,Glendive_Medical_Center
7014059,64635 DESTROY NROLYTC AGNT PARVERTEB FCT SNGL LMBR/SACRAL,CRNA Professional Charges,64635,,,,,2102.0,,,Glendive_Medical_Center
7014060,64636 DESTROY NROLYTC AGNT PARVERTEB FCT ADDL LMBR/SACRAL,CRNA Professional Charges,64636,,,,,568.0,,,Glendive_Medical_Center
6227627,GMC ARTERIAL CATHETERIZATION (36620),CRNA Professional Charges,36620,,,,,294.0,,,Glendive_Medical_Center
6226990,GMC ARTERIAL PUNCTURE (36600),CRNA Professional Charges,36600,,,,,104.0,,,Glendive_Medical_Center
7321026,GMC ARTHROCENTESIS ASPIRATION AND/OR INJ MAJOR JOINT/BURSA (20610),CRNA Professional Charges,20610,,,,,304.0,,,Glendive_Medical_Center
6228535,"GMC CARDIOVERSION,EXTERNAL (92960)",CRNA Professional Charges,92960,,,,,718.0,,,Glendive_Medical_Center
7360202,GMC CONTROL OROPHARYNGEAL HEM COMPLICATED REQ HOSP (42961),CRNA Professional Charges,42961,,,,,2742.0,,,Glendive_Medical_Center
7557890,GMC COOLED RADIOFREQUENCY ABLATATION GENICULAR NRV KNEE W/IMAG (64624),CRNA Professional Charges,64624,,,,,1396.0,,,Glendive_Medical_Center
6898217,GMC CVC INSERTION < 5 YR AGE (36570),CRNA Professional Charges,36570,,,,,2210.0,,,Glendive_Medical_Center
6898218,GMC CVC INSERTION > 5 YR AGE(36571),CRNA Professional Charges,36571,,,,,2077.0,,,Glendive_Medical_Center
6227622,GMC DAILY MANAGEMENT OF EPIDURAL (01996),CRNA Professional Charges,1996,,,,,285.0,,,Glendive_Medical_Center
6226997,"GMC EPIDURAL, LUMBAR OR CAUDAL (62282)",CRNA Professional Charges,62282,,,,,950.0,,,Glendive_Medical_Center
7357813,GMC INJ PVB CONT INFUSION BY CATHETER INC IMAGE (64463),CRNA Professional Charges,64463,,,,,789.0,,,Glendive_Medical_Center
7357809,GMC INJ PVB THORACIC 2ND AND ANY ADDITIONAL SITES INC IMAGE (64462),CRNA Professional Charges,64462,,,,,469.0,,,Glendive_Medical_Center
7357808,GMC INJ PVB THORACIC SINGLE INJ SITE INC IMAGE (64461),CRNA Professional Charges,64461,,,,,733.0,,,Glendive_Medical_Center
7360196,GMC INJ(S) SINGLE OR MULTIPLE TRIGGER POINT(S) 1 OR 2 MUSCLES (20552),CRNA Professional Charges,20552,,,,,366.0,,,Glendive_Medical_Center
6898205,"GMC INJ,  ANESTH AGENT, INTERCOSTAL NERVE-SINGLE (64420)",CRNA Professional Charges,64420,,,,,568.0,,,Glendive_Medical_Center
6898203,"GMC INJ, ANESTH AGENT,  AXILLARY NERVE (64417)",CRNA Professional Charges,64417,,,,,578.0,,,Glendive_Medical_Center
6898208,"GMC INJ, ANESTH AGENT,  SCIATIC NERVE -SINGLE (64445)",CRNA Professional Charges,64445,,,,,512.0,,,Glendive_Medical_Center
6898210,"GMC INJ, ANESTH AGENT, FEMORAL NERVE -SINGLE (64447)",CRNA Professional Charges,64447,,,,,505.0,,,Glendive_Medical_Center
6898207,"GMC INJ, ANESTH AGENT, ILIONGUINAL, ILIOHYPOGASTIC NERVES (64425)",CRNA Professional Charges,64425,,,,,528.0,,,Glendive_Medical_Center
6898206,"GMC INJ, ANESTH AGENT, INTERCOSTAL NERVES-MULTIPLE REG BLK (64421)",CRNA Professional Charges,64421,,,,,241.0,,,Glendive_Medical_Center
6898204,"GMC INJ, ANESTH AGENT, SUPRASCAPULAR NERVE (64418)",CRNA Professional Charges,64418,,,,,541.0,,,Glendive_Medical_Center
6227628,"GMC INJ, BLOOD/CLOT PATCH - EPIDURAL (62273)",CRNA Professional Charges,62273,,,,,750.0,,,Glendive_Medical_Center
6226998,"GMC INJ, DX/THERAPEUTIC -EPI, LUMBAR/SACRAL (62323)",CRNA Professional Charges,62323,,,,,658.0,,,Glendive_Medical_Center
6226999,"GMC INJ,CONT,EPID/SUBA,LUMBAR,SACR (62326)",CRNA Professional Charges,62326,,,,,580.0,,,Glendive_Medical_Center
6227630,"GMC INJ,EPIDURAL,CER/THOR,CONTINOU (62324)",CRNA Professional Charges,62324,,,,,593.0,,,Glendive_Medical_Center
6227001,"GMC INJ,FORAMEN EPIDURAL ADDON (64484)",CRNA Professional Charges,64484,,,,,495.0,,,Glendive_Medical_Center
6228517,"GMC INJ,FORAMEN EPIDURAL ADDON BIL (64484)",CRNA Professional Charges,64484,,,,,495.0,,,Glendive_Medical_Center
6227000,"GMC INJ,FORAMEN EPIDURAL L/S (64483)",CRNA Professional Charges,64483,,,,,1059.0,,,Glendive_Medical_Center
6228184,"GMC INJ,FORAMEN EPIDURAL L/S BILAT (64483)",CRNA Professional Charges,64483,,,,,1059.0,,,Glendive_Medical_Center
6227003,"GMC INJ,PARAVERTEBRAL FACET JNT W/ IMG GUIDANCE LUMBAR OR SACRAL SECOND LEVEL (64494)",CRNA Professional Charges,64494,,,,,492.0,,,Glendive_Medical_Center
6228518,"GMC INJ,PARAVERTEBRAL FACET JNT W/ IMG GUIDANCE LUMBAR OR SACRAL SINGLE LVL BILATERAL(64493)",CRNA Professional Charges,64493,,,,,851.0,,,Glendive_Medical_Center
6227002,"GMC INJ,PARAVERTEBRAL FACET JNT W/ IMG GUIDANCE. LUMBAR OR SAC SINGLE LEVEL (64493)",CRNA Professional Charges,64493,,,,,851.0,,,Glendive_Medical_Center
6228524,"GMC INJ,PARAVERTEBRAL L/S 2ND  BIL (64494)",CRNA Professional Charges,64494,,,,,492.0,,,Glendive_Medical_Center
7349995,"GMC INJ,PARAVETEBRAL FACET JNTW/ IMG GUIDANCE. CERV OR THOR THIRD AND ANY ADDITIONAL LEVELS (64492)",CRNA Professional Charges,64492,,,,,578.0,,,Glendive_Medical_Center
7349994,"GMC INJ,PARAVETEBRAL FACETJNT W/ IMG GUIDANCE. CERV OR THOR SECOND LEVEL (64491)",CRNA Professional Charges,64491,,,,,571.0,,,Glendive_Medical_Center
7349993,"GMC INJ,PARAVETEBRAL FACETJNT W/ IMG GUIDANCE. CERV OR THOR SINGLE LEVEL (64490)",CRNA Professional Charges,64490,,,,,1003.0,,,Glendive_Medical_Center
6227629,"GMC INJ,SGL,SUB/EPIDURAL CERV/THOR (62321)",CRNA Professional Charges,62321,,,,,711.0,,,Glendive_Medical_Center
6227623,"GMC INJ,TRIGGER PT,3 OR MORE MUS (20553)",CRNA Professional Charges,20553,,,,,413.0,,,Glendive_Medical_Center
7083922,"GMC INJECTION, SGL, CERVICAL, THORACIC (62325)",CRNA Professional Charges,62325,,,,,720.0,,,Glendive_Medical_Center
6226976,"GMC INJECTION,TRIGGER POINT,1-2MUS (20552)",CRNA Professional Charges,20552,,,,,366.0,,,Glendive_Medical_Center
7321995,GMC INSERTION OF PER INS CENT VEN CATH(PICC) W/O  SUBQ PUMP OR PORT INC ALL IMAG (36573),CRNA Professional Charges,36573,,,,,564.0,,,Glendive_Medical_Center
6226981,GMC INTUBATION (31500),CRNA Professional Charges,31500,,,,,952.0,,,Glendive_Medical_Center
7194030,GMC JOINT INJECTION FOR TRIGGER FINGER (20600),CRNA Professional Charges,20600,,,,,343.0,,,Glendive_Medical_Center
6898211,"GMC NRV BLK INJ, FEMORAL CONTINUOUS INFUSION (64448)",CRNA Professional Charges,64448,,,,,584.0,,,Glendive_Medical_Center
6898212,"GMC NRV BLK INJ, OTHER PERIPHERAL NERVE (64450)",CRNA Professional Charges,64450,,,,,406.0,,,Glendive_Medical_Center
6898215,GMC PICC INSERTION < 5 YR AGE (36568),CRNA Professional Charges,36568,,,,,616.0,,,Glendive_Medical_Center
6227626,GMC PICC INSERTION > 5 YR AGE (36569),CRNA Professional Charges,36569,,,,,628.0,,,Glendive_Medical_Center
6226989,GMC PICC LINE-PERCUTANEIOUS >2YRS (36569),CRNA Professional Charges,36569,,,,,628.0,,,Glendive_Medical_Center
6898219,GMC REPLACEMNT; COMPLETE PERIPHERALLY INSERTED CVC W/O SUBQ PORT/PUMP THRU SAME VENOUS (36584),CRNA Professional Charges,36584,,,,,398.0,,,Glendive_Medical_Center
6226996,"GMC SPINAL PUNCTURE, LUMBAR, DIAG. (62270)",CRNA Professional Charges,62270,,,,,412.0,,,Glendive_Medical_Center
7361189,GMC TRIGGER FINGER INJ TENDON SHEATH (20550),CRNA Professional Charges,20550,,,,,373.0,,,Glendive_Medical_Center
6898214,GMC ULTRASONIC GUIDANCE FOR NEEDLE PLACEMENT (76942),CRNA Professional Charges,76942,,,,,373.0,,,Glendive_Medical_Center
6898213,GMC ULTRASOUND GUIDED PLACEMENT OF VASCULAR CATH (76937),CRNA Professional Charges,76937,,,,,237.0,,,Glendive_Medical_Center
6227625,"GMC VENIPUNCTURE,CUTDOWN;<1 YR AGE (36420)",CRNA Professional Charges,36420,,,,,320.0,,,Glendive_Medical_Center
6227624,GMC VENIPUNTURE/MIDLINE < 3 YR AGE WITH US (36406),CRNA Professional Charges,36406,,,,,58.0,,,Glendive_Medical_Center
6226988,GMC VENIPUNTURE/MIDLINE > 3 YR AGE WITH US (36410),CRNA Professional Charges,36410,,,,,62.0,,,Glendive_Medical_Center
6038152,NERVE BLOCK/ BRACHIAL PLE,CRNA Professional Charges,64415,,,,,604.0,,,Glendive_Medical_Center
7137293,95249 GMC Personal CGM Startup/Training,Dietary,95249,,,,160,,,,Glendive_Medical_Center
6335215,GMC Continuous Glucose Monitoring,Dietary,95250,,,,440,,,,Glendive_Medical_Center
6335214,GMC Diabetes OP Self-Mgt Grp 30 Min,Dietary,,,,,40,,,,Glendive_Medical_Center
6335211,GMC Diabetes OP Self-Mgt Ind 30 Min,Dietary,G0108,,,,160,,,,Glendive_Medical_Center
6335216,GMC Med Nutr Init Indiv Ea 15 Min,Dietary,97802,,,,95,,,,Glendive_Medical_Center
6335219,GMC Med Nutr Reass Ea 15 min,Dietary,,,,,85,,,,Glendive_Medical_Center
6335220,GMC Med Nutr Reass Ea 30 Min,Dietary,,,,,55,,,,Glendive_Medical_Center
6335217,GMC Nutr Subsq Ind Ea 15 Min,Dietary,97803,,,,85,,,,Glendive_Medical_Center
6335218,Med Nutr Group Ea 30 Min,Dietary,97804,,,,55,,,,Glendive_Medical_Center
6294693,10021 ED PROF FINE NEEDLE ASPIRATION W/O IMAGING GUIDANCE,ED Physician Charges,10021,,,,,280.0,,,Glendive_Medical_Center
7374785,10040 ED PROF Acne Surgery,ED Physician Charges,10040,,,,,268.0,,,Glendive_Medical_Center
6038975,10060 ED PROF - I&D ABS SIMPLE-HOSPITAL SRVC,ED Physician Charges,10060,,,,,502.0,,,Glendive_Medical_Center
6039313,10061 ED PROF - I&D ABS COMPLEX-HOSPITAL,ED Physician Charges,10061,,,,,912.0,,,Glendive_Medical_Center
6039315,10080 ED PROF - I&D PILONIDAL CYT-HOSPITAL,ED Physician Charges,10080,,,,,516.0,,,Glendive_Medical_Center
6039314,10120 ED PROF - REMVE FB SIMPLE-HOSPITAL,ED Physician Charges,10120,,,,,515.0,,,Glendive_Medical_Center
6039316,10121 ED PROF - ED REMVE FB COMPLX-HOSPITAL,ED Physician Charges,10121,,,,,933.0,,,Glendive_Medical_Center
6039317,10140 ED PROF - DRN HEMATOMA SMP-HOSPITAL,ED Physician Charges,10140,,,,,597.0,,,Glendive_Medical_Center
6039318,10160 ED PROF - PUNCTURE ABSCESS-HOSPITAL,ED Physician Charges,10160,,,,,474.0,,,Glendive_Medical_Center
6039829,11000 ED PROF DEBRIDE INFECTED SKIN-HOSP,ED Physician Charges,11000,,,,,144.0,,,Glendive_Medical_Center
6294694,11001 ED PROF DBRDMT X10SV ECZMT/INFCT SKN EA 10% BDY SURF,ED Physician Charges,11001,,,,,72.0,,,Glendive_Medical_Center
7117120,11010 ED PROF Skin Debridement,ED Physician Charges,11010,,,,,1393.0,,,Glendive_Medical_Center
6039800,11042 ED PROF DEBRIDE SKIN AND SUB Q TISSUE,ED Physician Charges,11042,,,,,306.0,,,Glendive_Medical_Center
6294716,11300 ED PROF SHAVING SKIN LES TRNK/ARM/LEG DIAM 0.5 CM/<,ED Physician Charges,11300,,,,,173.0,,,Glendive_Medical_Center
7396856,11402 ED PROF EXC B9 LESION MRGN XCP SK TG T/A/L 1.1-2.0 CM,ED Physician Charges,11402,,,,,572.0,,,Glendive_Medical_Center
6096712,11720 ED PROF NAIL DEBRIDEMENT - HOSPITAL,ED Physician Charges,11720,,,,,74.0,,,Glendive_Medical_Center
6039831,11730 ED PROF NAIL AVUL/EXCIS-HOSPITAL,ED Physician Charges,11730,,,,,275.0,,,Glendive_Medical_Center
6039834,11740 ED PROF NAIL - SUBUNGUAL - HOSPITAL,ED Physician Charges,11740,,,,,158.0,,,Glendive_Medical_Center
6106412,11760 ED PROF REPAIR NAIL BED,ED Physician Charges,11760,,,,,576.0,,,Glendive_Medical_Center
6039837,12001 ED PROF SIM LAC <2.6CM BD - HOSPITAL,ED Physician Charges,12001,,,,,228.0,,,Glendive_Medical_Center
6039838,12002 ED PROF SIM LAC 2.6-7.5CM BD - HOSPITAL,ED Physician Charges,12002,,,,,303.0,,,Glendive_Medical_Center
6039839,12004 ED PROF SM LAC 7.6-12.5CM BD - HOSPITAL,ED Physician Charges,12004,,,,,376.0,,,Glendive_Medical_Center
6039840,12005 ED PROF SM LAC 12.6-20 CM BD - HOSPITAL,ED Physician Charges,12005,,,,,490.0,,,Glendive_Medical_Center
6039842,12006 ED PROF SM LAC 20.1-30 CM BD - HOSPITAL,ED Physician Charges,12006,,,,,600.0,,,Glendive_Medical_Center
6294717,12007 ED PROF SIM LAC >30CM BD - HOSPITAL,ED Physician Charges,12007,,,,,740.0,,,Glendive_Medical_Center
6039843,12011 ED PROF SM LAC <2.6CM FCE - HOSPITAL,ED Physician Charges,12011,,,,,285.0,,,Glendive_Medical_Center
6039844,12013 ED PROF SM LAC 2.6 TO 5.0 CM FCE - HOSPITAL,ED Physician Charges,12013,,,,,301.0,,,Glendive_Medical_Center
6039847,12014 ED PROF SM LAC 5.1-7.5CM FCE - HOSPITAL,ED Physician Charges,12014,,,,,385.0,,,Glendive_Medical_Center
6039851,12015 ED PROF SM LAC 7.6-12.5CM FCE-HOSPITAL,ED Physician Charges,12015,,,,,487.0,,,Glendive_Medical_Center
6039855,12016 ED PROF SM LAC 12.6-20CM FCE - HOSPITAL,ED Physician Charges,12016,,,,,660.0,,,Glendive_Medical_Center
6039854,12017 ED PROF SM LAC 20.1-30CM FCE-HOSPITAL,ED Physician Charges,12017,,,,,784.0,,,Glendive_Medical_Center
6294718,12018 ED PROF SM LAC > 30 CM FCE - HOSPITAL,ED Physician Charges,12018,,,,,889.0,,,Glendive_Medical_Center
6039857,12031 ED PROF INT LAC <2.6CM BD - HOSPITAL,ED Physician Charges,12031,,,,,763.0,,,Glendive_Medical_Center
6039858,12032 ED PROF INT LAC 2.6-7.5CM BD - HOSPITAL,ED Physician Charges,12032,,,,,956.0,,,Glendive_Medical_Center
6039859,12034 ED PROF INT LAC 7.6-12.5CM BD - HOSPITAL,ED Physician Charges,12034,,,,,1034.0,,,Glendive_Medical_Center
6039861,12035 ED PROF INT LAC 12.6-20CM BD - HOSPITAL,ED Physician Charges,12035,,,,,1215.0,,,Glendive_Medical_Center
6039863,12036 ED PROF INT LAC 20.1-30CM BD - HOSPITAL,ED Physician Charges,12036,,,,,1426.0,,,Glendive_Medical_Center
6294719,12037 ED PROF INT LAC > 30CM BD - HOSPITAL,ED Physician Charges,12037,,,,,1668.0,,,Glendive_Medical_Center
6039862,12041 ED PROF INT LAC <2.6CM NHF - HOSPITAL,ED Physician Charges,12041,,,,,739.0,,,Glendive_Medical_Center
6039869,12042 ED PROF INT LAC 2.6-7.5CM NHF - HOSPITAL,ED Physician Charges,12042,,,,,987.0,,,Glendive_Medical_Center
6039872,12045 ED PROF INT LAC 12.6-20CM NHF- HOSPITAL,ED Physician Charges,12045,,,,,1358.0,,,Glendive_Medical_Center
6039873,12046 ED PROF INT LAC 20.1-30.0 CM NECK HAND FEET,ED Physician Charges,12046,,,,,1589.0,,,Glendive_Medical_Center
6294720,12047 ED PROF INT LAC >30 CM NECK/HAND/FEET/GENITALIA,ED Physician Charges,12047,,,,,1773.0,,,Glendive_Medical_Center
6039874,12051 ED PROF INT LAC <2.6CM FCE - HOSP,ED Physician Charges,12051,,,,,849.0,,,Glendive_Medical_Center
6039875,12052 ED PROF INT LAC 2.6-5CM FCE-HOSPITAL,ED Physician Charges,12052,,,,,1005.0,,,Glendive_Medical_Center
6041535,12053 ED PROF INT LAC 5.1-7.5CM FCE-HOSPITAL,ED Physician Charges,12053,,,,,1085.0,,,Glendive_Medical_Center
6039876,12054 ED PROF INT LAC 7.6-12.5CM FCE-HOSPITAL,ED Physician Charges,12054,,,,,1111.0,,,Glendive_Medical_Center
6039885,12055 ED PROF INT LAC 12.6-20CM FCE - HOSPITAL,ED Physician Charges,12055,,,,,1516.0,,,Glendive_Medical_Center
6039888,12056 ED PROF INT LAC 20.1-30.0 CM FACE EARS EYELIDS,ED Physician Charges,12056,,,,,1943.0,,,Glendive_Medical_Center
6294750,12057 ED PROF INT LAC > 30 CM FACE/EARS/EYELIDS/NOSE/LIPS/MUCOUS MEMBRANES,ED Physician Charges,12057,,,,,2149.0,,,Glendive_Medical_Center
6039901,13100 ED PROF CPX LC 1-2.5CM BD - HOSPITAL,ED Physician Charges,13100,,,,,1017.0,,,Glendive_Medical_Center
6039908,13101 ED PROF CPX LC 2.6-7.5CM BD - HOSPITAL,ED Physician Charges,13101,,,,,1250.0,,,Glendive_Medical_Center
6039910,13120 ED PROF CPX LC 1-2.5CM SCLP - HOSPITAL,ED Physician Charges,13120,,,,,1169.0,,,Glendive_Medical_Center
6039912,13121 ED PROF CPX LC 2.6-7.5CM SCLP - HOSPITAL,ED Physician Charges,13121,,,,,1313.0,,,Glendive_Medical_Center
6039914,13122 ED PROF REPAIR WOUND/LESION ADD-ON .5 CM,ED Physician Charges,13122,,,,,424.0,,,Glendive_Medical_Center
6040254,13131 ED PROF CPX LC 1-2.5CM FCE - HOSPITAL,ED Physician Charges,13131,,,,,1232.0,,,Glendive_Medical_Center
6040266,13132 ED PROF CPX LC 2.6-7.5CM FCE-HOSPITAL,ED Physician Charges,13132,,,,,1542.0,,,Glendive_Medical_Center
6040269,13133 ED PROF REPAIR COMPLEX F/C/C/M/N/Ax/G/H/F EA 5,ED Physician Charges,13133,,,,,646.0,,,Glendive_Medical_Center
6040282,13151 ED PROF CPX LC 1.1-2.5CM EAR - HOSPITAL,ED Physician Charges,13151,,,,,1416.0,,,Glendive_Medical_Center
6040288,13152 ED PROF CPX LC 2.6-7CM EAR- HOSPITAL,ED Physician Charges,13152,,,,,1705.0,,,Glendive_Medical_Center
6040311,16000 ED PROF BURN SM 1-2DG LCL - HOSPITAL,ED Physician Charges,16000,,,,,233.0,,,Glendive_Medical_Center
6040313,16020 ED PROF BURN SMALL - HOSPITAL,ED Physician Charges,16020,,,,,273.0,,,Glendive_Medical_Center
6040314,16025 ED PROF BURN MEDIUM - HOSPITAL,ED Physician Charges,16025,,,,,557.0,,,Glendive_Medical_Center
6294755,16030 ED PROF BURN - LARGE - HOSPITAL,ED Physician Charges,16030,,,,,672.0,,,Glendive_Medical_Center
6128513,20520 ED PROF REMOVE FB MUSCLE SIMPLE,ED Physician Charges,20520,,,,,739.0,,,Glendive_Medical_Center
6294760,20551 ED PROF ARTHROCENTESIS SM - HOSPITAL,ED Physician Charges,20551,,,,,201.0,,,Glendive_Medical_Center
6040319,20552 ED PROF INJ TRIGGER POINT 1 OR 2-HOSP,ED Physician Charges,20552,,,,,194.0,,,Glendive_Medical_Center
6128522,20600 ED PROF ARTHROCENTESIS SM JOINT,ED Physician Charges,20600,,,,,182.0,,,Glendive_Medical_Center
6116352,20605 ED PROF ARTHROCENTESIS MED JOINT,ED Physician Charges,20605,,,,,189.0,,,Glendive_Medical_Center
6040328,20610 ED PROF ARTHROCENTESIS LG JOINT,ED Physician Charges,20610,,,,,231.0,,,Glendive_Medical_Center
6128558,21310 ED PROF TX CLOSED NASAL FX WO MANIP,ED Physician Charges,21310,,,,,140.0,,,Glendive_Medical_Center
6040462,21480 ED PROF TMJ DISLOCATION - HOSPITAL,ED Physician Charges,21480,,,,,161.0,,,Glendive_Medical_Center
6040321,23500 ED PROF CLAV FX W/O MANIP- HOSPITAL,ED Physician Charges,23500,,,,,1129.0,,,Glendive_Medical_Center
6294766,23540 ED PROF CL TX ACLAV DISLOC WO MANIP,ED Physician Charges,23540,,,,,1162.0,,,Glendive_Medical_Center
6040498,23600 ED PROF TX ARCROMIOCLAVICULAR DISLOCATION- W/MANIPULATION,ED Physician Charges,23600,,,,,1561.0,,,Glendive_Medical_Center
6040587,23650 ED PROF SHLDR DISLOCATION-HOSPITAL,ED Physician Charges,23650,,,,,1463.0,,,Glendive_Medical_Center
6040603,23655 ED PROF CLSD TX SHLDR DISLOC W/MANI,ED Physician Charges,23655,,,,,2037.0,,,Glendive_Medical_Center
6040667,24500 ED PROF CLSD TX HUMERAL SHAFT FRACTURE W/O,ED Physician Charges,24500,,,,,1656.0,,,Glendive_Medical_Center
6040736,24530 ED PROF CLTX SPRCNDYLR/TRANSCNDYLR HUMERAL FX + - MNPI,ED Physician Charges,24530,,,,,1743.0,,,Glendive_Medical_Center
6294771,24600 ED PROF ELBOW DSL-CLS RED-HOSPITAL,ED Physician Charges,24600,,,,,1699.0,,,Glendive_Medical_Center
6040766,24640 ED PROF NURSEMAIDS ELB-HOSPITAL,ED Physician Charges,24640,,,,,396.0,,,Glendive_Medical_Center
6040775,24670 ED PROF TREAT ULNAR FX- PHYS SRVC,ED Physician Charges,24670,,,,,1334.0,,,Glendive_Medical_Center
6040792,25530 ED PROF TREAT FX OF ULNA-HOSPITAL,ED Physician Charges,25530,,,,,1204.0,,,Glendive_Medical_Center
6040799,25560 ED PROF TREAT FX RADIUS & ULNA SHAFT - W/O,ED Physician Charges,25560,,,,,1279.0,,,Glendive_Medical_Center
6040816,25565 ED PROF TREAT FX RADIUS & ULNA-SHAFT WITH,ED Physician Charges,25565,,,,,2342.0,,,Glendive_Medical_Center
6040823,25600 ED PROF WRIST FX W/O MNP-HOSPITAL,ED Physician Charges,25600,,,,,1586.0,,,Glendive_Medical_Center
6040834,25605 ED PROF COLLES FX CLD RUD-HOSPITAL,ED Physician Charges,25605,,,,,2578.0,,,Glendive_Medical_Center
6040906,26010 ED PROF DRAIN FINGER TIP-HOSPITAL,ED Physician Charges,26010,,,,,695.0,,,Glendive_Medical_Center
6040969,26600 ED PROF TREAT METACARPAL FX - W/MANIPULATION,ED Physician Charges,26600,,,,,1411.0,,,Glendive_Medical_Center
6040975,"26605 ED PROF Closed treatment of metacarpal fracture, single; with manip",ED Physician Charges,26605,,,,,1479.0,,,Glendive_Medical_Center
6132066,26700 ED PROF CLTX KNUCKLE DISLOCATION,ED Physician Charges,26700,,,,,1551.0,,,Glendive_Medical_Center
6224668,26725 ED PROF TREAT FX PHALANGEAL SHAFT PROX OR MIDDLE PHALANX FINGER OR THUMB,ED Physician Charges,26725,,,,,1528.0,,,Glendive_Medical_Center
6041069,26750 ED PROF DISTAL PHALANG FX W/O MANIP,ED Physician Charges,26750,,,,,936.0,,,Glendive_Medical_Center
6559146,26765 ED PROF OPEN TX DISTAL PHALANGEAL FX,ED Physician Charges,26765,,,,,2524.0,,,Glendive_Medical_Center
6041073,26770 ED PROF INTERPHALANGEAL DISLOCATION- HOSPITAL,ED Physician Charges,26770,,,,,1297.0,,,Glendive_Medical_Center
6041319,26951 ED PROF AMPUTATION OF FINGER/THUMB,ED Physician Charges,26951,,,,,3351.0,,,Glendive_Medical_Center
6128564,27200 ED PROF CLTX COCCYGEAL TX,ED Physician Charges,27200,,,,,945.0,,,Glendive_Medical_Center
7453156,27240P ED PROF CLTX INTR/PERI/SBTRCHNTC FEMORAL FX W/MANJ,ED Physician Charges,27240,,,,,4820.0,,,Glendive_Medical_Center
6041321,27250 ED PROF HIP DSL CLS RD-HOSPITAL,ED Physician Charges,27250,,,,,933.0,,,Glendive_Medical_Center
6849291,27252 ED PROF Cltx Hip Dislc Traumtc Req Anes,ED Physician Charges,27252,,,,,3819.0,,,Glendive_Medical_Center
6706430,27500 ED PROF Closed Tx Femoral Shaft Fx W/O Manipulation,ED Physician Charges,27500,,,,,2424.0,,,Glendive_Medical_Center
6127289,27502 ED PROF CLTX FEM TX PROXEND NCK W/MANIP,ED Physician Charges,27502,,,,,3840.0,,,Glendive_Medical_Center
6077046,27510 ED PROF FEMUR FRACTURE REDUCT CLOSED,ED Physician Charges,27510,,,,,3437.0,,,Glendive_Medical_Center
6041324,27520 ED PROF CLOSED TX PATELLAR FRACTURE W/O MANIPULATION,ED Physician Charges,27520,,,,,1495.0,,,Glendive_Medical_Center
6090036,27530 ED PROF CLTX TIBL FX PROX W/O MANIP,ED Physician Charges,27530,,,,,1426.0,,,Glendive_Medical_Center
